Date,Deutsche X-trackers MSCI All World ex US High Divi_etf_Open_average,Deutsche X-trackers MSCI All World ex US High Divi_etf_Open_max,Deutsche X-trackers MSCI All World ex US High Divi_etf_Open_min,Deutsche X-trackers MSCI All World ex US High Divi_etf_Open_volatility,Deutsche X-trackers MSCI All World ex US High Divi_etf_Open_change,Deutsche X-trackers MSCI All World ex US High Divi_etf_High_average,Deutsche X-trackers MSCI All World ex US High Divi_etf_High_max,Deutsche X-trackers MSCI All World ex US High Divi_etf_High_min,Deutsche X-trackers MSCI All World ex US High Divi_etf_High_volatility,Deutsche X-trackers MSCI All World ex US High Divi_etf_High_change,Deutsche X-trackers MSCI All World ex US High Divi_etf_Low_average,Deutsche X-trackers MSCI All World ex US High Divi_etf_Low_max,Deutsche X-trackers MSCI All World ex US High Divi_etf_Low_min,Deutsche X-trackers MSCI All World ex US High Divi_etf_Low_volatility,Deutsche X-trackers MSCI All World ex US High Divi_etf_Low_change,Deutsche X-trackers MSCI All World ex US High Divi_etf_Close_average,Deutsche X-trackers MSCI All World ex US High Divi_etf_Close_max,Deutsche X-trackers MSCI All World ex US High Divi_etf_Close_min,Deutsche X-trackers MSCI All World ex US High Divi_etf_Close_volatility,Deutsche X-trackers MSCI All World ex US High Divi_etf_Close_change
2016-01-03,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2016-01-10,20.58,20.58,20.58,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2016-01-17,21.26,21.26,21.26,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2016-01-24,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0
2016-01-31,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2016-02-07,20.24,20.24,20.24,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2016-02-14,21.66,21.66,21.66,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.76,21.76,21.76,0.0,0.0
2016-02-21,21.83,21.83,21.83,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2016-02-28,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2016-03-06,22.57,22.57,22.57,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2016-03-13,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.93,22.93,22.93,0.0,0.0
2016-03-20,22.33,22.33,22.33,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.33,22.33,22.33,0.0,0.0
2016-03-27,22.27,22.27,22.27,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.37,22.37,22.37,0.0,0.0
2016-04-03,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2016-04-10,23.17,23.17,23.17,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2016-04-17,23.48,23.48,23.48,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2016-04-24,23.54,23.54,23.54,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.27,23.27,23.27,0.0,0.0
2016-05-01,23.13,23.13,23.13,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2016-05-08,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.42,22.42,22.42,0.0,0.0
2016-05-15,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.58,22.58,22.58,0.0,0.0
2016-05-22,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2016-05-29,22.87,22.87,22.87,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.92,22.92,22.92,0.0,0.0
2016-06-05,22.54,22.54,22.54,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.42,22.42,22.42,0.0,0.0
2016-06-12,22.37,22.37,22.37,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.18,22.18,22.18,0.0,0.0
2016-06-19,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2016-06-26,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2016-07-03,22.85,22.85,22.85,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.73,22.73,22.73,0.0,0.0
2016-07-10,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2016-07-17,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2016-07-24,23.63,23.63,23.63,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2016-07-31,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2016-08-07,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2016-08-14,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2016-08-21,24.07,24.07,24.07,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2016-08-28,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2016-09-04,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2016-09-11,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2016-09-18,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2016-09-25,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2016-10-02,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2016-10-09,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2016-10-16,23.47,23.47,23.47,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2016-10-23,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2016-10-30,23.75,23.75,23.75,0.0,0.0,24.14,24.14,24.14,0.0,0.0,23.75,23.75,23.75,0.0,0.0,24.14,24.14,24.14,0.0,0.0
2016-11-06,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2016-11-13,24.06,24.06,24.06,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2016-11-20,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2016-11-27,24.36,24.36,24.36,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2016-12-04,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2016-12-11,24.58,24.58,24.58,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2016-12-18,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2016-12-25,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2017-01-01,24.99,24.99,24.99,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.94,24.94,24.94,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2017-01-08,25.18,25.18,25.18,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2017-01-15,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2017-01-22,25.16,25.16,25.16,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2017-01-29,24.78,24.78,24.78,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2017-02-05,25.52,25.52,25.52,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2017-02-12,25.63,25.63,25.63,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2017-02-19,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2017-02-26,25.81,25.81,25.81,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2017-03-05,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2017-03-12,26.08,26.08,26.08,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2017-03-19,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2017-03-26,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2017-04-02,25.7,25.7,25.7,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2017-04-09,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2017-04-16,25.31,25.31,25.31,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.4,25.4,25.4,0.0,0.0
