Date,XOM_stock_Open_average,XOM_stock_Open_max,XOM_stock_Open_min,XOM_stock_Open_volatility,XOM_stock_Open_change,XOM_stock_High_average,XOM_stock_High_max,XOM_stock_High_min,XOM_stock_High_volatility,XOM_stock_High_change,XOM_stock_Low_average,XOM_stock_Low_max,XOM_stock_Low_min,XOM_stock_Low_volatility,XOM_stock_Low_change,XOM_stock_Close_average,XOM_stock_Close_max,XOM_stock_Close_min,XOM_stock_Close_volatility,XOM_stock_Close_change,XOM_stock_Volume_average,XOM_stock_Volume_max,XOM_stock_Volume_min,XOM_stock_Volume_volatility,XOM_stock_Volume_change
2016-01-03,76.748,77.5,76.06,1.4399999999999977,-1.1500000000000057,77.672,78.14,76.65,1.4899999999999949,-1.289999999999992,76.072,76.92,74.5,2.4200000000000017,-1.9500000000000028,76.794,78.12,74.69,3.430000000000007,-2.769999999999996,18303574,21263760,11993500,9270260,-1366456
2016-01-10,75.504,76.33,74.12,2.2099999999999937,1.3199999999999932,77.138,79.92,75.12,4.799999999999997,3.049999999999997,74.55,76.3,72.56,3.739999999999995,3.739999999999995,76.248,79.12,73.69,5.430000000000007,3.8900000000000006,26283710,33806672,21352956,12453716,6989108
2016-01-17,75.645,77.93,73.16,4.77000000000001,-1.5100000000000051,76.42999999999999,78.24,74.99,3.25,-1.4699999999999989,73.5175,75.19,71.55,3.6400000000000006,-0.46999999999999886,75.0625,76.57,73.18,3.3899999999999864,0.1699999999999875,25195297,33300754,22265576,11035178,-154212
2016-01-24,76.12,77.35,74.77,2.5799999999999983,0.980000000000004,77.218,77.85,76.34,1.509999999999991,1.509999999999991,74.94800000000001,76.25,73.9,2.3499999999999943,2.3499999999999943,76.162,77.85,73.98,3.8699999999999903,3.8699999999999903,19047412,25161888,16157715,9004173,8075244
2016-01-31,76.872,79.4,74.19,5.210000000000008,2.740000000000009,78.208,80.1,75.62,4.47999999999999,3.309999999999988,75.876,78.57,73.55,5.019999999999996,3.1299999999999955,77.854,80.08,74.59,5.489999999999995,3.789999999999992,22882123,26719850,16754164,9965686,9965686
2016-02-07,79.494,80.08,78.34,1.7399999999999949,0.7800000000000011,81.024,81.78,80.15,1.6299999999999955,-0.710000000000008,78.854,79.81,77.58,2.230000000000004,0.9000000000000057,80.244,81.16,79.35,1.8100000000000023,-0.12999999999999545,19529937,26601176,16610943,9990233,-9913330
2016-02-14,82.11,82.9,81.65,1.25,0.4899999999999949,82.56,83.06,81.85,1.210000000000008,0.7000000000000028,81.0525,81.86,80.28,1.5799999999999983,0.6299999999999955,82.0425,82.5,81.22,1.2800000000000011,1.2800000000000011,15352107,17006668,13615902,3390766,-2296257
2016-02-21,81.91199999999999,83.21,79.91,3.299999999999997,-0.3199999999999932,82.54599999999999,83.44,81.77,1.6700000000000017,-0.35999999999999943,80.892,82.2,79.67,2.530000000000001,-0.5100000000000051,81.78,82.39,81.23,1.1599999999999966,-0.6400000000000006,13492813,14595198,11041630,3553568,-251945
2016-02-28,81.742,82.66,80.56,2.0999999999999943,0.7800000000000011,82.516,82.97,81.77,1.2000000000000028,0.5699999999999932,80.796,81.76,80.05,1.710000000000008,1.710000000000008,81.76400000000001,82.7,80.15,2.549999999999997,2.1400000000000006,16069496,18903552,13216192,5687360,-500810
2016-03-06,83.034,84.0,82.31,1.6899999999999977,0.9099999999999966,83.74199999999999,84.46,82.66,1.7999999999999972,-0.9299999999999926,81.972,82.48,80.93,1.5499999999999972,-0.20999999999999375,82.772,84.46,82.18,2.279999999999987,-2.269999999999996,15671439,18945556,14003912,4941644,-3575380
