Date,Vanguard Total Bond MarketEtf_Open_average,Vanguard Total Bond MarketEtf_Open_max,Vanguard Total Bond MarketEtf_Open_min,Vanguard Total Bond MarketEtf_Open_volatility,Vanguard Total Bond MarketEtf_Open_change,Vanguard Total Bond MarketEtf_High_average,Vanguard Total Bond MarketEtf_High_max,Vanguard Total Bond MarketEtf_High_min,Vanguard Total Bond MarketEtf_High_volatility,Vanguard Total Bond MarketEtf_High_change,Vanguard Total Bond MarketEtf_Low_average,Vanguard Total Bond MarketEtf_Low_max,Vanguard Total Bond MarketEtf_Low_min,Vanguard Total Bond MarketEtf_Low_volatility,Vanguard Total Bond MarketEtf_Low_change,Vanguard Total Bond MarketEtf_Close_average,Vanguard Total Bond MarketEtf_Close_max,Vanguard Total Bond MarketEtf_Close_min,Vanguard Total Bond MarketEtf_Close_volatility,Vanguard Total Bond MarketEtf_Close_change
2016-10-16,83.6,83.6,83.6,0.0,0.0,83.65,83.65,83.65,0.0,0.0,83.53,83.53,83.53,0.0,0.0,83.64,83.64,83.64,0.0,0.0
2016-10-23,83.09,83.09,83.09,0.0,0.0,83.18,83.18,83.18,0.0,0.0,83.07,83.07,83.07,0.0,0.0,83.1,83.1,83.1,0.0,0.0
2016-10-30,83.08,83.08,83.08,0.0,0.0,83.24,83.24,83.24,0.0,0.0,83.08,83.08,83.08,0.0,0.0,83.18,83.18,83.18,0.0,0.0
2016-11-06,81.72,81.72,81.72,0.0,0.0,81.83,81.83,81.83,0.0,0.0,81.57,81.57,81.57,0.0,0.0,81.6,81.6,81.6,0.0,0.0
2016-11-13,81.28,81.28,81.28,0.0,0.0,81.35,81.35,81.35,0.0,0.0,81.0,81.0,81.0,0.0,0.0,81.04,81.04,81.04,0.0,0.0
2016-11-20,80.91,80.91,80.91,0.0,0.0,80.99,80.99,80.99,0.0,0.0,80.82,80.82,80.82,0.0,0.0,80.92,80.92,80.92,0.0,0.0
2016-11-27,80.62,80.62,80.62,0.0,0.0,80.87,80.87,80.87,0.0,0.0,80.61,80.61,80.61,0.0,0.0,80.72,80.72,80.72,0.0,0.0
2016-12-04,80.8,80.8,80.8,0.0,0.0,80.85,80.85,80.85,0.0,0.0,80.53,80.53,80.53,0.0,0.0,80.6,80.6,80.6,0.0,0.0
2016-12-11,80.15,80.15,80.15,0.0,0.0,80.27,80.27,80.27,0.0,0.0,80.03,80.03,80.03,0.0,0.0,80.14,80.14,80.14,0.0,0.0
2016-12-18,80.36,80.36,80.36,0.0,0.0,80.36,80.36,80.36,0.0,0.0,80.25,80.25,80.25,0.0,0.0,80.26,80.26,80.26,0.0,0.0
2016-12-25,80.63,80.63,80.63,0.0,0.0,80.83,80.83,80.83,0.0,0.0,80.62,80.62,80.62,0.0,0.0,80.79,80.79,80.79,0.0,0.0
2017-01-01,81.1,81.1,81.1,0.0,0.0,81.13,81.13,81.13,0.0,0.0,80.95,80.95,80.95,0.0,0.0,80.95,80.95,80.95,0.0,0.0
2017-01-08,81.12,81.12,81.12,0.0,0.0,81.15,81.15,81.15,0.0,0.0,80.91,80.91,80.91,0.0,0.0,81.06,81.06,81.06,0.0,0.0
2017-01-15,80.67,80.67,80.67,0.0,0.0,80.85,80.85,80.85,0.0,0.0,80.62,80.62,80.62,0.0,0.0,80.81,80.81,80.81,0.0,0.0
2017-01-22,80.74,80.74,80.74,0.0,0.0,80.84,80.84,80.84,0.0,0.0,80.74,80.74,80.74,0.0,0.0,80.79,80.79,80.79,0.0,0.0
2017-01-29,80.86,80.86,80.86,0.0,0.0,80.94,80.94,80.94,0.0,0.0,80.61,80.61,80.61,0.0,0.0,80.7,80.7,80.7,0.0,0.0
2017-02-05,80.95,80.95,80.95,0.0,0.0,81.09,81.09,81.09,0.0,0.0,80.94,80.94,80.94,0.0,0.0,81.06,81.06,81.06,0.0,0.0
2017-02-12,81.0,81.0,81.0,0.0,0.0,81.05,81.05,81.05,0.0,0.0,80.96,80.96,80.96,0.0,0.0,81.01,81.01,81.01,0.0,0.0
2017-02-19,81.36,81.36,81.36,0.0,0.0,81.52,81.52,81.52,0.0,0.0,81.32,81.32,81.32,0.0,0.0,81.5,81.5,81.5,0.0,0.0
2017-02-26,80.64,80.64,80.64,0.0,0.0,80.69,80.69,80.69,0.0,0.0,80.53,80.53,80.53,0.0,0.0,80.69,80.69,80.69,0.0,0.0
2017-03-05,80.14,80.14,80.14,0.0,0.0,80.23,80.23,80.23,0.0,0.0,80.1,80.1,80.1,0.0,0.0,80.21,80.21,80.21,0.0,0.0
2017-03-12,80.47,80.47,80.47,0.0,0.0,80.61,80.61,80.61,0.0,0.0,80.47,80.47,80.47,0.0,0.0,80.58,80.58,80.58,0.0,0.0
2017-03-19,80.94,80.94,80.94,0.0,0.0,81.07,81.07,81.07,0.0,0.0,80.93,80.93,80.93,0.0,0.0,80.98,80.98,80.98,0.0,0.0
2017-03-26,81.01,81.01,81.01,0.0,0.0,81.1,81.1,81.1,0.0,0.0,81.01,81.01,81.01,0.0,0.0,81.08,81.08,81.08,0.0,0.0
2017-04-02,81.3,81.3,81.3,0.0,0.0,81.36,81.36,81.36,0.0,0.0,81.01,81.01,81.01,0.0,0.0,81.03,81.03,81.03,0.0,0.0
2017-04-09,81.61,81.61,81.61,0.0,0.0,81.73,81.73,81.73,0.0,0.0,81.52,81.52,81.52,0.0,0.0,81.68,81.68,81.68,0.0,0.0
2017-04-16,81.73,81.73,81.73,0.0,0.0,81.79,81.79,81.79,0.0,0.0,81.66,81.66,81.66,0.0,0.0,81.68,81.68,81.68,0.0,0.0
2017-04-23,81.4,81.4,81.4,0.0,0.0,81.59,81.59,81.59,0.0,0.0,81.36,81.36,81.36,0.0,0.0,81.55,81.55,81.55,0.0,0.0
2017-04-30,81.2,81.2,81.2,0.0,0.0,81.24,81.24,81.24,0.0,0.0,81.1,81.1,81.1,0.0,0.0,81.24,81.24,81.24,0.0,0.0
2017-05-07,81.29,81.29,81.29,0.0,0.0,81.38,81.38,81.38,0.0,0.0,81.25,81.25,81.25,0.0,0.0,81.35,81.35,81.35,0.0,0.0
2017-05-14,81.81,81.81,81.81,0.0,0.0,81.83,81.83,81.83,0.0,0.0,81.7,81.7,81.7,0.0,0.0,81.83,81.83,81.83,0.0,0.0
2017-05-21,81.77,81.77,81.77,0.0,0.0,81.81,81.81,81.81,0.0,0.0,81.73,81.73,81.73,0.0,0.0,81.8,81.8,81.8,0.0,0.0
2017-05-28,81.99,81.99,81.99,0.0,0.0,82.11,82.11,82.11,0.0,0.0,81.97,81.97,81.97,0.0,0.0,82.08,82.08,82.08,0.0,0.0
2017-06-04,81.8,81.8,81.8,0.0,0.0,81.91,81.91,81.91,0.0,0.0,81.77,81.77,81.77,0.0,0.0,81.86,81.86,81.86,0.0,0.0
2017-06-11,82.08,82.08,82.08,0.0,0.0,82.17,82.17,82.17,0.0,0.0,82.07,82.07,82.07,0.0,0.0,82.16,82.16,82.16,0.0,0.0
2017-06-18,82.23,82.23,82.23,0.0,0.0,82.28,82.28,82.28,0.0,0.0,82.19,82.19,82.19,0.0,0.0,82.25,82.25,82.25,0.0,0.0
2017-06-25,81.87,81.87,81.87,0.0,0.0,81.9,81.9,81.9,0.0,0.0,81.76,81.76,81.76,0.0,0.0,81.83,81.83,81.83,0.0,0.0
2017-07-02,81.36,81.36,81.36,0.0,0.0,81.39,81.39,81.39,0.0,0.0,81.31,81.31,81.31,0.0,0.0,81.34,81.34,81.34,0.0,0.0
2017-07-09,81.78,81.78,81.78,0.0,0.0,81.85,81.85,81.85,0.0,0.0,81.63,81.63,81.63,0.0,0.0,81.65,81.65,81.65,0.0,0.0
2017-07-16,82.06,82.06,82.06,0.0,0.0,82.16,82.16,82.16,0.0,0.0,82.06,82.06,82.06,0.0,0.0,82.1,82.1,82.1,0.0,0.0
2017-07-23,81.84,81.84,81.84,0.0,0.0,82.0,82.0,82.0,0.0,0.0,81.84,81.84,81.84,0.0,0.0,82.0,82.0,82.0,0.0,0.0
2017-07-30,82.01,82.01,82.01,0.0,0.0,82.01,82.01,82.01,0.0,0.0,81.85,81.85,81.85,0.0,0.0,81.97,81.97,81.97,0.0,0.0
2017-08-06,81.97,81.97,81.97,0.0,0.0,82.15,82.15,82.15,0.0,0.0,81.95,81.95,81.95,0.0,0.0,82.14,82.14,82.14,0.0,0.0
2017-08-13,82.26,82.26,82.26,0.0,0.0,82.3,82.3,82.3,0.0,0.0,82.1,82.1,82.1,0.0,0.0,82.17,82.17,82.17,0.0,0.0
2017-08-20,82.24,82.24,82.24,0.0,0.0,82.35,82.35,82.35,0.0,0.0,82.21,82.21,82.21,0.0,0.0,82.33,82.33,82.33,0.0,0.0
2017-08-27,82.31,82.31,82.31,0.0,0.0,82.33,82.33,82.33,0.0,0.0,82.15,82.15,82.15,0.0,0.0,82.21,82.21,82.21,0.0,0.0
2017-09-03,82.67,82.67,82.67,0.0,0.0,82.67,82.67,82.67,0.0,0.0,82.55,82.55,82.55,0.0,0.0,82.58,82.58,82.58,0.0,0.0
2017-09-10,82.2,82.2,82.2,0.0,0.0,82.25,82.25,82.25,0.0,0.0,82.11,82.11,82.11,0.0,0.0,82.17,82.17,82.17,0.0,0.0
2017-09-17,82.11,82.11,82.11,0.0,0.0,82.12,82.12,82.12,0.0,0.0,82.01,82.01,82.01,0.0,0.0,82.04,82.04,82.04,0.0,0.0
2017-09-24,81.95,81.95,81.95,0.0,0.0,81.97,81.97,81.97,0.0,0.0,81.83,81.83,81.83,0.0,0.0,81.96,81.96,81.96,0.0,0.0
2017-10-01,81.59,81.59,81.59,0.0,0.0,81.72,81.72,81.72,0.0,0.0,81.52,81.52,81.52,0.0,0.0,81.65,81.65,81.65,0.0,0.0
2017-10-08,82.01,82.01,82.01,0.0,0.0,82.06,82.06,82.06,0.0,0.0,81.93,81.93,81.93,0.0,0.0,82.05,82.05,82.05,0.0,0.0
2017-10-15,81.74,81.74,81.74,0.0,0.0,81.75,81.75,81.75,0.0,0.0,81.64,81.64,81.64,0.0,0.0,81.69,81.69,81.69,0.0,0.0
2017-10-22,81.52,81.52,81.52,0.0,0.0,81.63,81.63,81.63,0.0,0.0,81.48,81.48,81.48,0.0,0.0,81.63,81.63,81.63,0.0,0.0
2017-10-29,81.77,81.77,81.77,0.0,0.0,81.8,81.8,81.8,0.0,0.0,81.65,81.65,81.65,0.0,0.0,81.8,81.8,81.8,0.0,0.0
2017-11-05,81.53,81.53,81.53,0.0,0.0,81.55,81.55,81.55,0.0,0.0,81.42,81.42,81.42,0.0,0.0,81.42,81.42,81.42,0.0,0.0
2017-11-12,81.69,81.69,81.69,0.0,0.0,81.74,81.74,81.74,0.0,0.0,81.65,81.65,81.65,0.0,0.0,81.69,81.69,81.69,0.0,0.0
2017-11-19,81.84,81.84,81.84,0.0,0.0,81.88,81.88,81.88,0.0,0.0,81.81,81.81,81.81,0.0,0.0,81.86,81.86,81.86,0.0,0.0
2017-11-26,81.5,81.5,81.5,0.0,0.0,81.81,81.81,81.81,0.0,0.0,81.35,81.35,81.35,0.0,0.0,81.56,81.56,81.56,0.0,0.0
2017-12-03,81.67,81.67,81.67,0.0,0.0,81.68,81.68,81.68,0.0,0.0,81.57,81.57,81.57,0.0,0.0,81.62,81.62,81.62,0.0,0.0
2017-12-10,81.76,81.76,81.76,0.0,0.0,81.83,81.83,81.83,0.0,0.0,81.67,81.67,81.67,0.0,0.0,81.82,81.82,81.82,0.0,0.0
2017-12-17,81.34,81.34,81.34,0.0,0.0,81.4,81.4,81.4,0.0,0.0,81.32,81.32,81.32,0.0,0.0,81.37,81.37,81.37,0.0,0.0
2017-12-24,81.5,81.5,81.5,0.0,0.0,81.57,81.57,81.57,0.0,0.0,81.46,81.46,81.46,0.0,0.0,81.57,81.57,81.57,0.0,0.0
2017-12-31,81.35,81.35,81.35,0.0,0.0,81.36,81.36,81.36,0.0,0.0,81.2,81.2,81.2,0.0,0.0,81.26,81.26,81.26,0.0,0.0
