Date,AGMStock_Open_average,AGMStock_Open_max,AGMStock_Open_min,AGMStock_Open_volatility,AGMStock_Open_change,AGMStock_High_average,AGMStock_High_max,AGMStock_High_min,AGMStock_High_volatility,AGMStock_High_change,AGMStock_Low_average,AGMStock_Low_max,AGMStock_Low_min,AGMStock_Low_volatility,AGMStock_Low_change,AGMStock_Close_average,AGMStock_Close_max,AGMStock_Close_min,AGMStock_Close_volatility,AGMStock_Close_change,AGMStock_Volume_average,AGMStock_Volume_max,AGMStock_Volume_min,AGMStock_Volume_volatility,AGMStock_Volume_change
2016-01-03,32.09,33.4,30.88,2.5199999999999996,2.0400000000000027,32.99,34.34,31.84,2.5000000000000036,1.0800000000000018,31.328,32.52,30.34,2.1800000000000033,0.5700000000000003,32.214,33.92,31.05,2.870000000000001,-0.48999999999999844,71643,151938,39551,112387,17139
2016-01-10,29.688000000000002,31.19,27.87,3.3200000000000003,-3.3200000000000003,30.092,31.4,28.17,3.229999999999997,-3.229999999999997,28.418,30.39,26.11,4.280000000000001,-4.280000000000001,28.748,30.78,26.36,4.420000000000002,-4.420000000000002,103227,204022,58620,145402,118659
2016-01-17,27.32,28.27,26.58,1.6900000000000013,1.6900000000000013,28.18,28.88,27.46,1.4199999999999982,1.4199999999999982,27.15,28.09,26.16,1.9299999999999997,1.9299999999999997,27.7825,28.34,27.08,1.2600000000000016,1.2600000000000016,98263,150548,48637,101911,-66746
2016-01-24,29.221999999999998,30.97,28.04,2.9299999999999997,2.9299999999999997,30.378,32.8,28.59,4.209999999999997,4.209999999999997,29.034,30.97,27.52,3.4499999999999993,3.4499999999999993,30.004,32.61,28.15,4.460000000000001,4.460000000000001,60850,85596,53458,32138,30854
2016-01-31,31.342,32.29,30.91,1.379999999999999,-1.3299999999999983,31.736,32.31,31.18,1.1300000000000026,-1.1300000000000026,30.726,31.66,29.93,1.7300000000000004,-1.129999999999999,31.11,31.71,30.53,1.1799999999999997,-1.1799999999999997,43627,72776,26665,46111,4925
2016-02-07,30.122,30.45,29.82,0.629999999999999,-0.129999999999999,30.848,31.13,30.55,0.5799999999999983,0.21999999999999886,29.788,30.15,29.44,0.7099999999999973,0.14999999999999858,30.11,30.4,29.53,0.8699999999999974,-0.1700000000000017,53389,96010,31929,64081,-64081
2016-02-14,30.9925,31.31,30.55,0.759999999999998,0.759999999999998,31.509999999999998,31.88,30.93,0.9499999999999993,0.7899999999999991,30.8725,31.25,30.28,0.9699999999999989,0.8699999999999974,31.1125,31.44,30.56,0.8800000000000026,0.620000000000001,41467,65188,27286,37902,-31304
2016-02-21,32.396,33.21,31.51,1.6999999999999993,1.3599999999999959,33.136,33.59,32.42,1.1700000000000017,0.04000000000000625,31.914,32.24,31.51,0.7300000000000004,0.7300000000000004,32.65,33.35,32.11,1.240000000000002,-0.759999999999998,57259,80267,23501,56766,-48595
2016-02-28,32.72,32.97,32.48,0.490000000000002,0.20999999999999375,33.174,33.52,32.88,0.6400000000000006,0.4200000000000017,32.252,32.6,32.0,0.6000000000000014,0.4100000000000037,32.68,33.1,32.41,0.6900000000000048,0.27999999999999403,48497,69623,31380,38243,-12529
2016-03-06,33.190000000000005,34.7,32.45,2.25,2.1700000000000017,34.224000000000004,36.36,32.67,3.6899999999999977,3.6899999999999977,32.77,34.23,32.02,2.2099999999999937,1.9199999999999946,33.652,35.85,32.25,3.6000000000000014,3.190000000000005,103142,170045,59767,110278,66114
2016-03-13,35.752,36.7,35.26,1.4400000000000048,1.0400000000000063,36.766,38.18,36.17,2.009999999999998,1.6400000000000006,35.46,36.67,34.9,1.7700000000000031,1.4500000000000028,36.286,37.48,35.55,1.9299999999999997,1.3099999999999952,94207,142638,58388,84250,-50341
2016-03-20,37.7975,38.1,37.52,0.5799999999999983,0.259999999999998,38.5325,39.12,38.15,0.9699999999999989,0.6899999999999977,37.29,37.48,37.16,0.3200000000000003,0.3200000000000003,38.2075,38.54,38.02,0.519999999999996,0.35999999999999943,67677,84522,42602,41920,22139
