Date,MTN_stock_Open_average,MTN_stock_Open_max,MTN_stock_Open_min,MTN_stock_Open_volatility,MTN_stock_Open_change,MTN_stock_High_average,MTN_stock_High_max,MTN_stock_High_min,MTN_stock_High_volatility,MTN_stock_High_change,MTN_stock_Low_average,MTN_stock_Low_max,MTN_stock_Low_min,MTN_stock_Low_volatility,MTN_stock_Low_change,MTN_stock_Close_average,MTN_stock_Close_max,MTN_stock_Close_min,MTN_stock_Close_volatility,MTN_stock_Close_change,MTN_stock_Volume_average,MTN_stock_Volume_max,MTN_stock_Volume_min,MTN_stock_Volume_volatility,MTN_stock_Volume_change
2016-01-03,124.32,126.67,122.27,4.400000000000006,-4.400000000000006,125.686,127.04,123.64,3.4000000000000057,-3.030000000000001,122.7,124.23,120.33,3.9000000000000057,-2.8700000000000045,123.724,125.95,120.59,5.359999999999999,-3.5600000000000023,271541,352166,230276,121890,-121303
2016-01-10,121.086,124.18,119.1,5.0800000000000125,-1.5300000000000011,123.152,125.19,120.76,4.429999999999993,-3.039999999999992,118.652,120.77,116.43,4.339999999999989,-4.329999999999998,120.612,123.49,117.1,6.390000000000001,-4.559999999999988,396734,632589,287726,344863,-56461
2016-01-17,121.88,124.75,120.44,4.310000000000002,4.310000000000002,123.825,124.95,122.54,2.4099999999999966,1.9200000000000017,119.8975,122.92,117.02,5.900000000000006,3.2900000000000063,122.7775,124.56,121.3,3.260000000000005,2.6099999999999994,347348,421033,285004,136029,-136029
2016-01-24,123.02,124.49,120.32,4.170000000000002,-4.170000000000002,124.652,125.71,122.61,3.0999999999999943,-0.18000000000000682,120.842,122.82,118.93,3.8899999999999864,-3.6099999999999994,122.756,125.0,119.99,5.010000000000005,1.8199999999999932,219701,295161,168828,126333,126333
2016-01-31,121.862,123.82,119.06,4.759999999999991,-4.759999999999991,122.488,125.32,119.06,6.259999999999991,-6.259999999999991,119.16,123.38,115.39,7.989999999999995,-7.989999999999995,120.574,124.52,116.8,7.719999999999999,-7.719999999999999,215354,271776,168494,103282,75711
2016-02-07,116.556,118.52,115.43,3.089999999999989,3.089999999999989,118.844,120.55,117.56,2.989999999999995,2.989999999999995,115.918,117.34,114.86,2.480000000000004,2.480000000000004,117.746,120.24,116.39,3.8499999999999943,3.239999999999995,247550,355224,190815,164409,-140085
2016-02-14,124.055,125.04,121.85,3.190000000000012,2.730000000000004,126.5325,128.28,125.0,3.280000000000001,3.280000000000001,123.13499999999999,124.58,120.99,3.5900000000000034,3.5900000000000034,125.3825,127.73,123.93,3.799999999999997,3.799999999999997,233356,296103,201818,94285,-458
2016-02-21,127.71000000000001,129.87,125.37,4.5,0.950000000000017,128.808,129.97,127.25,2.719999999999999,0.46999999999999886,125.952,127.25,123.82,3.430000000000007,0.3499999999999943,127.422,129.37,126.62,2.75,0.060000000000002274,200314,218943,157561,61382,-10482
2016-02-28,128.618,129.9,126.87,3.030000000000001,2.109999999999985,129.374,129.9,127.81,2.0900000000000034,2.0900000000000034,127.436,128.09,125.95,2.1400000000000006,1.7000000000000028,128.94,129.88,127.41,2.469999999999999,2.469999999999999,306159,421657,210980,210677,-68144
2016-03-06,131.144,135.08,128.8,6.280000000000001,0.19999999999998863,133.292,135.98,130.72,5.259999999999991,1.4699999999999989,128.436,131.42,124.47,6.949999999999989,0.5100000000000051,130.718,132.91,127.6,5.310000000000002,0.5200000000000102,528697,1034325,274674,759651,175913
2016-03-13,130.186,131.14,128.75,2.3899999999999864,-2.009999999999991,131.006,132.49,129.84,2.6500000000000057,-2.6500000000000057,129.062,130.63,127.06,3.569999999999993,-3.569999999999993,129.514,131.7,127.28,4.4199999999999875,-4.4199999999999875,427726,841782,243888,597894,583858
2016-03-20,126.955,127.61,125.59,2.019999999999996,-2.019999999999996,128.06,129.16,126.64,2.519999999999996,-2.519999999999996,126.07,126.72,125.03,1.6899999999999977,-0.9899999999999949,127.1675,127.85,126.59,1.259999999999991,-1.259999999999991,245728,275377,207548,67829,-67829
2016-03-27,130.462,132.95,127.09,5.859999999999985,5.859999999999985,132.16,133.97,128.84,5.1299999999999955,4.849999999999994,129.56,131.59,126.62,4.969999999999999,4.969999999999999,131.63,133.7,128.67,5.030000000000001,3.640000000000015,282879,348933,215028,133905,40594
2016-04-03,129.526,132.34,127.56,4.780000000000001,-3.3700000000000045,130.14600000000002,132.36,129.03,3.3300000000000125,-3.3300000000000125,127.64399999999999,129.03,126.57,2.460000000000008,-1.3100000000000023,128.63400000000001,130.13,127.56,2.569999999999993,-1.6099999999999852,305151,403815,227518,176297,-55410
2016-04-10,130.35399999999998,132.6,128.03,4.569999999999993,2.75,131.464,132.99,129.84,3.1500000000000057,3.1500000000000057,129.108,130.56,128.02,2.539999999999992,2.539999999999992,130.636,132.41,128.05,4.359999999999985,4.359999999999985,224342,258601,201799,56802,-15741
2016-04-17,131.974,132.89,130.65,2.2399999999999807,-0.6200000000000045,132.852,133.45,132.02,1.4299999999999784,-1.1899999999999977,130.89,132.0,129.64,2.3600000000000136,-1.8800000000000239,131.846,133.01,130.57,2.4399999999999977,-2.1599999999999966,270984,320436,230617,89819,-50857
2016-04-24,130.076,130.64,128.9,1.7399999999999807,-1.1299999999999955,130.89000000000001,131.85,130.11,1.7399999999999807,-0.9799999999999898,129.32999999999998,130.03,128.53,1.5,-0.8899999999999864,130.27,130.97,129.38,1.5900000000000034,-0.9400000000000261,185293,199441,174329,25112,969
2016-05-01,129.44,130.49,128.42,2.0700000000000216,-2.0700000000000216,130.444,131.2,129.34,1.8599999999999852,-0.5199999999999818,128.726,129.89,127.68,2.2099999999999795,-2.2099999999999795,129.914,130.76,129.07,1.6899999999999977,-0.23999999999998067,192445,243617,150054,93563,-41721
2016-05-08,130.014,131.81,128.42,3.390000000000015,-1.9300000000000068,130.826,132.54,129.14,3.4000000000000057,-2.1999999999999886,128.34799999999998,130.26,127.03,3.2299999999999898,-2.5999999999999943,129.312,132.32,127.6,4.719999999999999,-2.450000000000017,202595,242674,157763,84911,-41832
2016-05-15,126.376,127.96,125.31,2.6499999999999915,-1.9799999999999898,127.262,128.49,126.29,2.200000000000003,-1.5500000000000114,124.996,126.91,124.0,2.9099999999999966,-2.289999999999992,126.344,128.28,125.4,2.8799999999999955,-1.960000000000008,196880,278720,162875,115845,-2817
2016-05-22,128.39,129.57,126.43,3.1399999999999864,2.8499999999999943,129.372,130.68,127.75,2.930000000000007,2.930000000000007,127.95800000000001,129.28,125.62,3.6599999999999966,3.6599999999999966,128.982,130.42,126.94,3.4799999999999898,3.4799999999999898,141110,155162,94329,60833,-55772
2016-05-29,131.605,133.6,130.76,2.8400000000000034,2.8400000000000034,133.21,134.8,131.54,3.2600000000000193,3.2600000000000193,130.755,131.46,129.75,1.710000000000008,1.710000000000008,132.6,134.02,131.25,2.7700000000000102,2.7700000000000102,257427,425678,155366,270312,270312
