Date,First Trust Materials AlphaDEX_etf_Open_average,First Trust Materials AlphaDEX_etf_Open_max,First Trust Materials AlphaDEX_etf_Open_min,First Trust Materials AlphaDEX_etf_Open_volatility,First Trust Materials AlphaDEX_etf_Open_change,First Trust Materials AlphaDEX_etf_High_average,First Trust Materials AlphaDEX_etf_High_max,First Trust Materials AlphaDEX_etf_High_min,First Trust Materials AlphaDEX_etf_High_volatility,First Trust Materials AlphaDEX_etf_High_change,First Trust Materials AlphaDEX_etf_Low_average,First Trust Materials AlphaDEX_etf_Low_max,First Trust Materials AlphaDEX_etf_Low_min,First Trust Materials AlphaDEX_etf_Low_volatility,First Trust Materials AlphaDEX_etf_Low_change,First Trust Materials AlphaDEX_etf_Close_average,First Trust Materials AlphaDEX_etf_Close_max,First Trust Materials AlphaDEX_etf_Close_min,First Trust Materials AlphaDEX_etf_Close_volatility,First Trust Materials AlphaDEX_etf_Close_change
2016-01-03,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2016-01-10,25.17,25.17,25.17,0.0,0.0,25.36,25.36,25.36,0.0,0.0,24.89,24.89,24.89,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2016-01-17,25.35,25.35,25.35,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2016-01-24,25.21,25.21,25.21,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.17,25.17,25.17,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2016-01-31,26.56,26.56,26.56,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2016-02-07,25.77,25.77,25.77,0.0,0.0,26.15,26.15,26.15,0.0,0.0,25.62,25.62,25.62,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2016-02-14,26.67,26.67,26.67,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2016-02-21,27.62,27.62,27.62,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2016-02-28,29.04,29.04,29.04,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2016-03-06,29.69,29.69,29.69,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2016-03-13,30.95,30.95,30.95,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2016-03-20,30.04,30.04,30.04,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2016-03-27,30.68,30.68,30.68,0.0,0.0,31.17,31.17,31.17,0.0,0.0,30.52,30.52,30.52,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2016-04-03,30.81,30.81,30.81,0.0,0.0,31.12,31.12,31.12,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2016-04-10,31.6,31.6,31.6,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2016-04-17,32.42,32.42,32.42,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2016-04-24,32.46,32.46,32.46,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2016-05-01,31.72,31.72,31.72,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2016-05-08,31.86,31.86,31.86,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.63,31.63,31.63,0.0,0.0
2016-05-15,31.43,31.43,31.43,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2016-05-22,32.15,32.15,32.15,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2016-05-29,32.37,32.37,32.37,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2016-06-05,32.67,32.67,32.67,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.57,32.57,32.57,0.0,0.0
2016-06-12,32.1,32.1,32.1,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2016-06-19,32.01,32.01,32.01,0.0,0.0,32.18,32.18,32.18,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2016-06-26,32.47,32.47,32.47,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2016-07-03,32.85,32.85,32.85,0.0,0.0,33.38,33.38,33.38,0.0,0.0,32.85,32.85,32.85,0.0,0.0,33.34,33.34,33.34,0.0,0.0
2016-07-10,34.46,34.46,34.46,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2016-07-17,34.11,34.11,34.11,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2016-07-24,34.53,34.53,34.53,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2016-07-31,34.13,34.13,34.13,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2016-08-07,34.53,34.53,34.53,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2016-08-14,34.3,34.3,34.3,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2016-08-21,34.91,34.91,34.91,0.0,0.0,35.09,35.09,35.09,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2016-08-28,34.93,34.93,34.93,0.0,0.0,35.04,35.04,35.04,0.0,0.0,34.87,34.87,34.87,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2016-09-04,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2016-09-11,33.18,33.18,33.18,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.2,33.2,33.2,0.0,0.0
2016-09-18,34.03,34.03,34.03,0.0,0.0,34.13,34.13,34.13,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2016-09-25,34.23,34.23,34.23,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2016-10-02,34.07,34.07,34.07,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2016-10-09,33.21,33.21,33.21,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2016-10-16,33.36,33.36,33.36,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.58,33.58,33.58,0.0,0.0
2016-10-23,33.0,33.0,33.0,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2016-10-30,32.72,32.72,32.72,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2016-11-06,35.09,35.09,35.09,0.0,0.0,35.09,35.09,35.09,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.67,34.67,34.67,0.0,0.0
2016-11-13,35.29,35.29,35.29,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2016-11-20,35.97,35.97,35.97,0.0,0.0,36.04,36.04,36.04,0.0,0.0,35.86,35.86,35.86,0.0,0.0,36.0,36.0,36.0,0.0,0.0
