Date,AL_stock_Open_average,AL_stock_Open_max,AL_stock_Open_min,AL_stock_Open_volatility,AL_stock_Open_change,AL_stock_High_average,AL_stock_High_max,AL_stock_High_min,AL_stock_High_volatility,AL_stock_High_change,AL_stock_Low_average,AL_stock_Low_max,AL_stock_Low_min,AL_stock_Low_volatility,AL_stock_Low_change,AL_stock_Close_average,AL_stock_Close_max,AL_stock_Close_min,AL_stock_Close_volatility,AL_stock_Close_change,AL_stock_Volume_average,AL_stock_Volume_max,AL_stock_Volume_min,AL_stock_Volume_volatility,AL_stock_Volume_change
2016-12-25,34.84,35.26,34.47,0.7899999999999991,-0.7299999999999969,35.055,35.48,34.74,0.7399999999999949,-0.7399999999999949,34.480000000000004,35.03,34.21,0.8200000000000003,-0.8200000000000003,34.57,35.06,34.33,0.730000000000004,-0.730000000000004,423037,538351,288658,249693,154340
2017-01-01,35.435,36.18,34.67,1.509999999999998,1.509999999999998,35.9475,36.3,35.22,1.0799999999999983,1.0600000000000023,35.1125,35.53,34.52,1.009999999999998,1.009999999999998,35.665,36.03,35.16,0.8700000000000045,0.38000000000000256,763464,917981,631910,286071,31087
2017-01-08,35.486,35.87,34.81,1.0599999999999952,-0.030000000000001137,35.914,36.45,35.46,0.990000000000002,0.4299999999999997,35.050000000000004,35.62,34.63,0.9899999999999949,0.5399999999999991,35.404,35.95,34.73,1.220000000000006,0.6300000000000026,679856,868219,593143,275076,-66587
2017-01-15,35.167500000000004,35.52,34.65,0.8700000000000045,-0.3200000000000003,35.4225,35.52,35.22,0.30000000000000426,-0.0800000000000054,34.7325,34.95,34.51,0.44000000000000483,0.3300000000000054,35.005,35.21,34.64,0.5700000000000003,0.5600000000000023,548358,825713,388345,437368,-437368
2017-01-22,36.04,36.67,35.2,1.4699999999999989,1.4699999999999989,36.388,36.9,35.41,1.490000000000002,1.3300000000000054,35.876,36.47,35.03,1.4399999999999977,1.1599999999999966,36.226,36.78,35.28,1.5,1.1999999999999957,416484,477559,321326,156233,-116376
2017-01-29,36.414,36.73,36.18,0.5499999999999972,0.4899999999999949,36.788,37.21,36.49,0.7199999999999989,0.7199999999999989,36.094,36.48,35.69,0.7899999999999991,0.7899999999999991,36.592,37.0,36.38,0.6199999999999974,0.5200000000000031,494659,601843,373743,228100,63320
2017-02-05,37.174,37.91,36.93,0.9799999999999969,0.9799999999999969,37.624,38.44,37.01,1.4299999999999997,1.2399999999999949,36.914,37.77,36.37,1.4000000000000057,1.1200000000000045,37.474000000000004,38.34,36.97,1.3700000000000045,1.3100000000000023,474934,713854,304813,409041,353818
2017-02-12,39.006,39.6,38.4,1.2000000000000028,0.44000000000000483,39.45,39.74,39.08,0.6600000000000037,-0.12000000000000455,38.564,39.14,38.2,0.9399999999999977,0.030000000000001137,39.156,39.52,38.86,0.6600000000000037,0.09000000000000341,748759,1161004,477296,683708,-305536
2017-02-19,39.769999999999996,40.07,39.26,0.8100000000000023,0.490000000000002,40.105000000000004,40.24,39.75,0.490000000000002,-0.45000000000000284,38.7775,39.58,37.36,2.219999999999999,-1.6300000000000026,39.37,40.12,38.11,2.009999999999998,-2.009999999999998,1194159,1822019,870561,951458,951458
2017-02-26,39.044000000000004,39.63,38.02,1.6099999999999994,1.3399999999999963,39.550000000000004,40.18,38.92,1.259999999999998,0.7100000000000009,38.754,39.33,37.97,1.3599999999999994,0.7899999999999991,39.26,39.66,38.92,0.7399999999999949,0.5799999999999983,945330,1384307,546096,838211,-625791
2017-03-05,39.042,39.22,38.79,0.4299999999999997,-0.28000000000000114,39.296,39.55,39.04,0.509999999999998,-0.20000000000000284,38.684,39.11,38.46,0.6499999999999986,-0.29999999999999716,38.948,39.2,38.54,0.6600000000000037,-0.39000000000000057,653496,733334,620843,112491,-14541
2017-03-12,39.034,39.36,38.78,0.5799999999999983,0.509999999999998,39.256,39.47,38.97,0.5,0.20000000000000284,38.76,38.92,38.44,0.480000000000004,0.240000000000002,39.064,39.34,38.83,0.5100000000000051,0.2700000000000031,505828,634853,454049,180804,-54861
2017-03-19,38.228,39.08,37.5,1.5799999999999983,-1.0300000000000011,38.494,39.12,37.68,1.4399999999999977,-0.6000000000000014,37.568,38.51,36.77,1.7399999999999949,-1.0700000000000003,37.988,38.81,37.6,1.2100000000000009,-1.0500000000000043,759271,1082135,401793,680342,-144364
2017-03-26,38.06,38.74,37.21,1.5300000000000011,1.5300000000000011,38.548,38.94,37.72,1.2199999999999989,1.2199999999999989,37.876,38.48,36.9,1.5799999999999983,1.5799999999999983,38.41,38.85,37.65,1.2000000000000028,1.1000000000000014,420961,545128,333208,211920,-20370
2017-04-02,37.966,38.78,37.03,1.75,-1.75,38.208,38.91,37.15,1.759999999999998,-1.759999999999998,37.339999999999996,38.03,36.3,1.730000000000004,-1.730000000000004,37.674,38.25,36.68,1.5700000000000003,-1.5700000000000003,880875,1274851,392389,882462,629678
2017-04-09,36.4775,36.87,35.79,1.0799999999999983,-0.9200000000000017,36.8975,37.51,36.07,1.4399999999999977,-1.4399999999999977,36.095,36.68,35.51,1.1700000000000017,-1.1700000000000017,36.332499999999996,37.05,35.54,1.509999999999998,-1.509999999999998,692497,1127662,501987,625675,19844
2017-04-16,36.736,37.45,35.62,1.8300000000000054,1.8300000000000054,37.252,37.67,36.58,1.0900000000000034,1.0700000000000003,36.512,37.07,35.62,1.4500000000000028,1.1300000000000026,36.964,37.45,36.57,0.8800000000000026,0.240000000000002,764833,1015034,449984,565050,-39012
2017-04-23,37.912,38.43,37.5,0.9299999999999997,0.3299999999999983,38.364000000000004,38.67,38.2,0.46999999999999886,0.020000000000003126,37.584,37.68,37.5,0.17999999999999972,0.0799999999999983,38.012,38.45,37.76,0.6900000000000048,0.28999999999999915,637684,701741,518639,183102,-30375
2017-04-30,37.978,38.5,36.69,1.8100000000000023,-1.5700000000000003,38.14,38.6,36.79,1.8100000000000023,-1.480000000000004,37.34,38.04,35.07,2.969999999999999,-2.770000000000003,37.978,38.6,36.61,1.990000000000002,-1.3699999999999974,1603758,5442587,553145,4889442,4874337
2017-05-07,35.772,36.6,34.9,1.7000000000000028,-0.8000000000000043,36.196,36.9,35.63,1.269999999999996,-0.9299999999999997,35.106,35.99,34.42,1.5700000000000003,-0.7600000000000051,35.594,36.06,34.91,1.1500000000000057,-0.45000000000000284,1472101,1911117,1218625,692492,-129082
2017-05-14,36.518,36.84,36.06,0.7800000000000011,0.19999999999999574,37.106,37.55,36.52,1.029999999999994,0.6400000000000006,36.21,36.55,35.92,0.6299999999999955,0.529999999999994,36.827999999999996,37.42,36.23,1.1900000000000048,0.5399999999999991,1368405,1653887,1082134,571753,-411007
2017-05-21,37.972,38.5,37.48,1.0200000000000031,-0.17999999999999972,38.394,38.97,37.68,1.2899999999999991,-0.759999999999998,37.466,37.82,37.23,0.5900000000000034,-0.22000000000000597,37.897999999999996,38.51,37.49,1.019999999999996,-0.5300000000000011,1258307,2038956,781703,1257253,-355921
2017-05-28,37.3125,38.22,36.51,1.7100000000000009,0.769999999999996,37.9225,38.39,37.46,0.9299999999999997,0.8800000000000026,36.765,37.9,35.61,2.289999999999999,1.4200000000000017,37.47,38.35,36.58,1.7700000000000031,1.4500000000000028,1155799,1562806,655383,907423,-581211
2017-06-04,37.926,38.17,37.42,0.75,0.19000000000000483,38.388,38.53,38.19,0.3400000000000034,0.14000000000000057,37.73,38.06,37.14,0.9200000000000017,0.4000000000000057,38.052,38.42,37.7,0.7199999999999989,0.7199999999999989,649152,780053,457070,322983,122354
2017-06-11,38.262,38.52,38.09,0.4299999999999997,0.13000000000000256,38.68,38.8,38.53,0.269999999999996,-0.0899999999999963,37.932,38.11,37.8,0.3100000000000023,0.00999999999999801,38.286,38.74,38.0,0.740000000000002,0.00999999999999801,654442,841243,490015,351228,152795
2017-06-18,37.192,38.19,36.36,1.8299999999999983,-1.769999999999996,37.344,38.28,36.63,1.6499999999999986,-1.4600000000000009,36.578,37.59,35.75,1.8400000000000034,-1.3200000000000003,36.852000000000004,37.75,36.27,1.4799999999999969,-1.1899999999999977,948994,1422484,674704,747780,459430
2017-06-25,37.332,38.02,36.6,1.4200000000000017,1.1700000000000017,37.674,38.16,37.18,0.9799999999999969,0.6599999999999966,36.932,37.24,36.42,0.8200000000000003,0.7199999999999989,37.302,37.7,36.84,0.8599999999999994,0.519999999999996,736346,798300,692444,105856,105856
2017-07-02,37.8625,38.0,37.64,0.35999999999999943,0.28999999999999915,38.2625,38.55,38.05,0.5,-0.030000000000001137,37.545,37.86,37.34,0.519999999999996,-0.0799999999999983,37.9625,38.07,37.91,0.1600000000000037,0.14000000000000057,576382,962405,367791,594614,86647
2017-07-09,38.44,38.73,38.17,0.5599999999999952,0.5599999999999952,38.876,39.13,38.73,0.4000000000000057,0.0799999999999983,38.232,38.41,38.03,0.37999999999999545,0.3200000000000003,38.554,38.7,38.41,0.29000000000000625,-0.2600000000000051,530652,705284,345870,359414,-278221
2017-07-16,39.322,40.35,38.57,1.7800000000000011,1.7800000000000011,40.022,41.44,39.21,2.229999999999997,1.0300000000000011,39.052,39.74,38.31,1.4299999999999997,1.4299999999999997,39.614,40.35,39.03,1.3200000000000003,0.8100000000000023,961408,1822693,427495,1395198,137986
2017-07-23,39.97,40.2,39.55,0.6500000000000057,-0.5100000000000051,40.16,40.46,39.62,0.8400000000000034,-0.8400000000000034,39.536,39.96,39.1,0.8599999999999994,-0.8599999999999994,39.794000000000004,40.02,39.55,0.47000000000000597,-0.4200000000000017,751782,984704,604650,380054,39035
2017-07-30,39.904,40.89,39.5,1.3900000000000006,1.1400000000000006,40.484,42.57,39.67,2.8999999999999986,2.770000000000003,39.514,40.19,38.92,1.269999999999996,0.759999999999998,40.206,42.56,39.31,3.25,2.980000000000004,1141974,1965399,829813,1135586,1071780
2017-08-06,41.594,42.69,39.59,3.0999999999999943,-2.969999999999999,41.924,43.39,40.13,3.259999999999998,-2.739999999999995,41.012,42.45,39.5,2.950000000000003,-2.75,41.314,42.74,40.01,2.730000000000004,-2.730000000000004,934793,1260428,652386,608042,-67637
2017-08-13,40.036,40.48,39.26,1.2199999999999989,-1.2000000000000028,40.28,40.76,39.7,1.0599999999999952,-1.0599999999999952,39.66,40.3,38.93,1.3699999999999974,-1.3699999999999974,39.814,40.4,39.32,1.0799999999999983,-1.0799999999999983,606037,762560,472472,290088,9404
2017-08-20,39.448,39.69,39.24,0.44999999999999574,0.44999999999999574,39.736000000000004,39.88,39.38,0.5,0.4799999999999969,39.216,39.33,39.03,0.29999999999999716,0.29999999999999716,39.452,39.63,39.13,0.5,0.269999999999996,407717,458765,343240,115525,-57199
2017-08-27,39.832,40.74,39.02,1.7199999999999989,1.1799999999999997,40.204,40.83,39.53,1.2999999999999972,1.1499999999999986,39.63,40.39,38.94,1.4500000000000028,1.1899999999999977,40.03,40.64,39.43,1.2100000000000009,1.0600000000000023,397351,520019,293754,226265,108234
2017-09-03,39.635,40.39,38.9,1.490000000000002,-1.490000000000002,39.95,40.56,39.6,0.9600000000000009,-0.9600000000000009,38.91,39.24,38.46,0.7800000000000011,-0.5100000000000051,39.3575,39.53,38.94,0.5900000000000034,0.0,595670,729314,518477,210837,60616
2017-09-10,39.958,40.16,39.69,0.46999999999999886,-0.28999999999999915,40.088,40.16,40.01,0.14999999999999858,0.010000000000005116,39.656,39.82,39.53,0.28999999999999915,-0.0799999999999983,39.898,40.12,39.67,0.44999999999999574,0.1599999999999966,566094,924382,421415,502967,-374384
2017-09-17,40.592,41.14,40.06,1.0799999999999983,0.7800000000000011,40.892,41.2,40.18,1.0200000000000031,0.9500000000000028,40.366,40.83,39.81,1.019999999999996,0.9600000000000009,40.768,41.17,39.9,1.2700000000000031,1.2000000000000028,438830,485321,386809,98512,46896
2017-09-24,41.128,41.31,40.96,0.3500000000000014,0.2700000000000031,41.566,42.65,41.21,1.4399999999999977,1.4399999999999977,40.71,41.16,40.39,0.769999999999996,0.7099999999999937,41.366,42.62,40.92,1.6999999999999957,1.6999999999999957,632398,1054300,314058,740242,401075
2017-10-01,43.386,43.94,42.76,1.1799999999999997,0.5500000000000043,44.004,44.56,43.6,0.9600000000000009,-0.259999999999998,43.192,43.44,42.71,0.7299999999999969,0.4399999999999977,43.476,43.94,43.26,0.6799999999999997,-0.030000000000001137,897450,1195142,537849,657293,-626542
