Date,VanEck Vectors Russia Small-CapEtf_Open_average,VanEck Vectors Russia Small-CapEtf_Open_max,VanEck Vectors Russia Small-CapEtf_Open_min,VanEck Vectors Russia Small-CapEtf_Open_volatility,VanEck Vectors Russia Small-CapEtf_Open_change,VanEck Vectors Russia Small-CapEtf_High_average,VanEck Vectors Russia Small-CapEtf_High_max,VanEck Vectors Russia Small-CapEtf_High_min,VanEck Vectors Russia Small-CapEtf_High_volatility,VanEck Vectors Russia Small-CapEtf_High_change,VanEck Vectors Russia Small-CapEtf_Low_average,VanEck Vectors Russia Small-CapEtf_Low_max,VanEck Vectors Russia Small-CapEtf_Low_min,VanEck Vectors Russia Small-CapEtf_Low_volatility,VanEck Vectors Russia Small-CapEtf_Low_change,VanEck Vectors Russia Small-CapEtf_Close_average,VanEck Vectors Russia Small-CapEtf_Close_max,VanEck Vectors Russia Small-CapEtf_Close_min,VanEck Vectors Russia Small-CapEtf_Close_volatility,VanEck Vectors Russia Small-CapEtf_Close_change
2016-01-03,18.61,18.61,18.61,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.03,18.03,18.03,0.0,0.0,18.03,18.03,18.03,0.0,0.0
2016-01-10,16.97,16.97,16.97,0.0,0.0,17.03,17.03,17.03,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.73,16.73,16.73,0.0,0.0
2016-01-17,16.94,16.94,16.94,0.0,0.0,17.29,17.29,17.29,0.0,0.0,16.38,16.38,16.38,0.0,0.0,17.15,17.15,17.15,0.0,0.0
2016-01-24,17.15,17.15,17.15,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.43,17.43,17.43,0.0,0.0
2016-01-31,17.44,17.44,17.44,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.29,17.29,17.29,0.0,0.0
2016-02-07,17.22,17.22,17.22,0.0,0.0,17.24,17.24,17.24,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.12,17.12,17.12,0.0,0.0
2016-02-14,17.49,17.49,17.49,0.0,0.0,17.62,17.62,17.62,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.59,17.59,17.59,0.0,0.0
2016-02-21,17.89,17.89,17.89,0.0,0.0,18.05,18.05,18.05,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.63,17.63,17.63,0.0,0.0
2016-02-28,19.27,19.27,19.27,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.94,19.94,19.94,0.0,0.0
2016-03-06,20.38,20.38,20.38,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.41,20.41,20.41,0.0,0.0
2016-03-13,21.55,21.55,21.55,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2016-03-20,21.3,21.3,21.3,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.62,21.62,21.62,0.0,0.0
2016-03-27,22.0,22.0,22.0,0.0,0.0,22.25,22.25,22.25,0.0,0.0,21.86,21.86,21.86,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2016-04-03,22.52,22.52,22.52,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2016-04-10,23.64,23.64,23.64,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2016-04-17,24.24,24.24,24.24,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2016-04-24,24.09,24.09,24.09,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2016-05-01,23.57,23.57,23.57,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2016-05-08,23.47,23.47,23.47,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.53,23.53,23.53,0.0,0.0
2016-05-15,23.99,23.99,23.99,0.0,0.0,24.03,24.03,24.03,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2016-05-22,24.84,24.84,24.84,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2016-05-29,25.22,25.22,25.22,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2016-06-05,25.79,25.79,25.79,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2016-06-12,26.19,26.19,26.19,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2016-06-19,25.63,25.63,25.63,0.0,0.0,26.38,26.38,26.38,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2016-06-26,26.66,26.66,26.66,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2016-07-03,27.11,27.11,27.11,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2016-07-10,28.0,28.0,28.0,0.0,0.0,28.14,28.14,28.14,0.0,0.0,27.91,27.91,27.91,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2016-07-17,28.03,28.03,28.03,0.0,0.0,28.28,28.28,28.28,0.0,0.0,27.99,27.99,27.99,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2016-07-24,28.02,28.02,28.02,0.0,0.0,28.5,28.5,28.5,0.0,0.0,27.94,27.94,27.94,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2016-07-31,27.98,27.98,27.98,0.0,0.0,28.27,28.27,28.27,0.0,0.0,27.94,27.94,27.94,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2016-08-07,28.51,28.51,28.51,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.53,28.53,28.53,0.0,0.0
2016-08-14,29.19,29.19,29.19,0.0,0.0,29.24,29.24,29.24,0.0,0.0,28.94,28.94,28.94,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2016-08-21,29.36,29.36,29.36,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2016-08-28,29.45,29.45,29.45,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2016-09-04,30.85,30.85,30.85,0.0,0.0,31.2,31.2,31.2,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2016-09-11,30.25,30.25,30.25,0.0,0.0,30.43,30.43,30.43,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.96,29.96,29.96,0.0,0.0
2016-09-18,31.31,31.31,31.31,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2016-09-25,31.67,31.67,31.67,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.67,31.67,31.67,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2016-10-02,32.25,32.25,32.25,0.0,0.0,32.31,32.31,32.31,0.0,0.0,31.87,31.87,31.87,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2016-10-09,31.36,31.36,31.36,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2016-10-16,32.71,32.71,32.71,0.0,0.0,33.1,33.1,33.1,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2016-10-23,33.54,33.54,33.54,0.0,0.0,33.54,33.54,33.54,0.0,0.0,32.83,32.83,32.83,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2016-10-30,32.26,32.26,32.26,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.56,32.56,32.56,0.0,0.0
