Date,ProShares Ultra YenEtf_Open_average,ProShares Ultra YenEtf_Open_max,ProShares Ultra YenEtf_Open_min,ProShares Ultra YenEtf_Open_volatility,ProShares Ultra YenEtf_Open_change,ProShares Ultra YenEtf_High_average,ProShares Ultra YenEtf_High_max,ProShares Ultra YenEtf_High_min,ProShares Ultra YenEtf_High_volatility,ProShares Ultra YenEtf_High_change,ProShares Ultra YenEtf_Low_average,ProShares Ultra YenEtf_Low_max,ProShares Ultra YenEtf_Low_min,ProShares Ultra YenEtf_Low_volatility,ProShares Ultra YenEtf_Low_change,ProShares Ultra YenEtf_Close_average,ProShares Ultra YenEtf_Close_max,ProShares Ultra YenEtf_Close_min,ProShares Ultra YenEtf_Close_volatility,ProShares Ultra YenEtf_Close_change
2016-06-19,74.88,74.88,74.88,0.0,0.0,74.88,74.88,74.88,0.0,0.0,73.67,73.67,73.67,0.0,0.0,74.03,74.03,74.03,0.0,0.0
2016-06-26,73.65,73.65,73.65,0.0,0.0,73.86,73.86,73.86,0.0,0.0,73.5,73.5,73.5,0.0,0.0,73.84,73.84,73.84,0.0,0.0
2016-07-03,76.87,76.87,76.87,0.0,0.0,76.87,76.87,76.87,0.0,0.0,76.69,76.69,76.69,0.0,0.0,76.69,76.69,76.69,0.0,0.0
2016-07-10,69.25,69.25,69.25,0.0,0.0,69.4,69.4,69.4,0.0,0.0,69.25,69.25,69.25,0.0,0.0,69.4,69.4,69.4,0.0,0.0
2016-07-17,68.86,68.86,68.86,0.0,0.0,68.86,68.86,68.86,0.0,0.0,68.79,68.79,68.79,0.0,0.0,68.82,68.82,68.82,0.0,0.0
2016-07-24,72.98,72.98,72.98,0.0,0.0,74.11,74.11,74.11,0.0,0.0,72.79,72.79,72.79,0.0,0.0,74.11,74.11,74.11,0.0,0.0
2016-07-31,74.3,74.3,74.3,0.0,0.0,74.38,74.38,74.38,0.0,0.0,74.12,74.12,74.12,0.0,0.0,74.36,74.36,74.36,0.0,0.0
2016-08-07,75.23,75.23,75.23,0.0,0.0,75.23,75.23,75.23,0.0,0.0,75.23,75.23,75.23,0.0,0.0,75.23,75.23,75.23,0.0,0.0
2016-08-14,77.0,77.0,77.0,0.0,0.0,77.14,77.14,77.14,0.0,0.0,77.0,77.0,77.0,0.0,0.0,77.07,77.07,77.07,0.0,0.0
2016-08-21,76.43,76.43,76.43,0.0,0.0,76.43,76.43,76.43,0.0,0.0,74.16,74.16,74.16,0.0,0.0,74.16,74.16,74.16,0.0,0.0
2016-08-28,71.62,71.62,71.62,0.0,0.0,71.62,71.62,71.62,0.0,0.0,71.62,71.62,71.62,0.0,0.0,71.62,71.62,71.62,0.0,0.0
2016-09-04,72.31,72.31,72.31,0.0,0.0,72.31,72.31,72.31,0.0,0.0,72.31,72.31,72.31,0.0,0.0,72.31,72.31,72.31,0.0,0.0
2016-09-11,73.38,73.38,73.38,0.0,0.0,73.65,73.65,73.65,0.0,0.0,73.38,73.38,73.38,0.0,0.0,73.62,73.62,73.62,0.0,0.0
2016-09-18,75.84,75.84,75.84,0.0,0.0,75.84,75.84,75.84,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.48,75.48,75.48,0.0,0.0
2016-09-25,74.42,74.42,74.42,0.0,0.0,74.48,74.48,74.48,0.0,0.0,74.42,74.42,74.42,0.0,0.0,74.48,74.48,74.48,0.0,0.0
2016-10-02,71.6,71.6,71.6,0.0,0.0,71.94,71.94,71.94,0.0,0.0,71.6,71.6,71.6,0.0,0.0,71.94,71.94,71.94,0.0,0.0
2016-10-09,71.15,71.15,71.15,0.0,0.0,71.15,71.15,71.15,0.0,0.0,71.15,71.15,71.15,0.0,0.0,71.15,71.15,71.15,0.0,0.0
2016-10-16,71.13,71.13,71.13,0.0,0.0,71.13,71.13,71.13,0.0,0.0,70.79,70.79,70.79,0.0,0.0,70.79,70.79,70.79,0.0,0.0
2016-10-23,69.01,69.01,69.01,0.0,0.0,69.8,69.8,69.8,0.0,0.0,68.78,68.78,68.78,0.0,0.0,69.8,69.8,69.8,0.0,0.0
2016-10-30,72.0,72.0,72.0,0.0,0.0,72.02,72.02,72.02,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.02,72.02,72.02,0.0,0.0
2016-11-06,67.38,67.38,67.38,0.0,0.0,67.38,67.38,67.38,0.0,0.0,66.96,66.96,66.96,0.0,0.0,66.96,66.96,66.96,0.0,0.0
2016-11-13,62.63,62.63,62.63,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.0,62.0,62.0,0.0,0.0
2016-11-20,59.97,59.97,59.97,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.5,59.5,59.5,0.0,0.0
2016-11-27,58.92,58.92,58.92,0.0,0.0,58.92,58.92,58.92,0.0,0.0,58.72,58.72,58.72,0.0,0.0,58.8,58.8,58.8,0.0,0.0
2016-12-04,57.54,57.54,57.54,0.0,0.0,57.59,57.59,57.59,0.0,0.0,57.13,57.13,57.13,0.0,0.0,57.3,57.3,57.3,0.0,0.0
2016-12-11,54.7,54.7,54.7,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.56,54.56,54.56,0.0,0.0
2016-12-18,55.18,55.18,55.18,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2016-12-25,55.59,55.59,55.59,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.52,55.52,55.52,0.0,0.0
2017-01-01,55.72,55.72,55.72,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.2,55.2,55.2,0.0,0.0
2017-01-08,57.07,57.07,57.07,0.0,0.0,57.58,57.58,57.58,0.0,0.0,56.91,56.91,56.91,0.0,0.0,57.5,57.5,57.5,0.0,0.0
2017-01-15,57.13,57.13,57.13,0.0,0.0,57.68,57.68,57.68,0.0,0.0,57.09,57.09,57.09,0.0,0.0,57.56,57.56,57.56,0.0,0.0
2017-01-22,56.95,56.95,56.95,0.0,0.0,57.0,57.0,57.0,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.89,56.89,56.89,0.0,0.0
2017-01-29,59.73,59.73,59.73,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.52,59.52,59.52,0.0,0.0
2017-02-05,58.5,58.5,58.5,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.49,58.49,58.49,0.0,0.0,58.57,58.57,58.57,0.0,0.0
2017-02-12,58.98,58.98,58.98,0.0,0.0,59.04,59.04,59.04,0.0,0.0,58.98,58.98,58.98,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2017-02-19,59.56,59.56,59.56,0.0,0.0,59.94,59.94,59.94,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.82,59.82,59.82,0.0,0.0
2017-02-26,57.32,57.32,57.32,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.07,57.07,57.07,0.0,0.0,57.5,57.5,57.5,0.0,0.0
2017-03-05,57.01,57.01,57.01,0.0,0.0,57.01,57.01,57.01,0.0,0.0,57.01,57.01,57.01,0.0,0.0,57.01,57.01,57.01,0.0,0.0
2017-03-12,59.18,59.18,59.18,0.0,0.0,59.18,59.18,59.18,0.0,0.0,59.04,59.04,59.04,0.0,0.0,59.04,59.04,59.04,0.0,0.0
2017-03-19,60.87,60.87,60.87,0.0,0.0,61.0,61.0,61.0,0.0,0.0,60.87,60.87,60.87,0.0,0.0,61.0,61.0,61.0,0.0,0.0
2017-03-26,60.11,60.11,60.11,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.19,60.19,60.19,0.0,0.0
2017-04-02,60.36,60.36,60.36,0.0,0.0,60.36,60.36,60.36,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.31,60.31,60.31,0.0,0.0
2017-04-09,62.68,62.68,62.68,0.0,0.0,62.79,62.79,62.79,0.0,0.0,62.59,62.59,62.59,0.0,0.0,62.79,62.79,62.79,0.0,0.0
2017-04-16,62.54,62.54,62.54,0.0,0.0,62.65,62.65,62.65,0.0,0.0,62.37,62.37,62.37,0.0,0.0,62.54,62.54,62.54,0.0,0.0
2017-04-23,59.99,59.99,59.99,0.0,0.0,59.99,59.99,59.99,0.0,0.0,59.99,59.99,59.99,0.0,0.0,59.99,59.99,59.99,0.0,0.0
2017-04-30,58.77,58.77,58.77,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.77,58.77,58.77,0.0,0.0
2017-05-07,58.04,58.04,58.04,0.0,0.0,58.04,58.04,58.04,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.01,58.01,58.01,0.0,0.0
2017-05-14,60.23,60.23,60.23,0.0,0.0,60.24,60.24,60.24,0.0,0.0,60.06,60.06,60.06,0.0,0.0,60.06,60.06,60.06,0.0,0.0
2017-05-21,60.04,60.04,60.04,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2017-05-28,60.95,60.95,60.95,0.0,0.0,60.95,60.95,60.95,0.0,0.0,60.95,60.95,60.95,0.0,0.0,60.95,60.95,60.95,0.0,0.0
2017-06-04,61.29,61.29,61.29,0.0,0.0,61.29,61.29,61.29,0.0,0.0,61.29,61.29,61.29,0.0,0.0,61.29,61.29,61.29,0.0,0.0
2017-06-11,60.29,60.29,60.29,0.0,0.0,60.63,60.63,60.63,0.0,0.0,60.29,60.29,60.29,0.0,0.0,60.63,60.63,60.63,0.0,0.0
2017-06-18,60.02,60.02,60.02,0.0,0.0,60.08,60.08,60.08,0.0,0.0,60.02,60.02,60.02,0.0,0.0,60.08,60.08,60.08,0.0,0.0
2017-06-25,59.18,59.18,59.18,0.0,0.0,59.18,59.18,59.18,0.0,0.0,59.1,59.1,59.1,0.0,0.0,59.1,59.1,59.1,0.0,0.0
2017-07-02,57.0,57.0,57.0,0.0,0.0,57.23,57.23,57.23,0.0,0.0,56.92,56.92,56.92,0.0,0.0,57.23,57.23,57.23,0.0,0.0
2017-07-09,58.71,58.71,58.71,0.0,0.0,58.71,58.71,58.71,0.0,0.0,58.71,58.71,58.71,0.0,0.0,58.71,58.71,58.71,0.0,0.0
2017-07-16,60.03,60.03,60.03,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.02,60.02,60.02,0.0,0.0,60.02,60.02,60.02,0.0,0.0
2017-07-23,60.44,60.44,60.44,0.0,0.0,60.58,60.58,60.58,0.0,0.0,60.44,60.44,60.44,0.0,0.0,60.51,60.51,60.51,0.0,0.0
2017-07-30,60.52,60.52,60.52,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.45,60.45,60.45,0.0,0.0,60.45,60.45,60.45,0.0,0.0
2017-08-06,62.2,62.2,62.2,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.2,62.2,62.2,0.0,0.0
2017-08-13,60.77,60.77,60.77,0.0,0.0,60.77,60.77,60.77,0.0,0.0,60.73,60.73,60.73,0.0,0.0,60.73,60.73,60.73,0.0,0.0
2017-08-20,61.4,61.4,61.4,0.0,0.0,61.96,61.96,61.96,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.74,61.74,61.74,0.0,0.0
2017-08-27,60.67,60.67,60.67,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.67,60.67,60.67,0.0,0.0
2017-09-03,63.58,63.58,63.58,0.0,0.0,63.58,63.58,63.58,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.56,63.56,63.56,0.0,0.0
2017-09-10,60.14,60.14,60.14,0.0,0.0,60.17,60.17,60.17,0.0,0.0,60.09,60.09,60.09,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2017-09-17,58.76,58.76,58.76,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.76,58.76,58.76,0.0,0.0
2017-09-24,57.41,57.41,57.41,0.0,0.0,58.17,58.17,58.17,0.0,0.0,57.41,57.41,57.41,0.0,0.0,58.17,58.17,58.17,0.0,0.0
2017-10-01,57.93,57.93,57.93,0.0,0.0,57.93,57.93,57.93,0.0,0.0,57.69,57.69,57.69,0.0,0.0,57.69,57.69,57.69,0.0,0.0
2017-10-08,58.35,58.35,58.35,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.16,58.16,58.16,0.0,0.0,58.16,58.16,58.16,0.0,0.0
2017-10-15,57.1,57.1,57.1,0.0,0.0,57.1,57.1,57.1,0.0,0.0,56.91,56.91,56.91,0.0,0.0,57.09,57.09,57.09,0.0,0.0
2017-10-22,56.36,56.36,56.36,0.0,0.0,56.36,56.36,56.36,0.0,0.0,56.36,56.36,56.36,0.0,0.0,56.36,56.36,56.36,0.0,0.0
2017-10-29,56.37,56.37,56.37,0.0,0.0,56.37,56.37,56.37,0.0,0.0,56.37,56.37,56.37,0.0,0.0,56.37,56.37,56.37,0.0,0.0
2017-11-05,56.87,56.87,56.87,0.0,0.0,56.93,56.93,56.93,0.0,0.0,56.79,56.79,56.79,0.0,0.0,56.84,56.84,56.84,0.0,0.0
2017-11-12,57.92,57.92,57.92,0.0,0.0,58.3,58.3,58.3,0.0,0.0,57.92,57.92,57.92,0.0,0.0,58.22,58.22,58.22,0.0,0.0
2017-11-19,58.53,58.53,58.53,0.0,0.0,59.22,59.22,59.22,0.0,0.0,58.53,58.53,58.53,0.0,0.0,59.22,59.22,59.22,0.0,0.0
2017-11-26,57.53,57.53,57.53,0.0,0.0,58.31,58.31,58.31,0.0,0.0,57.53,57.53,57.53,0.0,0.0,58.25,58.25,58.25,0.0,0.0
2017-12-03,56.97,56.97,56.97,0.0,0.0,56.99,56.99,56.99,0.0,0.0,56.8,56.8,56.8,0.0,0.0,56.81,56.81,56.81,0.0,0.0
2017-12-10,58.01,58.01,58.01,0.0,0.0,58.01,58.01,58.01,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.6,57.6,57.6,0.0,0.0
2017-12-17,56.95,56.95,56.95,0.0,0.0,56.95,56.95,56.95,0.0,0.0,56.9,56.9,56.9,0.0,0.0,56.91,56.91,56.91,0.0,0.0
2017-12-24,57.45,57.45,57.45,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.45,57.45,57.45,0.0,0.0
2017-12-31,56.77,56.77,56.77,0.0,0.0,56.77,56.77,56.77,0.0,0.0,56.77,56.77,56.77,0.0,0.0,56.77,56.77,56.77,0.0,0.0
