Date,PowerShares WilderHill Clean EnergyEtf_Open_average,PowerShares WilderHill Clean EnergyEtf_Open_max,PowerShares WilderHill Clean EnergyEtf_Open_min,PowerShares WilderHill Clean EnergyEtf_Open_volatility,PowerShares WilderHill Clean EnergyEtf_Open_change,PowerShares WilderHill Clean EnergyEtf_High_average,PowerShares WilderHill Clean EnergyEtf_High_max,PowerShares WilderHill Clean EnergyEtf_High_min,PowerShares WilderHill Clean EnergyEtf_High_volatility,PowerShares WilderHill Clean EnergyEtf_High_change,PowerShares WilderHill Clean EnergyEtf_Low_average,PowerShares WilderHill Clean EnergyEtf_Low_max,PowerShares WilderHill Clean EnergyEtf_Low_min,PowerShares WilderHill Clean EnergyEtf_Low_volatility,PowerShares WilderHill Clean EnergyEtf_Low_change,PowerShares WilderHill Clean EnergyEtf_Close_average,PowerShares WilderHill Clean EnergyEtf_Close_max,PowerShares WilderHill Clean EnergyEtf_Close_min,PowerShares WilderHill Clean EnergyEtf_Close_volatility,PowerShares WilderHill Clean EnergyEtf_Close_change
2016-08-07,19.35,19.35,19.35,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.4,19.4,19.4,0.0,0.0
2016-08-14,19.4,19.4,19.4,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2016-08-21,19.2,19.2,19.2,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2016-08-28,19.35,19.35,19.35,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.55,19.55,19.55,0.0,0.0
2016-09-04,19.35,19.35,19.35,0.0,0.0,19.39,19.39,19.39,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2016-09-11,18.25,18.25,18.25,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.06,18.06,18.06,0.0,0.0,18.1,18.1,18.1,0.0,0.0
2016-09-18,19.05,19.05,19.05,0.0,0.0,19.15,19.15,19.15,0.0,0.0,18.9,18.9,18.9,0.0,0.0,19.0,19.0,19.0,0.0,0.0
2016-09-25,19.3,19.3,19.3,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.35,19.35,19.35,0.0,0.0
2016-10-02,19.45,19.45,19.45,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2016-10-09,19.0,19.0,19.0,0.0,0.0,19.1,19.1,19.1,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2016-10-16,19.15,19.15,19.15,0.0,0.0,19.25,19.25,19.25,0.0,0.0,18.9,18.9,18.9,0.0,0.0,19.16,19.16,19.16,0.0,0.0
2016-10-23,18.55,18.55,18.55,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.5,18.5,18.5,0.0,0.0
2016-10-30,17.8,17.8,17.8,0.0,0.0,17.93,17.93,17.93,0.0,0.0,17.58,17.58,17.58,0.0,0.0,17.7,17.7,17.7,0.0,0.0
2016-11-06,17.95,17.95,17.95,0.0,0.0,18.3,18.3,18.3,0.0,0.0,17.9,17.9,17.9,0.0,0.0,18.3,18.3,18.3,0.0,0.0
2016-11-13,18.3,18.3,18.3,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.35,18.35,18.35,0.0,0.0
2016-11-20,18.55,18.55,18.55,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2016-11-27,18.1,18.1,18.1,0.0,0.0,18.15,18.15,18.15,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.95,17.95,17.95,0.0,0.0
2016-12-04,19.05,19.05,19.05,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2016-12-11,18.65,18.65,18.65,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.68,18.68,18.68,0.0,0.0
2016-12-18,18.6,18.6,18.6,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.65,18.65,18.65,0.0,0.0
2016-12-25,18.55,18.55,18.55,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.4,18.4,18.4,0.0,0.0
2017-01-01,18.9,18.9,18.9,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2017-01-08,18.75,18.75,18.75,0.0,0.0,19.05,19.05,19.05,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2017-01-15,18.8,18.8,18.8,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.9,18.9,18.9,0.0,0.0
2017-01-22,19.15,19.15,19.15,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2017-01-29,18.8,18.8,18.8,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2017-02-05,18.85,18.85,18.85,0.0,0.0,19.15,19.15,19.15,0.0,0.0,18.75,18.75,18.75,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2017-02-12,19.6,19.6,19.6,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2017-02-19,19.95,19.95,19.95,0.0,0.0,20.15,20.15,20.15,0.0,0.0,19.93,19.93,19.93,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2017-02-26,19.85,19.85,19.85,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2017-03-05,19.45,19.45,19.45,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.4,19.4,19.4,0.0,0.0
2017-03-12,20.0,20.0,20.0,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2017-03-19,19.5,19.5,19.5,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.35,19.35,19.35,0.0,0.0
2017-03-26,19.9,19.9,19.9,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.72,19.72,19.72,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2017-04-02,20.1,20.1,20.1,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2017-04-09,20.2,20.2,20.2,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2017-04-16,20.3,20.3,20.3,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2017-04-23,21.1,21.1,21.1,0.0,0.0,21.15,21.15,21.15,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2017-04-30,20.45,20.45,20.45,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2017-05-07,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2017-05-14,20.0,20.0,20.0,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.3,20.3,20.3,0.0,0.0
2017-05-21,20.75,20.75,20.75,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2017-05-28,20.95,20.95,20.95,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.8,20.8,20.8,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2017-06-04,21.45,21.45,21.45,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2017-06-11,20.85,20.85,20.85,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2017-06-18,21.35,21.35,21.35,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2017-06-25,21.75,21.75,21.75,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2017-07-02,21.1,21.1,21.1,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2017-07-09,21.85,21.85,21.85,0.0,0.0,22.05,22.05,22.05,0.0,0.0,21.85,21.85,21.85,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2017-07-16,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2017-07-23,22.6,22.6,22.6,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2017-07-30,22.2,22.2,22.2,0.0,0.0,22.3,22.3,22.3,0.0,0.0,21.95,21.95,21.95,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2017-08-06,21.45,21.45,21.45,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.65,21.65,21.65,0.0,0.0
2017-08-13,21.25,21.25,21.25,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2017-08-20,21.65,21.65,21.65,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2017-08-27,22.0,22.0,22.0,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2017-09-03,22.05,22.05,22.05,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2017-09-10,23.15,23.15,23.15,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2017-09-17,23.1,23.1,23.1,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2017-09-24,23.5,23.5,23.5,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2017-10-01,23.75,23.75,23.75,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.7,23.7,23.7,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2017-10-08,24.1,24.1,24.1,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2017-10-15,24.15,24.15,24.15,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2017-10-22,24.18,24.18,24.18,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2017-10-29,24.8,24.8,24.8,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2017-11-05,24.85,24.85,24.85,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2017-11-12,24.56,24.56,24.56,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2017-11-19,24.99,24.99,24.99,0.0,0.0,25.21,25.21,25.21,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2017-11-26,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2017-12-03,24.83,24.83,24.83,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2017-12-10,25.0,25.0,25.0,0.0,0.0,25.32,25.32,25.32,0.0,0.0,24.96,24.96,24.96,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2017-12-17,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2017-12-24,25.54,25.54,25.54,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2017-12-31,25.73,25.73,25.73,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0
