Date,CELGStock_Open_average,CELGStock_Open_max,CELGStock_Open_min,CELGStock_Open_volatility,CELGStock_Open_change,CELGStock_High_average,CELGStock_High_max,CELGStock_High_min,CELGStock_High_volatility,CELGStock_High_change,CELGStock_Low_average,CELGStock_Low_max,CELGStock_Low_min,CELGStock_Low_volatility,CELGStock_Low_change,CELGStock_Close_average,CELGStock_Close_max,CELGStock_Close_min,CELGStock_Close_volatility,CELGStock_Close_change,CELGStock_Volume_average,CELGStock_Volume_max,CELGStock_Volume_min,CELGStock_Volume_volatility,CELGStock_Volume_change
2016-01-03,115.54599999999999,117.71,112.82,4.890000000000001,-3.950000000000003,117.21600000000001,119.59,114.73,4.859999999999999,-3.700000000000003,113.752,116.68,108.79,7.890000000000001,-7.309999999999988,114.632,117.96,108.98,8.97999999999999,-8.64,5190218,7410949,3890237,3520712,2251711
2016-01-10,104.764,109.55,101.34,8.209999999999994,-7.599999999999994,107.706,109.96,104.84,5.11999999999999,-5.11999999999999,100.55,102.86,99.33,3.530000000000001,1.4899999999999949,103.846,106.85,100.67,6.179999999999993,0.030000000000001137,9921601,15845760,7792620,8053140,-6785538
2016-01-17,105.6425,108.22,101.67,6.549999999999997,3.5,108.575,109.7,105.63,4.070000000000007,4.070000000000007,103.6175,106.47,101.22,5.25,5.090000000000003,106.1875,108.81,102.99,5.820000000000007,5.820000000000007,8217540,11005330,5659867,5345463,-1912317
2016-01-24,104.572,109.24,97.27,11.969999999999999,-11.969999999999999,105.718,109.91,100.42,9.489999999999995,-9.489999999999995,100.482,106.55,95.1,11.450000000000003,-10.989999999999995,102.506,106.7,97.21,9.490000000000009,-6.38000000000001,8146155,13832511,4502405,9330106,4442313
2016-01-31,99.536,101.72,97.8,3.9200000000000017,2.030000000000001,101.608,103.69,99.95,3.739999999999995,0.10999999999999943,96.264,98.75,93.05,5.700000000000003,-0.5,99.392,101.93,96.85,5.0800000000000125,-2.9099999999999966,8727813,10675358,7542337,3133021,-2873034
2016-02-07,99.242,101.84,96.44,5.400000000000006,4.549999999999997,102.912,105.98,100.7,5.280000000000001,2.069999999999993,97.648,101.17,95.51,5.659999999999997,1.9399999999999977,100.976,103.16,99.18,3.9799999999999898,3.269999999999996,7660490,9441506,6009369,3432137,-3432137
2016-02-14,104.65,105.84,103.06,2.780000000000001,-1.1400000000000006,105.3425,106.42,103.77,2.6500000000000057,-1.4100000000000108,103.105,104.0,102.11,1.8900000000000006,-0.980000000000004,103.9825,105.31,102.61,2.700000000000003,-1.8799999999999955,5056686,5493012,4498277,994735,-523722
2016-02-21,103.12333333333333,104.43,100.69,3.740000000000009,-0.7700000000000102,103.985,105.73,102.59,3.1400000000000006,-1.2299999999999898,101.875,103.35,99.92,3.4299999999999926,0.9499999999999886,102.965,104.58,102.04,2.539999999999992,-1.2099999999999937,4634859,5793636,3352183,2441453,-1147112
2016-02-28,103.088,104.08,101.83,2.25,-0.10000000000000853,104.494,106.14,103.31,2.8299999999999983,0.35999999999999943,101.73,103.44,100.72,2.719999999999999,0.4099999999999966,103.16,105.0,100.83,4.170000000000002,1.6800000000000068,4955533,5614349,4098752,1515597,-487094
2016-03-06,102.144,103.46,101.26,2.1999999999999886,-0.4299999999999926,103.508,104.99,102.03,2.9599999999999937,-2.9599999999999937,100.372,102.44,99.1,3.3400000000000034,-2.4399999999999977,101.964,104.25,100.06,4.189999999999998,-2.4000000000000057,5879806,7285289,4082035,3203254,3203254
2016-03-13,98.458,101.6,96.89,4.709999999999994,-4.709999999999994,99.354,101.64,97.63,4.010000000000005,-2.3799999999999955,96.94,99.92,94.39,5.530000000000001,-3.8200000000000074,98.19,99.99,96.69,3.299999999999997,-1.2299999999999898,7251549,9582204,5223096,4359108,4359108
2016-03-20,100.1225,102.7,98.24,4.460000000000008,0.9699999999999989,102.5825,103.74,101.74,2.0,0.2400000000000091,99.0125,100.25,98.1,2.1500000000000057,-0.12000000000000455,101.08250000000001,102.73,99.92,2.8100000000000023,-0.5999999999999943,5338479,6891856,3773016,3118840,-1899430
2016-03-27,99.726,100.5,98.99,1.5100000000000051,-0.9099999999999966,101.158,102.27,100.24,2.030000000000001,0.37000000000000455,98.464,98.99,97.09,1.8999999999999915,-0.1799999999999926,99.89,101.19,98.8,2.3900000000000006,1.9699999999999989,4236526,5531808,3052126,2479682,1336056
2016-04-03,104.346,109.11,99.96,9.150000000000006,7.200000000000003,106.51,109.76,102.39,7.3700000000000045,6.810000000000002,103.048,106.61,99.86,6.75,4.480000000000004,104.952,108.22,101.05,7.170000000000002,5.210000000000008,5563591,8368555,4051286,4317269,-388464
2016-04-10,106.19,107.82,103.33,4.489999999999995,0.3200000000000074,107.202,107.94,105.8,2.1400000000000006,0.35999999999999943,104.572,106.07,103.14,2.9299999999999926,1.789999999999992,106.2,107.6,103.81,3.789999999999992,3.530000000000001,4364439,5195255,3427847,1767408,347466
2016-04-17,107.738,110.34,106.5,3.8400000000000034,3.1899999999999977,109.274,111.5,107.35,4.150000000000006,2.769999999999996,106.938,109.65,105.86,3.7900000000000063,3.1400000000000006,108.308,110.52,106.53,3.989999999999995,2.6799999999999926,3848750,4855538,2730632,2124906,1354293
2016-04-24,108.034,110.7,105.08,5.6200000000000045,-4.3700000000000045,109.864,111.9,108.11,3.7900000000000063,-3.5600000000000023,105.722,109.83,102.39,7.439999999999998,-7.439999999999998,107.142,110.57,103.41,7.159999999999997,-7.159999999999997,5997852,8607601,3054605,5552996,3888083
2016-05-01,102.224,103.49,100.72,2.769999999999996,-2.530000000000001,103.29,105.02,101.83,3.1899999999999977,-2.9099999999999966,100.946,102.72,99.27,3.450000000000003,-3.450000000000003,102.21,104.97,100.25,4.719999999999999,-4.719999999999999,4011372,4918748,3407868,1510880,-1190518
2016-05-08,101.486,103.21,99.92,3.289999999999992,-0.6899999999999977,102.532,103.48,100.99,2.490000000000009,-1.1400000000000006,100.256,101.75,99.24,2.510000000000005,-1.0200000000000102,101.274,103.25,100.16,3.0900000000000034,-2.25,3385210,3985540,2917398,1068142,-283881
2016-05-15,100.36,101.03,99.99,1.0400000000000063,0.13000000000000966,101.802,102.41,100.92,1.4899999999999949,0.6099999999999994,99.802,100.12,99.03,1.0900000000000034,0.28000000000000114,100.946,101.57,99.94,1.6299999999999955,-0.10999999999999943,3321908,3710192,2429016,1281176,1281176
2016-05-22,103.652,106.29,101.31,4.980000000000004,4.980000000000004,105.226,107.4,102.25,5.150000000000006,4.489999999999995,103.136,105.3,100.8,4.5,4.5,104.408,106.43,101.02,5.410000000000011,5.410000000000011,3454432,4816786,2515246,2301540,-241291
