Date,CASY_stock_Open_average,CASY_stock_Open_max,CASY_stock_Open_min,CASY_stock_Open_volatility,CASY_stock_Open_change,CASY_stock_High_average,CASY_stock_High_max,CASY_stock_High_min,CASY_stock_High_volatility,CASY_stock_High_change,CASY_stock_Low_average,CASY_stock_Low_max,CASY_stock_Low_min,CASY_stock_Low_volatility,CASY_stock_Low_change,CASY_stock_Close_average,CASY_stock_Close_max,CASY_stock_Close_min,CASY_stock_Close_volatility,CASY_stock_Close_change,CASY_stock_Volume_average,CASY_stock_Volume_max,CASY_stock_Volume_min,CASY_stock_Volume_volatility,CASY_stock_Volume_change
2016-01-03,116.678,118.29,115.15,3.1400000000000006,-0.6200000000000045,118.592,119.87,117.85,2.0200000000000102,-1.9000000000000057,115.562,116.19,114.42,1.769999999999996,1.6299999999999955,116.724,117.93,115.59,2.3400000000000034,0.6099999999999994,402140,493174,326336,166838,-166838
2016-01-10,116.888,119.88,113.71,6.170000000000002,-3.440000000000012,118.212,119.88,116.83,3.049999999999997,-1.230000000000004,115.41199999999999,117.7,112.55,5.150000000000006,-4.019999999999996,117.06,119.18,115.87,3.3100000000000023,-0.8599999999999994,381021,557861,274999,282862,202341
2016-01-17,116.22,117.96,114.67,3.289999999999992,-2.009999999999991,117.7,118.92,116.82,2.1000000000000085,0.7399999999999949,113.985,115.21,112.35,2.8599999999999994,0.22999999999998977,116.14750000000001,117.91,115.22,2.6899999999999977,1.9799999999999898,367907,502210,291862,210348,83901
2016-01-24,116.962,117.42,115.9,1.519999999999996,-0.37999999999999545,118.822,120.83,117.54,3.289999999999992,2.9299999999999926,115.754,116.72,115.15,1.5699999999999932,1.5699999999999932,117.494,120.74,115.55,5.189999999999998,5.189999999999998,309323,445913,228737,217176,217176
2016-01-31,120.71,123.3,119.18,4.11999999999999,-0.8499999999999943,121.774,123.75,119.47,4.280000000000001,-3.8200000000000074,118.102,119.6,113.64,5.959999999999994,-5.959999999999994,119.45,122.18,113.69,8.490000000000009,-8.490000000000009,311021,375360,258779,116581,-40951
2016-02-07,112.444,113.33,111.34,1.9899999999999949,0.46999999999999886,114.016,115.79,112.99,2.8000000000000114,1.5300000000000011,111.072,113.11,109.39,3.719999999999999,2.739999999999995,112.726,113.77,112.06,1.7099999999999937,1.5300000000000011,337203,402121,293649,108472,-53623
2016-02-14,110.26,116.28,104.84,11.439999999999998,-10.14,112.1,118.0,106.76,11.239999999999995,-10.64,106.73,114.11,103.99,10.120000000000005,-9.579999999999998,108.4925,116.83,104.95,11.879999999999995,-9.659999999999997,734548,1562531,370333,1192198,16084
2016-02-21,108.29166666666667,110.22,106.93,3.289999999999992,-0.2599999999999909,109.40333333333334,111.05,106.93,4.11999999999999,-1.9799999999999898,107.12833333333333,109.45,106.02,3.430000000000007,0.4300000000000068,108.12166666666667,110.5,106.71,3.7900000000000063,0.22000000000001307,388227,467831,348497,119334,-104837
2016-02-28,105.154,106.83,102.73,4.099999999999994,-4.099999999999994,106.706,107.46,105.75,1.7099999999999937,-0.8999999999999915,103.564,105.35,101.08,4.269999999999996,-3.049999999999997,104.952,105.89,102.49,3.4000000000000057,0.2400000000000091,646540,933865,514083,419782,-51243
2016-03-06,105.13,107.15,100.0,7.150000000000006,0.5600000000000023,106.588,107.28,105.66,1.6200000000000045,0.5099999999999909,102.26,104.57,98.8,5.769999999999996,1.9300000000000068,104.676,105.75,102.36,3.3900000000000006,2.680000000000007,689802,920821,452314,468507,-343558
2016-03-13,106.758,108.59,105.25,3.3400000000000034,3.3400000000000034,108.91199999999999,110.85,107.79,3.059999999999988,3.059999999999988,106.514,108.31,105.25,3.0600000000000023,3.0600000000000023,107.782,109.91,106.35,3.5600000000000023,3.5600000000000023,518223,616195,375770,240425,13881
2016-03-20,109.7925,111.85,108.84,3.009999999999991,-0.6599999999999966,111.0775,112.37,109.82,2.5500000000000114,-0.3200000000000074,108.635,109.05,108.37,0.6799999999999926,-0.12999999999999545,109.9675,112.0,109.08,2.9200000000000017,0.07000000000000739,425324,738235,215402,522833,-162543
2016-03-27,111.306,113.78,107.78,6.0,3.980000000000004,112.778,114.95,109.26,5.689999999999998,5.349999999999994,110.55,112.8,107.48,5.319999999999993,5.269999999999996,112.024,114.21,108.24,5.969999999999999,5.969999999999999,411578,531780,313578,218202,27384
2016-04-03,111.606,114.54,110.52,4.02000000000001,-3.7700000000000102,112.336,114.54,111.11,3.430000000000007,-3.180000000000007,109.48,110.51,107.81,2.700000000000003,-2.700000000000003,110.666,111.97,109.38,2.5900000000000034,-1.7900000000000063,346894,433606,253623,179983,49798
2016-04-10,107.914,109.65,106.25,3.4000000000000057,-1.1099999999999994,109.634,112.8,106.62,6.179999999999993,3.1499999999999915,106.732,108.3,105.17,3.1299999999999955,1.9299999999999926,108.42,112.14,105.98,6.159999999999997,5.719999999999999,461820,627591,309372,318219,274471
2016-04-17,111.786,113.05,110.34,2.7099999999999937,0.23999999999999488,112.632,113.68,111.54,2.1400000000000006,0.28999999999999204,110.412,111.45,109.42,2.030000000000001,-1.4699999999999989,111.47,112.75,110.25,2.5,-0.8900000000000006,395412,500678,224839,275839,171533
2016-04-24,112.0,112.87,110.76,2.1099999999999994,0.6199999999999903,112.906,113.17,112.23,0.9399999999999977,-0.9399999999999977,110.658,111.39,109.0,2.3900000000000006,-1.2999999999999972,112.138,112.6,111.54,1.059999999999988,-0.4399999999999977,299112,399108,221161,177947,111602
2016-05-01,112.76400000000001,113.59,111.84,1.75,0.20000000000000284,113.918,114.64,112.38,2.260000000000005,-2.260000000000005,111.264,112.34,109.82,2.5200000000000102,-2.0200000000000102,113.068,114.47,111.52,2.950000000000003,-2.950000000000003,400449,450717,352710,98007,-70647
2016-05-08,115.496,117.79,111.99,5.800000000000011,3.760000000000005,117.43599999999999,118.19,116.57,1.6200000000000045,-0.22999999999998977,114.26,115.92,111.85,4.070000000000007,3.1200000000000045,116.494,118.18,114.48,3.700000000000003,-1.0999999999999943,337475,462076,240779,221297,-152941
2016-05-15,114.64999999999999,117.05,112.49,4.560000000000002,-3.3400000000000034,116.12,117.09,114.6,2.490000000000009,-0.6199999999999903,113.446,115.11,111.85,3.260000000000005,-1.9399999999999977,114.682,116.42,112.26,4.159999999999997,0.5700000000000074,444870,637886,336186,301700,-57219
