Date,SGEN_stock_Open_average,SGEN_stock_Open_max,SGEN_stock_Open_min,SGEN_stock_Open_volatility,SGEN_stock_Open_change,SGEN_stock_High_average,SGEN_stock_High_max,SGEN_stock_High_min,SGEN_stock_High_volatility,SGEN_stock_High_change,SGEN_stock_Low_average,SGEN_stock_Low_max,SGEN_stock_Low_min,SGEN_stock_Low_volatility,SGEN_stock_Low_change,SGEN_stock_Close_average,SGEN_stock_Close_max,SGEN_stock_Close_min,SGEN_stock_Close_volatility,SGEN_stock_Close_change,SGEN_stock_Volume_average,SGEN_stock_Volume_max,SGEN_stock_Volume_min,SGEN_stock_Volume_volatility,SGEN_stock_Volume_change
2016-01-03,41.132000000000005,43.88,38.45,5.43,-5.43,42.054,44.45,38.75,5.700000000000003,-5.700000000000003,39.692,42.07,37.16,4.910000000000004,-4.130000000000003,40.008,42.54,37.36,5.18,-4.560000000000002,944683,1204694,688504,516190,-398969
2016-01-10,36.856,37.85,35.96,1.8900000000000006,-1.759999999999998,37.9,38.59,36.66,1.9300000000000068,-1.2800000000000011,35.178,36.12,34.55,1.5700000000000003,-0.04000000000000625,36.698,37.93,36.0,1.9299999999999997,0.020000000000003126,1249212,1451478,973757,477721,473926
2016-01-17,36.5375,38.0,34.44,3.5600000000000023,0.19000000000000483,37.9525,38.43,37.52,0.9099999999999966,0.1599999999999966,35.1375,36.01,34.17,1.8399999999999963,0.8500000000000014,36.6075,37.61,35.39,2.219999999999999,2.219999999999999,1250362,1391933,1044713,347220,-165562
2016-01-24,36.848,38.25,33.65,4.600000000000001,-3.6099999999999994,37.356,38.26,34.09,4.169999999999995,-4.149999999999999,34.372,36.51,30.37,6.139999999999997,-5.929999999999996,35.448,37.65,32.98,4.670000000000002,-4.670000000000002,1423134,3128445,630310,2498135,2005865
2016-01-31,32.376,32.83,31.77,1.0599999999999987,0.21999999999999886,33.23,34.36,32.37,1.990000000000002,-0.10000000000000142,30.875999999999998,32.0,29.31,2.6900000000000013,-1.5800000000000018,32.308,32.88,31.67,1.2100000000000009,-0.9799999999999969,2480431,3317954,1975050,1342904,1151585
2016-02-07,28.296,31.01,26.14,4.870000000000001,-3.4700000000000024,29.256,31.09,27.7,3.3900000000000006,-2.3900000000000006,27.152,28.61,26.02,2.59,-1.629999999999999,28.188,29.35,26.87,2.4800000000000004,-0.7100000000000009,2305660,3669674,1518431,2151243,-440229
2016-02-14,30.4225,31.9,28.97,2.9299999999999997,0.8000000000000007,31.595,32.8,30.82,1.9799999999999969,0.08999999999999986,29.39,30.3,28.85,1.4499999999999993,0.23999999999999844,30.625,31.61,29.84,1.7699999999999996,-0.19000000000000128,1774754,1983709,1626740,356969,-82648
2016-02-21,30.328333333333333,30.96,29.2,1.7600000000000016,0.25,30.97,31.42,30.08,1.3400000000000034,-0.46000000000000085,29.60333333333333,30.96,28.32,2.6400000000000006,1.0700000000000003,30.330000000000002,31.01,29.51,1.5,0.4400000000000013,807999,1098896,0,1098896,-1080130
2016-02-28,31.47,32.53,30.28,2.25,0.7800000000000011,32.534,33.37,31.43,1.9399999999999977,1.740000000000002,30.712,31.28,29.99,1.2900000000000027,1.1799999999999997,31.740000000000002,32.53,30.19,2.34,2.34,1246774,1659795,926332,733463,311476
2016-03-06,32.852000000000004,33.84,32.46,1.3800000000000026,0.29999999999999716,33.63,34.55,32.78,1.769999999999996,-1.1499999999999986,31.778,32.18,30.84,1.3399999999999999,0.1700000000000017,32.918,34.08,32.14,1.9399999999999977,-0.7199999999999989,1110831,1407318,840154,567164,-283955
2016-03-13,32.842,33.62,31.77,1.8499999999999979,-0.6099999999999994,33.67,34.26,32.58,1.6799999999999997,-0.00999999999999801,31.938,33.25,31.23,2.0199999999999996,-0.6400000000000006,32.996,33.92,31.75,2.1700000000000017,0.12000000000000455,1677135,2234751,961198,1273553,813098
2016-03-20,34.817499999999995,36.7,33.91,2.7900000000000063,0.20000000000000284,36.4225,37.84,35.23,2.6100000000000065,0.5400000000000063,33.99,34.53,33.27,1.259999999999998,-0.4299999999999997,35.1425,36.77,34.53,2.240000000000002,0.14999999999999858,1249014,1344677,1153362,191315,108342
2016-03-27,34.26,34.73,33.6,1.1299999999999955,0.00999999999999801,35.382,36.7,34.28,2.4200000000000017,1.7000000000000028,33.528,34.36,32.6,1.759999999999998,0.8599999999999994,34.56,36.15,33.64,2.509999999999998,2.509999999999998,1002098,1217995,808169,409826,98185
2016-04-03,36.638,37.56,35.81,1.75,0.6499999999999986,37.43,37.96,36.61,1.3500000000000014,-0.10000000000000142,35.832,36.32,35.61,0.7100000000000009,-0.3200000000000003,36.614,37.93,35.99,1.9399999999999977,-0.22999999999999687,1314698,1656807,876692,780115,-226977
