Date,AKAMStock_Open_average,AKAMStock_Open_max,AKAMStock_Open_min,AKAMStock_Open_volatility,AKAMStock_Open_change,AKAMStock_High_average,AKAMStock_High_max,AKAMStock_High_min,AKAMStock_High_volatility,AKAMStock_High_change,AKAMStock_Low_average,AKAMStock_Low_max,AKAMStock_Low_min,AKAMStock_Low_volatility,AKAMStock_Low_change,AKAMStock_Close_average,AKAMStock_Close_max,AKAMStock_Close_min,AKAMStock_Close_volatility,AKAMStock_Close_change,AKAMStock_Volume_average,AKAMStock_Volume_max,AKAMStock_Volume_min,AKAMStock_Volume_volatility,AKAMStock_Volume_change
2016-01-03,50.606,52.38,48.51,3.8700000000000045,-3.289999999999999,51.322,52.65,49.18,3.469999999999999,-3.1400000000000006,49.885999999999996,51.93,48.05,3.8800000000000026,-2.8599999999999994,50.22,52.31,48.1,4.210000000000001,-4.210000000000001,3317448,4341097,1505033,2836064,-218356
2016-01-10,46.546,48.27,45.33,2.940000000000005,-2.940000000000005,47.583999999999996,48.87,45.91,2.960000000000001,-2.960000000000001,45.144,46.01,43.93,2.0799999999999983,-1.0,45.844,46.91,44.15,2.759999999999998,-1.3100000000000023,4727255,6487045,2974796,3512249,-2650962
2016-01-17,45.7275,46.97,44.79,2.1799999999999997,2.1499999999999986,47.025,47.89,45.64,2.25,2.25,44.955,46.52,43.75,2.770000000000003,2.770000000000003,46.1675,46.91,45.44,1.4699999999999989,1.4699999999999989,3104765,3590128,1984684,1605444,-1605444
2016-01-24,45.402,46.81,43.79,3.020000000000003,-3.020000000000003,46.12,46.9,45.21,1.6899999999999977,-1.269999999999996,44.372,45.64,43.28,2.3599999999999994,-2.1099999999999994,45.068,46.2,43.47,2.730000000000004,-0.0800000000000054,2151553,2726349,1413870,1312479,864288
2016-01-31,44.454,45.5,43.25,2.25,-1.3500000000000014,44.954,45.54,44.19,1.3500000000000014,-1.3500000000000014,43.34,44.31,42.68,1.6300000000000026,-1.4299999999999997,44.094,45.3,42.94,2.3599999999999994,-2.0999999999999943,2875998,3792873,2402873,1390000,-136491
2016-02-07,45.358000000000004,49.57,40.59,8.979999999999997,7.060000000000002,46.83,50.9,41.53,9.369999999999997,7.899999999999999,44.022,49.28,39.43,9.850000000000001,9.060000000000002,45.682,50.76,39.57,11.189999999999998,9.780000000000001,6813671,14254350,3280033,10974317,757203
2016-02-14,53.045,54.83,51.27,3.559999999999995,1.6299999999999955,53.78,54.83,53.14,1.6899999999999977,-0.00999999999999801,52.0975,53.07,50.47,2.6000000000000014,1.5300000000000011,53.095,53.42,52.55,0.8700000000000045,0.5800000000000054,3919959,5450184,3354969,2095215,-2023450
2016-02-21,54.475,55.35,53.59,1.759999999999998,1.6599999999999966,55.195,55.6,54.76,0.8400000000000034,-0.3100000000000023,54.005,55.29,53.02,2.269999999999996,1.8999999999999986,54.78666666666667,55.29,53.97,1.3200000000000003,0.8100000000000023,2600061,3963500,0,3963500,-3963500
2016-02-28,55.308,55.83,54.37,1.4600000000000009,0.35999999999999943,55.858,56.31,55.54,0.7700000000000031,0.4399999999999977,54.648,55.2,53.97,1.230000000000004,1.0600000000000023,55.384,56.21,53.97,2.240000000000002,1.6000000000000014,3207945,4323435,2425746,1897689,-1487781
2016-03-06,55.086,55.26,54.94,0.3200000000000003,0.259999999999998,55.668,56.29,55.15,1.1400000000000006,0.3100000000000023,54.488,55.18,53.9,1.2800000000000011,0.259999999999998,55.162,56.07,54.58,1.490000000000002,0.740000000000002,2360012,3072663,1264383,1808280,-1686159
