Date,First Trust Small Cap Core AlphaDEXEtf_Open_average,First Trust Small Cap Core AlphaDEXEtf_Open_max,First Trust Small Cap Core AlphaDEXEtf_Open_min,First Trust Small Cap Core AlphaDEXEtf_Open_volatility,First Trust Small Cap Core AlphaDEXEtf_Open_change,First Trust Small Cap Core AlphaDEXEtf_High_average,First Trust Small Cap Core AlphaDEXEtf_High_max,First Trust Small Cap Core AlphaDEXEtf_High_min,First Trust Small Cap Core AlphaDEXEtf_High_volatility,First Trust Small Cap Core AlphaDEXEtf_High_change,First Trust Small Cap Core AlphaDEXEtf_Low_average,First Trust Small Cap Core AlphaDEXEtf_Low_max,First Trust Small Cap Core AlphaDEXEtf_Low_min,First Trust Small Cap Core AlphaDEXEtf_Low_volatility,First Trust Small Cap Core AlphaDEXEtf_Low_change,First Trust Small Cap Core AlphaDEXEtf_Close_average,First Trust Small Cap Core AlphaDEXEtf_Close_max,First Trust Small Cap Core AlphaDEXEtf_Close_min,First Trust Small Cap Core AlphaDEXEtf_Close_volatility,First Trust Small Cap Core AlphaDEXEtf_Close_change
2016-01-03,41.46,41.46,41.46,0.0,0.0,41.62,41.62,41.62,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2016-01-10,38.91,38.91,38.91,0.0,0.0,39.35,39.35,39.35,0.0,0.0,38.37,38.37,38.37,0.0,0.0,39.29,39.29,39.29,0.0,0.0
2016-01-17,39.7,39.7,39.7,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.85,39.85,39.85,0.0,0.0
2016-01-24,39.75,39.75,39.75,0.0,0.0,41.05,41.05,41.05,0.0,0.0,39.75,39.75,39.75,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2016-01-31,40.1,40.1,40.1,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2016-02-07,38.72,38.72,38.72,0.0,0.0,39.1,39.1,39.1,0.0,0.0,38.55,38.55,38.55,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2016-02-14,40.2,40.2,40.2,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2016-02-21,41.6,41.6,41.6,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2016-02-28,43.44,43.44,43.44,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2016-03-06,43.58,43.58,43.58,0.0,0.0,44.21,44.21,44.21,0.0,0.0,43.58,43.58,43.58,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2016-03-13,44.66,44.66,44.66,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2016-03-20,43.32,43.32,43.32,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2016-03-27,44.75,44.75,44.75,0.0,0.0,45.17,45.17,45.17,0.0,0.0,44.58,44.58,44.58,0.0,0.0,45.14,45.14,45.14,0.0,0.0
2016-04-03,43.64,43.64,43.64,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2016-04-10,44.91,44.91,44.91,0.0,0.0,45.23,45.23,45.23,0.0,0.0,44.91,44.91,44.91,0.0,0.0,45.18,45.18,45.18,0.0,0.0
2016-04-17,45.34,45.34,45.34,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2016-04-24,45.74,45.74,45.74,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.22,45.22,45.22,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2016-05-01,44.7,44.7,44.7,0.0,0.0,45.13,45.13,45.13,0.0,0.0,44.59,44.59,44.59,0.0,0.0,45.13,45.13,45.13,0.0,0.0
2016-05-08,44.59,44.59,44.59,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2016-05-15,44.05,44.05,44.05,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2016-05-22,45.67,45.67,45.67,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.63,45.63,45.63,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2016-05-29,46.68,46.68,46.68,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.43,46.43,46.43,0.0,0.0
2016-06-05,46.78,46.78,46.78,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.49,46.49,46.49,0.0,0.0
2016-06-12,45.9,45.9,45.9,0.0,0.0,46.13,46.13,46.13,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.85,45.85,45.85,0.0,0.0
