Date,IRS_stock_Open_average,IRS_stock_Open_max,IRS_stock_Open_min,IRS_stock_Open_volatility,IRS_stock_Open_change,IRS_stock_High_average,IRS_stock_High_max,IRS_stock_High_min,IRS_stock_High_volatility,IRS_stock_High_change,IRS_stock_Low_average,IRS_stock_Low_max,IRS_stock_Low_min,IRS_stock_Low_volatility,IRS_stock_Low_change,IRS_stock_Close_average,IRS_stock_Close_max,IRS_stock_Close_min,IRS_stock_Close_volatility,IRS_stock_Close_change,IRS_stock_Volume_average,IRS_stock_Volume_max,IRS_stock_Volume_min,IRS_stock_Volume_volatility,IRS_stock_Volume_change
2016-01-03,11.378,12.16,10.23,1.9299999999999997,-1.9299999999999997,11.518,12.26,10.35,1.9100000000000001,-1.9100000000000001,10.9,11.93,9.79,2.1400000000000006,-2.1000000000000014,11.0,12.06,9.97,2.09,-2.09,135917,253788,61223,192565,93461
2016-01-10,9.798,10.35,9.05,1.299999999999999,-0.9199999999999999,9.958,10.5,9.24,1.2599999999999998,-1.0399999999999991,9.362,9.83,8.82,1.0099999999999998,-1.0099999999999998,9.59,10.15,8.99,1.1600000000000001,-1.1600000000000001,139982,361850,57403,304447,-50482
2016-01-17,8.879999999999999,9.27,8.48,0.7899999999999991,0.16000000000000014,9.237499999999999,9.7,8.94,0.7599999999999998,0.5899999999999999,8.545,9.12,8.09,1.0299999999999994,0.5699999999999985,8.9625,9.48,8.6,0.8800000000000008,0.8800000000000008,142700,188599,68040,120559,82769
2016-01-24,9.586,9.73,9.48,0.25,0.25,10.086,11.18,9.75,1.4299999999999997,1.4299999999999997,9.462,9.73,9.22,0.5099999999999998,0.40000000000000036,9.89,11.18,9.48,1.6999999999999993,1.6999999999999993,108070,169035,45936,123099,123099
2016-01-31,10.338,11.37,9.92,1.4499999999999993,-1.1899999999999995,10.66,11.38,10.16,1.2200000000000006,-0.5500000000000007,9.914,10.18,9.72,0.4599999999999991,0.02999999999999936,10.228,10.76,9.85,0.9100000000000001,0.4399999999999995,54987,78728,31933,46795,-24322
2016-02-07,10.258,10.53,10.12,0.41000000000000014,-0.21999999999999886,10.6,11.14,10.28,0.8600000000000012,-0.4299999999999997,9.99,10.25,9.86,0.39000000000000057,0.39000000000000057,10.244,10.59,10.09,0.5,0.5,94054,192552,29113,163439,52165
2016-02-14,10.5125,10.78,10.25,0.5299999999999994,-0.2400000000000002,10.765,10.84,10.64,0.1999999999999993,-0.08999999999999986,10.245000000000001,10.38,10.15,0.23000000000000043,-0.08000000000000007,10.442499999999999,10.57,10.2,0.370000000000001,-0.0600000000000005,225684,529806,46602,483204,-43456
2016-02-21,11.17,11.66,10.67,0.9900000000000002,0.9600000000000009,12.044,13.16,11.3,1.8599999999999994,1.6600000000000001,10.996,11.62,10.58,1.0399999999999991,0.7599999999999998,11.716,12.92,10.74,2.1799999999999997,1.7599999999999998,159075,452103,51910,400193,339958
2016-02-28,13.322,13.91,12.87,1.040000000000001,0.0,13.664,14.0,13.18,0.8200000000000003,-0.75,12.826,13.6,12.41,1.1899999999999995,-0.1899999999999995,13.416,13.94,12.86,1.08,-0.8200000000000003,123676,203791,86988,116803,-91488
2016-03-06,13.35,13.66,13.1,0.5600000000000005,0.13000000000000078,13.532,13.66,13.33,0.33000000000000007,-0.22000000000000064,12.984,13.08,12.84,0.2400000000000002,-0.2400000000000002,13.324,13.57,13.09,0.4800000000000004,-0.4499999999999993,45194,79864,26451,53413,-53413
2016-03-13,13.192,13.87,12.92,0.9499999999999993,0.8099999999999987,13.436,13.99,13.03,0.9600000000000009,0.8599999999999994,12.866,13.41,12.48,0.9299999999999997,0.5500000000000007,13.25,13.74,12.95,0.7900000000000009,0.5299999999999994,41975,65622,24721,40901,14488
2016-03-20,14.0075,14.32,13.58,0.7400000000000002,0.7200000000000006,14.3975,14.7,13.81,0.8899999999999988,0.6899999999999995,13.75,14.09,13.16,0.9299999999999997,0.9299999999999997,14.2375,14.49,13.81,0.6799999999999997,0.4299999999999997,79392,114379,33871,80508,-22243
2016-03-27,14.328,14.56,14.2,0.3600000000000012,0.19000000000000128,14.584,15.01,14.32,0.6899999999999995,0.3800000000000008,14.092,14.2,13.94,0.2599999999999998,0.22000000000000064,14.454,14.96,14.28,0.6800000000000015,0.11999999999999922,61034,90922,33471,57451,-47698
2016-04-03,14.241999999999999,14.3,14.19,0.11000000000000121,-0.05999999999999872,14.436,14.64,14.2,0.4400000000000013,0.2400000000000002,13.968,14.15,13.44,0.7100000000000009,0.05000000000000071,14.276,14.62,14.06,0.5599999999999987,0.27999999999999936,117023,187743,72618,115125,95837
2016-04-10,14.838,15.21,14.45,0.7600000000000016,0.7600000000000016,15.184000000000001,15.48,14.96,0.5199999999999996,0.25,14.74,15.15,14.38,0.7699999999999996,0.7699999999999996,15.016,15.2,14.83,0.3699999999999992,0.20000000000000107,48154,79882,25571,54311,-37910
2016-04-17,14.828,15.12,14.61,0.5099999999999998,-0.3100000000000005,15.158,15.33,15.04,0.2900000000000009,-0.13000000000000078,14.676,14.71,14.61,0.10000000000000142,-0.02000000000000135,14.888,15.17,14.69,0.4800000000000004,-0.07000000000000028,128543,414658,20523,394135,394135
2016-04-24,14.812,15.03,14.65,0.379999999999999,0.009999999999999787,15.116,15.45,14.83,0.6199999999999992,-0.27999999999999936,14.566,14.72,14.42,0.3000000000000007,-0.0600000000000005,14.814,14.88,14.65,0.23000000000000043,-0.03999999999999915,140082,241786,69762,172024,-66899
2016-05-01,14.632,14.86,14.5,0.35999999999999943,0.25,14.872,15.0,14.75,0.25,-0.07000000000000028,14.358,14.4,14.33,0.07000000000000028,0.02999999999999936,14.606,14.65,14.49,0.16000000000000014,-0.009999999999999787,143622,218091,46459,171632,100370
2016-05-08,14.78,15.0,14.58,0.41999999999999993,0.41999999999999993,15.186,15.57,14.9,0.6699999999999999,0.4800000000000004,14.498,14.74,14.36,0.3800000000000008,0.16999999999999993,14.856,15.31,14.45,0.8600000000000012,0.27000000000000135,85018,146221,39268,106953,-39952
2016-05-15,14.356,14.94,13.85,1.0899999999999999,-0.7599999999999998,14.443999999999999,14.94,14.04,0.9000000000000004,-0.5499999999999989,13.966,14.5,13.43,1.0700000000000003,-0.5600000000000005,14.218,14.55,14.03,0.5200000000000014,-0.33000000000000007,36476,59727,21974,37753,-37753
2016-05-22,14.6,14.94,13.95,0.9900000000000002,0.8200000000000003,14.936,15.05,14.73,0.3200000000000003,0.3200000000000003,14.346,14.59,13.77,0.8200000000000003,0.5800000000000001,14.738,14.91,14.59,0.3200000000000003,0.3200000000000003,26322,37800,15801,21999,9253
2016-05-29,15.11,15.56,14.73,0.8300000000000001,0.8300000000000001,15.692499999999999,16.34,15.41,0.9299999999999997,0.8900000000000006,14.88,15.32,14.56,0.7599999999999998,0.5899999999999999,15.385,15.89,15.0,0.8900000000000006,0.8900000000000006,62413,92361,34630,57731,7476
2016-06-05,16.234,16.37,16.08,0.2900000000000027,0.1700000000000017,16.422,16.58,16.25,0.3299999999999983,0.0,15.926,16.35,15.71,0.6400000000000006,-0.049999999999998934,16.238,16.42,15.89,0.5300000000000011,-0.17999999999999972,38842,78317,22329,55988,-18489
2016-06-12,15.88,16.39,15.65,0.7400000000000002,0.7400000000000002,16.096,16.45,15.69,0.7599999999999998,0.6399999999999988,15.514000000000001,16.01,15.24,0.7700000000000014,0.5100000000000016,15.964,16.36,15.63,0.7299999999999986,0.5300000000000011,20378,27058,16166,10892,2576
