Date,Global X SuperDividend REITEtf_Open_average,Global X SuperDividend REITEtf_Open_max,Global X SuperDividend REITEtf_Open_min,Global X SuperDividend REITEtf_Open_volatility,Global X SuperDividend REITEtf_Open_change,Global X SuperDividend REITEtf_High_average,Global X SuperDividend REITEtf_High_max,Global X SuperDividend REITEtf_High_min,Global X SuperDividend REITEtf_High_volatility,Global X SuperDividend REITEtf_High_change,Global X SuperDividend REITEtf_Low_average,Global X SuperDividend REITEtf_Low_max,Global X SuperDividend REITEtf_Low_min,Global X SuperDividend REITEtf_Low_volatility,Global X SuperDividend REITEtf_Low_change,Global X SuperDividend REITEtf_Close_average,Global X SuperDividend REITEtf_Close_max,Global X SuperDividend REITEtf_Close_min,Global X SuperDividend REITEtf_Close_volatility,Global X SuperDividend REITEtf_Close_change
2016-01-03,12.4,12.4,12.4,0.0,0.0,12.49,12.49,12.49,0.0,0.0,12.27,12.27,12.27,0.0,0.0,12.27,12.27,12.27,0.0,0.0
2016-01-10,11.9,11.9,11.9,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.54,11.54,11.54,0.0,0.0,11.59,11.59,11.59,0.0,0.0
2016-01-17,11.75,11.75,11.75,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.75,11.75,11.75,0.0,0.0
2016-01-24,12.04,12.04,12.04,0.0,0.0,12.04,12.04,12.04,0.0,0.0,12.04,12.04,12.04,0.0,0.0,12.04,12.04,12.04,0.0,0.0
2016-01-31,12.26,12.26,12.26,0.0,0.0,12.26,12.26,12.26,0.0,0.0,12.26,12.26,12.26,0.0,0.0,12.26,12.26,12.26,0.0,0.0
2016-02-07,11.61,11.61,11.61,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.62,11.62,11.62,0.0,0.0
2016-02-14,12.21,12.21,12.21,0.0,0.0,12.25,12.25,12.25,0.0,0.0,12.18,12.18,12.18,0.0,0.0,12.18,12.18,12.18,0.0,0.0
2016-02-21,12.66,12.66,12.66,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.66,12.66,12.66,0.0,0.0,12.7,12.7,12.7,0.0,0.0
2016-02-28,12.95,12.95,12.95,0.0,0.0,13.01,13.01,13.01,0.0,0.0,12.95,12.95,12.95,0.0,0.0,13.01,13.01,13.01,0.0,0.0
2016-03-06,12.85,12.85,12.85,0.0,0.0,13.24,13.24,13.24,0.0,0.0,12.85,12.85,12.85,0.0,0.0,13.24,13.24,13.24,0.0,0.0
2016-03-13,13.54,13.54,13.54,0.0,0.0,13.61,13.61,13.61,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.55,13.55,13.55,0.0,0.0
2016-03-20,13.39,13.39,13.39,0.0,0.0,13.39,13.39,13.39,0.0,0.0,13.21,13.21,13.21,0.0,0.0,13.38,13.38,13.38,0.0,0.0
2016-03-27,13.84,13.84,13.84,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.67,13.67,13.67,0.0,0.0,13.79,13.79,13.79,0.0,0.0
2016-04-03,13.7,13.7,13.7,0.0,0.0,13.79,13.79,13.79,0.0,0.0,13.64,13.64,13.64,0.0,0.0,13.72,13.72,13.72,0.0,0.0
2016-04-10,14.02,14.02,14.02,0.0,0.0,14.08,14.08,14.08,0.0,0.0,13.98,13.98,13.98,0.0,0.0,14.08,14.08,14.08,0.0,0.0
2016-04-17,13.74,13.74,13.74,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.74,13.74,13.74,0.0,0.0,13.84,13.84,13.84,0.0,0.0
2016-04-24,14.1,14.1,14.1,0.0,0.0,14.12,14.12,14.12,0.0,0.0,13.99,13.99,13.99,0.0,0.0,13.99,13.99,13.99,0.0,0.0
2016-05-01,14.12,14.12,14.12,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.2,14.2,14.2,0.0,0.0
2016-05-08,14.75,14.75,14.75,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.51,14.51,14.51,0.0,0.0
2016-05-15,14.21,14.21,14.21,0.0,0.0,14.26,14.26,14.26,0.0,0.0,14.06,14.06,14.06,0.0,0.0,14.22,14.22,14.22,0.0,0.0
2016-05-22,14.46,14.46,14.46,0.0,0.0,14.46,14.46,14.46,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.34,14.34,14.34,0.0,0.0
2016-05-29,14.56,14.56,14.56,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.45,14.45,14.45,0.0,0.0
2016-06-05,14.72,14.72,14.72,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.63,14.63,14.63,0.0,0.0
2016-06-12,14.64,14.64,14.64,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.61,14.61,14.61,0.0,0.0
2016-06-19,13.95,13.95,13.95,0.0,0.0,14.74,14.74,14.74,0.0,0.0,13.95,13.95,13.95,0.0,0.0,14.65,14.65,14.65,0.0,0.0
2016-06-26,15.29,15.29,15.29,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.07,15.07,15.07,0.0,0.0
2016-07-03,14.93,14.93,14.93,0.0,0.0,15.14,15.14,15.14,0.0,0.0,14.93,14.93,14.93,0.0,0.0,15.05,15.05,15.05,0.0,0.0
2016-07-10,15.21,15.21,15.21,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.09,15.09,15.09,0.0,0.0,15.22,15.22,15.22,0.0,0.0
2016-07-17,15.51,15.51,15.51,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.58,15.58,15.58,0.0,0.0
