Date,PZG_stock_Open_average,PZG_stock_Open_max,PZG_stock_Open_min,PZG_stock_Open_volatility,PZG_stock_Open_change,PZG_stock_High_average,PZG_stock_High_max,PZG_stock_High_min,PZG_stock_High_volatility,PZG_stock_High_change,PZG_stock_Low_average,PZG_stock_Low_max,PZG_stock_Low_min,PZG_stock_Low_volatility,PZG_stock_Low_change,PZG_stock_Close_average,PZG_stock_Close_max,PZG_stock_Close_min,PZG_stock_Close_volatility,PZG_stock_Close_change,PZG_stock_Volume_average,PZG_stock_Volume_max,PZG_stock_Volume_min,PZG_stock_Volume_volatility,PZG_stock_Volume_change
2016-01-03,1.12,1.17,1.05,0.11999999999999988,0.050000000000000044,1.16,1.19,1.1,0.08999999999999986,-0.06999999999999984,1.096,1.15,1.05,0.09999999999999987,0.020000000000000018,1.112,1.16,1.06,0.09999999999999987,0.020000000000000018,2897,7475,936,6539,-2129
2016-01-10,1.054,1.08,1.02,0.06000000000000005,-0.030000000000000027,1.084,1.12,1.07,0.050000000000000044,-0.010000000000000009,1.032,1.05,1.02,0.030000000000000027,0.0,1.05,1.07,1.04,0.030000000000000027,0.0,3144,5591,728,4863,-2766
2016-01-17,1.0225,1.03,1.01,0.020000000000000018,0.0,1.0350000000000001,1.05,1.03,0.020000000000000018,0.0,1.010025,1.03,0.9701,0.059900000000000064,0.0,1.0275,1.03,1.02,0.010000000000000009,0.0,6828,25078,333,24745,128
2016-01-24,1.018,1.05,0.99,0.06000000000000005,-0.010000000000000009,1.034,1.05,1.01,0.040000000000000036,0.020000000000000018,1.006,1.05,0.99,0.06000000000000005,0.0,1.018,1.05,0.99,0.06000000000000005,-0.010000000000000009,5610,20443,1593,18850,-619
2016-01-31,1.042,1.09,1.0,0.09000000000000008,0.010000000000000009,1.058,1.1,1.0,0.10000000000000009,0.020000000000000018,1.0082,1.04,0.9955,0.044499999999999984,0.010000000000000009,1.048,1.1,1.0,0.10000000000000009,0.06000000000000005,5439,15210,800,14410,-2227
2016-02-07,1.074,1.13,1.04,0.08999999999999986,0.06999999999999984,1.11,1.23,1.05,0.17999999999999994,0.15999999999999992,1.0638,1.119,1.04,0.07899999999999996,0.07899999999999996,1.086,1.14,1.05,0.08999999999999986,0.06999999999999984,7036,15360,3092,12268,4940
2016-02-14,1.0925,1.14,1.05,0.08999999999999986,0.039999999999999813,1.13,1.17,1.08,0.08999999999999986,0.010000000000000009,1.0825,1.13,1.05,0.07999999999999985,0.029999999999999805,1.105,1.13,1.05,0.07999999999999985,0.0,3420,6380,1175,5205,2351
2016-02-21,1.154,1.19,1.12,0.06999999999999984,0.010000000000000009,1.194,1.24,1.14,0.10000000000000009,0.08000000000000007,1.14,1.18,1.1,0.07999999999999985,0.04999999999999982,1.1618,1.2,1.11,0.08999999999999986,0.08999999999999986,4826,9138,699,8439,3961
2016-02-28,1.22,1.24,1.19,0.050000000000000044,0.020000000000000018,1.234,1.24,1.22,0.020000000000000018,0.0,1.2158,1.23,1.19,0.040000000000000036,0.0,1.222,1.24,1.2,0.040000000000000036,-0.020000000000000018,2845,5731,482,5249,-4178
2016-03-06,1.21,1.24,1.16,0.08000000000000007,-0.050000000000000044,1.23,1.24,1.21,0.030000000000000027,-0.030000000000000027,1.194,1.21,1.16,0.050000000000000044,-0.040000000000000036,1.208,1.23,1.2,0.030000000000000027,0.010000000000000009,2344,8249,203,8046,6613
