Date,VanEck Vectors Uranium+Nuclear Energy_etf_Open_average,VanEck Vectors Uranium+Nuclear Energy_etf_Open_max,VanEck Vectors Uranium+Nuclear Energy_etf_Open_min,VanEck Vectors Uranium+Nuclear Energy_etf_Open_volatility,VanEck Vectors Uranium+Nuclear Energy_etf_Open_change,VanEck Vectors Uranium+Nuclear Energy_etf_High_average,VanEck Vectors Uranium+Nuclear Energy_etf_High_max,VanEck Vectors Uranium+Nuclear Energy_etf_High_min,VanEck Vectors Uranium+Nuclear Energy_etf_High_volatility,VanEck Vectors Uranium+Nuclear Energy_etf_High_change,VanEck Vectors Uranium+Nuclear Energy_etf_Low_average,VanEck Vectors Uranium+Nuclear Energy_etf_Low_max,VanEck Vectors Uranium+Nuclear Energy_etf_Low_min,VanEck Vectors Uranium+Nuclear Energy_etf_Low_volatility,VanEck Vectors Uranium+Nuclear Energy_etf_Low_change,VanEck Vectors Uranium+Nuclear Energy_etf_Close_average,VanEck Vectors Uranium+Nuclear Energy_etf_Close_max,VanEck Vectors Uranium+Nuclear Energy_etf_Close_min,VanEck Vectors Uranium+Nuclear Energy_etf_Close_volatility,VanEck Vectors Uranium+Nuclear Energy_etf_Close_change
2016-01-03,44.21,44.21,44.21,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2016-01-10,43.8,43.8,43.8,0.0,0.0,44.06,44.06,44.06,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.88,43.88,43.88,0.0,0.0
2016-01-17,43.63,43.63,43.63,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.8,43.8,43.8,0.0,0.0
2016-01-24,45.29,45.29,45.29,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2016-01-31,45.55,45.55,45.55,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2016-02-07,44.4,44.4,44.4,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.7,44.7,44.7,0.0,0.0
2016-02-14,45.4,45.4,45.4,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.5,45.5,45.5,0.0,0.0
2016-02-21,45.9,45.9,45.9,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.9,45.9,45.9,0.0,0.0
2016-02-28,46.68,46.68,46.68,0.0,0.0,47.49,47.49,47.49,0.0,0.0,46.68,46.68,46.68,0.0,0.0,47.49,47.49,47.49,0.0,0.0
2016-03-06,46.96,46.96,46.96,0.0,0.0,47.27,47.27,47.27,0.0,0.0,46.96,46.96,46.96,0.0,0.0,47.09,47.09,47.09,0.0,0.0
2016-03-13,48.24,48.24,48.24,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.24,48.24,48.24,0.0,0.0
2016-03-20,47.38,47.38,47.38,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2016-03-27,48.45,48.45,48.45,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2016-04-03,47.57,47.57,47.57,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2016-04-10,48.1,48.1,48.1,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.39,48.39,48.39,0.0,0.0
2016-04-17,46.5,46.5,46.5,0.0,0.0,47.6,47.6,47.6,0.0,0.0,46.5,46.5,46.5,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2016-04-24,47.75,47.75,47.75,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2016-05-01,47.57,47.57,47.57,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.57,47.57,47.57,0.0,0.0
2016-05-08,48.36,48.36,48.36,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2016-05-15,47.06,47.06,47.06,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2016-05-22,47.66,47.66,47.66,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2016-05-29,48.09,48.09,48.09,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.53,48.53,48.53,0.0,0.0
2016-06-05,49.07,49.07,49.07,0.0,0.0,49.29,49.29,49.29,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2016-06-12,48.38,48.38,48.38,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.38,48.38,48.38,0.0,0.0
2016-06-19,47.25,47.25,47.25,0.0,0.0,48.43,48.43,48.43,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2016-06-26,50.09,50.09,50.09,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.37,50.37,50.37,0.0,0.0
2016-07-03,49.94,49.94,49.94,0.0,0.0,50.47,50.47,50.47,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2016-07-10,50.41,50.41,50.41,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2016-07-17,50.35,50.35,50.35,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2016-07-24,50.18,50.18,50.18,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2016-07-31,49.35,49.35,49.35,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2016-08-07,49.34,49.34,49.34,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.25,49.25,49.25,0.0,0.0
2016-08-14,48.74,48.74,48.74,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2016-08-21,48.69,48.69,48.69,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2016-08-28,48.5,48.5,48.5,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.9,48.9,48.9,0.0,0.0
2016-09-04,49.4,49.4,49.4,0.0,0.0,49.4,49.4,49.4,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2016-09-11,48.4,48.4,48.4,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.4,48.4,48.4,0.0,0.0
2016-09-18,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2016-09-25,48.5,48.5,48.5,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2016-10-02,46.97,46.97,46.97,0.0,0.0,47.16,47.16,47.16,0.0,0.0,46.97,46.97,46.97,0.0,0.0,47.07,47.07,47.07,0.0,0.0
2016-10-09,47.25,47.25,47.25,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2016-10-16,47.7,47.7,47.7,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2016-10-23,47.75,47.75,47.75,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.69,47.69,47.69,0.0,0.0
