Date,iShares MSCI South Korea CappedEtf_Open_average,iShares MSCI South Korea CappedEtf_Open_max,iShares MSCI South Korea CappedEtf_Open_min,iShares MSCI South Korea CappedEtf_Open_volatility,iShares MSCI South Korea CappedEtf_Open_change,iShares MSCI South Korea CappedEtf_High_average,iShares MSCI South Korea CappedEtf_High_max,iShares MSCI South Korea CappedEtf_High_min,iShares MSCI South Korea CappedEtf_High_volatility,iShares MSCI South Korea CappedEtf_High_change,iShares MSCI South Korea CappedEtf_Low_average,iShares MSCI South Korea CappedEtf_Low_max,iShares MSCI South Korea CappedEtf_Low_min,iShares MSCI South Korea CappedEtf_Low_volatility,iShares MSCI South Korea CappedEtf_Low_change,iShares MSCI South Korea CappedEtf_Close_average,iShares MSCI South Korea CappedEtf_Close_max,iShares MSCI South Korea CappedEtf_Close_min,iShares MSCI South Korea CappedEtf_Close_volatility,iShares MSCI South Korea CappedEtf_Close_change
2017-07-02,66.87,66.87,66.87,0.0,0.0,67.03,67.03,67.03,0.0,0.0,66.62,66.62,66.62,0.0,0.0,66.95,66.95,66.95,0.0,0.0
2017-07-09,69.91,69.91,69.91,0.0,0.0,70.52,70.52,70.52,0.0,0.0,69.81,69.81,69.81,0.0,0.0,70.43,70.43,70.43,0.0,0.0
2017-07-16,71.37,71.37,71.37,0.0,0.0,71.5,71.5,71.5,0.0,0.0,71.22,71.22,71.22,0.0,0.0,71.46,71.46,71.46,0.0,0.0
2017-07-23,69.33,69.33,69.33,0.0,0.0,69.67,69.67,69.67,0.0,0.0,69.33,69.33,69.33,0.0,0.0,69.64,69.64,69.64,0.0,0.0
2017-07-30,69.11,69.11,69.11,0.0,0.0,69.36,69.36,69.36,0.0,0.0,68.93,68.93,68.93,0.0,0.0,69.18,69.18,69.18,0.0,0.0
2017-08-06,66.0,66.0,66.0,0.0,0.0,66.26,66.26,66.26,0.0,0.0,65.86,65.86,65.86,0.0,0.0,66.02,66.02,66.02,0.0,0.0
2017-08-13,67.39,67.39,67.39,0.0,0.0,67.8,67.8,67.8,0.0,0.0,67.17,67.17,67.17,0.0,0.0,67.45,67.45,67.45,0.0,0.0
2017-08-20,69.11,69.11,69.11,0.0,0.0,69.46,69.46,69.46,0.0,0.0,69.09,69.09,69.09,0.0,0.0,69.3,69.3,69.3,0.0,0.0
2017-08-27,68.54,68.54,68.54,0.0,0.0,68.68,68.68,68.68,0.0,0.0,68.37,68.37,68.37,0.0,0.0,68.66,68.66,68.66,0.0,0.0
2017-09-03,67.54,67.54,67.54,0.0,0.0,67.57,67.57,67.57,0.0,0.0,67.17,67.17,67.17,0.0,0.0,67.35,67.35,67.35,0.0,0.0
2017-09-10,68.88,68.88,68.88,0.0,0.0,68.88,68.88,68.88,0.0,0.0,68.62,68.62,68.62,0.0,0.0,68.73,68.73,68.73,0.0,0.0
2017-09-17,69.36,69.36,69.36,0.0,0.0,69.4,69.4,69.4,0.0,0.0,69.17,69.17,69.17,0.0,0.0,69.33,69.33,69.33,0.0,0.0
2017-09-24,68.71,68.71,68.71,0.0,0.0,69.2,69.2,69.2,0.0,0.0,68.58,68.58,68.58,0.0,0.0,69.06,69.06,69.06,0.0,0.0
2017-10-01,70.01,70.01,70.01,0.0,0.0,70.5,70.5,70.5,0.0,0.0,69.76,69.76,69.76,0.0,0.0,70.23,70.23,70.23,0.0,0.0
2017-10-08,72.62,72.62,72.62,0.0,0.0,72.95,72.95,72.95,0.0,0.0,72.62,72.62,72.62,0.0,0.0,72.84,72.84,72.84,0.0,0.0
2017-10-15,72.56,72.56,72.56,0.0,0.0,72.67,72.67,72.67,0.0,0.0,72.4,72.4,72.4,0.0,0.0,72.58,72.58,72.58,0.0,0.0
2017-10-22,72.85,72.85,72.85,0.0,0.0,73.64,73.64,73.64,0.0,0.0,72.79,72.79,72.79,0.0,0.0,73.52,73.52,73.52,0.0,0.0
2017-10-29,75.97,75.97,75.97,0.0,0.0,76.06,76.06,76.06,0.0,0.0,75.42,75.42,75.42,0.0,0.0,75.79,75.79,75.79,0.0,0.0
2017-11-05,74.62,74.62,74.62,0.0,0.0,74.62,74.62,74.62,0.0,0.0,74.17,74.17,74.17,0.0,0.0,74.41,74.41,74.41,0.0,0.0
2017-11-12,76.2,76.2,76.2,0.0,0.0,76.4,76.4,76.4,0.0,0.0,76.08,76.08,76.08,0.0,0.0,76.22,76.22,76.22,0.0,0.0
2017-11-19,77.49,77.49,77.49,0.0,0.0,77.6,77.6,77.6,0.0,0.0,77.4,77.4,77.4,0.0,0.0,77.4,77.4,77.4,0.0,0.0
2017-11-26,74.74,74.74,74.74,0.0,0.0,75.14,75.14,75.14,0.0,0.0,74.64,74.64,74.64,0.0,0.0,75.07,75.07,75.07,0.0,0.0
2017-12-03,74.39,74.39,74.39,0.0,0.0,74.5,74.5,74.5,0.0,0.0,74.14,74.14,74.14,0.0,0.0,74.48,74.48,74.48,0.0,0.0
2017-12-10,75.13,75.13,75.13,0.0,0.0,75.3,75.3,75.3,0.0,0.0,74.94,74.94,74.94,0.0,0.0,75.09,75.09,75.09,0.0,0.0
2017-12-17,72.35,72.35,72.35,0.0,0.0,72.61,72.61,72.61,0.0,0.0,72.29,72.29,72.29,0.0,0.0,72.57,72.57,72.57,0.0,0.0
2017-12-24,75.29,75.29,75.29,0.0,0.0,75.52,75.52,75.52,0.0,0.0,74.89,74.89,74.89,0.0,0.0,74.93,74.93,74.93,0.0,0.0
2017-12-31,76.61,76.61,76.61,0.0,0.0,77.08,77.08,77.08,0.0,0.0,76.61,76.61,76.61,0.0,0.0,76.99,76.99,76.99,0.0,0.0
