Date,MN_stock_Open_average,MN_stock_Open_max,MN_stock_Open_min,MN_stock_Open_volatility,MN_stock_Open_change,MN_stock_High_average,MN_stock_High_max,MN_stock_High_min,MN_stock_High_volatility,MN_stock_High_change,MN_stock_Low_average,MN_stock_Low_max,MN_stock_Low_min,MN_stock_Low_volatility,MN_stock_Low_change,MN_stock_Close_average,MN_stock_Close_max,MN_stock_Close_min,MN_stock_Close_volatility,MN_stock_Close_change,MN_stock_Volume_average,MN_stock_Volume_max,MN_stock_Volume_min,MN_stock_Volume_volatility,MN_stock_Volume_change
2016-01-03,8.65,8.99,8.46,0.5299999999999994,0.05999999999999872,8.892,8.99,8.77,0.22000000000000064,0.009999999999999787,8.544,8.83,8.35,0.4800000000000004,-0.08999999999999986,8.632,8.84,8.35,0.4900000000000002,-0.4900000000000002,38785,55932,29662,26270,-2234
2016-01-10,7.97,8.44,7.2,1.2399999999999993,-1.1399999999999997,8.144,8.59,7.3,1.29,-1.2700000000000005,7.578,8.28,6.9,1.379999999999999,-1.2899999999999991,7.728,8.35,7.1,1.25,-1.25,70925,101449,46977,54472,33706
2016-01-17,7.08,7.22,6.94,0.27999999999999936,-0.08999999999999986,7.3625,7.62,7.12,0.5,-0.17999999999999972,6.9525,7.13,6.66,0.46999999999999975,0.0,7.16,7.31,7.04,0.2699999999999996,-0.05999999999999961,72991,119474,55000,64474,-2263
2016-01-24,7.452,7.73,7.27,0.46000000000000085,0.46000000000000085,7.742,8.31,7.43,0.8800000000000008,0.7400000000000002,7.306,7.73,7.1,0.6300000000000008,0.6300000000000008,7.594,8.24,7.31,0.9300000000000006,0.9199999999999999,37424,53092,28119,24973,24973
2016-01-31,7.768,8.15,7.4,0.75,-0.75,7.97,8.21,7.63,0.580000000000001,-0.580000000000001,7.4799999999999995,7.96,7.18,0.7800000000000002,-0.6200000000000001,7.6160000000000005,8.13,7.36,0.7700000000000005,-0.7700000000000005,52254,59843,27786,32057,-32057
2016-02-07,6.41,7.17,5.78,1.3899999999999997,-1.3899999999999997,6.514,7.24,5.94,1.2999999999999998,-1.2999999999999998,6.062,6.67,5.6,1.0700000000000003,-1.0099999999999998,6.134,6.84,5.68,1.1600000000000001,-1.1600000000000001,94639,114300,76619,37681,12919
2016-02-14,6.74,6.96,6.55,0.41000000000000014,-0.23000000000000043,6.895,7.0,6.78,0.21999999999999975,0.05999999999999961,6.3075,6.62,5.77,0.8500000000000005,0.7400000000000002,6.625,6.91,6.34,0.5700000000000003,0.27000000000000046,124190,354229,35113,319116,-319116
2016-02-21,6.822,7.0,6.66,0.33999999999999986,0.2999999999999998,7.002,7.1,6.95,0.14999999999999947,0.10999999999999943,6.678,6.78,6.54,0.2400000000000002,0.009999999999999787,6.876,7.0,6.75,0.25,-0.05000000000000071,28722,41592,11207,30385,-3959
2016-02-28,7.016,7.1,6.98,0.11999999999999922,0.019999999999999574,7.1819999999999995,7.49,7.05,0.4400000000000004,0.4400000000000004,6.930000000000001,6.99,6.86,0.1299999999999999,0.1299999999999999,7.062,7.4,6.86,0.54,0.54,69242,103878,57023,46855,46855
2016-03-06,7.356,7.38,7.34,0.040000000000000036,0.03000000000000025,7.42,7.5,7.35,0.15000000000000036,0.019999999999999574,7.244,7.35,7.17,0.17999999999999972,0.04999999999999982,7.296,7.39,7.17,0.21999999999999975,0.009999999999999787,88281,113181,59274,53907,32394
2016-03-13,7.352,7.64,7.08,0.5599999999999996,0.0,7.528,7.7,7.42,0.28000000000000025,-0.25,7.224,7.39,7.08,0.3099999999999996,-0.03000000000000025,7.366,7.66,7.08,0.5800000000000001,-0.39000000000000057,53999,78016,24161,53855,12753
2016-03-20,7.565,7.75,7.32,0.4299999999999997,0.17999999999999972,7.75,7.78,7.73,0.04999999999999982,-0.04999999999999982,7.4399999999999995,7.56,7.32,0.23999999999999932,0.14999999999999947,7.6875,7.74,7.66,0.08000000000000007,-0.08000000000000007,82006,142861,51441,91420,25488
2016-03-27,7.946,8.08,7.67,0.41000000000000014,0.41000000000000014,8.16,8.43,7.98,0.4499999999999993,0.16999999999999993,7.8740000000000006,8.05,7.61,0.4400000000000004,0.33999999999999986,8.02,8.07,7.94,0.1299999999999999,0.1200000000000001,40737,56082,22680,33402,-8491
2016-04-03,8.018,8.09,7.95,0.13999999999999968,-0.08999999999999986,8.082,8.14,8.0,0.14000000000000057,-0.14000000000000057,7.74,7.97,7.32,0.6499999999999995,-0.6499999999999995,7.8020000000000005,7.99,7.36,0.6299999999999999,-0.6299999999999999,68193,91466,55739,35727,18204
2016-04-10,7.822,8.17,7.44,0.7299999999999995,0.7299999999999995,8.046,8.3,7.83,0.47000000000000064,0.47000000000000064,7.75,8.02,7.44,0.5799999999999992,0.5799999999999992,7.922,8.17,7.73,0.4399999999999995,0.40000000000000036,91451,149510,51786,97724,44875
2016-04-17,8.366,8.57,8.18,0.39000000000000057,0.1899999999999995,8.59,8.71,8.46,0.25,0.15999999999999837,8.256,8.44,8.14,0.29999999999999893,0.27999999999999936,8.408,8.55,8.18,0.370000000000001,0.16999999999999993,62962,103055,42798,60257,-28099
2016-04-24,8.58,9.04,8.2,0.8399999999999999,0.11000000000000121,8.634,9.04,8.44,0.5999999999999996,0.08000000000000007,8.282,8.52,8.12,0.40000000000000036,0.3100000000000005,8.402,8.65,8.16,0.4900000000000002,0.39000000000000057,82287,97160,65947,31213,16057
2016-05-01,8.818,9.08,8.65,0.4299999999999997,0.2400000000000002,9.038,9.32,8.74,0.5800000000000001,0.28000000000000114,8.64,8.75,8.53,0.22000000000000064,0.21000000000000085,8.764,8.97,8.56,0.41000000000000014,0.1899999999999995,122298,151466,89182,62284,-1148
2016-05-08,8.946,9.15,8.81,0.33999999999999986,-0.049999999999998934,9.2,9.25,9.12,0.13000000000000078,0.10000000000000142,8.786,8.88,8.62,0.26000000000000156,0.19000000000000128,9.038,9.2,8.85,0.34999999999999964,0.2900000000000009,80323,183125,29472,153653,-111573
2016-05-15,9.074,9.24,8.9,0.33999999999999986,-0.02999999999999936,9.324,9.38,9.23,0.15000000000000036,-0.11999999999999922,8.878,8.93,8.79,0.14000000000000057,-0.049999999999998934,9.072000000000001,9.33,8.89,0.4399999999999995,-0.4399999999999995,48105,63802,29897,33905,-33465
2016-05-22,9.198,9.66,8.75,0.9100000000000001,0.8100000000000005,9.486,9.77,9.06,0.7099999999999991,0.6899999999999995,9.148,9.5,8.74,0.7599999999999998,0.7599999999999998,9.362,9.62,8.88,0.7399999999999984,0.7399999999999984,53368,74014,34192,39822,11425
2016-05-29,9.3975,9.75,9.1,0.6500000000000004,-0.41999999999999993,9.555,9.81,9.34,0.47000000000000064,-0.47000000000000064,9.205,9.37,9.09,0.27999999999999936,-0.27999999999999936,9.385,9.49,9.21,0.27999999999999936,-0.20999999999999908,45406,68899,23183,45716,13728
2016-06-05,9.094000000000001,9.3,8.92,0.3800000000000008,-0.3800000000000008,9.144,9.37,8.92,0.4499999999999993,-0.4499999999999993,8.832,9.14,8.51,0.6300000000000008,-0.6300000000000008,8.964,9.24,8.6,0.6400000000000006,-0.6400000000000006,70059,103572,49812,53760,-41013
2016-06-12,8.486,8.68,8.24,0.4399999999999995,0.1999999999999993,8.692,8.81,8.51,0.3000000000000007,0.23000000000000043,8.28,8.6,8.0,0.5999999999999996,0.40000000000000036,8.546,8.7,8.24,0.4599999999999991,0.4399999999999995,78932,105051,55270,49781,-49781
2016-06-19,9.17,9.69,8.81,0.879999999999999,0.879999999999999,9.626,10.34,8.81,1.5299999999999994,1.4900000000000002,9.072,9.53,8.67,0.8599999999999994,0.8499999999999996,9.432,10.23,8.8,1.4299999999999997,0.8399999999999999,402757,1348800,60259,1288541,1288541
2016-06-26,9.56,9.82,9.28,0.5400000000000009,-0.4399999999999995,9.724,10.13,9.54,0.5900000000000016,-0.5800000000000001,9.218,9.25,9.18,0.07000000000000028,-0.05000000000000071,9.402,9.6,9.21,0.3899999999999988,-0.3899999999999988,167625,269342,102427,166915,-132024
2016-07-03,9.0325,9.2,8.92,0.27999999999999936,0.14999999999999858,9.192499999999999,9.45,9.03,0.41999999999999993,0.2599999999999998,8.870000000000001,9.01,8.73,0.27999999999999936,0.16000000000000014,9.065,9.38,8.94,0.4400000000000013,0.4400000000000013,121274,137579,95892,41687,-6598
2016-07-10,9.762,10.13,9.54,0.5900000000000016,0.10000000000000142,9.956,10.24,9.58,0.6600000000000001,0.0600000000000005,9.542,9.74,9.35,0.39000000000000057,-0.11000000000000121,9.738,10.06,9.49,0.5700000000000003,-0.02999999999999936,156298,244096,117861,126235,8932
2016-07-17,8.99,9.49,8.55,0.9399999999999995,-0.9399999999999995,9.05,9.6,8.63,0.9699999999999989,-0.9699999999999989,8.656,9.13,8.35,0.7800000000000011,-0.7400000000000002,8.788,9.34,8.49,0.8499999999999996,-0.8399999999999999,246521,347157,88079,259078,25026
2016-07-24,8.416,8.55,8.15,0.40000000000000036,-0.40000000000000036,8.462,8.56,8.3,0.2599999999999998,-0.25,8.11,8.42,7.46,0.96,-0.8999999999999995,8.262,8.49,7.79,0.7000000000000002,-0.6100000000000003,223164,294708,155482,139226,83432
2016-07-31,7.864,8.01,7.77,0.2400000000000002,0.09999999999999964,7.9879999999999995,8.09,7.83,0.2599999999999998,0.1999999999999993,7.724,7.89,7.44,0.4499999999999993,0.4499999999999993,7.856,8.01,7.73,0.27999999999999936,0.17999999999999972,145554,252294,91053,161241,-139446
2016-08-07,8.0,8.04,7.95,0.08999999999999897,-0.019999999999999574,8.072,8.12,8.04,0.08000000000000007,-0.08000000000000007,7.9319999999999995,7.96,7.92,0.040000000000000036,-0.03000000000000025,7.972,8.0,7.94,0.05999999999999961,-0.009999999999999787,73428,106135,30501,75634,-39109
2016-08-14,8.018,8.16,7.84,0.3200000000000003,-0.1999999999999993,8.13,8.26,7.99,0.2699999999999996,-0.14000000000000057,7.9239999999999995,8.04,7.77,0.2699999999999996,-0.1999999999999993,8.012,8.16,7.86,0.2999999999999998,-0.1900000000000004,86441,116021,46942,69079,-39529
2016-08-21,7.796,8.01,7.68,0.33000000000000007,-0.22999999999999954,7.882,8.01,7.77,0.2400000000000002,-0.13999999999999968,7.688,7.71,7.67,0.040000000000000036,0.0,7.72,7.75,7.69,0.05999999999999961,-0.009999999999999787,59042,102061,45574,56487,-51363
2016-08-28,7.69,7.8,7.5,0.2999999999999998,-0.23000000000000043,7.786,7.91,7.63,0.28000000000000025,-0.28000000000000025,7.56,7.68,7.4,0.27999999999999936,-0.22999999999999954,7.64,7.73,7.49,0.2400000000000002,-0.14000000000000057,71532,100397,54321,46076,9274
2016-09-04,7.672499999999999,7.87,7.5,0.3700000000000001,0.27000000000000046,7.8,7.89,7.65,0.23999999999999932,0.23999999999999932,7.545,7.7,7.48,0.21999999999999975,0.019999999999999574,7.66,7.87,7.51,0.3600000000000003,-0.03000000000000025,84289,94744,76455,18289,6394
2016-09-11,7.326,7.54,7.15,0.3899999999999997,-0.3799999999999999,7.402,7.59,7.22,0.3700000000000001,-0.3700000000000001,7.172,7.34,7.07,0.2699999999999996,-0.25,7.282,7.58,7.15,0.4299999999999997,-0.40000000000000036,87944,97596,75878,21718,-8518
