Date,CYTRStock_Open_average,CYTRStock_Open_max,CYTRStock_Open_min,CYTRStock_Open_volatility,CYTRStock_Open_change,CYTRStock_High_average,CYTRStock_High_max,CYTRStock_High_min,CYTRStock_High_volatility,CYTRStock_High_change,CYTRStock_Low_average,CYTRStock_Low_max,CYTRStock_Low_min,CYTRStock_Low_volatility,CYTRStock_Low_change,CYTRStock_Close_average,CYTRStock_Close_max,CYTRStock_Close_min,CYTRStock_Close_volatility,CYTRStock_Close_change,CYTRStock_Volume_average,CYTRStock_Volume_max,CYTRStock_Volume_min,CYTRStock_Volume_volatility,CYTRStock_Volume_change
2016-01-03,14.88,15.6,14.34,1.2599999999999998,-1.2599999999999998,15.084,15.96,14.34,1.620000000000001,-1.620000000000001,14.058,15.09,12.06,3.0299999999999994,-3.0299999999999994,14.328,15.36,12.3,3.0599999999999987,-3.0599999999999987,111564,195266,35045,160221,117084
2016-01-10,11.988,13.26,10.98,2.2799999999999994,-0.9600000000000009,12.522,13.68,11.49,2.1899999999999995,-1.8900000000000006,10.836,12.24,9.84,2.4000000000000004,-1.8599999999999994,11.646,12.9,10.71,2.1899999999999995,-1.9800000000000004,117616,157704,90717,66987,-10711
2016-01-17,10.62,11.16,9.78,1.3800000000000008,0.120000000000001,11.28,11.52,10.74,0.7799999999999994,0.0,10.0785,10.92,9.294,1.6259999999999994,1.1999999999999993,10.7775,11.52,10.14,1.379999999999999,1.379999999999999,83455,120925,61979,58946,-23963
2016-01-24,11.196,11.76,10.86,0.9000000000000004,-0.9000000000000004,11.724,12.42,11.46,0.9599999999999991,-0.7799999999999994,10.632,11.04,10.41,0.629999999999999,-0.5399999999999991,11.004,11.1,10.92,0.17999999999999972,-0.0600000000000005,68238,74695,61118,13577,-3246
2016-01-31,10.788,11.22,10.38,0.8399999999999999,0.1800000000000015,11.136,11.4,10.56,0.8399999999999999,0.0,10.314,10.59,9.96,0.629999999999999,0.15000000000000036,10.752,11.34,10.38,0.9599999999999991,-0.3600000000000012,65219,73494,60873,12621,-9162
2016-02-07,10.896,12.9,10.14,2.76,2.4000000000000004,12.342,15.42,10.71,4.709999999999999,4.709999999999999,10.782,12.9,9.99,2.91,2.91,11.946,15.0,10.44,4.5600000000000005,4.5,108717,211844,57258,154586,130038
2016-02-14,15.825000000000001,16.62,15.3,1.3200000000000003,0.11999999999999922,16.54475,17.279,15.96,1.318999999999999,-1.0790000000000006,15.0,15.3,14.46,0.8399999999999999,-0.8399999999999999,15.975,16.62,15.24,1.3800000000000008,-0.6000000000000014,195455,309173,117037,192136,-191776
2016-02-21,13.625,16.26,2.67,13.590000000000002,-12.99,14.08,16.8,2.67,14.13,-13.83,13.294166666666667,15.72,2.67,13.05,-12.99,13.754999999999999,16.38,2.67,13.709999999999999,-13.709999999999999,61580,84138,0,84138,-83808
2016-02-28,16.212,16.5,15.96,0.5399999999999991,0.3000000000000007,16.644000000000002,17.1,16.26,0.8399999999999999,0.6000000000000014,15.828,16.26,15.3,0.9600000000000009,0.9600000000000009,16.302,16.62,15.84,0.7800000000000011,0.7800000000000011,101802,118350,65686,52664,-2671
2016-03-06,16.08,18.0,14.04,3.960000000000001,-2.580000000000002,16.5746,18.48,14.34,4.140000000000001,-4.140000000000001,14.928,16.44,13.62,2.820000000000002,-2.820000000000002,15.504,17.64,14.1,3.540000000000001,-3.4800000000000004,121115,149161,72967,76194,-74869
2016-03-13,13.044,13.98,12.0,1.9800000000000004,-0.5999999999999996,13.6626,14.58,12.72,1.8599999999999994,0.43799999999999883,12.258,13.35,11.7,1.6500000000000004,-0.8699999999999992,13.08,14.4,12.18,2.2200000000000006,0.9000000000000004,126959,165278,94002,71276,67979
2016-03-20,15.27,16.68,14.34,2.34,0.35999999999999943,16.185,16.68,15.3,1.379999999999999,-0.8999999999999986,14.45625,14.895,14.1,0.7949999999999999,-0.0600000000000005,15.33,16.38,14.76,1.6199999999999992,-0.41999999999999993,142638,167865,84631,83234,-74736
2016-03-27,15.492,16.14,14.7,1.4400000000000013,1.08,16.2992,16.861,15.3,1.561,1.561,14.964,15.72,14.1,1.620000000000001,1.1999999999999993,15.78,16.44,14.82,1.620000000000001,1.620000000000001,90593,132838,48492,84346,31515
2016-04-03,17.712,18.48,16.62,1.8599999999999994,1.0799999999999983,18.912,19.8,18.0,1.8000000000000007,0.6600000000000001,17.2134,17.64,16.56,1.0800000000000018,0.8670000000000009,18.18,18.84,17.88,0.9600000000000009,0.7199999999999989,201355,289202,122729,166473,-77202
2016-04-10,18.432,18.84,17.7,1.1400000000000006,-0.05999999999999872,18.984,19.44,18.48,0.9600000000000009,0.006000000000000227,17.8826,18.36,17.34,1.0199999999999996,1.0199999999999996,18.42,19.26,17.46,1.8000000000000007,1.8000000000000007,168135,279886,109128,170758,-144922
2016-04-17,19.476,20.1,19.14,0.9600000000000009,0.120000000000001,20.196,20.7,19.8,0.8999999999999986,-0.35999999999999943,19.002,19.38,18.72,0.6600000000000001,0.6600000000000001,19.608,20.1,19.14,0.9600000000000009,-0.060000000000002274,134121,164892,90415,74477,-24595
