Date,KSU_stock_Open_average,KSU_stock_Open_max,KSU_stock_Open_min,KSU_stock_Open_volatility,KSU_stock_Open_change,KSU_stock_High_average,KSU_stock_High_max,KSU_stock_High_min,KSU_stock_High_volatility,KSU_stock_High_change,KSU_stock_Low_average,KSU_stock_Low_max,KSU_stock_Low_min,KSU_stock_Low_volatility,KSU_stock_Low_change,KSU_stock_Close_average,KSU_stock_Close_max,KSU_stock_Close_min,KSU_stock_Close_volatility,KSU_stock_Close_change,KSU_stock_Volume_average,KSU_stock_Volume_max,KSU_stock_Volume_min,KSU_stock_Volume_volatility,KSU_stock_Volume_change
2016-01-03,71.86200000000001,74.03,69.44,4.590000000000003,-3.740000000000009,72.758,74.58,70.41,4.170000000000002,-4.170000000000002,70.85600000000001,73.18,68.81,4.3700000000000045,-4.060000000000002,71.436,73.98,69.17,4.810000000000002,-3.989999999999995,2215160,2812254,1274385,1537869,-1537869
2016-01-10,69.31,71.49,66.3,5.189999999999998,-3.710000000000008,70.21600000000001,71.62,68.06,3.5600000000000023,-2.469999999999999,67.90599999999999,69.52,66.3,3.219999999999999,-2.3599999999999994,69.096,71.27,67.66,3.6099999999999994,-2.1099999999999994,1529575,1969872,1185180,784692,-293150
2016-01-17,66.7475,70.28,63.48,6.800000000000004,1.6500000000000057,67.81,72.21,65.03,7.179999999999993,3.5799999999999983,63.965,66.06,62.2,3.8599999999999994,0.6700000000000017,65.545,67.41,64.35,3.0600000000000023,1.5300000000000011,3233316,4636696,1774664,2862032,2862032
2016-01-24,67.696,69.64,65.85,3.7900000000000063,2.510000000000005,69.152,71.76,67.17,4.590000000000003,4.590000000000003,66.76,69.08,64.62,4.459999999999994,4.459999999999994,67.992,70.88,65.2,5.679999999999993,5.679999999999993,1352106,1939704,842447,1097257,-811530
2016-01-31,71.8,75.53,70.0,5.530000000000001,5.530000000000001,73.714,76.51,71.39,5.1200000000000045,3.990000000000009,71.116,74.86,69.6,5.260000000000005,5.0,73.0,75.71,69.99,5.719999999999999,3.4399999999999977,1735443,2661860,1115200,1546660,16203
2016-02-07,77.154,79.03,74.62,4.409999999999997,4.159999999999997,79.00399999999999,79.97,77.82,2.1500000000000057,2.1500000000000057,75.932,77.5,73.5,4.0,4.0,78.208,79.4,77.26,2.1400000000000006,2.1400000000000006,2312165,2860875,1480496,1380379,-741258
2016-02-14,80.9975,82.33,80.19,2.1400000000000006,-0.10999999999999943,82.285,82.81,81.18,1.6299999999999955,1.6299999999999955,79.905,80.98,79.02,1.960000000000008,0.5900000000000034,81.6275,82.71,80.5,2.2099999999999937,2.0799999999999983,1655599,2048776,1172564,876212,876212
2016-02-21,82.116,83.6,80.33,3.269999999999996,0.09999999999999432,83.304,85.27,81.4,3.8699999999999903,0.5099999999999909,80.9,82.7,79.07,3.6300000000000097,0.0,82.35000000000001,83.93,81.17,2.760000000000005,0.9200000000000017,1597163,1758631,1458757,299874,-209500
2016-02-28,84.484,86.25,82.52,3.730000000000004,2.530000000000001,85.83,88.0,83.97,4.030000000000001,4.030000000000001,83.538,85.59,81.54,4.049999999999997,4.049999999999997,84.942,86.65,81.71,4.940000000000012,4.940000000000012,1678137,2579087,1366720,1212367,1063519
2016-03-06,84.716,86.12,83.14,2.980000000000004,-2.9299999999999926,85.874,87.03,85.08,1.9500000000000028,-1.1400000000000006,83.05,84.81,81.43,3.3799999999999955,-2.0700000000000074,84.302,86.53,82.43,4.099999999999994,-1.210000000000008,1519341,1936775,1097496,839279,-628992
2016-03-13,85.402,87.37,84.56,2.8100000000000023,2.3700000000000045,86.666,88.84,85.0,3.8400000000000034,2.4099999999999966,84.492,87.27,82.81,4.459999999999994,2.6799999999999926,86.084,87.51,84.6,2.910000000000011,1.4699999999999989,1474421,2178875,855004,1323871,585639
2016-03-20,85.78,87.51,84.45,3.0600000000000023,-3.0600000000000023,86.44,88.0,85.39,2.6099999999999994,-2.6099999999999994,84.8975,86.35,83.58,2.769999999999996,-2.769999999999996,85.565,86.52,84.94,1.5799999999999983,-1.5799999999999983,1054122,1158904,842252,316652,36010
2016-03-27,84.75,85.77,83.33,2.4399999999999977,-0.7000000000000028,85.756,86.27,85.05,1.2199999999999989,0.980000000000004,83.574,84.52,82.87,1.6499999999999915,-0.14000000000000057,85.264,85.82,83.93,1.8899999999999864,1.8899999999999864,1330444,1643949,1133277,510672,54186
2016-04-03,85.704,86.6,84.91,1.6899999999999977,0.6600000000000108,87.132,88.82,86.04,2.779999999999987,1.7099999999999937,84.792,86.09,83.83,2.260000000000005,0.7600000000000051,86.31,87.87,85.27,2.6000000000000085,1.9200000000000017,1152215,1300759,1061393,239366,239366
2016-04-10,89.528,91.26,88.04,3.219999999999999,3.219999999999999,90.72,91.95,88.74,3.210000000000008,1.9500000000000028,88.486,90.74,86.71,4.030000000000001,3.509999999999991,89.712,91.46,87.44,4.019999999999996,3.5,1743612,2497886,1365964,1131922,-319957
2016-04-17,95.584,97.36,91.04,6.319999999999993,6.299999999999997,96.51599999999999,98.99,92.05,6.939999999999998,6.939999999999998,94.27799999999999,97.27,89.91,7.359999999999999,7.359999999999999,95.824,98.22,91.47,6.75,6.75,2294606,2996357,1845008,1151349,460828
2016-04-24,96.748,97.75,96.0,1.75,-1.75,97.758,98.16,97.05,1.1099999999999994,-0.9500000000000028,95.558,96.16,93.82,2.3400000000000034,-2.3000000000000114,96.494,97.74,94.75,2.989999999999995,-2.1700000000000017,1217217,1393961,857697,536264,22339
2016-05-01,93.664,95.55,91.74,3.8100000000000023,-3.8100000000000023,94.32000000000001,95.77,93.48,2.289999999999992,-2.289999999999992,92.422,94.16,91.2,2.9599999999999937,-2.9599999999999937,93.484,95.24,92.37,2.8699999999999903,-2.069999999999993,1362232,1794148,738897,1055251,-411333
2016-05-08,92.134,93.34,90.08,3.260000000000005,-2.8299999999999983,93.304,94.05,91.18,2.8699999999999903,-2.8699999999999903,90.234,91.75,87.27,4.480000000000004,-4.1200000000000045,90.918,93.17,87.97,5.200000000000003,-3.530000000000001,1397219,1528684,1130261,398423,-65650
2016-05-15,89.542,91.14,88.06,3.0799999999999983,3.0799999999999983,91.182,92.23,89.27,2.960000000000008,2.460000000000008,88.952,90.54,87.71,2.8300000000000125,2.8300000000000125,90.392,91.49,88.73,2.759999999999991,2.339999999999989,1485787,1968824,778936,1189888,-1012485
2016-05-22,92.112,93.93,90.83,3.1000000000000085,2.3599999999999994,93.058,94.51,91.58,2.930000000000007,1.9300000000000068,91.152,92.52,89.68,2.839999999999989,2.0800000000000125,92.378,93.49,90.6,2.8900000000000006,2.7700000000000102,1206104,1467052,611009,856043,-753048
2016-05-29,92.3475,93.51,91.74,1.7700000000000102,-1.7700000000000102,92.905,94.6,92.27,2.3299999999999983,-2.3299999999999983,91.4275,92.8,90.36,2.4399999999999977,-2.4399999999999977,92.28999999999999,93.1,91.77,1.3299999999999983,-1.1999999999999886,995310,1375302,673928,701374,-397760
2016-06-05,91.46000000000001,92.48,89.18,3.299999999999997,-3.299999999999997,92.07000000000001,93.45,89.73,3.719999999999999,-2.8499999999999943,90.162,91.89,87.97,3.9200000000000017,-2.450000000000003,90.932,92.79,88.5,4.290000000000006,-2.819999999999993,1207759,1799320,800145,999175,-156989
2016-06-12,88.248,89.26,87.33,1.9300000000000068,-0.8700000000000045,89.564,90.72,87.51,3.2099999999999937,-1.3900000000000006,87.226,88.58,85.63,2.950000000000003,-0.060000000000002274,88.148,89.36,87.32,2.0400000000000063,-1.3499999999999943,1828832,2274245,1339822,934423,-762890
2016-06-19,89.262,91.12,87.99,3.1300000000000097,-0.6800000000000068,90.348,91.79,88.81,2.980000000000004,-1.8299999999999983,87.908,90.41,86.09,4.319999999999993,-2.430000000000007,89.412,91.12,87.1,4.02000000000001,-2.230000000000004,1352960,1534553,1170014,364539,-157541
2016-06-26,87.732,89.85,85.57,4.280000000000001,3.8900000000000006,88.524,90.59,85.96,4.63000000000001,4.63000000000001,86.708,89.26,84.01,5.25,5.25,88.002,90.09,84.53,5.560000000000002,5.049999999999997,1130286,1568847,800839,768008,-638414
2016-07-03,88.2975,88.76,87.14,1.6200000000000045,0.010000000000005116,89.2825,90.42,88.52,1.9000000000000057,1.4000000000000057,87.2475,88.59,86.52,2.0700000000000074,1.8500000000000085,88.44,90.2,87.49,2.710000000000008,2.710000000000008,1133307,1444244,793755,650489,-650489
2016-07-10,92.408,95.27,90.52,4.75,4.75,93.668,95.59,91.64,3.950000000000003,3.950000000000003,91.784,94.25,89.91,4.340000000000003,4.340000000000003,92.702,94.91,90.39,4.519999999999996,3.989999999999995,1267930,2166252,696357,1469895,94770
