Date,BOKF_stock_Open_average,BOKF_stock_Open_max,BOKF_stock_Open_min,BOKF_stock_Open_volatility,BOKF_stock_Open_change,BOKF_stock_High_average,BOKF_stock_High_max,BOKF_stock_High_min,BOKF_stock_High_volatility,BOKF_stock_High_change,BOKF_stock_Low_average,BOKF_stock_Low_max,BOKF_stock_Low_min,BOKF_stock_Low_volatility,BOKF_stock_Low_change,BOKF_stock_Close_average,BOKF_stock_Close_max,BOKF_stock_Close_min,BOKF_stock_Close_volatility,BOKF_stock_Close_change,BOKF_stock_Volume_average,BOKF_stock_Volume_max,BOKF_stock_Volume_min,BOKF_stock_Volume_volatility,BOKF_stock_Volume_change
2016-01-03,57.082,58.43,55.7,2.729999999999997,-1.4500000000000028,57.672,58.95,56.25,2.700000000000003,-1.720000000000006,56.246,57.28,55.28,2.0,-2.0,56.738,58.05,55.35,2.6999999999999957,-2.6999999999999957,327416,380141,273854,106287,-65422
2016-01-10,52.278,55.94,47.97,7.969999999999999,-7.969999999999999,52.792,56.64,47.98,8.660000000000004,-8.660000000000004,50.604,54.39,46.62,7.770000000000003,-7.770000000000003,51.336,54.96,47.57,7.390000000000001,-7.390000000000001,899898,1481885,442045,1039840,384760
2016-01-17,46.825,48.57,45.9,2.6700000000000017,-1.9500000000000028,47.795,49.11,46.21,2.8999999999999986,-0.1700000000000017,45.51,46.61,44.13,2.479999999999997,-0.46000000000000085,46.355,47.03,45.62,1.4100000000000037,0.2700000000000031,614442,761571,432164,329407,-267522
2016-01-24,47.234,49.44,45.42,4.019999999999996,2.769999999999996,49.336,51.74,46.98,4.760000000000005,3.9299999999999997,46.546,48.98,45.05,3.9299999999999997,3.9299999999999997,47.67,50.01,45.14,4.869999999999997,4.869999999999997,828284,1161176,497987,663189,211856
2016-01-31,49.286,50.36,48.64,1.7199999999999989,0.8699999999999974,50.284,51.49,49.55,1.9400000000000048,1.5600000000000023,48.138,49.26,46.8,2.460000000000001,1.0700000000000003,49.232,50.25,47.95,2.299999999999997,0.3200000000000003,459415,604241,309595,294646,-32537
2016-02-07,48.034,48.71,47.5,1.2100000000000009,-0.7899999999999991,48.936,49.85,47.83,2.020000000000003,1.009999999999998,47.15,48.15,46.28,1.8699999999999974,-0.3100000000000023,48.042,48.43,46.73,1.7000000000000028,0.00999999999999801,417085,580447,304997,275450,79058
2016-02-14,50.24,51.02,49.23,1.7900000000000063,0.6100000000000065,51.195,52.21,50.47,1.740000000000002,0.4299999999999997,49.54,50.62,48.46,2.1599999999999966,1.019999999999996,50.4225,50.83,50.06,0.769999999999996,0.4200000000000017,329889,398168,277928,120240,-14238
2016-02-21,50.275,51.7,49.0,2.700000000000003,-0.6000000000000014,50.86333333333334,52.24,49.68,2.5600000000000023,-1.8400000000000034,49.31166666666667,50.84,47.76,3.0800000000000054,-0.45000000000000284,50.20333333333333,51.73,49.38,2.3499999999999943,-1.3399999999999963,398650,458872,291708,167164,139349
2016-02-28,51.556,55.13,48.98,6.150000000000006,4.8700000000000045,53.49,57.96,50.39,7.57,7.57,50.62,53.83,48.15,5.68,4.979999999999997,52.734,57.04,48.87,8.170000000000002,8.170000000000002,623568,814685,437356,377329,377329
2016-03-06,55.866,57.0,54.17,2.8299999999999983,-1.0,56.866,57.98,55.51,2.469999999999999,-0.29999999999999716,54.636,56.59,53.1,3.490000000000002,-1.4000000000000057,55.708,57.35,53.9,3.450000000000003,0.12000000000000455,463644,549142,401255,147887,-51624
2016-03-13,57.11,59.19,56.09,3.0999999999999943,1.8499999999999943,58.274,60.16,56.9,3.259999999999998,2.069999999999993,56.315999999999995,58.22,55.01,3.210000000000001,1.6400000000000006,57.412,58.59,56.02,2.5700000000000003,0.8900000000000006,578470,1356141,346659,1009482,1008745
2016-03-20,57.7325,58.71,55.94,2.770000000000003,-2.770000000000003,58.182500000000005,59.18,56.86,2.3200000000000003,-2.3200000000000003,56.557500000000005,57.7,55.11,2.5900000000000034,-2.5900000000000034,57.515,58.56,56.68,1.8800000000000026,-1.7899999999999991,338460,503571,229232,274339,48272
2016-03-27,55.826,57.1,54.0,3.1000000000000014,-3.1000000000000014,56.524,57.8,54.25,3.549999999999997,-3.200000000000003,54.504,56.35,52.14,4.210000000000001,-4.210000000000001,55.276,56.84,53.27,3.5700000000000003,-3.5700000000000003,347670,470383,204657,265726,265726
2016-04-03,52.764,53.39,52.43,0.9600000000000009,-0.9600000000000009,53.482,54.18,53.1,1.0799999999999983,-0.6899999999999977,52.0,52.78,51.38,1.3999999999999986,-0.9699999999999989,52.632,53.52,51.77,1.75,-1.4500000000000028,439416,552345,360488,191857,69827
2016-04-10,54.576,57.22,52.42,4.799999999999997,4.789999999999999,56.054,57.95,53.41,4.540000000000006,4.540000000000006,54.088,56.38,51.84,4.539999999999999,4.520000000000003,55.294,57.15,52.16,4.990000000000002,4.400000000000006,337428,581749,211194,370555,-14176
