Date,Morgan Stanley Market Vectors 2X EuroEtf_Open_average,Morgan Stanley Market Vectors 2X EuroEtf_Open_max,Morgan Stanley Market Vectors 2X EuroEtf_Open_min,Morgan Stanley Market Vectors 2X EuroEtf_Open_volatility,Morgan Stanley Market Vectors 2X EuroEtf_Open_change,Morgan Stanley Market Vectors 2X EuroEtf_High_average,Morgan Stanley Market Vectors 2X EuroEtf_High_max,Morgan Stanley Market Vectors 2X EuroEtf_High_min,Morgan Stanley Market Vectors 2X EuroEtf_High_volatility,Morgan Stanley Market Vectors 2X EuroEtf_High_change,Morgan Stanley Market Vectors 2X EuroEtf_Low_average,Morgan Stanley Market Vectors 2X EuroEtf_Low_max,Morgan Stanley Market Vectors 2X EuroEtf_Low_min,Morgan Stanley Market Vectors 2X EuroEtf_Low_volatility,Morgan Stanley Market Vectors 2X EuroEtf_Low_change,Morgan Stanley Market Vectors 2X EuroEtf_Close_average,Morgan Stanley Market Vectors 2X EuroEtf_Close_max,Morgan Stanley Market Vectors 2X EuroEtf_Close_min,Morgan Stanley Market Vectors 2X EuroEtf_Close_volatility,Morgan Stanley Market Vectors 2X EuroEtf_Close_change
2016-01-03,17.12,17.12,17.12,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.12,17.12,17.12,0.0,0.0
2016-01-10,17.1,17.1,17.1,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.1,17.1,17.1,0.0,0.0
2016-01-17,16.65,16.65,16.65,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.65,16.65,16.65,0.0,0.0
2016-01-24,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.14,17.14,17.14,0.0,0.0,17.14,17.14,17.14,0.0,0.0
2016-01-31,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0
2016-02-07,18.43,18.43,18.43,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.43,18.43,18.43,0.0,0.0
2016-02-14,17.6,17.6,17.6,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.6,17.6,17.6,0.0,0.0
2016-02-21,17.03,17.03,17.03,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.03,17.03,17.03,0.0,0.0,17.05,17.05,17.05,0.0,0.0
2016-02-28,17.1,17.1,17.1,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.18,17.18,17.18,0.0,0.0
2016-03-06,17.5,17.5,17.5,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.5,17.5,17.5,0.0,0.0
2016-03-13,18.3,18.3,18.3,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.3,18.3,18.3,0.0,0.0
2016-03-20,18.01,18.01,18.01,0.0,0.0,18.09,18.09,18.09,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.09,18.09,18.09,0.0,0.0
2016-03-27,18.68,18.68,18.68,0.0,0.0,18.68,18.68,18.68,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2016-04-03,18.7,18.7,18.7,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2016-04-10,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0
2016-04-17,18.27,18.27,18.27,0.0,0.0,18.27,18.27,18.27,0.0,0.0,18.27,18.27,18.27,0.0,0.0,18.27,18.27,18.27,0.0,0.0
2016-04-24,18.68,18.68,18.68,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.68,18.68,18.68,0.0,0.0,18.74,18.74,18.74,0.0,0.0
