Date,TEL_stock_Open_average,TEL_stock_Open_max,TEL_stock_Open_min,TEL_stock_Open_volatility,TEL_stock_Open_change,TEL_stock_High_average,TEL_stock_High_max,TEL_stock_High_min,TEL_stock_High_volatility,TEL_stock_High_change,TEL_stock_Low_average,TEL_stock_Low_max,TEL_stock_Low_min,TEL_stock_Low_volatility,TEL_stock_Low_change,TEL_stock_Close_average,TEL_stock_Close_max,TEL_stock_Close_min,TEL_stock_Close_volatility,TEL_stock_Close_change,TEL_stock_Volume_average,TEL_stock_Volume_max,TEL_stock_Volume_min,TEL_stock_Volume_volatility,TEL_stock_Volume_change
2016-01-03,61.83,63.47,59.0,4.469999999999999,-4.469999999999999,62.134,63.79,59.37,4.420000000000002,-4.300000000000004,60.808,62.84,58.03,4.810000000000002,-4.5,61.146,63.44,58.15,5.289999999999999,-5.289999999999999,3291840,4167322,2532806,1634516,565375
2016-01-10,57.75,58.6,56.1,2.5,-2.5,58.212,59.21,56.19,3.020000000000003,-2.8300000000000054,56.592,57.62,54.66,2.960000000000001,-2.680000000000007,57.202,58.46,55.08,3.3800000000000026,-2.8400000000000034,3833624,5032277,2904136,2128141,1410149
2016-01-17,57.5425,59.01,55.71,3.299999999999997,2.6899999999999977,58.02,59.01,55.96,3.049999999999997,2.8800000000000026,56.1075,57.74,54.87,2.8700000000000045,2.8700000000000045,56.75,58.0,55.38,2.6199999999999974,2.6199999999999974,4987534,5993548,4071876,1921672,-833991
2016-01-24,57.48,59.73,56.0,3.729999999999997,-2.0,57.916000000000004,60.06,56.98,3.0800000000000054,-1.0,56.108,56.8,55.55,1.25,-0.39000000000000057,56.534,57.16,55.9,1.259999999999998,0.7899999999999991,3716007,5767119,2014278,3752841,3752841
2016-01-31,55.254,56.81,53.82,2.990000000000002,-2.260000000000005,56.054,57.72,55.0,2.719999999999999,-2.3900000000000006,54.37,56.54,53.42,3.1199999999999974,-2.8699999999999974,54.92,57.21,53.8,3.4100000000000037,-3.3299999999999983,4731234,5710500,3651350,2059150,-1219863
2016-02-07,52.866,54.02,51.71,2.3100000000000023,0.6200000000000045,53.714,54.95,52.76,2.190000000000005,1.470000000000006,52.51,53.9,51.7,2.1999999999999957,2.009999999999998,53.192,54.49,52.27,2.219999999999999,2.0900000000000034,3636222,4585306,2750535,1834771,194122
2016-02-14,56.26,57.16,55.18,1.9799999999999969,1.9799999999999969,56.9775,57.72,55.71,2.009999999999998,2.009999999999998,56.0025,56.91,54.89,2.019999999999996,1.6700000000000017,56.7575,57.61,55.5,2.1099999999999994,2.1099999999999994,2770196,3235756,2208935,1026821,-124045
2016-02-21,57.326,57.92,56.31,1.6099999999999994,-0.3299999999999983,57.896,58.52,57.31,1.2100000000000009,-0.5200000000000031,56.918,57.73,55.67,2.059999999999995,-0.30999999999999517,57.512,58.18,57.04,1.1400000000000006,-0.5200000000000031,2702033,3446060,1983591,1462469,-494161
2016-02-28,58.682,60.49,57.47,3.020000000000003,3.020000000000003,59.538000000000004,60.82,58.0,2.8200000000000003,2.8200000000000003,58.298,59.85,56.86,2.990000000000002,2.990000000000002,59.128,60.48,56.92,3.559999999999995,3.1400000000000006,2630098,3918974,1562470,2356504,-2356504
2016-03-06,59.74,60.29,59.49,0.7999999999999972,-0.11999999999999744,60.258,60.85,59.85,1.0,-0.6599999999999966,59.034,59.42,58.25,1.1700000000000017,0.5200000000000031,59.64,60.6,59.0,1.6000000000000014,-0.8800000000000026,1780728,2080226,1486813,593413,-236850
2016-03-13,59.62,60.98,58.94,2.039999999999999,1.5499999999999972,60.410000000000004,62.42,59.27,3.1499999999999986,2.6700000000000017,59.334,60.89,58.57,2.3200000000000003,1.8500000000000014,60.204,62.23,59.15,3.0799999999999983,2.8599999999999994,2459387,5630203,1389857,4240346,3817177
2016-03-20,61.5075,62.09,60.73,1.3600000000000065,-1.3600000000000065,61.745000000000005,62.27,60.97,1.3000000000000043,-1.230000000000004,61.0475,61.59,60.3,1.2900000000000063,-1.2900000000000063,61.375,61.81,60.96,0.8500000000000014,-0.8500000000000014,1085233,1256198,859361,396837,-375407
2016-03-27,61.138,61.63,60.35,1.2800000000000011,0.47000000000000597,61.71,62.17,60.94,1.230000000000004,0.5300000000000011,60.772,61.22,59.85,1.3699999999999974,0.29999999999999716,61.42,62.05,60.92,1.1299999999999955,1.019999999999996,1588833,2747974,858908,1889066,767186
2016-04-03,61.26,61.97,60.76,1.2100000000000009,-0.39000000000000057,61.75,62.32,61.35,0.9699999999999989,0.28000000000000114,60.722,61.16,60.45,0.7099999999999937,0.1599999999999966,61.202,61.61,60.85,0.759999999999998,0.1599999999999966,1299710,1735687,1118082,617605,-20400
2016-04-10,62.694,63.3,61.77,1.529999999999994,1.529999999999994,63.198,63.56,62.56,1.0,1.0,62.352,62.98,61.44,1.5399999999999991,1.5399999999999991,62.932,63.48,61.95,1.529999999999994,1.529999999999994,1734808,2280371,1348809,931562,-7668
2016-04-17,62.264,63.95,60.68,3.270000000000003,-2.6099999999999994,62.722,63.95,61.47,2.480000000000004,-1.8200000000000003,61.616,63.43,60.37,3.0600000000000023,-2.479999999999997,62.217999999999996,63.69,61.1,2.5899999999999963,-2.4200000000000017,2147438,3949368,1215640,2733728,456173
2016-04-24,60.506,61.0,60.0,1.0,-1.0,60.836,61.21,60.0,1.2100000000000009,-1.2100000000000009,59.982,60.45,58.96,1.490000000000002,-1.1599999999999966,60.31,60.95,59.48,1.470000000000006,-0.7100000000000009,1589093,1874931,1395502,479429,-13738
2016-05-01,59.366,59.49,59.02,0.46999999999999886,-0.44999999999999574,59.876,60.13,59.48,0.6500000000000057,-0.4100000000000037,58.961999999999996,59.12,58.64,0.4799999999999969,-0.4299999999999997,59.522,59.8,59.33,0.46999999999999886,-0.46999999999999886,2103599,3433777,1251343,2182434,718525
2016-05-08,58.928,59.25,58.43,0.8200000000000003,0.17999999999999972,59.424,59.7,59.09,0.6099999999999994,-0.3499999999999943,58.46,58.97,57.7,1.269999999999996,-0.7299999999999969,58.752,59.4,57.74,1.6599999999999966,-1.1999999999999957,1406729,1669648,1000819,668829,-193567
2016-05-15,57.984,58.28,57.67,0.6099999999999994,0.269999999999996,58.564,58.77,58.32,0.45000000000000284,-0.38999999999999346,57.674,57.9,57.44,0.46000000000000085,0.1599999999999966,58.09,58.38,57.75,0.6300000000000026,-0.5500000000000043,1628957,2110853,1210938,899915,615257
2016-05-22,58.660000000000004,59.35,57.99,1.3599999999999994,1.3599999999999994,59.058,59.65,58.02,1.6299999999999955,1.6299999999999955,58.306,58.97,57.59,1.3799999999999955,1.3799999999999955,58.96,59.64,57.92,1.7199999999999989,1.7199999999999989,1345695,1633567,964764,668803,-668803
2016-05-29,59.71,59.96,59.56,0.3999999999999986,0.39000000000000057,60.215,60.38,60.09,0.28999999999999915,0.28999999999999915,59.36,59.59,58.83,0.7600000000000051,0.13000000000000256,60.01,60.26,59.61,0.6499999999999986,0.259999999999998,1840632,2448192,1184075,1264117,-869554
2016-06-05,61.502,62.2,60.5,1.7000000000000028,1.1799999999999997,62.054,62.62,61.04,1.5799999999999983,0.8000000000000043,61.21,61.99,60.11,1.8800000000000026,1.0600000000000023,61.824,62.47,60.94,1.5300000000000011,0.4299999999999997,1583092,2292319,1133969,1158350,-351884
2016-06-12,60.432,61.26,59.72,1.5399999999999991,-0.9099999999999966,60.812,61.54,60.39,1.1499999999999986,-0.8200000000000003,60.025999999999996,60.51,59.37,1.1400000000000006,-0.4799999999999969,60.394,60.62,60.14,0.4799999999999969,0.0899999999999963,1627704,3253531,1184602,2068929,1993447
2016-06-19,61.46,62.61,59.96,2.6499999999999986,-1.4799999999999969,62.018,63.0,60.71,2.289999999999999,-1.509999999999998,60.728,62.3,57.27,5.029999999999994,-4.029999999999994,61.104,63.0,57.32,5.68,-4.170000000000002,1978197,4832131,1056988,3775143,3505139
2016-06-26,56.246,57.11,55.45,1.6599999999999966,0.4399999999999977,56.688,57.51,55.68,1.8299999999999983,0.769999999999996,55.484,56.76,54.54,2.219999999999999,2.219999999999999,56.032000000000004,57.11,54.83,2.280000000000001,1.990000000000002,2248144,3375149,1631648,1743501,-1743501
2016-07-03,56.042500000000004,56.68,55.47,1.2100000000000009,0.259999999999998,56.65,57.75,55.72,2.030000000000001,1.259999999999998,55.5925,56.53,54.78,1.75,1.0700000000000003,56.305,57.53,55.52,2.009999999999998,1.7800000000000011,1544818,1641480,1490706,150774,-55088
2016-07-10,59.083999999999996,60.05,57.83,2.219999999999999,2.219999999999999,59.425999999999995,60.16,58.41,1.75,1.75,58.717999999999996,59.57,57.63,1.9399999999999977,1.9399999999999977,59.208,60.06,58.21,1.8500000000000014,1.8500000000000014,1446470,1707002,1242479,464523,51736
2016-07-17,60.346000000000004,61.71,59.03,2.6799999999999997,1.6699999999999946,61.262,62.17,59.98,2.190000000000005,1.2800000000000011,60.06,61.24,59.03,2.210000000000001,1.3700000000000045,60.796,61.87,59.59,2.279999999999994,1.5600000000000023,1981671,2489324,1584085,905239,-107120
2016-07-24,61.224,61.68,60.56,1.1199999999999974,-0.7299999999999969,61.472,61.96,60.76,1.2000000000000028,-0.8599999999999994,60.716,61.17,60.0,1.1700000000000017,-1.1700000000000017,60.972,61.41,60.28,1.1299999999999955,-1.0499999999999972,1491028,2034870,1205825,829045,569482
2016-07-31,59.07,60.36,58.14,2.219999999999999,-1.8699999999999974,59.388,60.65,58.56,2.0899999999999963,-1.6000000000000014,58.452,60.02,57.85,2.1700000000000017,-1.6900000000000048,58.716,60.12,58.05,2.0700000000000003,-1.1400000000000006,1568802,2210919,988242,1222677,531502
2016-08-07,59.586,60.02,59.21,0.8100000000000023,0.8100000000000023,59.858,60.28,59.51,0.7700000000000031,0.6400000000000006,59.333999999999996,59.73,58.91,0.8200000000000003,0.7100000000000009,59.678,60.07,59.14,0.9299999999999997,0.8500000000000014,1224706,1518844,778935,739909,-199622
2016-08-14,61.022,61.55,60.08,1.4699999999999989,1.4699999999999989,61.798,62.91,61.22,1.6899999999999977,1.4499999999999957,60.776,61.46,60.08,1.3800000000000026,1.3800000000000026,61.606,62.86,60.71,2.1499999999999986,1.6499999999999986,1469762,2042330,1161872,880458,844640
2016-08-21,63.016,63.5,62.49,1.009999999999998,1.009999999999998,63.476,64.15,62.93,1.220000000000006,1.220000000000006,62.854,63.28,62.23,1.0500000000000043,1.0500000000000043,63.23,63.54,62.9,0.6400000000000006,0.6400000000000006,1833923,2296966,1629490,667476,-290356
2016-08-28,63.418,63.5,63.28,0.21999999999999886,0.03999999999999915,63.812,64.02,63.64,0.37999999999999545,-0.14999999999999858,63.16,63.3,62.79,0.509999999999998,0.030000000000001137,63.446,63.64,63.18,0.46000000000000085,0.240000000000002,1372346,1768084,943793,824291,-249967
2016-09-04,62.8975,63.56,62.24,1.3200000000000003,-1.3200000000000003,63.07,63.56,62.42,1.1400000000000006,-1.1400000000000006,62.1925,62.75,60.78,1.9699999999999989,-1.7899999999999991,62.43,63.25,60.98,2.270000000000003,-1.740000000000002,1479871,1632422,1359372,273050,-134264
2016-09-11,60.996,61.54,60.61,0.9299999999999997,0.9299999999999997,61.71,61.99,61.33,0.6600000000000037,-0.1599999999999966,60.662,60.96,60.38,0.5799999999999983,0.5799999999999983,61.338,61.89,60.82,1.0700000000000003,-0.11999999999999744,1386753,1927278,1220758,706520,684009
