Date,EMAN_stock_Open_average,EMAN_stock_Open_max,EMAN_stock_Open_min,EMAN_stock_Open_volatility,EMAN_stock_Open_change,EMAN_stock_High_average,EMAN_stock_High_max,EMAN_stock_High_min,EMAN_stock_High_volatility,EMAN_stock_High_change,EMAN_stock_Low_average,EMAN_stock_Low_max,EMAN_stock_Low_min,EMAN_stock_Low_volatility,EMAN_stock_Low_change,EMAN_stock_Close_average,EMAN_stock_Close_max,EMAN_stock_Close_min,EMAN_stock_Close_volatility,EMAN_stock_Close_change,EMAN_stock_Volume_average,EMAN_stock_Volume_max,EMAN_stock_Volume_min,EMAN_stock_Volume_volatility,EMAN_stock_Volume_change
2016-01-03,1.614,2.06,1.29,0.77,0.77,1.8599999999999999,2.31,1.4,0.9100000000000001,0.6699999999999999,1.554,1.87,1.29,0.5800000000000001,0.54,1.77,2.06,1.31,0.75,0.6599999999999999,37124,79826,11650,68176,859
2016-01-10,1.726,1.83,1.66,0.17000000000000015,-0.17000000000000015,1.786,1.93,1.68,0.25,-0.25,1.668,1.72,1.56,0.15999999999999992,-0.15999999999999992,1.724,1.8,1.64,0.16000000000000014,-0.10000000000000009,11103,24264,4560,19704,14187
2016-01-17,1.475,1.55,1.36,0.18999999999999995,-0.18999999999999995,1.5125,1.56,1.48,0.08000000000000007,-0.06000000000000005,1.415,1.52,1.35,0.16999999999999993,-0.15999999999999992,1.47,1.52,1.43,0.09000000000000008,-0.07000000000000006,7962,10795,5780,5015,3454
2016-01-24,1.338,1.36,1.3,0.06000000000000005,0.020000000000000018,1.404,1.45,1.37,0.07999999999999985,0.030000000000000027,1.316,1.34,1.3,0.040000000000000036,-0.010000000000000009,1.34,1.36,1.31,0.050000000000000044,0.030000000000000027,18747,37932,2845,35087,-20229
2016-01-31,1.5839999999999999,1.96,1.38,0.5800000000000001,0.56,1.716,1.99,1.41,0.5800000000000001,0.55,1.556,1.84,1.38,0.4600000000000002,0.4600000000000002,1.646,1.91,1.38,0.53,0.53,10179,20122,2519,17603,5262
2016-02-07,1.792,1.88,1.73,0.1499999999999999,-0.029999999999999805,1.816,1.88,1.74,0.1399999999999999,-0.029999999999999805,1.754,1.81,1.73,0.08000000000000007,0.07000000000000006,1.79,1.85,1.74,0.1100000000000001,0.07000000000000006,4668,12504,500,12004,-10994
2016-02-14,1.8,1.85,1.72,0.13000000000000012,-0.13000000000000012,1.82,1.85,1.8,0.050000000000000044,-0.050000000000000044,1.72,1.8,1.66,0.14000000000000012,-0.10000000000000009,1.7625,1.82,1.71,0.1100000000000001,-0.09000000000000008,3154,5792,790,5002,4235
2016-02-21,1.79,1.85,1.71,0.14000000000000012,0.14000000000000012,1.852,2.0,1.8,0.19999999999999996,0.19999999999999996,1.76,1.84,1.7,0.14000000000000012,0.14000000000000012,1.828,1.92,1.79,0.1299999999999999,0.1299999999999999,3096,4227,1249,2978,2473
2016-02-28,1.908,1.99,1.81,0.17999999999999994,-0.16999999999999993,1.926,2.0,1.81,0.18999999999999995,-0.16999999999999993,1.838,1.91,1.78,0.1299999999999999,-0.06000000000000005,1.844,1.94,1.78,0.15999999999999992,-0.06000000000000005,4474,10524,185,10339,-5400
2016-03-06,1.748,1.78,1.71,0.07000000000000006,-0.07000000000000006,1.754,1.8,1.71,0.09000000000000008,-0.09000000000000008,1.71,1.78,1.65,0.13000000000000012,-0.13000000000000012,1.72,1.78,1.67,0.1100000000000001,-0.1100000000000001,2953,6779,998,5781,-3546
