Date,Vanguard Consumer Discretionary_etf_Open_average,Vanguard Consumer Discretionary_etf_Open_max,Vanguard Consumer Discretionary_etf_Open_min,Vanguard Consumer Discretionary_etf_Open_volatility,Vanguard Consumer Discretionary_etf_Open_change,Vanguard Consumer Discretionary_etf_High_average,Vanguard Consumer Discretionary_etf_High_max,Vanguard Consumer Discretionary_etf_High_min,Vanguard Consumer Discretionary_etf_High_volatility,Vanguard Consumer Discretionary_etf_High_change,Vanguard Consumer Discretionary_etf_Low_average,Vanguard Consumer Discretionary_etf_Low_max,Vanguard Consumer Discretionary_etf_Low_min,Vanguard Consumer Discretionary_etf_Low_volatility,Vanguard Consumer Discretionary_etf_Low_change,Vanguard Consumer Discretionary_etf_Close_average,Vanguard Consumer Discretionary_etf_Close_max,Vanguard Consumer Discretionary_etf_Close_min,Vanguard Consumer Discretionary_etf_Close_volatility,Vanguard Consumer Discretionary_etf_Close_change
2017-01-08,132.05,132.05,132.05,0.0,0.0,132.44,132.44,132.44,0.0,0.0,132.02,132.02,132.02,0.0,0.0,132.27,132.27,132.27,0.0,0.0
2017-01-15,132.22,132.22,132.22,0.0,0.0,132.45,132.45,132.45,0.0,0.0,131.75,131.75,131.75,0.0,0.0,132.16,132.16,132.16,0.0,0.0
2017-01-22,134.41,134.41,134.41,0.0,0.0,134.45,134.45,134.45,0.0,0.0,133.47,133.47,133.47,0.0,0.0,133.87,133.87,133.87,0.0,0.0
2017-01-29,132.76,132.76,132.76,0.0,0.0,133.3,133.3,133.3,0.0,0.0,132.6,132.6,132.6,0.0,0.0,133.08,133.08,133.08,0.0,0.0
2017-02-05,134.48,134.48,134.48,0.0,0.0,135.12,135.12,135.12,0.0,0.0,134.45,134.45,134.45,0.0,0.0,134.98,134.98,134.98,0.0,0.0
2017-02-12,135.6,135.6,135.6,0.0,0.0,136.33,136.33,136.33,0.0,0.0,135.55,135.55,135.55,0.0,0.0,136.33,136.33,136.33,0.0,0.0
2017-02-19,135.63,135.63,135.63,0.0,0.0,136.66,136.66,136.66,0.0,0.0,135.14,135.14,135.14,0.0,0.0,136.61,136.61,136.61,0.0,0.0
2017-02-26,136.84,136.84,136.84,0.0,0.0,137.02,137.02,137.02,0.0,0.0,136.18,136.18,136.18,0.0,0.0,136.76,136.76,136.76,0.0,0.0
2017-03-05,136.8,136.8,136.8,0.0,0.0,136.92,136.92,136.92,0.0,0.0,136.16,136.16,136.16,0.0,0.0,136.46,136.46,136.46,0.0,0.0
2017-03-12,138.19,138.19,138.19,0.0,0.0,138.22,138.22,138.22,0.0,0.0,137.68,137.68,137.68,0.0,0.0,138.01,138.01,138.01,0.0,0.0
2017-03-19,136.02,136.02,136.02,0.0,0.0,136.54,136.54,136.54,0.0,0.0,135.6,135.6,135.6,0.0,0.0,136.01,136.01,136.01,0.0,0.0
2017-03-26,138.03,138.03,138.03,0.0,0.0,138.74,138.74,138.74,0.0,0.0,138.01,138.01,138.01,0.0,0.0,138.47,138.47,138.47,0.0,0.0
2017-04-02,137.74,137.74,137.74,0.0,0.0,137.79,137.79,137.79,0.0,0.0,137.24,137.24,137.24,0.0,0.0,137.36,137.36,137.36,0.0,0.0
2017-04-09,137.02,137.02,137.02,0.0,0.0,137.39,137.39,137.39,0.0,0.0,136.33,136.33,136.33,0.0,0.0,136.33,136.33,136.33,0.0,0.0
2017-04-16,139.34,139.34,139.34,0.0,0.0,139.43,139.43,139.43,0.0,0.0,138.85,138.85,138.85,0.0,0.0,139.19,139.19,139.19,0.0,0.0
2017-04-23,142.99,142.99,142.99,0.0,0.0,142.99,142.99,142.99,0.0,0.0,141.65,141.65,141.65,0.0,0.0,141.88,141.88,141.88,0.0,0.0
2017-04-30,141.35,141.35,141.35,0.0,0.0,141.95,141.95,141.95,0.0,0.0,140.96,140.96,140.96,0.0,0.0,141.95,141.95,141.95,0.0,0.0
2017-05-07,141.78,141.78,141.78,0.0,0.0,141.78,141.78,141.78,0.0,0.0,141.27,141.27,141.27,0.0,0.0,141.35,141.35,141.35,0.0,0.0
2017-05-14,139.45,139.45,139.45,0.0,0.0,140.57,140.57,140.57,0.0,0.0,139.34,139.34,139.34,0.0,0.0,140.04,140.04,140.04,0.0,0.0
2017-05-21,141.99,141.99,141.99,0.0,0.0,142.51,142.51,142.51,0.0,0.0,141.92,141.92,141.92,0.0,0.0,142.49,142.49,142.49,0.0,0.0
2017-05-28,144.76,144.76,144.76,0.0,0.0,145.27,145.27,145.27,0.0,0.0,144.42,144.42,144.42,0.0,0.0,145.05,145.05,145.05,0.0,0.0
2017-06-04,143.4,143.4,143.4,0.0,0.0,143.55,143.55,143.55,0.0,0.0,141.5,141.5,141.5,0.0,0.0,142.57,142.57,142.57,0.0,0.0
2017-06-11,143.0,143.0,143.0,0.0,0.0,143.0,143.0,143.0,0.0,0.0,141.91,141.91,141.91,0.0,0.0,142.59,142.59,142.59,0.0,0.0
2017-06-18,141.94,141.94,141.94,0.0,0.0,142.12,142.12,142.12,0.0,0.0,141.26,141.26,141.26,0.0,0.0,142.12,142.12,142.12,0.0,0.0
2017-06-25,141.98,141.98,141.98,0.0,0.0,142.43,142.43,142.43,0.0,0.0,141.5,141.5,141.5,0.0,0.0,141.97,141.97,141.97,0.0,0.0
2017-07-02,139.84,139.84,139.84,0.0,0.0,140.86,140.86,140.86,0.0,0.0,139.83,139.83,139.83,0.0,0.0,140.74,140.74,140.74,0.0,0.0
2017-07-09,142.19,142.19,142.19,0.0,0.0,142.53,142.53,142.53,0.0,0.0,141.78,141.78,141.78,0.0,0.0,142.38,142.38,142.38,0.0,0.0
2017-07-16,143.42,143.42,143.42,0.0,0.0,143.77,143.77,143.77,0.0,0.0,143.23,143.23,143.23,0.0,0.0,143.77,143.77,143.77,0.0,0.0
2017-07-23,144.22,144.22,144.22,0.0,0.0,144.38,144.38,144.38,0.0,0.0,143.89,143.89,143.89,0.0,0.0,144.31,144.31,144.31,0.0,0.0
2017-07-30,143.79,143.79,143.79,0.0,0.0,143.94,143.94,143.94,0.0,0.0,143.24,143.24,143.24,0.0,0.0,143.88,143.88,143.88,0.0,0.0
2017-08-06,141.15,141.15,141.15,0.0,0.0,142.15,142.15,142.15,0.0,0.0,141.15,141.15,141.15,0.0,0.0,141.98,141.98,141.98,0.0,0.0
2017-08-13,139.59,139.59,139.59,0.0,0.0,140.0,140.0,140.0,0.0,0.0,139.08,139.08,139.08,0.0,0.0,139.31,139.31,139.31,0.0,0.0
2017-08-20,140.16,140.16,140.16,0.0,0.0,140.58,140.58,140.58,0.0,0.0,139.86,139.86,139.86,0.0,0.0,140.06,140.06,140.06,0.0,0.0
2017-08-27,142.07,142.07,142.07,0.0,0.0,142.63,142.63,142.63,0.0,0.0,142.07,142.07,142.07,0.0,0.0,142.45,142.45,142.45,0.0,0.0
2017-09-03,141.26,141.26,141.26,0.0,0.0,141.26,141.26,141.26,0.0,0.0,140.78,140.78,140.78,0.0,0.0,141.01,141.01,141.01,0.0,0.0
2017-09-10,143.05,143.05,143.05,0.0,0.0,143.12,143.12,143.12,0.0,0.0,142.63,142.63,142.63,0.0,0.0,142.85,142.85,142.85,0.0,0.0
2017-09-17,142.34,142.34,142.34,0.0,0.0,142.8,142.8,142.8,0.0,0.0,142.34,142.34,142.34,0.0,0.0,142.71,142.71,142.71,0.0,0.0
2017-09-24,142.96,142.96,142.96,0.0,0.0,143.48,143.48,143.48,0.0,0.0,142.76,142.76,142.76,0.0,0.0,143.34,143.34,143.34,0.0,0.0
2017-10-01,145.35,145.35,145.35,0.0,0.0,145.93,145.93,145.93,0.0,0.0,145.35,145.35,145.35,0.0,0.0,145.81,145.81,145.81,0.0,0.0
2017-10-08,144.41,144.41,144.41,0.0,0.0,144.84,144.84,144.84,0.0,0.0,144.15,144.15,144.15,0.0,0.0,144.59,144.59,144.59,0.0,0.0
2017-10-15,145.3,145.3,145.3,0.0,0.0,145.5,145.5,145.5,0.0,0.0,145.04,145.04,145.04,0.0,0.0,145.13,145.13,145.13,0.0,0.0
2017-10-22,145.09,145.09,145.09,0.0,0.0,146.18,146.18,146.18,0.0,0.0,144.4,144.4,144.4,0.0,0.0,146.1,146.1,146.1,0.0,0.0
2017-10-29,144.48,144.48,144.48,0.0,0.0,145.1,145.1,145.1,0.0,0.0,144.19,144.19,144.19,0.0,0.0,144.97,144.97,144.97,0.0,0.0
2017-11-05,145.29,145.29,145.29,0.0,0.0,146.04,146.04,146.04,0.0,0.0,145.29,145.29,145.29,0.0,0.0,145.83,145.83,145.83,0.0,0.0
2017-11-12,147.59,147.59,147.59,0.0,0.0,148.19,148.19,148.19,0.0,0.0,147.53,147.53,147.53,0.0,0.0,148.0,148.0,148.0,0.0,0.0
2017-11-19,149.58,149.58,149.58,0.0,0.0,149.62,149.62,149.62,0.0,0.0,149.38,149.38,149.38,0.0,0.0,149.59,149.59,149.59,0.0,0.0
2017-11-26,152.68,152.68,152.68,0.0,0.0,153.33,153.33,153.33,0.0,0.0,150.65,150.65,150.65,0.0,0.0,152.93,152.93,152.93,0.0,0.0
2017-12-03,153.73,153.73,153.73,0.0,0.0,154.22,154.22,154.22,0.0,0.0,153.52,153.52,153.52,0.0,0.0,153.87,153.87,153.87,0.0,0.0
2017-12-10,154.75,154.75,154.75,0.0,0.0,155.3,155.3,155.3,0.0,0.0,154.44,154.44,154.44,0.0,0.0,154.88,154.88,154.88,0.0,0.0
2017-12-17,156.63,156.63,156.63,0.0,0.0,156.86,156.86,156.86,0.0,0.0,156.41,156.41,156.41,0.0,0.0,156.66,156.66,156.66,0.0,0.0
2017-12-24,157.18,157.18,157.18,0.0,0.0,157.2,157.2,157.2,0.0,0.0,155.97,155.97,155.97,0.0,0.0,155.97,155.97,155.97,0.0,0.0
2017-12-31,160.17,160.17,160.17,0.0,0.0,160.54,160.54,160.54,0.0,0.0,159.66,159.66,159.66,0.0,0.0,160.52,160.52,160.52,0.0,0.0
