Date,Vanguard Consumer Discretionary_etf_Open_average,Vanguard Consumer Discretionary_etf_Open_max,Vanguard Consumer Discretionary_etf_Open_min,Vanguard Consumer Discretionary_etf_Open_volatility,Vanguard Consumer Discretionary_etf_Open_change,Vanguard Consumer Discretionary_etf_High_average,Vanguard Consumer Discretionary_etf_High_max,Vanguard Consumer Discretionary_etf_High_min,Vanguard Consumer Discretionary_etf_High_volatility,Vanguard Consumer Discretionary_etf_High_change,Vanguard Consumer Discretionary_etf_Low_average,Vanguard Consumer Discretionary_etf_Low_max,Vanguard Consumer Discretionary_etf_Low_min,Vanguard Consumer Discretionary_etf_Low_volatility,Vanguard Consumer Discretionary_etf_Low_change,Vanguard Consumer Discretionary_etf_Close_average,Vanguard Consumer Discretionary_etf_Close_max,Vanguard Consumer Discretionary_etf_Close_min,Vanguard Consumer Discretionary_etf_Close_volatility,Vanguard Consumer Discretionary_etf_Close_change
2016-01-03,117.33,117.33,117.33,0.0,0.0,117.63,117.63,117.63,0.0,0.0,114.7,114.7,114.7,0.0,0.0,114.94,114.94,114.94,0.0,0.0
2016-01-10,110.71,110.71,110.71,0.0,0.0,111.93,111.93,111.93,0.0,0.0,109.92,109.92,109.92,0.0,0.0,111.36,111.36,111.36,0.0,0.0
2016-01-17,113.85,113.85,113.85,0.0,0.0,114.38,114.38,114.38,0.0,0.0,113.32,113.32,113.32,0.0,0.0,114.05,114.05,114.05,0.0,0.0
2016-01-24,113.12,113.12,113.12,0.0,0.0,115.45,115.45,115.45,0.0,0.0,113.12,113.12,113.12,0.0,0.0,115.43,115.43,115.43,0.0,0.0
2016-01-31,112.43,112.43,112.43,0.0,0.0,112.75,112.75,112.75,0.0,0.0,109.01,109.01,109.01,0.0,0.0,109.35,109.35,109.35,0.0,0.0
2016-02-07,107.54,107.54,107.54,0.0,0.0,108.62,108.62,108.62,0.0,0.0,106.75,106.75,106.75,0.0,0.0,108.55,108.55,108.55,0.0,0.0
2016-02-14,112.45,112.45,112.45,0.0,0.0,113.41,113.41,113.41,0.0,0.0,111.8,111.8,111.8,0.0,0.0,113.41,113.41,113.41,0.0,0.0
2016-02-21,117.66,117.66,117.66,0.0,0.0,117.74,117.74,117.74,0.0,0.0,116.79,116.79,116.79,0.0,0.0,117.08,117.08,117.08,0.0,0.0
2016-02-28,120.5,120.5,120.5,0.0,0.0,120.98,120.98,120.98,0.0,0.0,119.88,119.88,119.88,0.0,0.0,120.39,120.39,120.39,0.0,0.0
2016-03-06,120.43,120.43,120.43,0.0,0.0,121.32,121.32,121.32,0.0,0.0,120.22,120.22,120.22,0.0,0.0,121.27,121.27,121.27,0.0,0.0
2016-03-13,123.3,123.3,123.3,0.0,0.0,123.78,123.78,123.78,0.0,0.0,123.0,123.0,123.0,0.0,0.0,123.21,123.21,123.21,0.0,0.0
2016-03-20,120.75,120.75,120.75,0.0,0.0,121.47,121.47,121.47,0.0,0.0,120.5,120.5,120.5,0.0,0.0,121.47,121.47,121.47,0.0,0.0
2016-03-27,123.38,123.38,123.38,0.0,0.0,124.74,124.74,124.74,0.0,0.0,123.07,123.07,123.07,0.0,0.0,124.56,124.56,124.56,0.0,0.0
2016-04-03,122.72,122.72,122.72,0.0,0.0,122.72,122.72,122.72,0.0,0.0,121.73,121.73,121.73,0.0,0.0,122.02,122.02,122.02,0.0,0.0
2016-04-10,124.36,124.36,124.36,0.0,0.0,124.74,124.74,124.74,0.0,0.0,124.06,124.06,124.06,0.0,0.0,124.65,124.65,124.65,0.0,0.0
2016-04-17,124.71,124.71,124.71,0.0,0.0,125.19,125.19,125.19,0.0,0.0,123.93,123.93,123.93,0.0,0.0,124.61,124.61,124.61,0.0,0.0
2016-04-24,124.53,124.53,124.53,0.0,0.0,124.53,124.53,124.53,0.0,0.0,123.14,123.14,123.14,0.0,0.0,123.94,123.94,123.94,0.0,0.0
2016-05-01,122.57,122.57,122.57,0.0,0.0,123.68,123.68,123.68,0.0,0.0,122.23,122.23,122.23,0.0,0.0,123.67,123.67,123.67,0.0,0.0
2016-05-08,122.68,122.68,122.68,0.0,0.0,123.17,123.17,123.17,0.0,0.0,121.74,121.74,121.74,0.0,0.0,121.8,121.8,121.8,0.0,0.0
2016-05-15,120.58,120.58,120.58,0.0,0.0,121.54,121.54,121.54,0.0,0.0,120.45,120.45,120.45,0.0,0.0,121.23,121.23,121.23,0.0,0.0
2016-05-22,123.25,123.25,123.25,0.0,0.0,123.84,123.84,123.84,0.0,0.0,123.25,123.25,123.25,0.0,0.0,123.77,123.77,123.77,0.0,0.0
2016-05-29,124.25,124.25,124.25,0.0,0.0,124.25,124.25,124.25,0.0,0.0,123.0,123.0,123.0,0.0,0.0,123.98,123.98,123.98,0.0,0.0
2016-06-05,123.24,123.24,123.24,0.0,0.0,123.32,123.32,123.32,0.0,0.0,122.42,122.42,122.42,0.0,0.0,122.77,122.77,122.77,0.0,0.0
2016-06-12,122.51,122.51,122.51,0.0,0.0,122.69,122.69,122.69,0.0,0.0,122.06,122.06,122.06,0.0,0.0,122.18,122.18,122.18,0.0,0.0
2016-06-19,119.1,119.1,119.1,0.0,0.0,121.01,121.01,121.01,0.0,0.0,118.77,118.77,118.77,0.0,0.0,119.13,119.13,119.13,0.0,0.0
2016-06-26,122.0,122.0,122.0,0.0,0.0,123.42,123.42,123.42,0.0,0.0,122.0,122.0,122.0,0.0,0.0,123.04,123.04,123.04,0.0,0.0
2016-07-03,124.21,124.21,124.21,0.0,0.0,125.77,125.77,125.77,0.0,0.0,124.21,124.21,124.21,0.0,0.0,125.61,125.61,125.61,0.0,0.0
2016-07-10,127.47,127.47,127.47,0.0,0.0,127.47,127.47,127.47,0.0,0.0,126.48,126.48,126.48,0.0,0.0,126.6,126.6,126.6,0.0,0.0
2016-07-17,127.43,127.43,127.43,0.0,0.0,127.97,127.97,127.97,0.0,0.0,127.12,127.12,127.12,0.0,0.0,127.82,127.82,127.82,0.0,0.0
2016-07-24,127.68,127.68,127.68,0.0,0.0,128.14,128.14,128.14,0.0,0.0,127.44,127.44,127.44,0.0,0.0,127.87,127.87,127.87,0.0,0.0
2016-07-31,127.05,127.05,127.05,0.0,0.0,127.72,127.72,127.72,0.0,0.0,127.05,127.05,127.05,0.0,0.0,127.47,127.47,127.47,0.0,0.0
2016-08-07,128.21,128.21,128.21,0.0,0.0,128.76,128.76,128.76,0.0,0.0,128.11,128.11,128.11,0.0,0.0,128.48,128.48,128.48,0.0,0.0
2016-08-14,127.68,127.68,127.68,0.0,0.0,128.06,128.06,128.06,0.0,0.0,127.51,127.51,127.51,0.0,0.0,127.86,127.86,127.86,0.0,0.0
2016-08-21,127.44,127.44,127.44,0.0,0.0,128.01,128.01,128.01,0.0,0.0,126.39,126.39,126.39,0.0,0.0,126.95,126.95,126.95,0.0,0.0
2016-08-28,127.14,127.14,127.14,0.0,0.0,127.49,127.49,127.49,0.0,0.0,126.75,126.75,126.75,0.0,0.0,127.03,127.03,127.03,0.0,0.0
2016-09-04,125.71,125.71,125.71,0.0,0.0,125.71,125.71,125.71,0.0,0.0,123.44,123.44,123.44,0.0,0.0,123.44,123.44,123.44,0.0,0.0
2016-09-11,124.12,124.12,124.12,0.0,0.0,124.32,124.32,124.32,0.0,0.0,123.69,123.69,123.69,0.0,0.0,124.07,124.07,124.07,0.0,0.0
2016-09-18,125.42,125.42,125.42,0.0,0.0,125.9,125.9,125.9,0.0,0.0,125.42,125.42,125.42,0.0,0.0,125.6,125.6,125.6,0.0,0.0
2016-09-25,125.16,125.16,125.16,0.0,0.0,126.1,126.1,126.1,0.0,0.0,124.99,124.99,124.99,0.0,0.0,125.74,125.74,125.74,0.0,0.0
2016-10-02,126.03,126.03,126.03,0.0,0.0,126.12,126.12,126.12,0.0,0.0,124.89,124.89,124.89,0.0,0.0,125.18,125.18,125.18,0.0,0.0
2016-10-09,124.34,124.34,124.34,0.0,0.0,124.65,124.65,124.65,0.0,0.0,123.69,123.69,123.69,0.0,0.0,123.7,123.7,123.7,0.0,0.0
2016-10-16,123.41,123.41,123.41,0.0,0.0,124.69,124.69,124.69,0.0,0.0,123.33,123.33,123.33,0.0,0.0,124.61,124.61,124.61,0.0,0.0
2016-10-23,121.83,121.83,121.83,0.0,0.0,123.14,123.14,123.14,0.0,0.0,121.62,121.62,121.62,0.0,0.0,122.29,122.29,122.29,0.0,0.0
2016-10-30,120.31,120.31,120.31,0.0,0.0,121.38,121.38,121.38,0.0,0.0,120.22,120.22,120.22,0.0,0.0,120.29,120.29,120.29,0.0,0.0
2016-11-06,124.35,124.35,124.35,0.0,0.0,125.53,125.53,125.53,0.0,0.0,124.35,124.35,124.35,0.0,0.0,125.43,125.43,125.43,0.0,0.0
2016-11-13,128.31,128.31,128.31,0.0,0.0,128.41,128.41,128.41,0.0,0.0,127.79,127.79,127.79,0.0,0.0,127.9,127.9,127.9,0.0,0.0
2016-11-20,130.88,130.88,130.88,0.0,0.0,131.05,131.05,131.05,0.0,0.0,130.68,130.68,130.68,0.0,0.0,130.94,130.94,130.94,0.0,0.0
2016-11-27,129.05,129.05,129.05,0.0,0.0,129.38,129.38,129.38,0.0,0.0,128.19,128.19,128.19,0.0,0.0,128.28,128.28,128.28,0.0,0.0
2016-12-04,133.1,133.1,133.1,0.0,0.0,133.18,133.18,133.18,0.0,0.0,132.63,132.63,132.63,0.0,0.0,133.17,133.17,133.17,0.0,0.0
2016-12-11,131.43,131.43,131.43,0.0,0.0,131.5,131.5,131.5,0.0,0.0,130.44,130.44,130.44,0.0,0.0,130.6,130.6,130.6,0.0,0.0
2016-12-18,130.29,130.29,130.29,0.0,0.0,130.59,130.59,130.59,0.0,0.0,130.0,130.0,130.0,0.0,0.0,130.12,130.12,130.12,0.0,0.0
2016-12-25,129.89,129.89,129.89,0.0,0.0,129.89,129.89,129.89,0.0,0.0,128.28,128.28,128.28,0.0,0.0,128.67,128.67,128.67,0.0,0.0
2017-01-01,131.04,131.04,131.04,0.0,0.0,131.8,131.8,131.8,0.0,0.0,130.44,130.44,130.44,0.0,0.0,131.28,131.28,131.28,0.0,0.0
