Date,FDS_stock_Open_average,FDS_stock_Open_max,FDS_stock_Open_min,FDS_stock_Open_volatility,FDS_stock_Open_change,FDS_stock_High_average,FDS_stock_High_max,FDS_stock_High_min,FDS_stock_High_volatility,FDS_stock_High_change,FDS_stock_Low_average,FDS_stock_Low_max,FDS_stock_Low_min,FDS_stock_Low_volatility,FDS_stock_Low_change,FDS_stock_Close_average,FDS_stock_Close_max,FDS_stock_Close_min,FDS_stock_Close_volatility,FDS_stock_Close_change,FDS_stock_Volume_average,FDS_stock_Volume_max,FDS_stock_Volume_min,FDS_stock_Volume_volatility,FDS_stock_Volume_change
2016-01-03,156.15,160.66,153.24,7.4199999999999875,-7.4199999999999875,157.58,160.66,153.66,7.0,-7.0,154.072,156.73,150.17,6.560000000000002,-5.100000000000023,154.962,158.73,150.32,8.409999999999997,-6.300000000000011,355373,419369,288048,131321,-17467
2016-01-10,149.232,152.19,145.56,6.6299999999999955,-5.400000000000006,150.468,152.19,147.53,4.659999999999997,-4.52000000000001,146.254,149.21,143.53,5.680000000000007,-5.680000000000007,148.524,150.81,146.35,4.460000000000008,-3.990000000000009,393907,480803,292325,188478,114553
2016-01-17,145.3425,150.12,142.89,7.230000000000018,-5.6200000000000045,146.2225,150.12,144.37,5.75,-4.1200000000000045,142.0975,144.55,139.01,5.5400000000000205,-0.8300000000000125,144.1975,145.87,142.48,3.390000000000015,0.17000000000001592,417200,574091,303985,270106,-119388
2016-01-24,146.77,148.74,144.92,3.8200000000000216,3.3100000000000023,148.912,151.0,146.03,4.969999999999999,4.6699999999999875,145.87,148.13,144.15,3.9799999999999898,3.9799999999999898,147.476,150.7,144.71,5.989999999999981,5.989999999999981,363934,458928,260410,198518,-12408
2016-01-31,146.952,150.24,144.18,6.060000000000002,-4.680000000000007,147.506,150.73,145.66,5.069999999999993,-5.069999999999993,144.196,148.81,141.68,7.1299999999999955,-7.1299999999999955,145.516,149.83,142.49,7.340000000000003,-7.340000000000003,259684,307072,233361,73711,-22709
2016-02-07,138.784,140.99,136.97,4.02000000000001,-2.6899999999999977,140.4,142.45,137.79,4.659999999999997,-0.5199999999999818,137.47,138.95,135.95,3.0,-1.9699999999999989,138.68800000000002,140.43,136.4,4.030000000000001,0.4399999999999977,332579,393179,295181,97998,14503
2016-02-14,145.5075,147.92,142.19,5.72999999999999,4.159999999999997,147.845,148.71,145.57,3.140000000000015,3.0200000000000102,144.74,146.14,142.12,4.019999999999982,3.4499999999999886,146.94,148.4,144.61,3.789999999999992,3.789999999999992,288381,404823,157129,247694,-179278
2016-02-21,149.93,152.06,148.04,4.02000000000001,2.1299999999999955,151.252,152.06,150.21,1.8499999999999943,0.9000000000000057,148.856,149.96,146.98,2.980000000000018,0.8100000000000023,150.41,151.73,149.36,2.369999999999976,0.3199999999999932,236941,279438,208076,71362,-10179
2016-02-28,153.172,154.69,150.68,4.009999999999991,4.009999999999991,154.724,155.71,152.98,2.730000000000018,2.469999999999999,151.928,153.52,150.13,3.390000000000015,3.390000000000015,153.866,155.24,150.49,4.75,4.75,280141,356973,215343,141630,-62815
2016-03-06,155.418,158.43,152.95,5.480000000000018,-1.8600000000000136,157.586,159.4,154.65,4.75,-2.969999999999999,153.566,157.43,149.45,7.980000000000018,-1.460000000000008,155.976,158.43,151.44,6.990000000000009,-2.9399999999999977,402989,642848,294552,348296,-60793
