Date,Direxion Daily FTSE China Bull 3x Shares_etf_Open_average,Direxion Daily FTSE China Bull 3x Shares_etf_Open_max,Direxion Daily FTSE China Bull 3x Shares_etf_Open_min,Direxion Daily FTSE China Bull 3x Shares_etf_Open_volatility,Direxion Daily FTSE China Bull 3x Shares_etf_Open_change,Direxion Daily FTSE China Bull 3x Shares_etf_High_average,Direxion Daily FTSE China Bull 3x Shares_etf_High_max,Direxion Daily FTSE China Bull 3x Shares_etf_High_min,Direxion Daily FTSE China Bull 3x Shares_etf_High_volatility,Direxion Daily FTSE China Bull 3x Shares_etf_High_change,Direxion Daily FTSE China Bull 3x Shares_etf_Low_average,Direxion Daily FTSE China Bull 3x Shares_etf_Low_max,Direxion Daily FTSE China Bull 3x Shares_etf_Low_min,Direxion Daily FTSE China Bull 3x Shares_etf_Low_volatility,Direxion Daily FTSE China Bull 3x Shares_etf_Low_change,Direxion Daily FTSE China Bull 3x Shares_etf_Close_average,Direxion Daily FTSE China Bull 3x Shares_etf_Close_max,Direxion Daily FTSE China Bull 3x Shares_etf_Close_min,Direxion Daily FTSE China Bull 3x Shares_etf_Close_volatility,Direxion Daily FTSE China Bull 3x Shares_etf_Close_change
2016-04-17,14.94,14.94,14.94,0.0,0.0,15.36,15.36,15.36,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.87,14.87,14.87,0.0,0.0
2016-04-24,14.0,14.0,14.0,0.0,0.0,14.14,14.14,14.14,0.0,0.0,13.54,13.54,13.54,0.0,0.0,13.85,13.85,13.85,0.0,0.0
2016-05-01,11.96,11.96,11.96,0.0,0.0,12.31,12.31,12.31,0.0,0.0,11.92,11.92,11.92,0.0,0.0,12.14,12.14,12.14,0.0,0.0
2016-05-08,11.41,11.41,11.41,0.0,0.0,11.52,11.52,11.52,0.0,0.0,10.9,10.9,10.9,0.0,0.0,11.07,11.07,11.07,0.0,0.0
2016-05-15,11.41,11.41,11.41,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.41,11.41,11.41,0.0,0.0,11.49,11.49,11.49,0.0,0.0
2016-05-22,12.89,12.89,12.89,0.0,0.0,12.99,12.99,12.99,0.0,0.0,12.59,12.59,12.59,0.0,0.0,12.82,12.82,12.82,0.0,0.0
2016-05-29,13.8,13.8,13.8,0.0,0.0,14.05,14.05,14.05,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.89,13.89,13.89,0.0,0.0
2016-06-05,13.59,13.59,13.59,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.46,13.46,13.46,0.0,0.0,13.71,13.71,13.71,0.0,0.0
2016-06-12,12.68,12.68,12.68,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.72,12.72,12.72,0.0,0.0
2016-06-19,12.73,12.73,12.73,0.0,0.0,13.56,13.56,13.56,0.0,0.0,12.32,12.32,12.32,0.0,0.0,12.4,12.4,12.4,0.0,0.0
2016-06-26,14.66,14.66,14.66,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.72,14.72,14.72,0.0,0.0
2016-07-03,13.82,13.82,13.82,0.0,0.0,14.38,14.38,14.38,0.0,0.0,13.82,13.82,13.82,0.0,0.0,14.29,14.29,14.29,0.0,0.0
2016-07-10,16.03,16.03,16.03,0.0,0.0,16.07,16.07,16.07,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.92,15.92,15.92,0.0,0.0
2016-07-17,15.98,15.98,15.98,0.0,0.0,16.2,16.2,16.2,0.0,0.0,15.93,15.93,15.93,0.0,0.0,16.16,16.16,16.16,0.0,0.0
2016-07-24,15.44,15.44,15.44,0.0,0.0,15.98,15.98,15.98,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.83,15.83,15.83,0.0,0.0
2016-07-31,16.21,16.21,16.21,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.51,16.51,16.51,0.0,0.0
2016-08-07,18.08,18.08,18.08,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.04,18.04,18.04,0.0,0.0,18.19,18.19,18.19,0.0,0.0
2016-08-14,18.84,18.84,18.84,0.0,0.0,18.97,18.97,18.97,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2016-08-21,18.29,18.29,18.29,0.0,0.0,18.86,18.86,18.86,0.0,0.0,17.44,17.44,17.44,0.0,0.0,17.81,17.81,17.81,0.0,0.0
2016-08-28,19.29,19.29,19.29,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.47,19.47,19.47,0.0,0.0
2016-09-04,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2016-09-11,18.74,18.74,18.74,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.82,18.82,18.82,0.0,0.0
2016-09-18,19.77,19.77,19.77,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2016-09-25,18.86,18.86,18.86,0.0,0.0,19.39,19.39,19.39,0.0,0.0,18.74,18.74,18.74,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2016-10-02,20.02,20.02,20.02,0.0,0.0,20.18,20.18,20.18,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2016-10-09,18.49,18.49,18.49,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.31,18.31,18.31,0.0,0.0
2016-10-16,18.33,18.33,18.33,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.68,18.68,18.68,0.0,0.0
2016-10-23,17.43,17.43,17.43,0.0,0.0,17.67,17.67,17.67,0.0,0.0,16.96,16.96,16.96,0.0,0.0,17.27,17.27,17.27,0.0,0.0
2016-10-30,16.49,16.49,16.49,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2016-11-06,15.55,15.55,15.55,0.0,0.0,16.08,16.08,16.08,0.0,0.0,15.34,15.34,15.34,0.0,0.0,15.9,15.9,15.9,0.0,0.0
2016-11-13,15.92,15.92,15.92,0.0,0.0,15.94,15.94,15.94,0.0,0.0,15.65,15.65,15.65,0.0,0.0,15.86,15.86,15.86,0.0,0.0
2016-11-20,17.49,17.49,17.49,0.0,0.0,17.57,17.57,17.57,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.42,17.42,17.42,0.0,0.0
2016-11-27,17.6,17.6,17.6,0.0,0.0,17.94,17.94,17.94,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.68,17.68,17.68,0.0,0.0
2016-12-04,17.75,17.75,17.75,0.0,0.0,17.93,17.93,17.93,0.0,0.0,17.62,17.62,17.62,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2016-12-11,15.48,15.48,15.48,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.01,15.01,15.01,0.0,0.0,15.11,15.11,15.11,0.0,0.0
2016-12-18,14.04,14.04,14.04,0.0,0.0,14.17,14.17,14.17,0.0,0.0,14.0,14.0,14.0,0.0,0.0,14.08,14.08,14.08,0.0,0.0
2016-12-25,15.35,15.35,15.35,0.0,0.0,15.39,15.39,15.39,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.98,14.98,14.98,0.0,0.0
2017-01-01,16.49,16.49,16.49,0.0,0.0,16.53,16.53,16.53,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.35,16.35,16.35,0.0,0.0
2017-01-08,17.43,17.43,17.43,0.0,0.0,17.63,17.63,17.63,0.0,0.0,17.39,17.39,17.39,0.0,0.0,17.47,17.47,17.47,0.0,0.0
2017-01-15,17.19,17.19,17.19,0.0,0.0,17.31,17.31,17.31,0.0,0.0,16.83,16.83,16.83,0.0,0.0,17.1,17.1,17.1,0.0,0.0
2017-01-22,17.84,17.84,17.84,0.0,0.0,17.95,17.95,17.95,0.0,0.0,17.58,17.58,17.58,0.0,0.0,17.77,17.77,17.77,0.0,0.0
2017-01-29,17.5,17.5,17.5,0.0,0.0,17.62,17.62,17.62,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.53,17.53,17.53,0.0,0.0
2017-02-05,19.2,19.2,19.2,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.46,19.46,19.46,0.0,0.0
2017-02-12,19.87,19.87,19.87,0.0,0.0,20.23,20.23,20.23,0.0,0.0,19.84,19.84,19.84,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2017-02-19,20.1,20.1,20.1,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2017-02-26,19.22,19.22,19.22,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.04,19.04,19.04,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2017-03-05,18.79,18.79,18.79,0.0,0.0,18.91,18.91,18.91,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2017-03-12,21.23,21.23,21.23,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.09,21.09,21.09,0.0,0.0
2017-03-19,21.12,21.12,21.12,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2017-03-26,20.1,20.1,20.1,0.0,0.0,20.22,20.22,20.22,0.0,0.0,19.99,19.99,19.99,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2017-04-02,20.3,20.3,20.3,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2017-04-09,19.98,19.98,19.98,0.0,0.0,20.18,20.18,20.18,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.68,19.68,19.68,0.0,0.0
2017-04-16,19.03,19.03,19.03,0.0,0.0,19.21,19.21,19.21,0.0,0.0,18.92,18.92,18.92,0.0,0.0,19.13,19.13,19.13,0.0,0.0
2017-04-23,19.91,19.91,19.91,0.0,0.0,20.01,20.01,20.01,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.97,19.97,19.97,0.0,0.0
2017-04-30,18.41,18.41,18.41,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.79,18.79,18.79,0.0,0.0
2017-05-07,20.38,20.38,20.38,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2017-05-14,20.94,20.94,20.94,0.0,0.0,21.39,21.39,21.39,0.0,0.0,20.91,20.91,20.91,0.0,0.0,21.32,21.32,21.32,0.0,0.0
2017-05-21,22.35,22.35,22.35,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2017-05-28,22.86,22.86,22.86,0.0,0.0,23.12,23.12,23.12,0.0,0.0,22.77,22.77,22.77,0.0,0.0,23.08,23.08,23.08,0.0,0.0
2017-06-04,22.9,22.9,22.9,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2017-06-11,21.44,21.44,21.44,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.44,21.44,21.44,0.0,0.0
2017-06-18,21.93,21.93,21.93,0.0,0.0,22.15,22.15,22.15,0.0,0.0,21.83,21.83,21.83,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2017-06-25,22.05,22.05,22.05,0.0,0.0,22.18,22.18,22.18,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.86,21.86,21.86,0.0,0.0
2017-07-02,21.45,21.45,21.45,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2017-07-09,24.84,24.84,24.84,0.0,0.0,25.6,25.6,25.6,0.0,0.0,24.84,24.84,24.84,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2017-07-16,25.77,25.77,25.77,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2017-07-23,26.25,26.25,26.25,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.47,26.47,26.47,0.0,0.0
2017-07-30,27.12,27.12,27.12,0.0,0.0,27.31,27.31,27.31,0.0,0.0,26.92,26.92,26.92,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2017-08-06,25.15,25.15,25.15,0.0,0.0,25.47,25.47,25.47,0.0,0.0,24.94,24.94,24.94,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2017-08-13,25.52,25.52,25.52,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2017-08-20,29.87,29.87,29.87,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2017-08-27,29.63,29.63,29.63,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2017-09-03,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2017-09-10,29.23,29.23,29.23,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2017-09-17,30.37,30.37,30.37,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2017-09-24,28.45,28.45,28.45,0.0,0.0,29.37,29.37,29.37,0.0,0.0,28.35,28.35,28.35,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2017-10-01,32.52,32.52,32.52,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.65,32.65,32.65,0.0,0.0
2017-10-08,33.28,33.28,33.28,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2017-10-15,33.0,33.0,33.0,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.74,32.74,32.74,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2017-10-22,33.12,33.12,33.12,0.0,0.0,33.99,33.99,33.99,0.0,0.0,32.94,32.94,32.94,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2017-10-29,33.6,33.6,33.6,0.0,0.0,33.73,33.73,33.73,0.0,0.0,32.88,32.88,32.88,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2017-11-05,34.98,34.98,34.98,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.7,34.7,34.7,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2017-11-12,33.9,33.9,33.9,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2017-11-19,36.99,36.99,36.99,0.0,0.0,37.26,37.26,37.26,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2017-11-26,32.4,32.4,32.4,0.0,0.0,32.54,32.54,32.54,0.0,0.0,31.2,31.2,31.2,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2017-12-03,31.45,31.45,31.45,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2017-12-10,31.39,31.39,31.39,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2017-12-17,33.21,33.21,33.21,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2017-12-24,34.52,34.52,34.52,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2017-12-31,39.04,39.04,39.04,0.0,0.0,39.49,39.49,39.49,0.0,0.0,38.81,38.81,38.81,0.0,0.0,39.38,39.38,39.38,0.0,0.0
