Date,AStock_Open_average,AStock_Open_max,AStock_Open_min,AStock_Open_volatility,AStock_Open_change,AStock_High_average,AStock_High_max,AStock_High_min,AStock_High_volatility,AStock_High_change,AStock_Low_average,AStock_Low_max,AStock_Low_min,AStock_Low_volatility,AStock_Low_change,AStock_Close_average,AStock_Close_max,AStock_Close_min,AStock_Close_volatility,AStock_Close_change,AStock_Volume_average,AStock_Volume_max,AStock_Volume_min,AStock_Volume_volatility,AStock_Volume_change
2016-01-03,40.278,41.06,39.22,1.8400000000000034,-1.8400000000000034,40.596000000000004,41.19,39.7,1.4899999999999949,-1.4899999999999949,39.602000000000004,40.34,38.47,1.8700000000000045,-1.8700000000000045,39.912,40.73,38.59,2.1399999999999935,-2.0999999999999943,3043856,3736768,2103619,1633149,449433
2016-01-10,37.82,38.71,36.67,2.039999999999999,-2.039999999999999,38.278,38.9,37.56,1.3399999999999963,-1.3399999999999963,36.976,37.65,36.55,1.1000000000000014,-0.8599999999999994,37.542,38.19,36.86,1.3299999999999983,-0.8299999999999983,2980477,4206638,1989379,2217259,175775
2016-01-17,37.394999999999996,37.91,36.68,1.2299999999999969,0.269999999999996,37.885,38.18,37.61,0.5700000000000003,0.259999999999998,36.8275,37.58,36.13,1.4499999999999957,0.7899999999999991,37.4175,37.98,37.2,0.779999999999994,0.779999999999994,2277121,2506559,1834467,672092,-672092
2016-01-24,37.278,37.89,36.44,1.4500000000000028,-0.9600000000000009,37.774,38.03,37.27,0.759999999999998,-0.3400000000000034,36.778,37.4,36.01,1.3900000000000006,-1.0899999999999963,37.186,37.65,36.11,1.5399999999999991,0.03999999999999915,2301006,3479452,1479446,2000006,1128623
2016-01-31,37.246,37.37,37.15,0.21999999999999886,-0.10999999999999943,37.592,37.95,37.31,0.6400000000000006,-0.6400000000000006,36.608,37.0,35.83,1.1700000000000017,-1.1700000000000017,37.082,37.69,36.04,1.6499999999999986,-1.6499999999999986,2759083,4424609,1742325,2682284,1758042
2016-02-07,35.282000000000004,35.84,34.21,1.6300000000000026,0.23000000000000398,36.024,36.73,35.61,1.1199999999999974,0.44999999999999574,34.906,35.53,34.15,1.3800000000000026,1.1300000000000026,35.513999999999996,36.22,34.8,1.4200000000000017,1.4200000000000017,3534129,3923627,3169951,753676,35026
2016-02-14,36.662499999999994,37.73,35.22,2.509999999999998,0.259999999999998,37.715,38.13,37.17,0.9600000000000009,0.4299999999999997,36.2725,37.09,34.75,2.3400000000000034,0.45000000000000284,37.394999999999996,37.87,37.08,0.7899999999999991,0.35999999999999943,3214217,5382312,2231481,3150831,-564223
2016-02-21,37.508,37.88,36.65,1.230000000000004,-0.13000000000000256,37.856,38.19,37.5,0.6899999999999977,-0.269999999999996,37.12,37.78,36.47,1.3100000000000023,-0.3400000000000034,37.58,38.03,37.17,0.8599999999999994,-0.4399999999999977,1385597,1792962,944266,848696,-848696
2016-02-28,38.354,39.14,37.59,1.5499999999999972,1.5499999999999972,38.888,39.58,37.7,1.8799999999999955,1.8799999999999955,38.224,39.03,37.33,1.7000000000000028,1.7000000000000028,38.704,39.34,37.35,1.990000000000002,1.990000000000002,2126399,3612508,946823,2665685,-1062532
2016-03-06,38.584,39.04,38.17,0.8699999999999974,-0.6099999999999994,38.998,39.68,38.4,1.2800000000000011,-0.4099999999999966,38.174,38.96,37.62,1.3400000000000034,-0.6400000000000006,38.572,39.43,37.98,1.4500000000000028,-0.20000000000000284,1554007,1801486,1221574,579912,295774
