Date,AUMNStock_Open_average,AUMNStock_Open_max,AUMNStock_Open_min,AUMNStock_Open_volatility,AUMNStock_Open_change,AUMNStock_High_average,AUMNStock_High_max,AUMNStock_High_min,AUMNStock_High_volatility,AUMNStock_High_change,AUMNStock_Low_average,AUMNStock_Low_max,AUMNStock_Low_min,AUMNStock_Low_volatility,AUMNStock_Low_change,AUMNStock_Close_average,AUMNStock_Close_max,AUMNStock_Close_min,AUMNStock_Close_volatility,AUMNStock_Close_change,AUMNStock_Volume_average,AUMNStock_Volume_max,AUMNStock_Volume_min,AUMNStock_Volume_volatility,AUMNStock_Volume_change
2016-01-03,0.208,0.21,0.2,0.009999999999999981,0.0,0.208,0.21,0.2,0.009999999999999981,0.0,0.202,0.21,0.2,0.009999999999999981,0.0,0.20400000000000001,0.21,0.2,0.009999999999999981,-0.009999999999999981,8437,15490,981,14509,4315
2016-01-10,0.192,0.2,0.18,0.020000000000000018,-0.020000000000000018,0.2,0.21,0.19,0.01999999999999999,-0.010000000000000009,0.19,0.2,0.18,0.020000000000000018,-0.020000000000000018,0.2,0.21,0.19,0.01999999999999999,-0.010000000000000009,20819,87439,1170,86269,2224
2016-01-17,0.1725,0.19,0.15,0.04000000000000001,-0.04000000000000001,0.1725,0.19,0.15,0.04000000000000001,-0.04000000000000001,0.1575,0.18,0.14,0.03999999999999998,-0.03,0.1625,0.18,0.14,0.03999999999999998,-0.03999999999999998,6556,7973,5247,2726,-2726
2016-01-24,0.168,0.18,0.16,0.01999999999999999,0.01999999999999999,0.182,0.2,0.17,0.03,0.01999999999999999,0.164,0.17,0.15,0.020000000000000018,0.020000000000000018,0.168,0.18,0.15,0.03,0.020000000000000018,7492,9076,4833,4243,-1784
2016-01-31,0.186,0.19,0.18,0.010000000000000009,0.010000000000000009,0.19,0.2,0.18,0.020000000000000018,0.020000000000000018,0.18,0.18,0.18,0.0,0.0,0.184,0.19,0.18,0.010000000000000009,0.0,10299,29281,2858,26423,-4507
2016-02-07,0.234,0.27,0.19,0.08000000000000002,0.08000000000000002,0.278,0.38,0.23,0.15,0.14,0.228,0.27,0.19,0.08000000000000002,0.08000000000000002,0.266,0.38,0.22,0.16,0.15,46254,134629,6824,127805,28554
2016-02-14,0.4725,0.59,0.37,0.21999999999999997,0.21999999999999997,0.555,0.68,0.48,0.20000000000000007,0.18000000000000005,0.47,0.58,0.37,0.20999999999999996,0.20999999999999996,0.515,0.6,0.44,0.15999999999999998,0.15999999999999998,83886,135082,12381,122701,-19381
2016-02-21,0.542,0.6,0.49,0.10999999999999999,-0.10999999999999999,0.582,0.62,0.55,0.06999999999999995,-0.04999999999999993,0.484,0.53,0.39,0.14,-0.08999999999999997,0.51,0.53,0.46,0.07,-0.07,65557,134879,25962,108917,-50147
2016-02-28,0.432,0.52,0.36,0.16000000000000003,0.07,0.47200000000000003,0.54,0.39,0.15000000000000002,0.09000000000000002,0.40199999999999997,0.47,0.36,0.10999999999999999,0.10999999999999999,0.43,0.5,0.36,0.14,0.12,67905,162961,15519,147442,-147442
2016-03-06,0.5,0.52,0.49,0.030000000000000027,-0.010000000000000009,0.514,0.52,0.5,0.020000000000000018,0.0,0.474,0.5,0.45,0.04999999999999999,-0.019999999999999962,0.502,0.52,0.49,0.030000000000000027,-0.030000000000000027,32216,72241,6558,65683,47072
2016-03-13,0.478,0.5,0.45,0.04999999999999999,-0.020000000000000018,0.502,0.53,0.48,0.050000000000000044,-0.020000000000000018,0.448,0.46,0.43,0.030000000000000027,-0.030000000000000027,0.466,0.5,0.44,0.06,-0.02999999999999997,42149,140253,9133,131120,120765
2016-03-20,0.4375,0.46,0.41,0.050000000000000044,-0.020000000000000018,0.4475,0.47,0.43,0.03999999999999998,-0.030000000000000027,0.415,0.43,0.39,0.03999999999999998,-0.020000000000000018,0.4275,0.43,0.42,0.010000000000000009,-0.010000000000000009,58563,152338,8203,144135,144135
2016-03-27,0.432,0.45,0.4,0.04999999999999999,0.020000000000000018,0.46599999999999997,0.48,0.43,0.04999999999999999,0.030000000000000027,0.42,0.44,0.39,0.04999999999999999,0.03999999999999998,0.43,0.45,0.39,0.06,0.04999999999999999,11033,18993,5213,13780,10792
