Date,UBS ETRACS Bloomberg CMCI Agriculture_etf_Open_average,UBS ETRACS Bloomberg CMCI Agriculture_etf_Open_max,UBS ETRACS Bloomberg CMCI Agriculture_etf_Open_min,UBS ETRACS Bloomberg CMCI Agriculture_etf_Open_volatility,UBS ETRACS Bloomberg CMCI Agriculture_etf_Open_change,UBS ETRACS Bloomberg CMCI Agriculture_etf_High_average,UBS ETRACS Bloomberg CMCI Agriculture_etf_High_max,UBS ETRACS Bloomberg CMCI Agriculture_etf_High_min,UBS ETRACS Bloomberg CMCI Agriculture_etf_High_volatility,UBS ETRACS Bloomberg CMCI Agriculture_etf_High_change,UBS ETRACS Bloomberg CMCI Agriculture_etf_Low_average,UBS ETRACS Bloomberg CMCI Agriculture_etf_Low_max,UBS ETRACS Bloomberg CMCI Agriculture_etf_Low_min,UBS ETRACS Bloomberg CMCI Agriculture_etf_Low_volatility,UBS ETRACS Bloomberg CMCI Agriculture_etf_Low_change,UBS ETRACS Bloomberg CMCI Agriculture_etf_Close_average,UBS ETRACS Bloomberg CMCI Agriculture_etf_Close_max,UBS ETRACS Bloomberg CMCI Agriculture_etf_Close_min,UBS ETRACS Bloomberg CMCI Agriculture_etf_Close_volatility,UBS ETRACS Bloomberg CMCI Agriculture_etf_Close_change
2016-07-31,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2016-08-07,20.07,20.07,20.07,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2016-08-14,20.71,20.71,20.71,0.0,0.0,20.71,20.71,20.71,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2016-08-21,20.15,20.15,20.15,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2016-08-28,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2016-09-04,20.27,20.27,20.27,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2016-09-11,20.9,20.9,20.9,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2016-09-18,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.4,20.4,20.4,0.0,0.0
2016-09-25,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2016-10-02,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2016-10-09,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2016-10-16,20.57,20.57,20.57,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2016-10-23,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2016-10-30,20.34,20.34,20.34,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2016-11-06,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2016-11-13,20.38,20.38,20.38,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2016-11-20,20.23,20.23,20.23,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2016-11-27,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2016-12-04,19.98,19.98,19.98,0.0,0.0,20.1,20.1,20.1,0.0,0.0,19.98,19.98,19.98,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2016-12-11,19.87,19.87,19.87,0.0,0.0,20.27,20.27,20.27,0.0,0.0,19.87,19.87,19.87,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2016-12-18,19.88,19.88,19.88,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.81,19.81,19.81,0.0,0.0
2016-12-25,19.86,19.86,19.86,0.0,0.0,20.02,20.02,20.02,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2017-01-01,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2017-01-08,20.83,20.83,20.83,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.83,20.83,20.83,0.0,0.0
2017-01-15,20.97,20.97,20.97,0.0,0.0,20.97,20.97,20.97,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0
2017-01-22,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2017-01-29,20.89,20.89,20.89,0.0,0.0,21.13,21.13,21.13,0.0,0.0,20.89,20.89,20.89,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2017-02-05,21.18,21.18,21.18,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2017-02-12,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2017-02-19,21.0,21.0,21.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2017-02-26,20.12,20.12,20.12,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.12,20.12,20.12,0.0,0.0
2017-03-05,20.13,20.13,20.13,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2017-03-12,20.13,20.13,20.13,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2017-03-19,19.56,19.56,19.56,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.54,19.54,19.54,0.0,0.0
2017-03-26,19.16,19.16,19.16,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.13,19.13,19.13,0.0,0.0
2017-04-02,19.21,19.21,19.21,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.21,19.21,19.21,0.0,0.0
2017-04-09,18.81,18.81,18.81,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.82,18.82,18.82,0.0,0.0
2017-04-16,19.41,19.41,19.41,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2017-04-23,19.13,19.13,19.13,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.08,19.08,19.08,0.0,0.0
2017-04-30,19.16,19.16,19.16,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2017-05-07,19.05,19.05,19.05,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2017-05-14,19.06,19.06,19.06,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2017-05-21,18.85,18.85,18.85,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2017-05-28,18.35,18.35,18.35,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.42,18.42,18.42,0.0,0.0
2017-06-04,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0
2017-06-11,18.35,18.35,18.35,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.3,18.3,18.3,0.0,0.0
2017-06-18,17.83,17.83,17.83,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.83,17.83,17.83,0.0,0.0,18.0,18.0,18.0,0.0,0.0
2017-06-25,19.05,19.05,19.05,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2017-07-02,19.5,19.5,19.5,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2017-07-09,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2017-07-16,18.95,18.95,18.95,0.0,0.0,19.38,19.38,19.38,0.0,0.0,18.95,18.95,18.95,0.0,0.0,19.38,19.38,19.38,0.0,0.0
2017-07-23,19.49,19.49,19.49,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.49,19.49,19.49,0.0,0.0
2017-07-30,19.12,19.12,19.12,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.12,19.12,19.12,0.0,0.0
2017-08-06,18.1,18.1,18.1,0.0,0.0,18.1,18.1,18.1,0.0,0.0,18.1,18.1,18.1,0.0,0.0,18.1,18.1,18.1,0.0,0.0
2017-08-13,16.46,16.46,16.46,0.0,0.0,17.58,17.58,17.58,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.83,16.83,16.83,0.0,0.0
2017-08-20,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0
2017-08-27,18.99,18.99,18.99,0.0,0.0,18.99,18.99,18.99,0.0,0.0,18.99,18.99,18.99,0.0,0.0,18.99,18.99,18.99,0.0,0.0
2017-09-03,18.55,18.55,18.55,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0
2017-09-10,16.65,16.65,16.65,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.65,16.65,16.65,0.0,0.0
2017-09-17,17.98,17.98,17.98,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.98,17.98,17.98,0.0,0.0,18.0,18.0,18.0,0.0,0.0
2017-09-24,18.06,18.06,18.06,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.18,18.18,18.18,0.0,0.0
2017-10-01,18.48,18.48,18.48,0.0,0.0,19.25,19.25,19.25,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.86,18.86,18.86,0.0,0.0
2017-10-08,16.9,16.9,16.9,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.9,16.9,16.9,0.0,0.0
2017-10-15,17.82,17.82,17.82,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.82,17.82,17.82,0.0,0.0
2017-10-22,17.96,17.96,17.96,0.0,0.0,18.02,18.02,18.02,0.0,0.0,17.96,17.96,17.96,0.0,0.0,18.02,18.02,18.02,0.0,0.0
2017-10-29,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2017-11-05,17.89,17.89,17.89,0.0,0.0,18.05,18.05,18.05,0.0,0.0,17.89,17.89,17.89,0.0,0.0,18.05,18.05,18.05,0.0,0.0
2017-11-12,18.05,18.05,18.05,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.05,18.05,18.05,0.0,0.0
2017-11-19,18.13,18.13,18.13,0.0,0.0,18.13,18.13,18.13,0.0,0.0,18.13,18.13,18.13,0.0,0.0,18.13,18.13,18.13,0.0,0.0
2017-11-26,18.03,18.03,18.03,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.03,18.03,18.03,0.0,0.0,18.14,18.14,18.14,0.0,0.0
2017-12-03,17.6,17.6,17.6,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.5,17.5,17.5,0.0,0.0
2017-12-10,17.61,17.61,17.61,0.0,0.0,17.61,17.61,17.61,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.41,17.41,17.41,0.0,0.0
2017-12-17,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0
2017-12-24,18.02,18.02,18.02,0.0,0.0,18.02,18.02,18.02,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.97,17.97,17.97,0.0,0.0
2017-12-31,17.97,17.97,17.97,0.0,0.0,18.1,18.1,18.1,0.0,0.0,17.94,17.94,17.94,0.0,0.0,18.1,18.1,18.1,0.0,0.0
