Date,SPDR Solactive Canada_etf_Open_average,SPDR Solactive Canada_etf_Open_max,SPDR Solactive Canada_etf_Open_min,SPDR Solactive Canada_etf_Open_volatility,SPDR Solactive Canada_etf_Open_change,SPDR Solactive Canada_etf_High_average,SPDR Solactive Canada_etf_High_max,SPDR Solactive Canada_etf_High_min,SPDR Solactive Canada_etf_High_volatility,SPDR Solactive Canada_etf_High_change,SPDR Solactive Canada_etf_Low_average,SPDR Solactive Canada_etf_Low_max,SPDR Solactive Canada_etf_Low_min,SPDR Solactive Canada_etf_Low_volatility,SPDR Solactive Canada_etf_Low_change,SPDR Solactive Canada_etf_Close_average,SPDR Solactive Canada_etf_Close_max,SPDR Solactive Canada_etf_Close_min,SPDR Solactive Canada_etf_Close_volatility,SPDR Solactive Canada_etf_Close_change
2016-01-03,41.92,41.92,41.92,0.0,0.0,42.03,42.03,42.03,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.89,41.89,41.89,0.0,0.0
2016-01-10,39.67,39.67,39.67,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.79,39.79,39.79,0.0,0.0
2016-01-17,41.69,41.69,41.69,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2016-01-24,43.08,43.08,43.08,0.0,0.0,43.36,43.36,43.36,0.0,0.0,42.8,42.8,42.8,0.0,0.0,43.36,43.36,43.36,0.0,0.0
2016-01-31,43.69,43.69,43.69,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.51,43.51,43.51,0.0,0.0
2016-02-07,42.45,42.45,42.45,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2016-02-14,44.22,44.22,44.22,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.51,44.51,44.51,0.0,0.0
2016-02-21,45.46,45.46,45.46,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2016-02-28,46.97,46.97,46.97,0.0,0.0,47.5,47.5,47.5,0.0,0.0,46.97,46.97,46.97,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2016-03-06,48.77,48.77,48.77,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2016-03-13,50.41,50.41,50.41,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2016-03-20,48.5,48.5,48.5,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2016-03-27,49.81,49.81,49.81,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2016-04-03,49.62,49.62,49.62,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2016-04-10,50.78,50.78,50.78,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2016-04-17,52.32,52.32,52.32,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2016-04-24,53.08,53.08,53.08,0.0,0.0,53.08,53.08,53.08,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2016-05-01,50.32,50.32,50.32,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2016-05-08,50.64,50.64,50.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2016-05-15,50.35,50.35,50.35,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2016-05-22,51.4,51.4,51.4,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2016-05-29,51.05,51.05,51.05,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2016-06-05,52.16,52.16,52.16,0.0,0.0,52.16,52.16,52.16,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.82,51.82,51.82,0.0,0.0
2016-06-12,50.5,50.5,50.5,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2016-06-19,49.85,49.85,49.85,0.0,0.0,50.38,50.38,50.38,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2016-06-26,50.3,50.3,50.3,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2016-07-03,50.74,50.74,50.74,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2016-07-10,52.08,52.08,52.08,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2016-07-17,51.95,51.95,51.95,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2016-07-24,51.99,51.99,51.99,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.99,51.99,51.99,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2016-07-31,51.62,51.62,51.62,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.69,51.69,51.69,0.0,0.0
2016-08-07,52.81,52.81,52.81,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2016-08-14,52.75,52.75,52.75,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.91,52.91,52.91,0.0,0.0
2016-08-21,53.01,53.01,53.01,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2016-08-28,53.55,53.55,53.55,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2016-09-04,52.7,52.7,52.7,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2016-09-11,51.35,51.35,51.35,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.43,51.43,51.43,0.0,0.0
2016-09-18,52.76,52.76,52.76,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2016-09-25,53.03,53.03,53.03,0.0,0.0,53.03,53.03,53.03,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.93,52.93,52.93,0.0,0.0
2016-10-02,52.11,52.11,52.11,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.11,52.11,52.11,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2016-10-09,52.46,52.46,52.46,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2016-10-16,53.03,53.03,53.03,0.0,0.0,53.03,53.03,53.03,0.0,0.0,52.98,52.98,52.98,0.0,0.0,52.98,52.98,52.98,0.0,0.0
2016-10-23,52.28,52.28,52.28,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.04,52.04,52.04,0.0,0.0
2016-10-30,51.17,51.17,51.17,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2016-11-06,51.11,51.11,51.11,0.0,0.0,51.17,51.17,51.17,0.0,0.0,50.94,50.94,50.94,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2016-11-13,51.93,51.93,51.93,0.0,0.0,52.06,52.06,52.06,0.0,0.0,51.87,51.87,51.87,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2016-11-20,52.84,52.84,52.84,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.82,52.82,52.82,0.0,0.0
2016-11-27,53.45,53.45,53.45,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.53,53.53,53.53,0.0,0.0
2016-12-04,54.94,54.94,54.94,0.0,0.0,55.06,55.06,55.06,0.0,0.0,54.91,54.91,54.91,0.0,0.0,55.01,55.01,55.01,0.0,0.0
2016-12-11,53.54,53.54,53.54,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2016-12-18,53.36,53.36,53.36,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.31,53.31,53.31,0.0,0.0
2016-12-25,53.64,53.64,53.64,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.46,53.46,53.46,0.0,0.0
2017-01-01,54.96,54.96,54.96,0.0,0.0,54.96,54.96,54.96,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.63,54.63,54.63,0.0,0.0
2017-01-08,55.02,55.02,55.02,0.0,0.0,55.06,55.06,55.06,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.06,55.06,55.06,0.0,0.0
2017-01-15,54.18,54.18,54.18,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.36,54.36,54.36,0.0,0.0
2017-01-22,55.48,55.48,55.48,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.4,55.4,55.4,0.0,0.0
2017-01-29,55.28,55.28,55.28,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2017-02-05,55.57,55.57,55.57,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2017-02-12,56.22,56.22,56.22,0.0,0.0,56.22,56.22,56.22,0.0,0.0,56.16,56.16,56.16,0.0,0.0,56.2,56.2,56.2,0.0,0.0
2017-02-19,55.53,55.53,55.53,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.53,55.53,55.53,0.0,0.0
2017-02-26,54.28,54.28,54.28,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.5,54.5,54.5,0.0,0.0
2017-03-05,54.33,54.33,54.33,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.06,54.06,54.06,0.0,0.0,54.18,54.18,54.18,0.0,0.0
2017-03-12,55.0,55.0,55.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.61,54.61,54.61,0.0,0.0
2017-03-19,54.27,54.27,54.27,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.33,54.33,54.33,0.0,0.0
2017-03-26,54.93,54.93,54.93,0.0,0.0,55.03,55.03,55.03,0.0,0.0,54.86,54.86,54.86,0.0,0.0,55.02,55.02,55.02,0.0,0.0
2017-04-02,54.63,54.63,54.63,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.62,54.62,54.62,0.0,0.0
2017-04-09,54.82,54.82,54.82,0.0,0.0,55.07,55.07,55.07,0.0,0.0,54.82,54.82,54.82,0.0,0.0,55.07,55.07,55.07,0.0,0.0
2017-04-16,54.21,54.21,54.21,0.0,0.0,54.21,54.21,54.21,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.19,54.19,54.19,0.0,0.0
2017-04-23,54.05,54.05,54.05,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.05,54.05,54.05,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2017-04-30,53.75,53.75,53.75,0.0,0.0,54.15,54.15,54.15,0.0,0.0,53.75,53.75,53.75,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2017-05-07,53.67,53.67,53.67,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.62,53.62,53.62,0.0,0.0
2017-05-14,53.0,53.0,53.0,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2017-05-21,54.06,54.06,54.06,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.06,54.06,54.06,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2017-05-28,54.69,54.69,54.69,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2017-06-04,54.97,54.97,54.97,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.98,54.98,54.98,0.0,0.0
2017-06-11,54.37,54.37,54.37,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.48,54.48,54.48,0.0,0.0
