Date,HLXStock_Open_average,HLXStock_Open_max,HLXStock_Open_min,HLXStock_Open_volatility,HLXStock_Open_change,HLXStock_High_average,HLXStock_High_max,HLXStock_High_min,HLXStock_High_volatility,HLXStock_High_change,HLXStock_Low_average,HLXStock_Low_max,HLXStock_Low_min,HLXStock_Low_volatility,HLXStock_Low_change,HLXStock_Close_average,HLXStock_Close_max,HLXStock_Close_min,HLXStock_Close_volatility,HLXStock_Close_change,HLXStock_Volume_average,HLXStock_Volume_max,HLXStock_Volume_min,HLXStock_Volume_volatility,HLXStock_Volume_change
2016-01-03,5.05,5.37,4.81,0.5600000000000005,-0.3899999999999997,5.14,5.42,4.87,0.5499999999999998,-0.5499999999999998,4.91,5.19,4.6,0.5900000000000007,-0.5300000000000002,5.038,5.37,4.78,0.5899999999999999,-0.54,1447426,2221128,941415,1279713,612720
2016-01-10,4.422,4.83,3.84,0.9900000000000002,-0.9900000000000002,4.482,4.84,3.93,0.9099999999999997,-0.9099999999999997,4.038,4.59,3.52,1.0699999999999998,-1.0699999999999998,4.206,4.68,3.71,0.9699999999999998,-0.9699999999999998,1244141,2301261,807820,1493441,474055
2016-01-17,3.4775,3.7,3.05,0.6500000000000004,0.0,3.69,3.86,3.45,0.4099999999999997,0.10000000000000009,3.16,3.34,2.83,0.5099999999999998,0.18999999999999995,3.4,3.54,3.18,0.3599999999999999,0.3599999999999999,1953232,2737117,1314040,1423077,1423077
2016-01-24,3.538,3.8,3.37,0.4299999999999997,0.1299999999999999,3.736,4.04,3.47,0.5699999999999998,0.5699999999999998,3.362,3.47,3.19,0.28000000000000025,0.27,3.594,4.03,3.28,0.7500000000000004,0.7500000000000004,1450878,2225134,720001,1505133,373902
2016-01-31,3.844,3.92,3.72,0.19999999999999973,-0.040000000000000036,4.008,4.2,3.8,0.40000000000000036,0.17000000000000082,3.682,3.83,3.42,0.41000000000000014,0.020000000000000018,3.838,3.97,3.65,0.3200000000000003,-0.13000000000000034,1121250,1579900,775511,804389,204838
2016-02-07,3.216,3.73,2.74,0.9899999999999998,-0.9899999999999998,3.262,3.74,2.93,0.81,-0.7800000000000002,2.94,3.31,2.6,0.71,-0.71,3.004,3.45,2.63,0.8200000000000003,-0.8200000000000003,1263059,1821974,734072,1087902,410696
2016-02-14,3.05,3.21,2.82,0.3900000000000001,0.29000000000000004,3.1975,3.28,3.1,0.17999999999999972,0.04999999999999982,2.915,3.05,2.8,0.25,0.010000000000000231,3.0475,3.18,2.82,0.3600000000000003,-0.20000000000000018,1282525,1548416,1089480,458936,-228521
2016-02-21,3.258,3.44,2.93,0.5099999999999998,0.5099999999999998,3.588,3.9,3.21,0.69,0.52,3.074,3.43,2.86,0.5700000000000003,0.5700000000000003,3.402,3.61,2.96,0.6499999999999999,0.6200000000000001,2031276,3531596,1187053,2344543,-705710
2016-02-28,4.224,4.79,3.61,1.1800000000000002,1.1800000000000002,4.554,5.24,3.92,1.3200000000000003,1.3200000000000003,4.068,4.45,3.53,0.9200000000000004,0.9200000000000004,4.3759999999999994,4.72,3.9,0.8199999999999998,0.6499999999999999,2002521,2972872,1201812,1771060,1226506
2016-03-06,4.828,5.25,4.55,0.7000000000000002,0.23000000000000043,5.148,5.41,4.82,0.5899999999999999,-0.2400000000000002,4.548,4.62,4.46,0.16000000000000014,0.10000000000000053,4.932,5.4,4.63,0.7700000000000005,-0.3200000000000003,1876090,3434242,1221831,2212411,-2052308
