Date,First Trust Canada AlphaDEXEtf_Open_average,First Trust Canada AlphaDEXEtf_Open_max,First Trust Canada AlphaDEXEtf_Open_min,First Trust Canada AlphaDEXEtf_Open_volatility,First Trust Canada AlphaDEXEtf_Open_change,First Trust Canada AlphaDEXEtf_High_average,First Trust Canada AlphaDEXEtf_High_max,First Trust Canada AlphaDEXEtf_High_min,First Trust Canada AlphaDEXEtf_High_volatility,First Trust Canada AlphaDEXEtf_High_change,First Trust Canada AlphaDEXEtf_Low_average,First Trust Canada AlphaDEXEtf_Low_max,First Trust Canada AlphaDEXEtf_Low_min,First Trust Canada AlphaDEXEtf_Low_volatility,First Trust Canada AlphaDEXEtf_Low_change,First Trust Canada AlphaDEXEtf_Close_average,First Trust Canada AlphaDEXEtf_Close_max,First Trust Canada AlphaDEXEtf_Close_min,First Trust Canada AlphaDEXEtf_Close_volatility,First Trust Canada AlphaDEXEtf_Close_change
2016-01-03,19.39,19.39,19.39,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2016-01-10,18.09,18.09,18.09,0.0,0.0,18.13,18.13,18.13,0.0,0.0,18.08,18.08,18.08,0.0,0.0,18.13,18.13,18.13,0.0,0.0
2016-01-17,18.87,18.87,18.87,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.87,18.87,18.87,0.0,0.0,19.0,19.0,19.0,0.0,0.0
2016-01-24,19.46,19.46,19.46,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.46,19.46,19.46,0.0,0.0
2016-01-31,19.41,19.41,19.41,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.47,19.47,19.47,0.0,0.0
2016-02-07,18.81,18.81,18.81,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2016-02-14,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2016-02-21,19.85,19.85,19.85,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2016-02-28,21.77,21.77,21.77,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2016-03-06,22.31,22.31,22.31,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2016-03-13,22.8,22.8,22.8,0.0,0.0,23.05,23.05,23.05,0.0,0.0,22.8,22.8,22.8,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2016-03-20,21.82,21.82,21.82,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.96,21.96,21.96,0.0,0.0
2016-03-27,22.41,22.41,22.41,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.38,22.38,22.38,0.0,0.0
2016-04-03,21.93,21.93,21.93,0.0,0.0,21.99,21.99,21.99,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.99,21.99,21.99,0.0,0.0
2016-04-10,22.67,22.67,22.67,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.66,22.66,22.66,0.0,0.0
2016-04-17,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2016-04-24,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.92,23.92,23.92,0.0,0.0
