Date,WisdomTree Emerging Markets Local Debt_etf_Open_average,WisdomTree Emerging Markets Local Debt_etf_Open_max,WisdomTree Emerging Markets Local Debt_etf_Open_min,WisdomTree Emerging Markets Local Debt_etf_Open_volatility,WisdomTree Emerging Markets Local Debt_etf_Open_change,WisdomTree Emerging Markets Local Debt_etf_High_average,WisdomTree Emerging Markets Local Debt_etf_High_max,WisdomTree Emerging Markets Local Debt_etf_High_min,WisdomTree Emerging Markets Local Debt_etf_High_volatility,WisdomTree Emerging Markets Local Debt_etf_High_change,WisdomTree Emerging Markets Local Debt_etf_Low_average,WisdomTree Emerging Markets Local Debt_etf_Low_max,WisdomTree Emerging Markets Local Debt_etf_Low_min,WisdomTree Emerging Markets Local Debt_etf_Low_volatility,WisdomTree Emerging Markets Local Debt_etf_Low_change,WisdomTree Emerging Markets Local Debt_etf_Close_average,WisdomTree Emerging Markets Local Debt_etf_Close_max,WisdomTree Emerging Markets Local Debt_etf_Close_min,WisdomTree Emerging Markets Local Debt_etf_Close_volatility,WisdomTree Emerging Markets Local Debt_etf_Close_change
2016-05-29,36.27,36.27,36.27,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2016-06-05,36.76,36.76,36.76,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2016-06-12,36.6,36.6,36.6,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2016-06-19,36.45,36.45,36.45,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.3,36.3,36.3,0.0,0.0
2016-06-26,37.72,37.72,37.72,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2016-07-03,37.45,37.45,37.45,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2016-07-10,37.91,37.91,37.91,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.83,37.83,37.83,0.0,0.0
2016-07-17,37.57,37.57,37.57,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2016-07-24,37.47,37.47,37.47,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2016-07-31,37.74,37.74,37.74,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2016-08-07,38.6,38.6,38.6,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.42,38.42,38.42,0.0,0.0
2016-08-14,38.6,38.6,38.6,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2016-08-21,38.13,38.13,38.13,0.0,0.0,38.28,38.28,38.28,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2016-08-28,37.69,37.69,37.69,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2016-09-04,37.88,37.88,37.88,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2016-09-11,37.48,37.48,37.48,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2016-09-18,38.23,38.23,38.23,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2016-09-25,38.06,38.06,38.06,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2016-10-02,38.12,38.12,38.12,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.9,37.9,37.9,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2016-10-09,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2016-10-16,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2016-10-23,37.51,37.51,37.51,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2016-10-30,37.3,37.3,37.3,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2016-11-06,34.77,34.77,34.77,0.0,0.0,35.43,35.43,35.43,0.0,0.0,34.57,34.57,34.57,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2016-11-13,35.34,35.34,35.34,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2016-11-20,34.92,34.92,34.92,0.0,0.0,35.08,35.08,35.08,0.0,0.0,34.9,34.9,34.9,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2016-11-27,34.9,34.9,34.9,0.0,0.0,35.09,35.09,35.09,0.0,0.0,34.9,34.9,34.9,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2016-12-04,35.55,35.55,35.55,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2016-12-11,35.23,35.23,35.23,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.29,35.29,35.29,0.0,0.0
2016-12-18,35.44,35.44,35.44,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.54,35.54,35.54,0.0,0.0
2016-12-25,35.95,35.95,35.95,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2017-01-01,36.06,36.06,36.06,0.0,0.0,36.09,36.09,36.09,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.96,35.96,35.96,0.0,0.0
2017-01-08,36.13,36.13,36.13,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2017-01-15,36.18,36.18,36.18,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.18,36.18,36.18,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2017-01-22,36.39,36.39,36.39,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2017-01-29,36.98,36.98,36.98,0.0,0.0,37.14,37.14,37.14,0.0,0.0,36.85,36.85,36.85,0.0,0.0,37.08,37.08,37.08,0.0,0.0
2017-02-05,37.04,37.04,37.04,0.0,0.0,37.11,37.11,37.11,0.0,0.0,36.94,36.94,36.94,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2017-02-12,36.88,36.88,36.88,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2017-02-19,37.25,37.25,37.25,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.07,37.07,37.07,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2017-02-26,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.86,36.86,36.86,0.0,0.0
2017-03-05,36.76,36.76,36.76,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2017-03-12,37.53,37.53,37.53,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2017-03-19,37.8,37.8,37.8,0.0,0.0,38.07,38.07,38.07,0.0,0.0,37.8,37.8,37.8,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2017-03-26,37.63,37.63,37.63,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2017-04-02,37.57,37.57,37.57,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2017-04-09,37.77,37.77,37.77,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2017-04-16,37.85,37.85,37.85,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2017-04-23,37.73,37.73,37.73,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2017-04-30,37.62,37.62,37.62,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2017-05-07,37.87,37.87,37.87,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2017-05-14,37.68,37.68,37.68,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.85,37.85,37.85,0.0,0.0
2017-05-21,38.04,38.04,38.04,0.0,0.0,38.14,38.14,38.14,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2017-05-28,38.31,38.31,38.31,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2017-06-04,38.35,38.35,38.35,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2017-06-11,38.33,38.33,38.33,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.46,38.46,38.46,0.0,0.0
2017-06-18,38.12,38.12,38.12,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2017-06-25,37.98,37.98,37.98,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2017-07-02,37.49,37.49,37.49,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2017-07-09,38.4,38.4,38.4,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2017-07-16,38.65,38.65,38.65,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2017-07-23,38.39,38.39,38.39,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2017-07-30,38.65,38.65,38.65,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2017-08-06,38.32,38.32,38.32,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.33,38.33,38.33,0.0,0.0
2017-08-13,38.56,38.56,38.56,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.63,38.63,38.63,0.0,0.0
2017-08-20,38.76,38.76,38.76,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2017-08-27,39.16,39.16,39.16,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2017-09-03,39.6,39.6,39.6,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.51,39.51,39.51,0.0,0.0
2017-09-10,39.49,39.49,39.49,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2017-09-17,39.28,39.28,39.28,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2017-09-24,38.82,38.82,38.82,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2017-10-01,38.38,38.38,38.38,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2017-10-08,38.63,38.63,38.63,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2017-10-15,38.44,38.44,38.44,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2017-10-22,37.56,37.56,37.56,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2017-10-29,37.81,37.81,37.81,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2017-11-05,37.56,37.56,37.56,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.64,37.64,37.64,0.0,0.0
2017-11-12,37.74,37.74,37.74,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2017-11-19,38.03,38.03,38.03,0.0,0.0,38.2,38.2,38.2,0.0,0.0,37.94,37.94,37.94,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2017-11-26,38.01,38.01,38.01,0.0,0.0,38.12,38.12,38.12,0.0,0.0,37.94,37.94,37.94,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2017-12-03,38.06,38.06,38.06,0.0,0.0,38.11,38.11,38.11,0.0,0.0,37.97,37.97,37.97,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2017-12-10,38.11,38.11,38.11,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2017-12-17,38.31,38.31,38.31,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2017-12-24,38.38,38.38,38.38,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2017-12-31,39.24,39.24,39.24,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.04,39.04,39.04,0.0,0.0,39.16,39.16,39.16,0.0,0.0
