Date,LCTX_stock_Open_average,LCTX_stock_Open_max,LCTX_stock_Open_min,LCTX_stock_Open_volatility,LCTX_stock_Open_change,LCTX_stock_High_average,LCTX_stock_High_max,LCTX_stock_High_min,LCTX_stock_High_volatility,LCTX_stock_High_change,LCTX_stock_Low_average,LCTX_stock_Low_max,LCTX_stock_Low_min,LCTX_stock_Low_volatility,LCTX_stock_Low_change,LCTX_stock_Close_average,LCTX_stock_Close_max,LCTX_stock_Close_min,LCTX_stock_Close_volatility,LCTX_stock_Close_change,LCTX_stock_Volume_average,LCTX_stock_Volume_max,LCTX_stock_Volume_min,LCTX_stock_Volume_volatility,LCTX_stock_Volume_change
2016-01-03,3.47,3.85,3.14,0.71,-0.6600000000000001,3.526,3.88,3.23,0.6499999999999999,-0.6499999999999999,3.298,3.57,2.95,0.6199999999999997,-0.6199999999999997,3.348,3.68,2.99,0.69,-0.69,53706,106453,24468,81985,-68335
2016-01-10,2.726,2.97,2.52,0.4500000000000002,-0.4400000000000004,2.812,3.0,2.63,0.3700000000000001,-0.3700000000000001,2.556,2.72,2.45,0.27,-0.1200000000000001,2.704,2.85,2.6,0.25,-0.22999999999999998,66992,91478,47960,43518,-31160
2016-01-17,2.5,2.7,2.33,0.3700000000000001,-0.14000000000000012,2.59,2.7,2.53,0.17000000000000037,-0.11000000000000032,2.37,2.49,2.3,0.1900000000000004,0.11000000000000032,2.5175,2.57,2.48,0.08999999999999986,0.08999999999999986,58305,93861,42059,51802,3252
2016-01-24,2.468,2.59,2.31,0.2799999999999998,-0.23999999999999977,2.52,2.62,2.43,0.18999999999999995,-0.18000000000000016,2.376,2.53,2.3,0.22999999999999998,-0.21999999999999975,2.444,2.56,2.34,0.2200000000000002,-0.14000000000000012,30181,42522,18203,24319,20301
2016-01-31,2.342,2.39,2.28,0.11000000000000032,-0.11000000000000032,2.38,2.48,2.28,0.20000000000000018,-0.15000000000000036,2.262,2.35,2.18,0.16999999999999993,-0.1299999999999999,2.31,2.4,2.19,0.20999999999999996,-0.20999999999999996,34321,76592,17109,59483,48174
2016-02-07,2.108,2.15,2.06,0.08999999999999986,0.0,2.184,2.22,2.16,0.06000000000000005,0.040000000000000036,2.06,2.1,2.03,0.07000000000000028,0.07000000000000028,2.124,2.15,2.08,0.06999999999999984,0.020000000000000018,28029,46377,13357,33020,-7063
2016-02-14,2.2725,2.44,2.16,0.2799999999999998,0.04999999999999982,2.355,2.45,2.25,0.20000000000000018,-0.029999999999999805,2.195,2.28,2.16,0.11999999999999966,0.009999999999999787,2.265,2.39,2.19,0.20000000000000018,-0.08999999999999986,46824,69425,24268,45157,45157
2016-02-21,2.33,2.42,2.24,0.17999999999999972,0.09999999999999964,2.356,2.42,2.31,0.10999999999999988,0.040000000000000036,2.25,2.3,2.2,0.09999999999999964,0.09999999999999964,2.324,2.36,2.27,0.08999999999999986,0.08000000000000007,23306,34020,9379,24641,-15204
2016-02-28,2.54,2.73,2.3,0.43000000000000016,0.43000000000000016,2.696,2.95,2.37,0.5800000000000001,0.5800000000000001,2.492,2.67,2.3,0.3700000000000001,0.3700000000000001,2.634,2.85,2.3,0.5500000000000003,0.5500000000000003,41175,61754,20146,41608,12951
2016-03-06,2.762,2.91,2.58,0.33000000000000007,-0.2799999999999998,2.822,2.94,2.65,0.29000000000000004,-0.29000000000000004,2.664,2.83,2.55,0.28000000000000025,-0.28000000000000025,2.702,2.85,2.58,0.27,-0.20000000000000018,30484,37150,26315,10835,-2735
