Date,PSX_stock_Open_average,PSX_stock_Open_max,PSX_stock_Open_min,PSX_stock_Open_volatility,PSX_stock_Open_change,PSX_stock_High_average,PSX_stock_High_max,PSX_stock_High_min,PSX_stock_High_volatility,PSX_stock_High_change,PSX_stock_Low_average,PSX_stock_Low_max,PSX_stock_Low_min,PSX_stock_Low_volatility,PSX_stock_Low_change,PSX_stock_Close_average,PSX_stock_Close_max,PSX_stock_Close_min,PSX_stock_Close_volatility,PSX_stock_Close_change,PSX_stock_Volume_average,PSX_stock_Volume_max,PSX_stock_Volume_min,PSX_stock_Volume_volatility,PSX_stock_Volume_change
2016-01-03,78.858,81.21,76.67,4.539999999999992,-4.289999999999992,79.674,81.89,77.18,4.709999999999994,-4.709999999999994,77.622,80.05,75.15,4.8999999999999915,-4.209999999999994,78.154,81.0,75.21,5.790000000000006,-4.8700000000000045,4548514,6357978,2849946,3508032,2758523
2016-01-10,76.866,78.91,75.86,3.049999999999997,1.0600000000000023,78.7,80.08,77.51,2.569999999999993,1.0899999999999892,75.168,76.61,74.32,2.2900000000000063,2.239999999999995,77.4,79.28,75.25,4.030000000000001,2.289999999999992,5386597,6500193,4355962,2144231,987218
2016-01-17,78.11,80.38,76.71,3.6700000000000017,-1.9299999999999926,79.245,80.9,77.23,3.6700000000000017,0.2600000000000051,76.435,77.6,75.29,2.309999999999988,0.11999999999999034,77.9175,80.03,76.04,3.989999999999995,1.3599999999999994,4535114,5169864,4035575,1134289,-538761
2016-01-24,78.092,79.24,76.91,2.3299999999999983,-0.9699999999999989,79.508,80.23,77.8,2.430000000000007,0.4900000000000091,76.316,77.0,75.8,1.2000000000000028,-0.37000000000000455,78.114,80.15,76.23,3.9200000000000017,3.9200000000000017,4968557,7448393,3177606,4270787,3174694
2016-01-31,79.298,79.68,78.58,1.1000000000000085,-0.05000000000001137,80.288,80.92,79.44,1.480000000000004,-0.1799999999999926,77.78,78.6,76.76,1.8399999999999892,0.10000000000000853,79.05799999999999,79.88,78.33,1.5499999999999972,-1.1500000000000057,5285749,7337489,4295444,3042045,162675
2016-02-07,75.53,78.33,73.53,4.799999999999997,-4.329999999999998,76.482,78.33,75.04,3.289999999999992,-3.010000000000005,73.644,74.67,71.74,2.930000000000007,0.5400000000000063,75.022,76.28,72.9,3.3799999999999955,-1.0799999999999983,5992060,7979823,4217731,3762092,-3762092
2016-02-14,78.985,81.34,76.76,4.579999999999998,1.9899999999999949,80.275,81.75,78.28,3.469999999999999,1.9000000000000057,78.005,78.89,75.86,3.030000000000001,2.530000000000001,79.5925,80.59,78.25,2.3400000000000034,1.8400000000000034,4484523,5690327,3173455,2516872,-2516872
2016-02-21,79.548,81.05,77.52,3.530000000000001,-1.5300000000000011,80.14,81.42,79.15,2.269999999999996,-1.230000000000004,78.506,80.11,77.35,2.760000000000005,-1.1899999999999977,79.276,80.87,78.56,2.3100000000000023,-1.7700000000000102,3211186,3667194,2490116,1177078,-787943
2016-02-28,82.8,86.5,79.4,7.099999999999994,7.099999999999994,84.398,86.6,80.38,6.219999999999999,6.219999999999999,82.172,84.84,78.93,5.909999999999997,5.909999999999997,83.848,86.09,79.39,6.700000000000003,6.390000000000001,3888644,6029010,2891051,3137959,-215344
2016-03-06,86.02199999999999,86.89,85.38,1.5100000000000051,0.8700000000000045,87.122,87.83,86.07,1.7600000000000051,-1.0999999999999943,84.85,85.2,84.12,1.0799999999999983,0.04000000000000625,86.032,87.41,84.8,2.6099999999999994,-0.9799999999999898,3142447,3741780,2464552,1277228,-827065
