Date,WisdomTree International MidCap Dividend_etf_Open_average,WisdomTree International MidCap Dividend_etf_Open_max,WisdomTree International MidCap Dividend_etf_Open_min,WisdomTree International MidCap Dividend_etf_Open_volatility,WisdomTree International MidCap Dividend_etf_Open_change,WisdomTree International MidCap Dividend_etf_High_average,WisdomTree International MidCap Dividend_etf_High_max,WisdomTree International MidCap Dividend_etf_High_min,WisdomTree International MidCap Dividend_etf_High_volatility,WisdomTree International MidCap Dividend_etf_High_change,WisdomTree International MidCap Dividend_etf_Low_average,WisdomTree International MidCap Dividend_etf_Low_max,WisdomTree International MidCap Dividend_etf_Low_min,WisdomTree International MidCap Dividend_etf_Low_volatility,WisdomTree International MidCap Dividend_etf_Low_change,WisdomTree International MidCap Dividend_etf_Close_average,WisdomTree International MidCap Dividend_etf_Close_max,WisdomTree International MidCap Dividend_etf_Close_min,WisdomTree International MidCap Dividend_etf_Close_volatility,WisdomTree International MidCap Dividend_etf_Close_change
2016-01-03,52.91,52.91,52.91,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.22,52.22,52.22,0.0,0.0
2016-01-10,50.15,50.15,50.15,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2016-01-17,50.78,50.78,50.78,0.0,0.0,51.11,51.11,51.11,0.0,0.0,50.73,50.73,50.73,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2016-01-24,51.68,51.68,51.68,0.0,0.0,52.25,52.25,52.25,0.0,0.0,51.62,51.62,51.62,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2016-01-31,51.74,51.74,51.74,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2016-02-07,49.12,49.12,49.12,0.0,0.0,49.64,49.64,49.64,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2016-02-14,51.23,51.23,51.23,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2016-02-21,51.94,51.94,51.94,0.0,0.0,51.94,51.94,51.94,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2016-02-28,53.99,53.99,53.99,0.0,0.0,54.32,54.32,54.32,0.0,0.0,53.92,53.92,53.92,0.0,0.0,54.09,54.09,54.09,0.0,0.0
2016-03-06,54.52,54.52,54.52,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2016-03-13,55.42,55.42,55.42,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.45,55.45,55.45,0.0,0.0
2016-03-20,54.52,54.52,54.52,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.22,54.22,54.22,0.0,0.0
2016-03-27,54.7,54.7,54.7,0.0,0.0,55.09,55.09,55.09,0.0,0.0,54.7,54.7,54.7,0.0,0.0,55.09,55.09,55.09,0.0,0.0
2016-04-03,54.91,54.91,54.91,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.79,54.79,54.79,0.0,0.0
2016-04-10,56.24,56.24,56.24,0.0,0.0,56.29,56.29,56.29,0.0,0.0,56.05,56.05,56.05,0.0,0.0,56.18,56.18,56.18,0.0,0.0
2016-04-17,56.74,56.74,56.74,0.0,0.0,56.93,56.93,56.93,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.8,56.8,56.8,0.0,0.0
2016-04-24,56.6,56.6,56.6,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.08,56.08,56.08,0.0,0.0,56.08,56.08,56.08,0.0,0.0
2016-05-01,55.33,55.33,55.33,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.26,55.26,55.26,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2016-05-08,55.12,55.12,55.12,0.0,0.0,55.14,55.14,55.14,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2016-05-15,55.59,55.59,55.59,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.4,55.4,55.4,0.0,0.0
2016-05-22,56.37,56.37,56.37,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.2,56.2,56.2,0.0,0.0,56.32,56.32,56.32,0.0,0.0
2016-05-29,56.41,56.41,56.41,0.0,0.0,56.79,56.79,56.79,0.0,0.0,56.25,56.25,56.25,0.0,0.0,56.6,56.6,56.6,0.0,0.0
2016-06-05,55.7,55.7,55.7,0.0,0.0,55.7,55.7,55.7,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2016-06-12,54.29,54.29,54.29,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.05,54.05,54.05,0.0,0.0,54.57,54.57,54.57,0.0,0.0
2016-06-19,51.16,51.16,51.16,0.0,0.0,52.33,52.33,52.33,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.44,51.44,51.44,0.0,0.0
2016-06-26,52.8,52.8,52.8,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2016-07-03,51.71,51.71,51.71,0.0,0.0,51.92,51.92,51.92,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2016-07-10,53.9,53.9,53.9,0.0,0.0,53.94,53.94,53.94,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.84,53.84,53.84,0.0,0.0
2016-07-17,53.87,53.87,53.87,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.88,53.88,53.88,0.0,0.0
2016-07-24,55.03,55.03,55.03,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2016-07-31,54.83,54.83,54.83,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.77,54.77,54.77,0.0,0.0
2016-08-07,56.26,56.26,56.26,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.14,56.14,56.14,0.0,0.0,56.24,56.24,56.24,0.0,0.0
2016-08-14,55.85,55.85,55.85,0.0,0.0,56.29,56.29,56.29,0.0,0.0,55.85,55.85,55.85,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2016-08-21,56.33,56.33,56.33,0.0,0.0,56.51,56.51,56.51,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.69,55.69,55.69,0.0,0.0
2016-08-28,56.63,56.63,56.63,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.69,56.69,56.69,0.0,0.0
2016-09-04,56.8,56.8,56.8,0.0,0.0,56.8,56.8,56.8,0.0,0.0,56.17,56.17,56.17,0.0,0.0,56.23,56.23,56.23,0.0,0.0
2016-09-11,55.23,55.23,55.23,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2016-09-18,56.69,56.69,56.69,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.71,56.71,56.71,0.0,0.0
2016-09-25,55.91,55.91,55.91,0.0,0.0,56.22,56.22,56.22,0.0,0.0,55.85,55.85,55.85,0.0,0.0,56.07,56.07,56.07,0.0,0.0
2016-10-02,55.36,55.36,55.36,0.0,0.0,55.41,55.41,55.41,0.0,0.0,54.93,54.93,54.93,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2016-10-09,54.88,54.88,54.88,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2016-10-16,55.07,55.07,55.07,0.0,0.0,55.26,55.26,55.26,0.0,0.0,54.95,54.95,54.95,0.0,0.0,55.16,55.16,55.16,0.0,0.0
2016-10-23,54.94,54.94,54.94,0.0,0.0,55.18,55.18,55.18,0.0,0.0,54.87,54.87,54.87,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2016-10-30,54.53,54.53,54.53,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.19,54.19,54.19,0.0,0.0
2016-11-06,54.44,54.44,54.44,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2016-11-13,53.82,53.82,53.82,0.0,0.0,53.82,53.82,53.82,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.72,53.72,53.72,0.0,0.0
2016-11-20,54.23,54.23,54.23,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2016-11-27,54.19,54.19,54.19,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.14,54.14,54.14,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2016-12-04,55.98,55.98,55.98,0.0,0.0,56.07,56.07,56.07,0.0,0.0,55.84,55.84,55.84,0.0,0.0,56.05,56.05,56.05,0.0,0.0
2016-12-11,55.32,55.32,55.32,0.0,0.0,55.62,55.62,55.62,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.57,55.57,55.57,0.0,0.0
2016-12-18,55.09,55.09,55.09,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.06,55.06,55.06,0.0,0.0,55.22,55.22,55.22,0.0,0.0
2016-12-25,55.61,55.61,55.61,0.0,0.0,55.71,55.71,55.71,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.37,55.37,55.37,0.0,0.0
2017-01-01,56.49,56.49,56.49,0.0,0.0,56.59,56.59,56.59,0.0,0.0,56.43,56.43,56.43,0.0,0.0,56.55,56.55,56.55,0.0,0.0
2017-01-08,56.75,56.75,56.75,0.0,0.0,57.06,57.06,57.06,0.0,0.0,56.75,56.75,56.75,0.0,0.0,57.06,57.06,57.06,0.0,0.0
2017-01-15,56.91,56.91,56.91,0.0,0.0,57.0,57.0,57.0,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.96,56.96,56.96,0.0,0.0
2017-01-22,58.04,58.04,58.04,0.0,0.0,58.04,58.04,58.04,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.73,57.73,57.73,0.0,0.0
2017-01-29,58.01,58.01,58.01,0.0,0.0,58.18,58.18,58.18,0.0,0.0,57.88,57.88,57.88,0.0,0.0,58.13,58.13,58.13,0.0,0.0
2017-02-05,58.18,58.18,58.18,0.0,0.0,58.37,58.37,58.37,0.0,0.0,58.09,58.09,58.09,0.0,0.0,58.28,58.28,58.28,0.0,0.0
2017-02-12,58.2,58.2,58.2,0.0,0.0,58.42,58.42,58.42,0.0,0.0,58.09,58.09,58.09,0.0,0.0,58.4,58.4,58.4,0.0,0.0
2017-02-19,58.18,58.18,58.18,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.18,58.18,58.18,0.0,0.0,58.24,58.24,58.24,0.0,0.0
2017-02-26,58.48,58.48,58.48,0.0,0.0,58.83,58.83,58.83,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.83,58.83,58.83,0.0,0.0
2017-03-05,59.13,59.13,59.13,0.0,0.0,59.24,59.24,59.24,0.0,0.0,58.94,58.94,58.94,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2017-03-12,60.14,60.14,60.14,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.3,60.3,60.3,0.0,0.0
2017-03-19,59.97,59.97,59.97,0.0,0.0,60.29,60.29,60.29,0.0,0.0,59.97,59.97,59.97,0.0,0.0,60.02,60.02,60.02,0.0,0.0
2017-03-26,60.13,60.13,60.13,0.0,0.0,60.24,60.24,60.24,0.0,0.0,59.95,59.95,59.95,0.0,0.0,60.18,60.18,60.18,0.0,0.0
2017-04-02,59.87,59.87,59.87,0.0,0.0,60.07,60.07,60.07,0.0,0.0,59.85,59.85,59.85,0.0,0.0,59.95,59.95,59.95,0.0,0.0
2017-04-09,59.77,59.77,59.77,0.0,0.0,60.04,60.04,60.04,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.8,59.8,59.8,0.0,0.0
2017-04-16,60.28,60.28,60.28,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.22,60.22,60.22,0.0,0.0
2017-04-23,62.23,62.23,62.23,0.0,0.0,62.33,62.33,62.33,0.0,0.0,62.23,62.23,62.23,0.0,0.0,62.3,62.3,62.3,0.0,0.0
2017-04-30,63.36,63.36,63.36,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.33,63.33,63.33,0.0,0.0,63.8,63.8,63.8,0.0,0.0
2017-05-07,63.17,63.17,63.17,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.09,63.09,63.09,0.0,0.0,63.34,63.34,63.34,0.0,0.0
2017-05-14,63.71,63.71,63.71,0.0,0.0,64.03,64.03,64.03,0.0,0.0,63.71,63.71,63.71,0.0,0.0,64.02,64.02,64.02,0.0,0.0
2017-05-21,64.07,64.07,64.07,0.0,0.0,64.22,64.22,64.22,0.0,0.0,63.99,63.99,63.99,0.0,0.0,64.19,64.19,64.19,0.0,0.0
2017-05-28,65.16,65.16,65.16,0.0,0.0,65.46,65.46,65.46,0.0,0.0,65.11,65.11,65.11,0.0,0.0,65.44,65.44,65.44,0.0,0.0
2017-06-04,64.49,64.49,64.49,0.0,0.0,64.75,64.75,64.75,0.0,0.0,64.45,64.45,64.45,0.0,0.0,64.45,64.45,64.45,0.0,0.0
2017-06-11,64.4,64.4,64.4,0.0,0.0,64.73,64.73,64.73,0.0,0.0,64.35,64.35,64.35,0.0,0.0,64.73,64.73,64.73,0.0,0.0
2017-06-18,64.25,64.25,64.25,0.0,0.0,64.49,64.49,64.49,0.0,0.0,64.22,64.22,64.22,0.0,0.0,64.42,64.42,64.42,0.0,0.0
