Date,WisdomTree International MidCap Dividend_etf_Open_average,WisdomTree International MidCap Dividend_etf_Open_max,WisdomTree International MidCap Dividend_etf_Open_min,WisdomTree International MidCap Dividend_etf_Open_volatility,WisdomTree International MidCap Dividend_etf_Open_change,WisdomTree International MidCap Dividend_etf_High_average,WisdomTree International MidCap Dividend_etf_High_max,WisdomTree International MidCap Dividend_etf_High_min,WisdomTree International MidCap Dividend_etf_High_volatility,WisdomTree International MidCap Dividend_etf_High_change,WisdomTree International MidCap Dividend_etf_Low_average,WisdomTree International MidCap Dividend_etf_Low_max,WisdomTree International MidCap Dividend_etf_Low_min,WisdomTree International MidCap Dividend_etf_Low_volatility,WisdomTree International MidCap Dividend_etf_Low_change,WisdomTree International MidCap Dividend_etf_Close_average,WisdomTree International MidCap Dividend_etf_Close_max,WisdomTree International MidCap Dividend_etf_Close_min,WisdomTree International MidCap Dividend_etf_Close_volatility,WisdomTree International MidCap Dividend_etf_Close_change
2017-06-25,63.79,63.79,63.79,0.0,0.0,63.79,63.79,63.79,0.0,0.0,63.53,63.53,63.53,0.0,0.0,63.75,63.75,63.75,0.0,0.0
2017-07-02,63.2,63.2,63.2,0.0,0.0,63.45,63.45,63.45,0.0,0.0,63.06,63.06,63.06,0.0,0.0,63.42,63.42,63.42,0.0,0.0
2017-07-09,64.63,64.63,64.63,0.0,0.0,64.86,64.86,64.86,0.0,0.0,64.53,64.53,64.53,0.0,0.0,64.84,64.84,64.84,0.0,0.0
2017-07-16,65.14,65.14,65.14,0.0,0.0,65.15,65.15,65.15,0.0,0.0,64.9,64.9,64.9,0.0,0.0,65.13,65.13,65.13,0.0,0.0
2017-07-23,65.25,65.25,65.25,0.0,0.0,65.48,65.48,65.48,0.0,0.0,65.25,65.25,65.25,0.0,0.0,65.48,65.48,65.48,0.0,0.0
2017-07-30,66.14,66.14,66.14,0.0,0.0,66.16,66.16,66.16,0.0,0.0,66.02,66.02,66.02,0.0,0.0,66.14,66.14,66.14,0.0,0.0
2017-08-06,64.94,64.94,64.94,0.0,0.0,65.02,65.02,65.02,0.0,0.0,64.78,64.78,64.78,0.0,0.0,64.94,64.94,64.94,0.0,0.0
2017-08-13,65.03,65.03,65.03,0.0,0.0,65.14,65.14,65.14,0.0,0.0,64.96,64.96,64.96,0.0,0.0,65.12,65.12,65.12,0.0,0.0
2017-08-20,65.49,65.49,65.49,0.0,0.0,65.73,65.73,65.73,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.65,65.65,65.65,0.0,0.0
2017-08-27,66.02,66.02,66.02,0.0,0.0,66.02,66.02,66.02,0.0,0.0,65.81,65.81,65.81,0.0,0.0,65.85,65.85,65.85,0.0,0.0
2017-09-03,66.27,66.27,66.27,0.0,0.0,66.27,66.27,66.27,0.0,0.0,66.13,66.13,66.13,0.0,0.0,66.15,66.15,66.15,0.0,0.0
2017-09-10,66.4,66.4,66.4,0.0,0.0,66.45,66.45,66.45,0.0,0.0,66.31,66.31,66.31,0.0,0.0,66.45,66.45,66.45,0.0,0.0
2017-09-17,66.67,66.67,66.67,0.0,0.0,66.71,66.71,66.71,0.0,0.0,66.54,66.54,66.54,0.0,0.0,66.64,66.64,66.64,0.0,0.0
2017-09-24,66.21,66.21,66.21,0.0,0.0,66.38,66.38,66.38,0.0,0.0,66.04,66.04,66.04,0.0,0.0,66.33,66.33,66.33,0.0,0.0
2017-10-01,65.94,65.94,65.94,0.0,0.0,66.08,66.08,66.08,0.0,0.0,65.94,65.94,65.94,0.0,0.0,66.0,66.0,66.0,0.0,0.0
2017-10-08,67.52,67.52,67.52,0.0,0.0,67.58,67.58,67.58,0.0,0.0,67.49,67.49,67.49,0.0,0.0,67.5,67.5,67.5,0.0,0.0
2017-10-15,67.43,67.43,67.43,0.0,0.0,67.43,67.43,67.43,0.0,0.0,67.25,67.25,67.25,0.0,0.0,67.33,67.33,67.33,0.0,0.0
2017-10-22,67.12,67.12,67.12,0.0,0.0,67.25,67.25,67.25,0.0,0.0,66.97,66.97,66.97,0.0,0.0,67.25,67.25,67.25,0.0,0.0
2017-10-29,67.74,67.74,67.74,0.0,0.0,67.74,67.74,67.74,0.0,0.0,67.51,67.51,67.51,0.0,0.0,67.7,67.7,67.7,0.0,0.0
2017-11-05,67.2,67.2,67.2,0.0,0.0,67.2,67.2,67.2,0.0,0.0,67.05,67.05,67.05,0.0,0.0,67.16,67.16,67.16,0.0,0.0
2017-11-12,66.81,66.81,66.81,0.0,0.0,66.98,66.98,66.98,0.0,0.0,66.81,66.81,66.81,0.0,0.0,66.93,66.93,66.93,0.0,0.0
2017-11-19,67.9,67.9,67.9,0.0,0.0,67.93,67.93,67.93,0.0,0.0,67.85,67.85,67.85,0.0,0.0,67.85,67.85,67.85,0.0,0.0
2017-11-26,68.06,68.06,68.06,0.0,0.0,68.1,68.1,68.1,0.0,0.0,67.92,67.92,67.92,0.0,0.0,68.1,68.1,68.1,0.0,0.0
2017-12-03,67.99,67.99,67.99,0.0,0.0,68.05,68.05,68.05,0.0,0.0,67.89,67.89,67.89,0.0,0.0,67.91,67.91,67.91,0.0,0.0
2017-12-10,67.97,67.97,67.97,0.0,0.0,68.31,68.31,68.31,0.0,0.0,67.92,67.92,67.92,0.0,0.0,68.21,68.21,68.21,0.0,0.0
2017-12-17,68.86,68.86,68.86,0.0,0.0,68.95,68.95,68.95,0.0,0.0,68.75,68.75,68.75,0.0,0.0,68.95,68.95,68.95,0.0,0.0
2017-12-24,69.21,69.21,69.21,0.0,0.0,69.21,69.21,69.21,0.0,0.0,68.98,68.98,68.98,0.0,0.0,68.98,68.98,68.98,0.0,0.0
2017-12-31,70.8,70.8,70.8,0.0,0.0,71.07,71.07,71.07,0.0,0.0,70.76,70.76,70.76,0.0,0.0,71.07,71.07,71.07,0.0,0.0
