Date,PM_stock_Open_average,PM_stock_Open_max,PM_stock_Open_min,PM_stock_Open_volatility,PM_stock_Open_change,PM_stock_High_average,PM_stock_High_max,PM_stock_High_min,PM_stock_High_volatility,PM_stock_High_change,PM_stock_Low_average,PM_stock_Low_max,PM_stock_Low_min,PM_stock_Low_volatility,PM_stock_Low_change,PM_stock_Close_average,PM_stock_Close_max,PM_stock_Close_min,PM_stock_Close_volatility,PM_stock_Close_change,PM_stock_Volume_average,PM_stock_Volume_max,PM_stock_Volume_min,PM_stock_Volume_volatility,PM_stock_Volume_change
2016-01-03,87.034,87.58,86.68,0.8999999999999915,0.730000000000004,87.92,88.46,87.05,1.4099999999999966,0.6000000000000085,86.56,87.03,85.76,1.269999999999996,0.7199999999999989,87.336,87.87,86.71,1.1600000000000108,-0.29000000000000625,5007143,6132455,3923493,2208962,712285
2016-01-10,88.098,89.61,86.05,3.5600000000000023,-1.3900000000000006,88.882,89.88,86.94,2.9399999999999977,-2.3900000000000006,87.134,88.16,85.11,3.049999999999997,-2.2900000000000063,88.148,89.17,86.29,2.8799999999999955,-2.8799999999999955,6897592,8194664,4742583,3452081,-600510
2016-01-17,86.3225,86.75,85.42,1.3299999999999983,0.3100000000000023,87.025,87.83,86.2,1.6299999999999955,-0.6599999999999966,85.3475,86.44,84.46,1.980000000000004,-0.6400000000000006,86.5,87.47,85.8,1.6700000000000017,-0.5999999999999943,4985112,5729552,3677212,2052340,-1420052
2016-01-24,87.822,88.86,86.76,2.0999999999999943,1.8100000000000023,89.05199999999999,90.24,87.6,2.6400000000000006,2.6400000000000006,87.284,88.33,86.51,1.8199999999999932,1.8199999999999932,88.23,90.01,86.68,3.3299999999999983,3.3299999999999983,4985126,8383114,3258759,5124355,5124355
2016-01-31,89.00200000000001,89.84,87.68,2.1599999999999966,-0.6000000000000085,90.0,90.35,89.45,0.8999999999999915,-0.7000000000000028,88.242,89.33,87.42,1.9099999999999966,-1.9099999999999966,89.44,89.79,89.1,0.6900000000000119,0.14000000000000057,5581726,6022995,4557229,1465766,-1428370
2016-02-07,89.2,90.25,88.15,2.0999999999999943,-0.25,89.898,90.56,88.75,1.8100000000000023,-0.7900000000000063,88.474,89.04,87.5,1.5400000000000063,-0.4000000000000057,89.274,90.02,88.34,1.6799999999999926,-0.6599999999999966,4650971,5298493,3730552,1567941,-368076
2016-02-14,90.57,91.58,89.5,2.0799999999999983,2.0799999999999983,91.63499999999999,92.19,90.34,1.8499999999999943,1.8499999999999943,90.0525,91.07,88.6,2.469999999999999,2.180000000000007,91.235,91.94,90.12,1.8199999999999932,1.8199999999999932,5194772,6288602,4121463,2167139,-361393
2016-02-21,92.136,92.54,91.53,1.0100000000000051,0.20000000000000284,92.58,92.87,91.91,0.960000000000008,0.020000000000010232,91.398,92.02,90.7,1.3199999999999932,-0.9099999999999966,91.99,92.54,91.45,1.0900000000000034,-1.0900000000000034,3818473,4534095,3146381,1387714,228296
2016-02-28,91.744,93.29,91.0,2.2900000000000063,2.2900000000000063,92.718,94.91,91.73,3.1799999999999926,3.1400000000000006,91.37,93.25,90.48,2.769999999999996,2.769999999999996,92.376,94.49,91.03,3.4599999999999937,3.4599999999999937,4463878,5729294,3258533,2470761,1031615
2016-03-06,95.188,96.99,94.02,2.969999999999999,2.969999999999999,95.816,97.15,94.19,2.960000000000008,2.960000000000008,94.666,96.06,93.1,2.960000000000008,2.960000000000008,95.538,96.84,93.9,2.9399999999999977,2.589999999999989,5903946,7202804,4888808,2313996,2313996
2016-03-13,97.044,99.03,95.91,3.1200000000000045,2.450000000000003,97.952,99.33,96.7,2.6299999999999955,2.1099999999999994,96.532,97.92,95.65,2.269999999999996,1.9200000000000017,97.426,98.9,96.44,2.460000000000008,1.730000000000004,6090544,9472681,3936856,5535825,4847431
2016-03-20,97.3,98.08,96.74,1.3400000000000034,-1.039999999999992,97.85,98.82,97.29,1.529999999999987,-1.2199999999999989,96.7825,97.76,96.28,1.480000000000004,-1.1000000000000085,97.49249999999999,98.59,96.74,1.8500000000000085,-1.0200000000000102,3535791,3784276,3028896,755380,-109433
2016-03-27,98.242,99.03,97.77,1.2600000000000051,-0.09000000000000341,99.092,99.83,98.21,1.6200000000000045,1.6200000000000045,97.798,98.64,97.37,1.269999999999996,0.12999999999999545,98.654,99.75,97.86,1.8900000000000006,1.8900000000000006,4036445,5005273,3206789,1798484,977766
2016-04-03,100.438,101.09,99.96,1.1300000000000097,0.8500000000000085,100.858,101.31,100.41,0.9000000000000057,0.46999999999999886,100.038,100.44,99.47,0.9699999999999989,0.9699999999999989,100.65,101.17,100.26,0.9099999999999966,0.519999999999996,3975414,4763345,3524288,1239057,-487925
2016-04-10,100.782,101.89,99.87,2.019999999999996,-1.4099999999999966,101.516,102.0,100.48,1.519999999999996,-1.3199999999999932,99.72200000000001,100.41,99.18,1.2299999999999898,-0.9099999999999966,100.432,101.63,99.76,1.8699999999999903,-0.21999999999999886,5082502,6298122,4302439,1995683,1354467
2016-04-17,98.358,99.83,96.6,3.230000000000004,-3.230000000000004,99.072,101.39,96.97,4.420000000000002,-4.420000000000002,97.38,99.78,95.91,3.8700000000000045,-3.6500000000000057,98.27,100.6,96.42,4.179999999999993,-3.6799999999999926,5086769,7394413,3660613,3733800,-1417839
2016-04-24,97.184,97.93,96.59,1.3400000000000034,0.8299999999999983,98.07600000000001,98.58,97.54,1.039999999999992,1.039999999999992,96.692,97.41,96.21,1.2000000000000028,1.2000000000000028,97.502,98.12,97.24,0.8800000000000097,0.5900000000000034,3630021,4268316,3207704,1060612,1017249
2016-05-01,98.672,99.31,97.92,1.3900000000000006,0.8100000000000023,99.41199999999999,100.4,98.85,1.5500000000000114,1.5200000000000102,98.262,99.2,97.51,1.6899999999999977,1.3100000000000023,99.072,100.32,98.52,1.7999999999999972,1.759999999999991,3709762,5751412,2673013,3078399,1165843
2016-05-08,101.274,101.91,100.35,1.5600000000000023,1.3800000000000097,101.98,102.55,100.65,1.8999999999999915,1.7399999999999949,100.874,101.66,100.02,1.6400000000000006,0.6600000000000108,101.43,102.18,100.39,1.7900000000000063,0.5,3794477,4916079,3066696,1849383,-1424994
2016-05-15,99.806,101.18,98.54,2.6400000000000006,-2.1700000000000017,100.124,101.94,98.59,3.3499999999999943,-3.25,98.58800000000001,100.31,97.2,3.1099999999999994,-2.480000000000004,99.38,101.71,98.04,3.6699999999999875,-3.6699999999999875,3518495,4346645,3001057,1345588,368395
2016-05-22,98.718,99.1,98.06,1.039999999999992,1.039999999999992,99.162,99.5,98.42,1.0799999999999983,0.9299999999999926,98.428,98.71,97.73,0.9799999999999898,0.9799999999999898,98.872,99.18,98.28,0.9000000000000057,0.9000000000000057,2478669,3074422,2059805,1014617,-305634
2016-05-29,99.125,99.56,98.48,1.0799999999999983,0.2400000000000091,99.93,101.22,99.36,1.8599999999999994,1.6200000000000045,98.745,99.51,98.17,1.3400000000000034,1.3400000000000034,99.61500000000001,101.12,98.68,2.4399999999999977,2.4399999999999977,4123691,5706388,2523194,3183194,-913901
2016-06-05,100.868,101.28,100.25,1.0300000000000011,-0.09000000000000341,101.584,102.01,100.91,1.1000000000000085,-0.09999999999999432,100.394,100.78,100.02,0.7600000000000051,0.7600000000000051,101.116,101.78,100.32,1.460000000000008,0.980000000000004,4527007,5551428,3608206,1943222,-1512871
2016-06-12,100.23,100.88,99.62,1.259999999999991,-0.519999999999996,100.664,101.59,100.17,1.4200000000000017,-0.5900000000000034,99.508,100.51,98.97,1.5400000000000063,-0.8800000000000097,100.19800000000001,100.73,99.65,1.0799999999999983,0.1600000000000108,4695241,6393797,3565974,2827823,2827823
2016-06-19,100.8,101.67,99.15,2.519999999999996,-2.1499999999999915,101.362,101.91,100.08,1.8299999999999983,-1.8299999999999983,100.128,101.18,97.12,4.060000000000002,-4.060000000000002,100.608,101.9,97.71,4.190000000000012,-3.8400000000000034,6288229,14754887,2722828,12032059,9709608
2016-06-26,99.29,102.3,97.34,4.959999999999994,4.959999999999994,100.214,102.3,98.67,3.6299999999999955,3.6299999999999955,98.436,101.13,96.89,4.239999999999995,4.239999999999995,99.672,101.72,98.2,3.519999999999996,3.0799999999999983,6230847,8205952,4488436,3717516,-3438181
2016-07-03,102.13,102.58,101.3,1.2800000000000011,1.0400000000000063,103.0125,103.16,102.83,0.3299999999999983,0.009999999999990905,101.4675,101.75,101.19,0.5600000000000023,0.480000000000004,102.3675,103.09,101.78,1.3100000000000023,0.8500000000000085,4179922,5932402,3142961,2789441,-2528584
2016-07-10,103.16,103.41,102.7,0.7099999999999937,0.4299999999999926,103.738,104.2,103.34,0.8599999999999994,0.5300000000000011,102.636,103.18,102.1,1.0800000000000125,1.0800000000000125,103.268,103.63,102.9,0.7299999999999898,0.25,3663358,4040086,3059836,980250,-508198
2016-07-17,100.692,103.49,99.32,4.170000000000002,-4.170000000000002,101.002,103.73,99.77,3.960000000000008,-3.8200000000000074,99.746,102.9,98.37,4.530000000000001,-3.660000000000011,100.36,103.0,99.42,3.5799999999999983,-3.1599999999999966,6117770,10017777,3843551,6174226,-602956
2016-07-24,99.06,99.85,97.36,2.489999999999995,-0.5299999999999869,99.758,100.4,99.0,1.4000000000000057,0.2600000000000051,98.168,99.41,96.95,2.4599999999999937,-0.789999999999992,99.072,100.26,97.33,2.930000000000007,0.5500000000000114,5217219,7059022,2957713,4101309,2624408
2016-07-31,99.568,100.12,99.0,1.1200000000000045,-0.7399999999999949,99.922,100.38,99.49,0.8900000000000006,-0.8900000000000006,98.99,99.49,98.64,0.8499999999999943,-0.6400000000000006,99.416,100.15,98.93,1.2199999999999989,-1.2199999999999989,4328788,5777743,3727055,2050688,1435352
2016-08-07,99.074,99.53,98.67,0.8599999999999994,0.75,99.702,99.97,99.23,0.7399999999999949,0.45000000000000284,98.628,98.98,98.24,0.7400000000000091,0.7400000000000091,98.796,99.17,98.4,0.769999999999996,0.45000000000000284,3346431,3888163,2999602,888561,-827542
2016-08-14,99.474,100.07,98.42,1.6499999999999915,0.9000000000000057,99.938,100.38,99.18,1.1999999999999886,0.9399999999999977,99.15,99.82,98.4,1.4199999999999875,1.0,99.72800000000001,100.34,98.61,1.730000000000004,1.3200000000000074,3738920,5256666,2912432,2344234,-2344234
