Date,iShares MSCI Chile CappedEtf_Open_average,iShares MSCI Chile CappedEtf_Open_max,iShares MSCI Chile CappedEtf_Open_min,iShares MSCI Chile CappedEtf_Open_volatility,iShares MSCI Chile CappedEtf_Open_change,iShares MSCI Chile CappedEtf_High_average,iShares MSCI Chile CappedEtf_High_max,iShares MSCI Chile CappedEtf_High_min,iShares MSCI Chile CappedEtf_High_volatility,iShares MSCI Chile CappedEtf_High_change,iShares MSCI Chile CappedEtf_Low_average,iShares MSCI Chile CappedEtf_Low_max,iShares MSCI Chile CappedEtf_Low_min,iShares MSCI Chile CappedEtf_Low_volatility,iShares MSCI Chile CappedEtf_Low_change,iShares MSCI Chile CappedEtf_Close_average,iShares MSCI Chile CappedEtf_Close_max,iShares MSCI Chile CappedEtf_Close_min,iShares MSCI Chile CappedEtf_Close_volatility,iShares MSCI Chile CappedEtf_Close_change
2016-01-03,30.8,30.8,30.8,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2016-01-10,29.93,29.93,29.93,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2016-01-17,30.75,30.75,30.75,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2016-01-24,31.8,31.8,31.8,0.0,0.0,32.68,32.68,32.68,0.0,0.0,31.8,31.8,31.8,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2016-01-31,32.83,32.83,32.83,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2016-02-07,32.36,32.36,32.36,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2016-02-14,33.4,33.4,33.4,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2016-02-21,33.92,33.92,33.92,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2016-02-28,35.29,35.29,35.29,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2016-03-06,35.28,35.28,35.28,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.57,35.57,35.57,0.0,0.0
2016-03-13,36.69,36.69,36.69,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2016-03-20,35.5,35.5,35.5,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.71,35.71,35.71,0.0,0.0
2016-03-27,36.55,36.55,36.55,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2016-04-03,35.83,35.83,35.83,0.0,0.0,35.96,35.96,35.96,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2016-04-10,36.99,36.99,36.99,0.0,0.0,37.02,37.02,37.02,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2016-04-17,37.43,37.43,37.43,0.0,0.0,37.64,37.64,37.64,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2016-04-24,37.97,37.97,37.97,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.79,37.79,37.79,0.0,0.0,38.13,38.13,38.13,0.0,0.0
2016-05-01,37.3,37.3,37.3,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2016-05-08,36.13,36.13,36.13,0.0,0.0,36.36,36.36,36.36,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2016-05-15,35.3,35.3,35.3,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2016-05-22,35.75,35.75,35.75,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2016-05-29,35.64,35.64,35.64,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.52,35.52,35.52,0.0,0.0,36.02,36.02,36.02,0.0,0.0
2016-06-05,36.2,36.2,36.2,0.0,0.0,36.27,36.27,36.27,0.0,0.0,35.96,35.96,35.96,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2016-06-12,35.9,35.9,35.9,0.0,0.0,36.26,36.26,36.26,0.0,0.0,35.86,35.86,35.86,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2016-06-19,35.36,35.36,35.36,0.0,0.0,35.64,35.64,35.64,0.0,0.0,34.94,34.94,34.94,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2016-06-26,36.76,36.76,36.76,0.0,0.0,37.23,37.23,37.23,0.0,0.0,36.76,36.76,36.76,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2016-07-03,36.87,36.87,36.87,0.0,0.0,37.23,37.23,37.23,0.0,0.0,36.63,36.63,36.63,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2016-07-10,38.19,38.19,38.19,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2016-07-17,38.74,38.74,38.74,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2016-07-24,38.53,38.53,38.53,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2016-07-31,38.28,38.28,38.28,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2016-08-07,39.28,39.28,39.28,0.0,0.0,39.28,39.28,39.28,0.0,0.0,38.87,38.87,38.87,0.0,0.0,39.02,39.02,39.02,0.0,0.0
2016-08-14,38.05,38.05,38.05,0.0,0.0,38.26,38.26,38.26,0.0,0.0,37.87,37.87,37.87,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2016-08-21,38.0,38.0,38.0,0.0,0.0,38.35,38.35,38.35,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2016-08-28,37.16,37.16,37.16,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2016-09-04,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2016-09-11,36.35,36.35,36.35,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2016-09-18,37.68,37.68,37.68,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.29,37.29,37.29,0.0,0.0
2016-09-25,37.27,37.27,37.27,0.0,0.0,37.27,37.27,37.27,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2016-10-02,36.97,36.97,36.97,0.0,0.0,37.19,37.19,37.19,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2016-10-09,37.4,37.4,37.4,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2016-10-16,38.54,38.54,38.54,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.87,38.87,38.87,0.0,0.0
2016-10-23,39.9,39.9,39.9,0.0,0.0,40.11,40.11,40.11,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2016-10-30,39.3,39.3,39.3,0.0,0.0,39.3,39.3,39.3,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.76,38.76,38.76,0.0,0.0
2016-11-06,38.19,38.19,38.19,0.0,0.0,38.35,38.35,38.35,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2016-11-13,37.34,37.34,37.34,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2016-11-20,37.45,37.45,37.45,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2016-11-27,37.37,37.37,37.37,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.7,37.7,37.7,0.0,0.0
2016-12-04,39.58,39.58,39.58,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2016-12-11,38.23,38.23,38.23,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2016-12-18,36.46,36.46,36.46,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2016-12-25,37.44,37.44,37.44,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2017-01-01,37.69,37.69,37.69,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2017-01-08,38.59,38.59,38.59,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2017-01-15,38.9,38.9,38.9,0.0,0.0,39.16,39.16,39.16,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.99,38.99,38.99,0.0,0.0
2017-01-22,39.99,39.99,39.99,0.0,0.0,40.02,40.02,40.02,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2017-01-29,39.74,39.74,39.74,0.0,0.0,40.24,40.24,40.24,0.0,0.0,39.59,39.59,39.59,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2017-02-05,40.4,40.4,40.4,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.33,40.33,40.33,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2017-02-12,41.09,41.09,41.09,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.74,40.74,40.74,0.0,0.0
2017-02-19,40.75,40.75,40.75,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2017-02-26,40.32,40.32,40.32,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.75,40.75,40.75,0.0,0.0
2017-03-05,40.67,40.67,40.67,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.55,40.55,40.55,0.0,0.0
2017-03-12,42.04,42.04,42.04,0.0,0.0,42.72,42.72,42.72,0.0,0.0,41.95,41.95,41.95,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2017-03-19,43.06,43.06,43.06,0.0,0.0,43.44,43.44,43.44,0.0,0.0,42.94,42.94,42.94,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2017-03-26,43.58,43.58,43.58,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2017-04-02,44.69,44.69,44.69,0.0,0.0,44.96,44.96,44.96,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.85,44.85,44.85,0.0,0.0
2017-04-09,44.73,44.73,44.73,0.0,0.0,45.25,45.25,45.25,0.0,0.0,44.73,44.73,44.73,0.0,0.0,45.13,45.13,45.13,0.0,0.0
2017-04-16,44.68,44.68,44.68,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.37,44.37,44.37,0.0,0.0
2017-04-23,43.18,43.18,43.18,0.0,0.0,43.55,43.55,43.55,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.94,42.94,42.94,0.0,0.0
2017-04-30,42.76,42.76,42.76,0.0,0.0,43.18,43.18,43.18,0.0,0.0,42.76,42.76,42.76,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2017-05-07,42.8,42.8,42.8,0.0,0.0,43.07,43.07,43.07,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.99,42.99,42.99,0.0,0.0
2017-05-14,42.73,42.73,42.73,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2017-05-21,43.41,43.41,43.41,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.4,43.4,43.4,0.0,0.0
2017-05-28,43.4,43.4,43.4,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2017-06-04,43.5,43.5,43.5,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2017-06-11,43.46,43.46,43.46,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2017-06-18,42.07,42.07,42.07,0.0,0.0,42.34,42.34,42.34,0.0,0.0,41.95,41.95,41.95,0.0,0.0,42.18,42.18,42.18,0.0,0.0
2017-06-25,41.53,41.53,41.53,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2017-07-02,42.31,42.31,42.31,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2017-07-09,44.21,44.21,44.21,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2017-07-16,45.34,45.34,45.34,0.0,0.0,45.35,45.35,45.35,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.99,44.99,44.99,0.0,0.0
2017-07-23,45.48,45.48,45.48,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2017-07-30,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.63,45.63,45.63,0.0,0.0
2017-08-06,45.35,45.35,45.35,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2017-08-13,46.17,46.17,46.17,0.0,0.0,46.28,46.28,46.28,0.0,0.0,45.93,45.93,45.93,0.0,0.0,46.21,46.21,46.21,0.0,0.0
2017-08-20,47.31,47.31,47.31,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2017-08-27,48.16,48.16,48.16,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.06,48.06,48.06,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2017-09-03,48.55,48.55,48.55,0.0,0.0,48.68,48.68,48.68,0.0,0.0,47.88,47.88,47.88,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2017-09-10,48.07,48.07,48.07,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.6,48.6,48.6,0.0,0.0
2017-09-17,49.49,49.49,49.49,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2017-09-24,48.47,48.47,48.47,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2017-10-01,50.23,50.23,50.23,0.0,0.0,50.57,50.57,50.57,0.0,0.0,49.83,49.83,49.83,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2017-10-08,51.04,51.04,51.04,0.0,0.0,51.22,51.22,51.22,0.0,0.0,50.91,50.91,50.91,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2017-10-15,50.99,50.99,50.99,0.0,0.0,51.28,51.28,51.28,0.0,0.0,50.88,50.88,50.88,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2017-10-22,50.41,50.41,50.41,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2017-10-29,51.02,51.02,51.02,0.0,0.0,51.26,51.26,51.26,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2017-11-05,49.84,49.84,49.84,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2017-11-12,49.2,49.2,49.2,0.0,0.0,50.1,50.1,50.1,0.0,0.0,49.2,49.2,49.2,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2017-11-19,46.62,46.62,46.62,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.38,46.38,46.38,0.0,0.0
2017-11-26,44.97,44.97,44.97,0.0,0.0,45.23,45.23,45.23,0.0,0.0,44.7,44.7,44.7,0.0,0.0,45.14,45.14,45.14,0.0,0.0
2017-12-03,43.4,43.4,43.4,0.0,0.0,44.43,44.43,44.43,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2017-12-10,46.76,46.76,46.76,0.0,0.0,47.81,47.81,47.81,0.0,0.0,46.71,46.71,46.71,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2017-12-17,51.44,51.44,51.44,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.68,51.68,51.68,0.0,0.0
2017-12-24,52.43,52.43,52.43,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.16,52.16,52.16,0.0,0.0
