Date,CRS_stock_Open_average,CRS_stock_Open_max,CRS_stock_Open_min,CRS_stock_Open_volatility,CRS_stock_Open_change,CRS_stock_High_average,CRS_stock_High_max,CRS_stock_High_min,CRS_stock_High_volatility,CRS_stock_High_change,CRS_stock_Low_average,CRS_stock_Low_max,CRS_stock_Low_min,CRS_stock_Low_volatility,CRS_stock_Low_change,CRS_stock_Close_average,CRS_stock_Close_max,CRS_stock_Close_min,CRS_stock_Close_volatility,CRS_stock_Close_change,CRS_stock_Volume_average,CRS_stock_Volume_max,CRS_stock_Volume_min,CRS_stock_Volume_volatility,CRS_stock_Volume_change
2016-01-03,28.958000000000002,29.82,28.05,1.7699999999999996,-1.7699999999999996,29.25,30.12,28.36,1.7600000000000016,-1.7600000000000016,28.242,29.26,27.21,2.0500000000000007,-2.0500000000000007,28.592,29.36,27.27,2.09,-2.0599999999999987,787214,1231500,577779,653721,-103011
2016-01-10,26.018,27.62,25.09,2.530000000000001,-2.530000000000001,26.32,27.68,25.48,2.1999999999999993,-2.1999999999999993,25.038,25.57,24.68,0.8900000000000006,-0.8900000000000006,25.534000000000002,25.98,25.17,0.8099999999999987,-0.4200000000000017,913542,1252307,461316,790991,150573
2016-01-17,25.415,25.97,24.69,1.2799999999999976,0.23000000000000043,25.945,26.57,25.47,1.1000000000000014,0.6700000000000017,24.73,25.27,23.99,1.2800000000000011,0.5700000000000003,25.3275,25.65,25.16,0.48999999999999844,0.48999999999999844,675951,726492,614101,112391,80238
2016-01-24,25.722,26.08,25.35,0.7299999999999969,0.5,26.578,27.82,25.81,2.0100000000000016,2.0100000000000016,25.23,25.85,24.91,0.9400000000000013,0.7800000000000011,26.104,27.76,25.16,2.6000000000000014,2.6000000000000014,646288,847858,451378,396480,292616
2016-01-31,27.344,29.5,26.11,3.3900000000000006,2.1099999999999994,28.434,31.66,26.29,5.370000000000001,2.41,26.59,28.03,25.58,2.450000000000003,1.6300000000000026,27.476,29.73,26.01,3.719999999999999,1.5,970441,1745445,548772,1196673,396855
2016-02-07,26.67,27.87,25.79,2.080000000000002,-1.4600000000000009,27.694,29.51,26.29,3.2200000000000024,1.3900000000000006,26.088,26.41,25.34,1.0700000000000003,0.03999999999999915,26.862,28.59,25.9,2.6900000000000013,1.7199999999999989,871158,1135606,656117,479489,345201
2016-02-14,29.515,30.57,28.22,2.3500000000000014,-0.7300000000000004,30.4625,32.06,28.65,3.4100000000000037,-1.6799999999999997,28.6525,30.3,27.4,2.900000000000002,-1.1700000000000017,29.302500000000002,30.52,28.19,2.3299999999999983,-1.7899999999999991,853150,1060589,677721,382868,-382868
2016-02-21,28.444,29.17,27.32,1.8500000000000014,0.360000000000003,29.072,29.73,28.57,1.1600000000000001,0.33999999999999986,27.898,28.48,27.08,1.4000000000000021,0.10000000000000142,28.554,28.88,27.86,1.0199999999999996,-0.16000000000000014,623707,739230,447535,291695,-251884
2016-02-28,30.822000000000003,32.57,29.03,3.539999999999999,3.0600000000000023,31.626,32.77,29.95,2.820000000000004,2.2600000000000016,30.124,31.54,28.85,2.6899999999999977,1.9299999999999997,31.076,32.31,29.72,2.5900000000000034,1.990000000000002,730297,1000392,559044,441348,-287067
2016-03-06,32.428,33.99,31.4,2.5900000000000034,0.8999999999999986,33.23,34.22,32.01,2.210000000000001,-1.0799999999999983,31.402,31.96,30.96,1.0,-0.22000000000000242,32.414,34.21,31.47,2.740000000000002,-1.9600000000000009,556458,776163,407999,368164,-368164
2016-03-13,32.738,35.01,31.21,3.799999999999997,2.969999999999999,33.774,36.18,32.18,4.0,3.8399999999999963,32.008,34.78,30.58,4.200000000000003,3.6799999999999997,33.462,35.65,31.89,3.759999999999998,3.75,765973,1758180,332195,1425985,1425985
2016-03-20,34.615,35.34,33.37,1.970000000000006,-1.970000000000006,35.2725,35.83,34.44,1.3900000000000006,-1.3900000000000006,33.885,34.76,32.23,2.530000000000001,-2.530000000000001,34.7825,35.64,33.85,1.7899999999999991,-1.2199999999999989,590123,676346,393914,282432,-225135
2016-03-27,34.554,35.56,33.65,1.9100000000000037,-0.8599999999999994,35.292,35.98,34.75,1.2299999999999969,-0.3100000000000023,33.842,34.87,32.96,1.9099999999999966,-0.8900000000000006,34.738,35.11,34.23,0.8800000000000026,0.21999999999999886,394465,531545,276284,255261,162389
2016-04-03,33.63,34.72,33.15,1.5700000000000003,-1.5700000000000003,34.51,35.13,34.18,0.9500000000000028,-0.3100000000000023,32.884,33.54,32.4,1.1400000000000006,-0.6099999999999994,33.568,34.21,32.66,1.5500000000000043,0.5900000000000034,344897,434863,276167,158696,123737
2016-04-10,35.342,36.05,34.8,1.25,1.25,36.056,36.88,35.22,1.6600000000000037,1.2100000000000009,34.908,35.71,34.04,1.6700000000000017,1.3200000000000003,35.532000000000004,36.64,34.14,2.5,1.6799999999999997,415404,551562,316454,235108,-47295
2016-04-17,37.056,37.66,36.14,1.519999999999996,0.5899999999999963,37.644,38.16,37.19,0.9699999999999989,-0.21999999999999886,36.492000000000004,37.21,35.95,1.259999999999998,-0.10999999999999943,36.903999999999996,37.29,36.23,1.0600000000000023,-0.8200000000000003,458974,712242,338405,373837,297958
2016-04-24,35.78,36.27,35.04,1.230000000000004,-0.10999999999999943,36.566,37.36,36.22,1.1400000000000006,0.25,34.501999999999995,35.61,32.44,3.1700000000000017,-0.21000000000000085,35.606,36.05,35.02,1.029999999999994,-0.2600000000000051,701691,1236826,396870,839956,-396007
2016-05-01,33.902,35.51,32.56,2.9499999999999957,-2.9499999999999957,34.626,35.94,33.94,2.0,-2.0,33.082,34.45,32.35,2.1000000000000014,-2.1000000000000014,33.742,35.61,32.75,2.8599999999999994,-2.269999999999996,405306,454556,307499,147057,-109499
2016-05-08,31.401999999999997,32.37,30.7,1.6699999999999982,-1.6699999999999982,31.934,32.76,31.53,1.2299999999999969,-1.1099999999999994,30.394000000000002,30.98,29.94,1.0399999999999991,0.33999999999999986,30.94,31.61,30.44,1.1699999999999982,0.2699999999999996,406023,591686,270679,321007,-239172
2016-05-15,30.172,31.13,28.75,2.379999999999999,-0.9299999999999997,30.892,31.76,30.12,1.6400000000000006,-1.4200000000000017,29.622,30.45,28.74,1.7100000000000009,-0.620000000000001,30.054,30.56,29.22,1.3399999999999999,-0.5199999999999996,402295,556519,333038,223481,10946
2016-05-22,31.316,32.59,29.96,2.6300000000000026,2.1499999999999986,32.018,32.97,30.96,2.009999999999998,1.4099999999999966,30.876,31.73,29.76,1.9699999999999989,1.629999999999999,31.498,32.15,30.68,1.4699999999999989,1.0500000000000007,329420,408864,245501,163363,-147834
2016-05-29,32.0775,32.93,31.5,1.4299999999999997,0.8800000000000026,32.63,32.96,32.27,0.6899999999999977,0.20000000000000284,31.725,32.16,31.25,0.9099999999999966,0.37999999999999545,32.315,32.6,32.04,0.5600000000000023,0.5600000000000023,283532,346690,194657,152033,39824
2016-06-05,33.582,34.61,32.8,1.8100000000000023,0.720000000000006,34.334,35.31,33.65,1.6600000000000037,0.46000000000000085,33.352,34.3,32.8,1.5,0.4299999999999997,33.958,34.63,33.53,1.1000000000000014,-0.030000000000001137,299557,325762,264392,61370,4227
2016-06-12,33.402,33.91,33.03,0.8799999999999955,0.38999999999999346,34.034,34.72,33.49,1.2299999999999969,0.6599999999999966,33.118,33.84,32.46,1.3800000000000026,0.6000000000000014,33.514,34.05,32.97,1.0799999999999983,0.7099999999999937,318124,590600,226839,363761,354091
2016-06-19,34.024,34.83,32.66,2.1700000000000017,-1.8300000000000054,34.461999999999996,35.55,32.84,2.7099999999999937,-2.7099999999999937,32.988,34.49,31.04,3.450000000000003,-3.450000000000003,33.458,34.87,31.19,3.679999999999996,-3.679999999999996,347676,551951,272006,279945,254494
2016-06-26,31.53,32.81,30.66,2.150000000000002,2.150000000000002,32.386,34.88,30.97,3.9100000000000037,3.9100000000000037,31.122,32.72,29.92,2.799999999999997,2.799999999999997,31.842000000000002,33.77,30.3,3.4700000000000024,3.4700000000000024,405247,535469,294910,240559,-66198
2016-07-03,33.6375,34.77,32.79,1.980000000000004,1.230000000000004,34.68,36.85,33.48,3.3700000000000045,3.009999999999998,33.2675,34.77,32.44,2.3300000000000054,2.3300000000000054,34.3025,36.48,32.88,3.5999999999999943,3.5999999999999943,378762,525489,226668,298821,298821
2016-07-10,38.912,40.05,36.99,3.059999999999995,3.059999999999995,39.448,40.42,38.43,1.990000000000002,1.6799999999999997,38.314,39.11,36.82,2.289999999999999,2.289999999999999,39.088,39.92,38.08,1.8400000000000034,1.6499999999999986,557743,737788,409057,328731,-328731
2016-07-17,38.769999999999996,39.22,38.26,0.9600000000000009,-0.9600000000000009,39.22,39.66,38.48,1.1799999999999997,-1.1799999999999997,38.134,39.13,37.58,1.5500000000000043,-1.3200000000000003,38.757999999999996,39.42,38.41,1.0100000000000051,-0.9400000000000048,308771,402904,216940,185964,-185964
2016-07-24,39.194,40.2,38.28,1.9200000000000017,0.8399999999999963,39.87,40.46,39.05,1.4100000000000037,0.8900000000000006,38.586,38.99,38.05,0.9400000000000048,0.7100000000000009,39.23,39.79,38.33,1.4600000000000009,0.9200000000000017,340052,416451,182419,234032,212705
2016-07-31,38.46,39.3,37.76,1.5399999999999991,-1.5399999999999991,38.64,39.3,38.04,1.259999999999998,-1.259999999999998,37.72,38.47,37.29,1.1799999999999997,-0.9200000000000017,38.156,39.02,37.52,1.5,-1.1200000000000045,335819,399213,248971,150242,-41675
2016-08-07,37.538,38.01,37.17,0.8399999999999963,-0.6000000000000014,37.91,38.64,37.58,1.0600000000000023,-1.0399999999999991,37.0,37.84,36.56,1.2800000000000011,-1.2800000000000011,37.196,38.0,36.62,1.3800000000000026,-1.3800000000000026,228642,263249,209371,53878,28316
2016-08-14,37.468,38.26,36.95,1.3099999999999952,0.18999999999999773,37.846,38.52,37.33,1.1900000000000048,-0.9600000000000009,36.91,37.47,36.53,0.9399999999999977,-0.3299999999999983,37.416,38.17,36.64,1.5300000000000011,-1.5300000000000011,213549,254483,154721,99762,12350
2016-08-21,37.004,37.8,36.27,1.529999999999994,1.0999999999999943,37.506,38.18,37.2,0.9799999999999969,0.11999999999999744,36.51,37.44,36.0,1.4399999999999977,0.3999999999999986,36.910000000000004,37.47,36.45,1.019999999999996,-0.8100000000000023,211416,276143,174604,101539,24120
