Date,IRIX_stock_Open_average,IRIX_stock_Open_max,IRIX_stock_Open_min,IRIX_stock_Open_volatility,IRIX_stock_Open_change,IRIX_stock_High_average,IRIX_stock_High_max,IRIX_stock_High_min,IRIX_stock_High_volatility,IRIX_stock_High_change,IRIX_stock_Low_average,IRIX_stock_Low_max,IRIX_stock_Low_min,IRIX_stock_Low_volatility,IRIX_stock_Low_change,IRIX_stock_Close_average,IRIX_stock_Close_max,IRIX_stock_Close_min,IRIX_stock_Close_volatility,IRIX_stock_Close_change,IRIX_stock_Volume_average,IRIX_stock_Volume_max,IRIX_stock_Volume_min,IRIX_stock_Volume_volatility,IRIX_stock_Volume_change
2016-01-03,9.208,9.66,9.01,0.6500000000000004,0.6500000000000004,9.484,9.66,9.41,0.25,0.21000000000000085,8.886,9.05,8.6,0.45000000000000107,0.33000000000000007,9.176,9.42,8.8,0.6199999999999992,0.129999999999999,12057,23235,7614,15621,-12078
2016-01-10,9.154,9.33,9.0,0.33000000000000007,0.21000000000000085,9.344,9.55,9.17,0.3800000000000008,-0.15000000000000036,9.09,9.14,8.95,0.19000000000000128,-0.009999999999999787,9.212,9.4,9.08,0.3200000000000003,0.21000000000000085,16505,37362,1090,36272,-25318
2016-01-17,8.7775,9.46,7.5,1.9600000000000009,-1.7699999999999996,9.285,9.48,9.18,0.3000000000000007,-0.09999999999999964,8.445,8.85,7.5,1.3499999999999996,-1.0999999999999996,9.0475,9.07,9.03,0.040000000000000924,-0.030000000000001137,14657,22971,5143,17828,-15670
2016-01-24,9.262,9.73,9.01,0.7200000000000006,0.5500000000000007,9.396,9.73,9.1,0.6300000000000008,0.4299999999999997,9.036,9.53,8.6,0.9299999999999997,0.9299999999999997,9.226,9.63,9.0,0.6300000000000008,0.6300000000000008,15570,25762,5308,20454,-536
2016-01-31,9.474,9.55,9.42,0.13000000000000078,0.13000000000000078,9.562,9.63,9.48,0.15000000000000036,-0.08000000000000007,9.266,9.34,9.13,0.20999999999999908,-0.1899999999999995,9.374,9.63,9.15,0.4800000000000004,-0.4800000000000004,12148,14685,10220,4465,3928
2016-02-07,8.832,9.05,8.46,0.5899999999999999,-0.030000000000001137,9.19,9.33,9.0,0.33000000000000007,0.19000000000000128,8.636000000000001,8.93,8.34,0.5899999999999999,-0.35999999999999943,9.06,9.24,8.98,0.2599999999999998,0.23000000000000043,13556,19297,6364,12933,-144
2016-02-14,9.3025,9.43,9.14,0.28999999999999915,-0.019999999999999574,9.467500000000001,9.5,9.39,0.10999999999999943,0.10999999999999943,9.0075,9.31,8.51,0.8000000000000007,0.8000000000000007,9.3475,9.44,9.27,0.16999999999999993,0.129999999999999,6653,9196,4998,4198,-2088
2016-02-21,9.444,9.68,9.14,0.5399999999999991,0.17999999999999972,9.702,10.18,9.49,0.6899999999999995,0.6799999999999997,9.304,9.68,8.92,0.7599999999999998,0.3200000000000003,9.65,10.06,9.4,0.6600000000000001,0.5899999999999999,13099,25427,5224,20203,20203
2016-02-28,10.168,10.3,10.02,0.28000000000000114,0.25,10.33,10.51,10.2,0.3100000000000005,0.23000000000000043,10.102,10.25,9.94,0.3100000000000005,0.10999999999999943,10.256,10.45,10.12,0.33000000000000007,0.2599999999999998,24014,43250,6251,36999,13198
2016-03-06,10.484,10.65,10.33,0.3200000000000003,0.02999999999999936,10.684,10.8,10.59,0.21000000000000085,-0.21000000000000085,10.312,10.53,10.18,0.34999999999999964,-0.009999999999999787,10.536,10.7,10.41,0.28999999999999915,-0.23999999999999844,34079,62185,23087,39098,-30494
2016-03-13,10.4,10.41,10.39,0.019999999999999574,0.009999999999999787,10.524000000000001,10.56,10.49,0.07000000000000028,-0.030000000000001137,10.294,10.39,10.18,0.21000000000000085,-0.21000000000000085,10.454,10.49,10.38,0.10999999999999943,-0.06999999999999851,24053,49134,5757,43377,22515
2016-03-20,10.2925,10.45,9.97,0.47999999999999865,-0.41000000000000014,10.4625,10.5,10.37,0.13000000000000078,-0.13000000000000078,10.03,10.31,9.61,0.7000000000000011,-0.7000000000000011,10.23,10.38,10.0,0.3800000000000008,-0.16999999999999993,16942,24739,12987,11752,11489
2016-03-27,10.278,10.39,10.17,0.22000000000000064,0.11000000000000121,10.436,10.56,10.32,0.2400000000000002,-0.0600000000000005,10.038,10.17,9.91,0.2599999999999998,-0.08000000000000007,10.226,10.33,10.04,0.2900000000000009,-0.20000000000000107,18647,26227,12796,13431,-5621
2016-04-03,10.158,10.25,10.06,0.1899999999999995,0.1899999999999995,10.34,10.37,10.32,0.049999999999998934,-0.049999999999998934,9.982,10.06,9.87,0.19000000000000128,-0.030000000000001137,10.156,10.27,10.04,0.23000000000000043,-0.23000000000000043,21835,31250,10694,20556,12962
2016-04-10,10.104000000000001,10.21,10.02,0.19000000000000128,-0.07000000000000028,10.294,10.34,10.22,0.11999999999999922,0.09999999999999964,10.014,10.04,9.99,0.049999999999998934,0.019999999999999574,10.098,10.21,10.02,0.19000000000000128,0.14000000000000057,24271,35404,12630,22774,-1719
2016-04-17,10.242,10.45,9.9,0.5499999999999989,0.33000000000000007,10.468,10.71,10.27,0.4400000000000013,0.16999999999999993,10.114,10.26,9.9,0.35999999999999943,0.129999999999999,10.362,10.47,10.2,0.27000000000000135,0.15000000000000036,26682,55295,6766,48529,18495
2016-04-24,10.732,11.3,10.35,0.9500000000000011,0.9500000000000011,11.116,11.59,10.6,0.9900000000000002,0.9000000000000004,10.709999999999999,11.3,10.35,0.9500000000000011,0.9500000000000011,11.01,11.45,10.55,0.8999999999999986,0.8499999999999996,32590,68841,4898,63943,28955
2016-05-01,11.86,12.25,11.45,0.8000000000000007,0.5500000000000007,12.038,12.3,11.74,0.5600000000000005,0.2599999999999998,11.524,12.0,10.86,1.1400000000000006,-0.5899999999999999,11.804,12.17,11.09,1.08,-0.5999999999999996,79399,128076,43789,84287,84287
2016-05-08,11.286,11.97,10.85,1.120000000000001,0.7400000000000002,11.746,12.0,11.6,0.40000000000000036,0.3100000000000005,11.114,11.71,10.85,0.8600000000000012,0.8300000000000001,11.51,11.88,11.15,0.7300000000000004,0.7300000000000004,32497,52597,18650,33947,-4174
2016-05-15,12.67,13.06,11.72,1.3399999999999999,1.3399999999999999,13.674,15.12,12.97,2.1499999999999986,2.1499999999999986,12.51,12.93,11.72,1.209999999999999,0.9399999999999995,13.32,13.98,12.91,1.0700000000000003,0.9100000000000001,75077,103617,37305,66312,-19550
