Date,Vanguard Dividend AppreciationEtf_Open_average,Vanguard Dividend AppreciationEtf_Open_max,Vanguard Dividend AppreciationEtf_Open_min,Vanguard Dividend AppreciationEtf_Open_volatility,Vanguard Dividend AppreciationEtf_Open_change,Vanguard Dividend AppreciationEtf_High_average,Vanguard Dividend AppreciationEtf_High_max,Vanguard Dividend AppreciationEtf_High_min,Vanguard Dividend AppreciationEtf_High_volatility,Vanguard Dividend AppreciationEtf_High_change,Vanguard Dividend AppreciationEtf_Low_average,Vanguard Dividend AppreciationEtf_Low_max,Vanguard Dividend AppreciationEtf_Low_min,Vanguard Dividend AppreciationEtf_Low_volatility,Vanguard Dividend AppreciationEtf_Low_change,Vanguard Dividend AppreciationEtf_Close_average,Vanguard Dividend AppreciationEtf_Close_max,Vanguard Dividend AppreciationEtf_Close_min,Vanguard Dividend AppreciationEtf_Close_volatility,Vanguard Dividend AppreciationEtf_Close_change
2016-01-03,75.01,75.01,75.01,0.0,0.0,75.1,75.1,75.1,0.0,0.0,73.73,73.73,73.73,0.0,0.0,73.87,73.87,73.87,0.0,0.0
2016-01-10,72.32,72.32,72.32,0.0,0.0,72.9,72.9,72.9,0.0,0.0,71.88,71.88,71.88,0.0,0.0,72.62,72.62,72.62,0.0,0.0
2016-01-17,73.42,73.42,73.42,0.0,0.0,73.77,73.77,73.77,0.0,0.0,73.24,73.24,73.24,0.0,0.0,73.62,73.62,73.62,0.0,0.0
2016-01-24,74.39,74.39,74.39,0.0,0.0,76.0,76.0,76.0,0.0,0.0,74.39,74.39,74.39,0.0,0.0,75.98,75.98,75.98,0.0,0.0
2016-01-31,75.24,75.24,75.24,0.0,0.0,75.35,75.35,75.35,0.0,0.0,74.2,74.2,74.2,0.0,0.0,74.5,74.5,74.5,0.0,0.0
2016-02-07,73.57,73.57,73.57,0.0,0.0,74.33,74.33,74.33,0.0,0.0,73.44,73.44,73.44,0.0,0.0,74.33,74.33,74.33,0.0,0.0
2016-02-14,75.96,75.96,75.96,0.0,0.0,76.32,76.32,76.32,0.0,0.0,75.68,75.68,75.68,0.0,0.0,76.26,76.26,76.26,0.0,0.0
2016-02-21,78.2,78.2,78.2,0.0,0.0,78.2,78.2,78.2,0.0,0.0,77.32,77.32,77.32,0.0,0.0,77.42,77.42,77.42,0.0,0.0
2016-02-28,78.49,78.49,78.49,0.0,0.0,79.1,79.1,79.1,0.0,0.0,78.28,78.28,78.28,0.0,0.0,78.87,78.87,78.87,0.0,0.0
2016-03-06,79.34,79.34,79.34,0.0,0.0,79.79,79.79,79.79,0.0,0.0,79.34,79.34,79.34,0.0,0.0,79.76,79.76,79.76,0.0,0.0
2016-03-13,81.06,81.06,81.06,0.0,0.0,81.2,81.2,81.2,0.0,0.0,80.89,80.89,80.89,0.0,0.0,81.08,81.08,81.08,0.0,0.0
2016-03-20,79.94,79.94,79.94,0.0,0.0,80.2,80.2,80.2,0.0,0.0,79.81,79.81,79.81,0.0,0.0,80.2,80.2,80.2,0.0,0.0
2016-03-27,80.91,80.91,80.91,0.0,0.0,81.92,81.92,81.92,0.0,0.0,80.79,80.79,80.79,0.0,0.0,81.89,81.89,81.89,0.0,0.0
2016-04-03,81.1,81.1,81.1,0.0,0.0,81.3,81.3,81.3,0.0,0.0,80.73,80.73,80.73,0.0,0.0,80.96,80.96,80.96,0.0,0.0
2016-04-10,81.57,81.57,81.57,0.0,0.0,81.87,81.87,81.87,0.0,0.0,81.54,81.54,81.54,0.0,0.0,81.84,81.84,81.84,0.0,0.0
2016-04-17,81.5,81.5,81.5,0.0,0.0,81.63,81.63,81.63,0.0,0.0,81.2,81.2,81.2,0.0,0.0,81.58,81.58,81.58,0.0,0.0
2016-04-24,81.15,81.15,81.15,0.0,0.0,81.16,81.16,81.16,0.0,0.0,80.61,80.61,80.61,0.0,0.0,80.98,80.98,80.98,0.0,0.0
2016-05-01,80.82,80.82,80.82,0.0,0.0,81.34,81.34,81.34,0.0,0.0,80.63,80.63,80.63,0.0,0.0,81.32,81.32,81.32,0.0,0.0
2016-05-08,81.87,81.87,81.87,0.0,0.0,81.93,81.93,81.93,0.0,0.0,81.01,81.01,81.01,0.0,0.0,81.17,81.17,81.17,0.0,0.0
2016-05-15,80.63,80.63,80.63,0.0,0.0,80.96,80.96,80.96,0.0,0.0,80.53,80.53,80.53,0.0,0.0,80.65,80.65,80.65,0.0,0.0
2016-05-22,81.83,81.83,81.83,0.0,0.0,81.99,81.99,81.99,0.0,0.0,81.74,81.74,81.74,0.0,0.0,81.96,81.96,81.96,0.0,0.0
2016-05-29,82.1,82.1,82.1,0.0,0.0,82.31,82.31,82.31,0.0,0.0,81.75,81.75,81.75,0.0,0.0,82.22,82.22,82.22,0.0,0.0
2016-06-05,82.7,82.7,82.7,0.0,0.0,82.99,82.99,82.99,0.0,0.0,82.53,82.53,82.53,0.0,0.0,82.81,82.81,82.81,0.0,0.0
2016-06-12,82.27,82.27,82.27,0.0,0.0,82.27,82.27,82.27,0.0,0.0,81.64,81.64,81.64,0.0,0.0,82.03,82.03,82.03,0.0,0.0
2016-06-19,80.65,80.65,80.65,0.0,0.0,81.8,81.8,81.8,0.0,0.0,80.44,80.44,80.44,0.0,0.0,80.53,80.53,80.53,0.0,0.0
2016-06-26,83.28,83.28,83.28,0.0,0.0,83.57,83.57,83.57,0.0,0.0,83.15,83.15,83.15,0.0,0.0,83.29,83.29,83.29,0.0,0.0
2016-07-03,83.82,83.82,83.82,0.0,0.0,84.54,84.54,84.54,0.0,0.0,83.77,83.77,83.77,0.0,0.0,84.49,84.49,84.49,0.0,0.0
2016-07-10,85.73,85.73,85.73,0.0,0.0,85.8,85.8,85.8,0.0,0.0,85.21,85.21,85.21,0.0,0.0,85.39,85.39,85.39,0.0,0.0
2016-07-17,85.33,85.33,85.33,0.0,0.0,85.6,85.6,85.6,0.0,0.0,85.17,85.17,85.17,0.0,0.0,85.58,85.58,85.58,0.0,0.0
2016-07-24,85.01,85.01,85.01,0.0,0.0,85.32,85.32,85.32,0.0,0.0,84.84,84.84,84.84,0.0,0.0,85.15,85.15,85.15,0.0,0.0
2016-07-31,85.36,85.36,85.36,0.0,0.0,85.65,85.65,85.65,0.0,0.0,85.28,85.28,85.28,0.0,0.0,85.63,85.63,85.63,0.0,0.0
2016-08-07,85.97,85.97,85.97,0.0,0.0,86.04,86.04,86.04,0.0,0.0,85.79,85.79,85.79,0.0,0.0,85.98,85.98,85.98,0.0,0.0
2016-08-14,85.45,85.45,85.45,0.0,0.0,85.8,85.8,85.8,0.0,0.0,85.35,85.35,85.35,0.0,0.0,85.77,85.77,85.77,0.0,0.0
2016-08-21,85.54,85.54,85.54,0.0,0.0,85.88,85.88,85.88,0.0,0.0,84.83,84.83,84.83,0.0,0.0,85.14,85.14,85.14,0.0,0.0
