Date,HHT_stock_Open_average,HHT_stock_Open_max,HHT_stock_Open_min,HHT_stock_Open_volatility,HHT_stock_Open_change,HHT_stock_High_average,HHT_stock_High_max,HHT_stock_High_min,HHT_stock_High_volatility,HHT_stock_High_change,HHT_stock_Low_average,HHT_stock_Low_max,HHT_stock_Low_min,HHT_stock_Low_volatility,HHT_stock_Low_change,HHT_stock_Close_average,HHT_stock_Close_max,HHT_stock_Close_min,HHT_stock_Close_volatility,HHT_stock_Close_change,HHT_stock_Volume_average,HHT_stock_Volume_max,HHT_stock_Volume_min,HHT_stock_Volume_volatility,HHT_stock_Volume_change
2016-01-03,1.674,2.0,1.5,0.5,0.28,1.9140000000000001,2.2,1.77,0.43000000000000016,-0.40000000000000013,1.591,1.78,1.47,0.31000000000000005,0.31000000000000005,1.846,2.19,1.72,0.47,-0.3899999999999999,10743,30036,1055,28981,-28690
2016-01-10,1.7154,1.79,1.63,0.16000000000000014,-0.12300000000000022,1.7174,1.79,1.63,0.16000000000000014,-0.12300000000000022,1.6234,1.6669999999999998,1.6,0.06699999999999973,0.04699999999999971,1.6334,1.6669999999999998,1.6,0.06699999999999973,0.04699999999999971,1094,3956,0,3956,-604
2016-01-17,1.7425,1.85,1.67,0.18000000000000016,0.18000000000000016,1.86425,1.99,1.787,0.20300000000000007,-0.1399999999999999,1.7025,1.74,1.67,0.07000000000000006,0.030000000000000027,1.73675,1.787,1.7,0.08699999999999997,-0.06000000000000005,1621,5998,43,5955,-5955
2016-01-24,1.798,2.002,1.68,0.32199999999999984,0.31199999999999983,1.798,2.002,1.68,0.32199999999999984,0.31199999999999983,1.7149999999999999,1.82,1.67,0.15000000000000013,-0.020000000000000018,1.786,1.954,1.68,0.274,0.264,618,2474,0,2474,2474
2016-01-31,1.9322,2.191,1.7,0.4909999999999999,0.24,1.934,2.2,1.7,0.5000000000000002,0.24,1.7778,1.949,1.67,0.27900000000000014,-0.030000000000000027,1.7778,1.949,1.67,0.27900000000000014,-0.030000000000000027,119,412,0,412,23
2016-02-07,1.5566666666666666,1.67,1.5,0.16999999999999993,-0.16999999999999993,1.5739999999999998,1.67,1.5,0.16999999999999993,-0.1180000000000001,1.5,1.5,1.5,0.0,0.0,1.5413333333333332,1.5719999999999998,1.5,0.07199999999999984,-0.020000000000000018,1331,3690,37,3653,-3422
2016-02-14,1.4649999999999999,1.63,1.37,0.2599999999999998,-0.20999999999999996,1.49525,1.7,1.39,0.31000000000000005,-0.28,1.4649999999999999,1.63,1.37,0.2599999999999998,-0.20999999999999996,1.4874999999999998,1.7,1.39,0.31000000000000005,-0.28,153,369,12,357,-357
2016-02-21,1.5733333333333333,1.78,1.46,0.32000000000000006,-0.30000000000000004,1.4866666666666666,1.52,1.46,0.06000000000000005,-0.040000000000000036,1.5733333333333333,1.78,1.46,0.32000000000000006,-0.30000000000000004,1.4866666666666666,1.52,1.46,0.06000000000000005,-0.040000000000000036,110,206,0,206,-125
2016-02-28,1.5875,1.68,1.52,0.15999999999999992,0.15999999999999992,1.5925,1.7,1.52,0.17999999999999994,0.17999999999999994,1.5875,1.68,1.52,0.15999999999999992,0.15999999999999992,1.5915,1.696,1.52,0.17599999999999993,0.17599999999999993,320,756,7,749,431
2016-03-06,1.7425,1.95,1.52,0.42999999999999994,-0.42999999999999994,1.78,1.95,1.52,0.42999999999999994,-0.42999999999999994,1.67675,1.837,1.52,0.31699999999999995,-0.31699999999999995,1.67675,1.837,1.52,0.31699999999999995,-0.31699999999999995,1057,2201,238,1963,-842
2016-03-13,1.61,1.7,1.56,0.1399999999999999,-0.11999999999999988,1.625,1.7,1.58,0.11999999999999988,-0.07999999999999985,1.61,1.7,1.56,0.1399999999999999,-0.11999999999999988,1.625,1.7,1.58,0.11999999999999988,-0.07999999999999985,25,92,0,92,92
2016-03-20,1.7333333333333334,1.85,1.58,0.27,0.27,1.7333333333333334,1.85,1.58,0.27,0.27,1.7333333333333334,1.85,1.58,0.27,0.27,1.7333333333333334,1.85,1.58,0.27,0.27,617,1000,143,857,-857
