Date,WisdomTree Middle East DividendEtf_Open_average,WisdomTree Middle East DividendEtf_Open_max,WisdomTree Middle East DividendEtf_Open_min,WisdomTree Middle East DividendEtf_Open_volatility,WisdomTree Middle East DividendEtf_Open_change,WisdomTree Middle East DividendEtf_High_average,WisdomTree Middle East DividendEtf_High_max,WisdomTree Middle East DividendEtf_High_min,WisdomTree Middle East DividendEtf_High_volatility,WisdomTree Middle East DividendEtf_High_change,WisdomTree Middle East DividendEtf_Low_average,WisdomTree Middle East DividendEtf_Low_max,WisdomTree Middle East DividendEtf_Low_min,WisdomTree Middle East DividendEtf_Low_volatility,WisdomTree Middle East DividendEtf_Low_change,WisdomTree Middle East DividendEtf_Close_average,WisdomTree Middle East DividendEtf_Close_max,WisdomTree Middle East DividendEtf_Close_min,WisdomTree Middle East DividendEtf_Close_volatility,WisdomTree Middle East DividendEtf_Close_change
2016-01-03,16.13,16.13,16.13,0.0,0.0,16.13,16.13,16.13,0.0,0.0,15.92,15.92,15.92,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2016-01-10,15.0,15.0,15.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.95,14.95,14.95,0.0,0.0
2016-01-17,14.44,14.44,14.44,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.56,14.56,14.56,0.0,0.0
2016-01-24,15.25,15.25,15.25,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.37,15.37,15.37,0.0,0.0
2016-01-31,15.77,15.77,15.77,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.73,15.73,15.73,0.0,0.0,15.92,15.92,15.92,0.0,0.0
2016-02-07,15.66,15.66,15.66,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.66,15.66,15.66,0.0,0.0,15.7,15.7,15.7,0.0,0.0
2016-02-14,16.05,16.05,16.05,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2016-02-21,16.22,16.22,16.22,0.0,0.0,16.29,16.29,16.29,0.0,0.0,16.18,16.18,16.18,0.0,0.0,16.19,16.19,16.19,0.0,0.0
2016-02-28,16.65,16.65,16.65,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.7,16.7,16.7,0.0,0.0
2016-03-06,16.77,16.77,16.77,0.0,0.0,17.08,17.08,17.08,0.0,0.0,16.77,16.77,16.77,0.0,0.0,17.0,17.0,17.0,0.0,0.0
2016-03-13,17.07,17.07,17.07,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.07,17.07,17.07,0.0,0.0
2016-03-20,16.64,16.64,16.64,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2016-03-27,16.8,16.8,16.8,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.93,16.93,16.93,0.0,0.0
2016-04-03,16.79,16.79,16.79,0.0,0.0,16.92,16.92,16.92,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.8,16.8,16.8,0.0,0.0
2016-04-10,17.44,17.44,17.44,0.0,0.0,17.44,17.44,17.44,0.0,0.0,17.19,17.19,17.19,0.0,0.0,17.2,17.2,17.2,0.0,0.0
2016-04-17,17.08,17.08,17.08,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.05,17.05,17.05,0.0,0.0,17.05,17.05,17.05,0.0,0.0
2016-04-24,17.57,17.57,17.57,0.0,0.0,17.57,17.57,17.57,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.47,17.47,17.47,0.0,0.0
2016-05-01,17.22,17.22,17.22,0.0,0.0,17.22,17.22,17.22,0.0,0.0,16.89,16.89,16.89,0.0,0.0,17.03,17.03,17.03,0.0,0.0
2016-05-08,17.12,17.12,17.12,0.0,0.0,17.17,17.17,17.17,0.0,0.0,16.87,16.87,16.87,0.0,0.0,17.13,17.13,17.13,0.0,0.0
2016-05-15,16.93,16.93,16.93,0.0,0.0,17.33,17.33,17.33,0.0,0.0,16.82,16.82,16.82,0.0,0.0,17.32,17.32,17.32,0.0,0.0
2016-05-22,17.15,17.15,17.15,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.12,17.12,17.12,0.0,0.0
2016-05-29,16.94,16.94,16.94,0.0,0.0,16.96,16.96,16.96,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.92,16.92,16.92,0.0,0.0
2016-06-05,17.05,17.05,17.05,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.04,17.04,17.04,0.0,0.0,17.06,17.06,17.06,0.0,0.0
2016-06-12,16.91,16.91,16.91,0.0,0.0,17.01,17.01,17.01,0.0,0.0,16.83,16.83,16.83,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2016-06-19,16.4,16.4,16.4,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.06,16.06,16.06,0.0,0.0,16.25,16.25,16.25,0.0,0.0
2016-06-26,16.26,16.26,16.26,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.26,16.26,16.26,0.0,0.0,16.38,16.38,16.38,0.0,0.0
2016-07-03,16.55,16.55,16.55,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.5,16.5,16.5,0.0,0.0
2016-07-10,16.69,16.69,16.69,0.0,0.0,16.76,16.76,16.76,0.0,0.0,16.67,16.67,16.67,0.0,0.0,16.76,16.76,16.76,0.0,0.0
2016-07-17,16.5,16.5,16.5,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.66,16.66,16.66,0.0,0.0
2016-07-24,16.81,16.81,16.81,0.0,0.0,16.87,16.87,16.87,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.82,16.82,16.82,0.0,0.0
2016-07-31,16.81,16.81,16.81,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.88,16.88,16.88,0.0,0.0
2016-08-07,17.1,17.1,17.1,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.0,17.0,17.0,0.0,0.0,17.05,17.05,17.05,0.0,0.0
2016-08-14,17.26,17.26,17.26,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.23,17.23,17.23,0.0,0.0
2016-08-21,17.16,17.16,17.16,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.08,17.08,17.08,0.0,0.0
2016-08-28,16.88,16.88,16.88,0.0,0.0,16.95,16.95,16.95,0.0,0.0,16.87,16.87,16.87,0.0,0.0,16.94,16.94,16.94,0.0,0.0
2016-09-04,16.77,16.77,16.77,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.68,16.68,16.68,0.0,0.0
2016-09-11,16.83,16.83,16.83,0.0,0.0,16.83,16.83,16.83,0.0,0.0,16.83,16.83,16.83,0.0,0.0,16.83,16.83,16.83,0.0,0.0
2016-09-18,16.85,16.85,16.85,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2016-09-25,16.79,16.79,16.79,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.76,16.76,16.76,0.0,0.0
2016-10-02,16.5,16.5,16.5,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.53,16.53,16.53,0.0,0.0
2016-10-09,16.33,16.33,16.33,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.26,16.26,16.26,0.0,0.0,16.44,16.44,16.44,0.0,0.0
2016-10-16,16.3,16.3,16.3,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.29,16.29,16.29,0.0,0.0,16.37,16.37,16.37,0.0,0.0
2016-10-23,16.5,16.5,16.5,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.45,16.45,16.45,0.0,0.0
2016-10-30,16.2,16.2,16.2,0.0,0.0,16.2,16.2,16.2,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.83,15.83,15.83,0.0,0.0
2016-11-06,15.73,15.73,15.73,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.75,15.75,15.75,0.0,0.0
2016-11-13,16.07,16.07,16.07,0.0,0.0,16.07,16.07,16.07,0.0,0.0,15.95,15.95,15.95,0.0,0.0,16.04,16.04,16.04,0.0,0.0
2016-11-20,15.75,15.75,15.75,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.73,15.73,15.73,0.0,0.0,15.9,15.9,15.9,0.0,0.0
2016-11-27,15.95,15.95,15.95,0.0,0.0,16.1,16.1,16.1,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.91,15.91,15.91,0.0,0.0
2016-12-04,16.3,16.3,16.3,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.29,16.29,16.29,0.0,0.0,16.46,16.46,16.46,0.0,0.0
2016-12-11,16.55,16.55,16.55,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.5,16.5,16.5,0.0,0.0
2016-12-18,16.63,16.63,16.63,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.53,16.53,16.53,0.0,0.0,16.65,16.65,16.65,0.0,0.0
2016-12-25,16.73,16.73,16.73,0.0,0.0,16.83,16.83,16.83,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2017-01-01,17.32,17.32,17.32,0.0,0.0,17.51,17.51,17.51,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.36,17.36,17.36,0.0,0.0
2017-01-08,17.45,17.45,17.45,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.43,17.43,17.43,0.0,0.0,17.81,17.81,17.81,0.0,0.0
2017-01-15,17.69,17.69,17.69,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.69,17.69,17.69,0.0,0.0,17.84,17.84,17.84,0.0,0.0
2017-01-22,18.3,18.3,18.3,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.06,18.06,18.06,0.0,0.0,18.06,18.06,18.06,0.0,0.0
2017-01-29,17.95,17.95,17.95,0.0,0.0,18.26,18.26,18.26,0.0,0.0,17.77,17.77,17.77,0.0,0.0,18.26,18.26,18.26,0.0,0.0
2017-02-05,18.0,18.0,18.0,0.0,0.0,18.03,18.03,18.03,0.0,0.0,17.83,17.83,17.83,0.0,0.0,17.9,17.9,17.9,0.0,0.0
2017-02-12,18.02,18.02,18.02,0.0,0.0,18.14,18.14,18.14,0.0,0.0,17.95,17.95,17.95,0.0,0.0,18.08,18.08,18.08,0.0,0.0
2017-02-19,17.8,17.8,17.8,0.0,0.0,17.95,17.95,17.95,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.95,17.95,17.95,0.0,0.0
2017-02-26,17.69,17.69,17.69,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.69,17.69,17.69,0.0,0.0,17.82,17.82,17.82,0.0,0.0
2017-03-05,17.78,17.78,17.78,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.78,17.78,17.78,0.0,0.0
2017-03-12,17.6,17.6,17.6,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.6,17.6,17.6,0.0,0.0
2017-03-19,17.57,17.57,17.57,0.0,0.0,17.57,17.57,17.57,0.0,0.0,17.57,17.57,17.57,0.0,0.0,17.57,17.57,17.57,0.0,0.0
2017-03-26,17.37,17.37,17.37,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.3,17.3,17.3,0.0,0.0
2017-04-02,17.77,17.77,17.77,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.9,17.9,17.9,0.0,0.0
2017-04-09,17.6,17.6,17.6,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.51,17.51,17.51,0.0,0.0
2017-04-16,17.28,17.28,17.28,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.39,17.39,17.39,0.0,0.0
2017-04-23,17.21,17.21,17.21,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.32,17.32,17.32,0.0,0.0
2017-04-30,17.19,17.19,17.19,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.14,17.14,17.14,0.0,0.0,17.2,17.2,17.2,0.0,0.0
2017-05-07,17.31,17.31,17.31,0.0,0.0,17.39,17.39,17.39,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.39,17.39,17.39,0.0,0.0
2017-05-14,17.52,17.52,17.52,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.52,17.52,17.52,0.0,0.0
2017-05-21,17.1,17.1,17.1,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.1,17.1,17.1,0.0,0.0
2017-05-28,17.15,17.15,17.15,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.25,17.25,17.25,0.0,0.0
2017-06-04,17.08,17.08,17.08,0.0,0.0,17.18,17.18,17.18,0.0,0.0,16.88,16.88,16.88,0.0,0.0,17.0,17.0,17.0,0.0,0.0
2017-06-11,16.81,16.81,16.81,0.0,0.0,16.99,16.99,16.99,0.0,0.0,16.81,16.81,16.81,0.0,0.0,16.89,16.89,16.89,0.0,0.0
2017-06-18,16.87,16.87,16.87,0.0,0.0,16.97,16.97,16.97,0.0,0.0,16.84,16.84,16.84,0.0,0.0,16.88,16.88,16.88,0.0,0.0
2017-06-25,16.82,16.82,16.82,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.78,16.78,16.78,0.0,0.0
2017-07-02,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.62,16.62,16.62,0.0,0.0
2017-07-09,17.14,17.14,17.14,0.0,0.0,17.26,17.26,17.26,0.0,0.0,17.14,17.14,17.14,0.0,0.0,17.23,17.23,17.23,0.0,0.0
2017-07-16,17.29,17.29,17.29,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.29,17.29,17.29,0.0,0.0,17.29,17.29,17.29,0.0,0.0
2017-07-23,17.67,17.67,17.67,0.0,0.0,17.69,17.69,17.69,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.59,17.59,17.59,0.0,0.0
2017-07-30,17.52,17.52,17.52,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.52,17.52,17.52,0.0,0.0
2017-08-06,17.5,17.5,17.5,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.55,17.55,17.55,0.0,0.0
2017-08-13,17.36,17.36,17.36,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.4,17.4,17.4,0.0,0.0
2017-08-20,17.46,17.46,17.46,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.46,17.46,17.46,0.0,0.0
2017-08-27,17.6,17.6,17.6,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.6,17.6,17.6,0.0,0.0
2017-09-03,17.5,17.5,17.5,0.0,0.0,17.65,17.65,17.65,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.65,17.65,17.65,0.0,0.0
2017-09-10,17.7,17.7,17.7,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.7,17.7,17.7,0.0,0.0
2017-09-17,17.57,17.57,17.57,0.0,0.0,17.57,17.57,17.57,0.0,0.0,17.57,17.57,17.57,0.0,0.0,17.57,17.57,17.57,0.0,0.0
2017-09-24,17.45,17.45,17.45,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.42,17.42,17.42,0.0,0.0
2017-10-01,17.66,17.66,17.66,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.66,17.66,17.66,0.0,0.0,17.73,17.73,17.73,0.0,0.0
2017-10-08,17.62,17.62,17.62,0.0,0.0,17.68,17.68,17.68,0.0,0.0,17.57,17.57,17.57,0.0,0.0,17.58,17.58,17.58,0.0,0.0
2017-10-15,17.44,17.44,17.44,0.0,0.0,17.44,17.44,17.44,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.35,17.35,17.35,0.0,0.0
2017-10-22,17.38,17.38,17.38,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.37,17.37,17.37,0.0,0.0
2017-10-29,17.23,17.23,17.23,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.13,17.13,17.13,0.0,0.0,17.22,17.22,17.22,0.0,0.0
2017-11-05,16.82,16.82,16.82,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.82,16.82,16.82,0.0,0.0
2017-11-12,16.65,16.65,16.65,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.62,16.62,16.62,0.0,0.0
2017-11-19,16.45,16.45,16.45,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.45,16.45,16.45,0.0,0.0,16.61,16.61,16.61,0.0,0.0
2017-11-26,16.78,16.78,16.78,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.79,16.79,16.79,0.0,0.0
2017-12-03,16.87,16.87,16.87,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.76,16.76,16.76,0.0,0.0
2017-12-10,16.99,16.99,16.99,0.0,0.0,16.99,16.99,16.99,0.0,0.0,16.99,16.99,16.99,0.0,0.0,16.99,16.99,16.99,0.0,0.0
2017-12-17,17.33,17.33,17.33,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.33,17.33,17.33,0.0,0.0
2017-12-24,17.41,17.41,17.41,0.0,0.0,17.64,17.64,17.64,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.61,17.61,17.61,0.0,0.0
2017-12-31,17.99,17.99,17.99,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.9,17.9,17.9,0.0,0.0,18.0,18.0,18.0,0.0,0.0
