Date,Energy Select Sector SPDREtf_Open_average,Energy Select Sector SPDREtf_Open_max,Energy Select Sector SPDREtf_Open_min,Energy Select Sector SPDREtf_Open_volatility,Energy Select Sector SPDREtf_Open_change,Energy Select Sector SPDREtf_High_average,Energy Select Sector SPDREtf_High_max,Energy Select Sector SPDREtf_High_min,Energy Select Sector SPDREtf_High_volatility,Energy Select Sector SPDREtf_High_change,Energy Select Sector SPDREtf_Low_average,Energy Select Sector SPDREtf_Low_max,Energy Select Sector SPDREtf_Low_min,Energy Select Sector SPDREtf_Low_volatility,Energy Select Sector SPDREtf_Low_change,Energy Select Sector SPDREtf_Close_average,Energy Select Sector SPDREtf_Close_max,Energy Select Sector SPDREtf_Close_min,Energy Select Sector SPDREtf_Close_volatility,Energy Select Sector SPDREtf_Close_change
2016-01-03,55.6,55.6,55.6,0.0,0.0,55.72,55.72,55.72,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.42,54.42,54.42,0.0,0.0
2016-01-10,52.07,52.07,52.07,0.0,0.0,53.27,53.27,53.27,0.0,0.0,51.77,51.77,51.77,0.0,0.0,52.77,52.77,52.77,0.0,0.0
2016-01-17,53.72,53.72,53.72,0.0,0.0,54.49,54.49,54.49,0.0,0.0,52.87,52.87,52.87,0.0,0.0,54.12,54.12,54.12,0.0,0.0
2016-01-24,55.01,55.01,55.01,0.0,0.0,56.58,56.58,56.58,0.0,0.0,54.85,54.85,54.85,0.0,0.0,56.52,56.52,56.52,0.0,0.0
2016-01-31,54.86,54.86,54.86,0.0,0.0,55.09,55.09,55.09,0.0,0.0,53.86,53.86,53.86,0.0,0.0,54.32,54.32,54.32,0.0,0.0
2016-02-07,53.01,53.01,53.01,0.0,0.0,53.91,53.91,53.91,0.0,0.0,52.54,52.54,52.54,0.0,0.0,53.67,53.67,53.67,0.0,0.0
2016-02-14,54.55,54.55,54.55,0.0,0.0,55.18,55.18,55.18,0.0,0.0,54.08,54.08,54.08,0.0,0.0,55.16,55.16,55.16,0.0,0.0
2016-02-21,56.16,56.16,56.16,0.0,0.0,56.32,56.32,56.32,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.57,55.57,55.57,0.0,0.0
2016-02-28,58.96,58.96,58.96,0.0,0.0,60.03,60.03,60.03,0.0,0.0,58.33,58.33,58.33,0.0,0.0,59.19,59.19,59.19,0.0,0.0
2016-03-06,59.8,59.8,59.8,0.0,0.0,60.75,60.75,60.75,0.0,0.0,59.73,59.73,59.73,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2016-03-13,61.94,61.94,61.94,0.0,0.0,62.0,62.0,62.0,0.0,0.0,61.07,61.07,61.07,0.0,0.0,61.65,61.65,61.65,0.0,0.0
2016-03-20,58.93,58.93,58.93,0.0,0.0,60.04,60.04,60.04,0.0,0.0,58.65,58.65,58.65,0.0,0.0,60.04,60.04,60.04,0.0,0.0
2016-03-27,59.05,59.05,59.05,0.0,0.0,59.46,59.46,59.46,0.0,0.0,58.85,58.85,58.85,0.0,0.0,59.29,59.29,59.29,0.0,0.0
2016-04-03,60.48,60.48,60.48,0.0,0.0,60.89,60.89,60.89,0.0,0.0,60.26,60.26,60.26,0.0,0.0,60.56,60.56,60.56,0.0,0.0
2016-04-10,62.19,62.19,62.19,0.0,0.0,62.3,62.3,62.3,0.0,0.0,61.61,61.61,61.61,0.0,0.0,61.69,61.69,61.69,0.0,0.0
2016-04-17,64.32,64.32,64.32,0.0,0.0,65.34,65.34,65.34,0.0,0.0,64.27,64.27,64.27,0.0,0.0,65.09,65.09,65.09,0.0,0.0
2016-04-24,65.79,65.79,65.79,0.0,0.0,66.43,66.43,66.43,0.0,0.0,64.54,64.54,64.54,0.0,0.0,65.54,65.54,65.54,0.0,0.0
2016-05-01,63.11,63.11,63.11,0.0,0.0,64.15,64.15,64.15,0.0,0.0,62.95,62.95,62.95,0.0,0.0,63.38,63.38,63.38,0.0,0.0
2016-05-08,63.64,63.64,63.64,0.0,0.0,64.12,64.12,64.12,0.0,0.0,62.97,62.97,62.97,0.0,0.0,63.1,63.1,63.1,0.0,0.0
2016-05-15,64.05,64.05,64.05,0.0,0.0,64.38,64.38,64.38,0.0,0.0,63.67,63.67,63.67,0.0,0.0,64.24,64.24,64.24,0.0,0.0
2016-05-22,64.91,64.91,64.91,0.0,0.0,65.22,65.22,65.22,0.0,0.0,64.55,64.55,64.55,0.0,0.0,65.18,65.18,65.18,0.0,0.0
2016-05-29,64.86,64.86,64.86,0.0,0.0,65.2,65.2,65.2,0.0,0.0,64.22,64.22,64.22,0.0,0.0,64.61,64.61,64.61,0.0,0.0
2016-06-05,66.17,66.17,66.17,0.0,0.0,66.6,66.6,66.6,0.0,0.0,65.33,65.33,65.33,0.0,0.0,65.41,65.41,65.41,0.0,0.0
2016-06-12,64.96,64.96,64.96,0.0,0.0,65.07,65.07,65.07,0.0,0.0,64.57,64.57,64.57,0.0,0.0,64.95,64.95,64.95,0.0,0.0
2016-06-19,64.42,64.42,64.42,0.0,0.0,65.58,65.58,65.58,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.84,64.84,64.84,0.0,0.0
2016-06-26,66.18,66.18,66.18,0.0,0.0,66.85,66.85,66.85,0.0,0.0,66.13,66.13,66.13,0.0,0.0,66.61,66.61,66.61,0.0,0.0
2016-07-03,65.46,65.46,65.46,0.0,0.0,65.98,65.98,65.98,0.0,0.0,65.1,65.1,65.1,0.0,0.0,65.74,65.74,65.74,0.0,0.0
2016-07-10,67.5,67.5,67.5,0.0,0.0,67.66,67.66,67.66,0.0,0.0,66.97,66.97,66.97,0.0,0.0,67.22,67.22,67.22,0.0,0.0
2016-07-17,66.28,66.28,66.28,0.0,0.0,66.44,66.44,66.44,0.0,0.0,65.91,65.91,65.91,0.0,0.0,66.34,66.34,66.34,0.0,0.0
2016-07-24,63.84,63.84,63.84,0.0,0.0,65.5,65.5,65.5,0.0,0.0,63.78,63.78,63.78,0.0,0.0,65.42,65.42,65.42,0.0,0.0
2016-07-31,65.01,65.01,65.01,0.0,0.0,65.66,65.66,65.66,0.0,0.0,64.9,64.9,64.9,0.0,0.0,65.57,65.57,65.57,0.0,0.0
2016-08-07,66.51,66.51,66.51,0.0,0.0,66.91,66.91,66.91,0.0,0.0,66.34,66.34,66.34,0.0,0.0,66.71,66.71,66.71,0.0,0.0
2016-08-14,68.71,68.71,68.71,0.0,0.0,68.71,68.71,68.71,0.0,0.0,68.11,68.11,68.11,0.0,0.0,68.36,68.36,68.36,0.0,0.0
2016-08-21,67.71,67.71,67.71,0.0,0.0,68.24,68.24,68.24,0.0,0.0,67.04,67.04,67.04,0.0,0.0,67.36,67.36,67.36,0.0,0.0
2016-08-28,66.98,66.98,66.98,0.0,0.0,67.24,67.24,67.24,0.0,0.0,66.66,66.66,66.66,0.0,0.0,67.07,67.07,67.07,0.0,0.0
