Date,GNE_stock_Open_average,GNE_stock_Open_max,GNE_stock_Open_min,GNE_stock_Open_volatility,GNE_stock_Open_change,GNE_stock_High_average,GNE_stock_High_max,GNE_stock_High_min,GNE_stock_High_volatility,GNE_stock_High_change,GNE_stock_Low_average,GNE_stock_Low_max,GNE_stock_Low_min,GNE_stock_Low_volatility,GNE_stock_Low_change,GNE_stock_Close_average,GNE_stock_Close_max,GNE_stock_Close_min,GNE_stock_Close_volatility,GNE_stock_Close_change,GNE_stock_Volume_average,GNE_stock_Volume_max,GNE_stock_Volume_min,GNE_stock_Volume_volatility,GNE_stock_Volume_change
2016-01-03,9.94,10.95,9.3,1.6499999999999986,-1.6499999999999986,10.028,11.02,9.42,1.5999999999999996,-1.5999999999999996,9.408,10.2,8.86,1.3399999999999999,-1.0299999999999994,9.632,10.32,9.22,1.0999999999999996,-1.040000000000001,75395,96489,52616,43873,-43873
2016-01-10,8.542,9.31,7.82,1.4900000000000002,-1.4900000000000002,8.706,9.6,7.95,1.6499999999999995,-1.6499999999999995,7.938,8.67,7.17,1.5,-1.5,8.258,8.91,7.75,1.1600000000000001,-1.1600000000000001,98202,108852,83932,24920,-10064
2016-01-17,7.904999999999999,8.35,7.49,0.8599999999999994,0.5800000000000001,8.25,8.79,7.77,1.0199999999999996,1.0199999999999996,7.5875,8.15,7.0,1.1500000000000004,0.8400000000000007,8.07,8.72,7.5,1.2200000000000006,1.2200000000000006,94363,102072,91413,10659,-982
2016-01-24,8.368,8.67,8.24,0.4299999999999997,-0.35999999999999943,8.5,8.75,8.41,0.33999999999999986,-0.25,8.168000000000001,8.31,8.09,0.22000000000000064,0.16000000000000014,8.252,8.41,8.11,0.3000000000000007,0.2400000000000002,61446,120010,34786,85224,61002
2016-01-31,8.344000000000001,8.4,8.14,0.2599999999999998,-0.019999999999999574,8.488,8.59,8.4,0.1899999999999995,0.14000000000000057,8.126,8.18,8.05,0.129999999999999,-0.11999999999999922,8.336,8.44,8.09,0.34999999999999964,-0.27999999999999936,73702,111343,50502,60841,-60841
2016-02-07,8.312,8.61,8.01,0.5999999999999996,0.5999999999999996,8.622,8.88,8.38,0.5,0.5,8.236,8.61,7.94,0.669999999999999,0.669999999999999,8.514,8.82,8.32,0.5,0.5,51097,64857,37371,27486,760
2016-02-14,9.3475,9.72,8.9,0.8200000000000003,0.6399999999999988,9.655000000000001,9.9,9.23,0.6699999999999999,0.4800000000000004,9.2075,9.48,8.89,0.5899999999999999,0.33999999999999986,9.445,9.68,9.21,0.46999999999999886,0.11999999999999922,60430,87765,35751,52014,-35014
2016-02-21,9.234,9.46,8.94,0.5200000000000014,-0.1800000000000015,9.432,9.71,9.29,0.4200000000000017,-0.15000000000000036,9.026,9.29,8.65,0.6399999999999988,-0.0799999999999983,9.218,9.3,9.04,0.26000000000000156,-0.02999999999999936,49597,68055,36830,31225,19082
2016-02-28,9.443999999999999,10.03,9.19,0.8399999999999999,0.7799999999999994,9.74,10.23,9.41,0.8200000000000003,0.7599999999999998,9.37,9.78,9.11,0.6699999999999999,0.5299999999999994,9.638,10.09,9.27,0.8200000000000003,0.8200000000000003,60033,72038,39757,32281,11724
2016-03-06,9.014,10.13,7.95,2.1800000000000006,-2.1100000000000003,9.186,10.57,8.14,2.4299999999999997,-2.4299999999999997,8.488,10.06,7.89,2.170000000000001,-2.12,8.712,10.32,7.94,2.38,-2.1799999999999997,120788,226230,67457,158773,7426
2016-03-13,7.89,8.15,7.78,0.3700000000000001,-0.22000000000000064,7.998,8.15,7.9,0.25,-0.08999999999999986,7.788,7.84,7.75,0.08999999999999986,0.040000000000000036,7.886,8.03,7.83,0.1999999999999993,0.16999999999999904,81897,154510,53619,100891,-93587
2016-03-20,7.8725,8.09,7.52,0.5700000000000003,-0.5,8.1025,8.2,7.88,0.3199999999999994,-0.28000000000000025,7.6825,7.87,7.5,0.3700000000000001,-0.3700000000000001,7.84,8.06,7.61,0.4500000000000002,-0.04999999999999982,52139,69433,37041,32392,-14503
2016-03-27,7.772,7.98,7.51,0.47000000000000064,-0.33000000000000007,7.932,8.1,7.65,0.4499999999999993,-0.29000000000000004,7.598,7.78,7.37,0.41000000000000014,-0.2699999999999996,7.728000000000001,7.95,7.49,0.45999999999999996,-0.2400000000000002,55090,78942,37221,41721,30041
2016-04-03,7.262,7.39,7.13,0.2599999999999998,0.019999999999999574,7.43,7.55,7.31,0.2400000000000002,0.05999999999999961,7.102,7.28,6.82,0.45999999999999996,0.03000000000000025,7.228,7.35,6.99,0.35999999999999943,0.05999999999999961,62774,111923,31371,80552,-15708
2016-04-10,7.156,7.45,6.86,0.5899999999999999,-0.4499999999999993,7.294,7.66,6.97,0.6900000000000004,-0.6900000000000004,6.7540000000000004,7.29,6.32,0.9699999999999998,-0.75,7.014,7.48,6.61,0.8700000000000001,-0.8700000000000001,162088,350726,37676,313050,228454
2016-04-17,7.866,8.27,6.65,1.6199999999999992,1.4900000000000002,8.356,8.48,8.24,0.2400000000000002,-0.2400000000000002,7.734,8.08,6.65,1.4299999999999997,1.3699999999999992,8.193999999999999,8.33,8.05,0.27999999999999936,-0.14000000000000057,173644,459514,66690,392824,-392824
2016-04-24,7.968,8.2,7.7,0.4999999999999991,-0.4999999999999991,8.038,8.22,7.7,0.5200000000000005,-0.5200000000000005,7.694,7.86,7.24,0.6200000000000001,-0.6200000000000001,7.804,8.06,7.37,0.6900000000000004,-0.5700000000000003,37448,53088,27451,25637,19036
2016-05-01,7.244,7.53,6.72,0.8100000000000005,0.03000000000000025,7.652,8.17,7.2,0.9699999999999998,0.7299999999999995,6.9719999999999995,7.45,6.39,1.0600000000000005,0.39000000000000057,7.29,8.04,6.43,1.6099999999999994,0.8199999999999994,113954,244441,62527,181914,-6690
2016-05-08,7.811999999999999,8.03,7.64,0.3899999999999997,-0.3299999999999992,7.9,8.03,7.76,0.2699999999999996,-0.2499999999999991,7.662,7.82,7.43,0.39000000000000057,-0.20999999999999996,7.788,7.9,7.69,0.20999999999999996,-0.14000000000000057,43847,77117,29514,47603,-40757
2016-05-15,7.492,7.81,7.25,0.5599999999999996,-0.5599999999999996,7.622,7.92,7.3,0.6200000000000001,-0.28000000000000025,7.246,7.73,7.06,0.6700000000000008,-0.5,7.44,7.79,7.23,0.5599999999999996,-0.15000000000000036,44771,55147,26199,28948,16333
2016-05-22,7.4719999999999995,7.6,7.28,0.3199999999999994,-0.040000000000000036,7.642,7.72,7.48,0.23999999999999932,0.0,7.326,7.52,7.2,0.3199999999999994,-0.22999999999999954,7.428,7.57,7.29,0.28000000000000025,-0.16999999999999993,52186,70107,33291,36816,-1296
2016-05-29,7.545,7.88,7.34,0.54,0.17999999999999972,7.7225,7.91,7.52,0.39000000000000057,-0.0600000000000005,7.345,7.43,7.22,0.20999999999999996,-0.08999999999999986,7.5649999999999995,7.89,7.31,0.5800000000000001,-0.25,64413,86231,37094,49137,-12529
2016-06-05,7.394,7.46,7.35,0.11000000000000032,0.03000000000000025,7.498,7.54,7.48,0.05999999999999961,-0.019999999999999574,7.3020000000000005,7.37,7.23,0.13999999999999968,0.13999999999999968,7.432,7.47,7.39,0.08000000000000007,-0.05000000000000071,39285,44568,31885,12683,-3766
