Date,Global X Social MediaEtf_Open_average,Global X Social MediaEtf_Open_max,Global X Social MediaEtf_Open_min,Global X Social MediaEtf_Open_volatility,Global X Social MediaEtf_Open_change,Global X Social MediaEtf_High_average,Global X Social MediaEtf_High_max,Global X Social MediaEtf_High_min,Global X Social MediaEtf_High_volatility,Global X Social MediaEtf_High_change,Global X Social MediaEtf_Low_average,Global X Social MediaEtf_Low_max,Global X Social MediaEtf_Low_min,Global X Social MediaEtf_Low_volatility,Global X Social MediaEtf_Low_change,Global X Social MediaEtf_Close_average,Global X Social MediaEtf_Close_max,Global X Social MediaEtf_Close_min,Global X Social MediaEtf_Close_volatility,Global X Social MediaEtf_Close_change
2016-01-03,18.66,18.66,18.66,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.26,18.26,18.26,0.0,0.0,18.26,18.26,18.26,0.0,0.0
2016-01-10,17.49,17.49,17.49,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.45,17.45,17.45,0.0,0.0
2016-01-17,17.66,17.66,17.66,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.72,17.72,17.72,0.0,0.0
2016-01-24,17.94,17.94,17.94,0.0,0.0,18.3,18.3,18.3,0.0,0.0,17.94,17.94,17.94,0.0,0.0,18.27,18.27,18.27,0.0,0.0
2016-01-31,17.28,17.28,17.28,0.0,0.0,17.34,17.34,17.34,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.58,16.58,16.58,0.0,0.0
2016-02-07,15.86,15.86,15.86,0.0,0.0,15.98,15.98,15.98,0.0,0.0,15.72,15.72,15.72,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2016-02-14,16.8,16.8,16.8,0.0,0.0,17.11,17.11,17.11,0.0,0.0,16.8,16.8,16.8,0.0,0.0,17.0,17.0,17.0,0.0,0.0
2016-02-21,17.41,17.41,17.41,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0
2016-02-28,17.9,17.9,17.9,0.0,0.0,18.18,18.18,18.18,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.94,17.94,17.94,0.0,0.0
2016-03-06,17.73,17.73,17.73,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2016-03-13,18.35,18.35,18.35,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.3,18.3,18.3,0.0,0.0
2016-03-20,17.93,17.93,17.93,0.0,0.0,18.22,18.22,18.22,0.0,0.0,17.93,17.93,17.93,0.0,0.0,18.22,18.22,18.22,0.0,0.0
2016-03-27,18.19,18.19,18.19,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.16,18.16,18.16,0.0,0.0,18.35,18.35,18.35,0.0,0.0
2016-04-03,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.16,18.16,18.16,0.0,0.0,18.24,18.24,18.24,0.0,0.0
2016-04-10,18.81,18.81,18.81,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2016-04-17,18.79,18.79,18.79,0.0,0.0,18.92,18.92,18.92,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.74,18.74,18.74,0.0,0.0
2016-04-24,18.73,18.73,18.73,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.63,18.63,18.63,0.0,0.0
2016-05-01,18.4,18.4,18.4,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.63,18.63,18.63,0.0,0.0
2016-05-08,18.74,18.74,18.74,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2016-05-15,18.89,18.89,18.89,0.0,0.0,19.03,19.03,19.03,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2016-05-22,19.41,19.41,19.41,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.64,19.64,19.64,0.0,0.0
2016-05-29,19.85,19.85,19.85,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.96,19.96,19.96,0.0,0.0
2016-06-05,19.7,19.7,19.7,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.49,19.49,19.49,0.0,0.0
2016-06-12,20.41,20.41,20.41,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2016-06-19,20.2,20.2,20.2,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.37,20.37,20.37,0.0,0.0
2016-06-26,21.03,21.03,21.03,0.0,0.0,21.17,21.17,21.17,0.0,0.0,20.98,20.98,20.98,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2016-07-03,21.3,21.3,21.3,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2016-07-10,21.51,21.51,21.51,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2016-07-17,21.57,21.57,21.57,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.71,21.71,21.71,0.0,0.0
2016-07-24,22.0,22.0,22.0,0.0,0.0,22.07,22.07,22.07,0.0,0.0,21.95,21.95,21.95,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2016-07-31,22.41,22.41,22.41,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2016-08-07,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2016-08-14,23.39,23.39,23.39,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.49,23.49,23.49,0.0,0.0
2016-08-21,23.35,23.35,23.35,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2016-08-28,24.0,24.0,24.0,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2016-09-04,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2016-09-11,24.42,24.42,24.42,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2016-09-18,25.04,25.04,25.04,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2016-09-25,25.21,25.21,25.21,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2016-10-02,24.96,24.96,24.96,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2016-10-09,24.22,24.22,24.22,0.0,0.0,24.32,24.32,24.32,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2016-10-16,24.04,24.04,24.04,0.0,0.0,24.21,24.21,24.21,0.0,0.0,23.95,23.95,23.95,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2016-10-23,23.76,23.76,23.76,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2016-10-30,22.7,22.7,22.7,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.73,22.73,22.73,0.0,0.0
2016-11-06,22.77,22.77,22.77,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.85,22.85,22.85,0.0,0.0
2016-11-13,22.9,22.9,22.9,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.63,22.63,22.63,0.0,0.0
2016-11-20,23.1,23.1,23.1,0.0,0.0,23.11,23.11,23.11,0.0,0.0,22.94,22.94,22.94,0.0,0.0,23.01,23.01,23.01,0.0,0.0
2016-11-27,22.35,22.35,22.35,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.46,22.46,22.46,0.0,0.0
