Date,AM_stock_Open_average,AM_stock_Open_max,AM_stock_Open_min,AM_stock_Open_volatility,AM_stock_Open_change,AM_stock_High_average,AM_stock_High_max,AM_stock_High_min,AM_stock_High_volatility,AM_stock_High_change,AM_stock_Low_average,AM_stock_Low_max,AM_stock_Low_min,AM_stock_Low_volatility,AM_stock_Low_change,AM_stock_Close_average,AM_stock_Close_max,AM_stock_Close_min,AM_stock_Close_volatility,AM_stock_Close_change,AM_stock_Volume_average,AM_stock_Volume_max,AM_stock_Volume_min,AM_stock_Volume_volatility,AM_stock_Volume_change
2016-01-03,21.400000000000002,22.79,20.05,2.7399999999999984,-2.7399999999999984,21.704,23.06,20.52,2.539999999999999,-2.539999999999999,20.504,21.73,19.54,2.1900000000000013,-2.1900000000000013,21.082,22.1,19.8,2.3000000000000007,-1.4200000000000017,230878,294884,187872,107012,-49306
2016-01-10,19.946,20.35,19.29,1.0600000000000023,-0.28000000000000114,20.486,21.03,19.8,1.2300000000000004,0.14999999999999858,19.032,19.49,18.22,1.2699999999999996,0.10000000000000142,20.0,20.89,19.13,1.7600000000000016,1.2900000000000027,325980,441967,167301,274666,-267487
2016-01-17,18.57,20.39,17.48,2.91,-2.240000000000002,19.285,20.5,18.26,2.2399999999999984,-0.3999999999999986,17.505,18.08,17.0,1.0799999999999983,0.2099999999999973,18.384999999999998,20.01,17.4,2.610000000000003,1.360000000000003,466170,635364,304284,331080,-92515
2016-01-24,19.928,20.49,19.52,0.9699999999999989,0.6600000000000001,20.518,20.94,19.89,1.0500000000000007,0.019999999999999574,19.276,19.7,18.6,1.0999999999999979,0.28999999999999915,19.8,19.91,19.61,0.3000000000000007,0.25,184316,357272,66950,290322,-171996
2016-01-31,19.922,20.55,19.52,1.0300000000000011,1.0300000000000011,20.662,21.13,20.15,0.9800000000000004,0.2099999999999973,19.451999999999998,20.29,18.79,1.5,1.2399999999999984,20.137999999999998,20.79,19.52,1.2699999999999996,0.03999999999999915,171010,242240,118361,123879,68800
2016-02-07,20.168,20.94,19.52,1.4200000000000017,-0.010000000000001563,21.02,21.97,19.8,2.169999999999998,-1.1600000000000001,19.066,19.77,18.39,1.379999999999999,0.6600000000000001,20.18,21.53,19.1,2.4299999999999997,-1.1800000000000033,405122,545688,237313,308375,-64341
2016-02-14,19.855,20.5,19.22,1.2800000000000011,-0.35999999999999943,20.315,20.64,19.8,0.8399999999999999,-0.46999999999999886,19.2675,19.88,18.77,1.1099999999999994,-0.379999999999999,19.8125,20.35,19.51,0.8399999999999999,-0.28999999999999915,308530,625841,158019,467822,-63866
2016-02-21,20.026,21.01,19.41,1.6000000000000014,1.0600000000000023,21.136,23.04,20.38,2.66,2.1799999999999997,19.704,21.01,18.85,2.16,1.0600000000000023,20.726,22.39,19.94,2.4499999999999993,1.9600000000000009,257655,542948,128713,414235,-245403
2016-02-28,22.298000000000002,22.51,22.02,0.490000000000002,-0.07000000000000028,22.812,23.31,22.51,0.7999999999999972,-0.6199999999999974,21.82,22.02,21.6,0.41999999999999815,-0.21999999999999886,22.31,22.51,22.09,0.4200000000000017,0.1700000000000017,233729,331142,187154,143988,76122
2016-03-06,22.536,23.14,22.12,1.0199999999999996,0.6900000000000013,23.156,23.95,22.75,1.1999999999999993,0.6099999999999994,22.168,22.75,21.71,1.0399999999999991,0.3000000000000007,22.6,23.19,21.87,1.3200000000000003,0.490000000000002,592439,1595412,205317,1390095,1303259
