Date,FAX_stock_Open_average,FAX_stock_Open_max,FAX_stock_Open_min,FAX_stock_Open_volatility,FAX_stock_Open_change,FAX_stock_High_average,FAX_stock_High_max,FAX_stock_High_min,FAX_stock_High_volatility,FAX_stock_High_change,FAX_stock_Low_average,FAX_stock_Low_max,FAX_stock_Low_min,FAX_stock_Low_volatility,FAX_stock_Low_change,FAX_stock_Close_average,FAX_stock_Close_max,FAX_stock_Close_min,FAX_stock_Close_volatility,FAX_stock_Close_change,FAX_stock_Volume_average,FAX_stock_Volume_max,FAX_stock_Volume_min,FAX_stock_Volume_volatility,FAX_stock_Volume_change
2016-01-03,4.564,4.59,4.54,0.04999999999999982,0.009999999999999787,4.608,4.64,4.55,0.08999999999999986,-0.04999999999999982,4.534,4.58,4.46,0.1200000000000001,-0.07000000000000028,4.569999999999999,4.62,4.47,0.15000000000000036,-0.1299999999999999,212445,285566,117471,168095,-110989
2016-01-10,4.47,4.52,4.41,0.10999999999999943,-0.10999999999999943,4.482,4.54,4.42,0.1200000000000001,-0.09999999999999964,4.412,4.46,4.34,0.1200000000000001,-0.1200000000000001,4.4319999999999995,4.47,4.38,0.08999999999999986,-0.08999999999999986,159548,242270,69816,172454,114812
2016-01-17,4.3375,4.4,4.27,0.13000000000000078,-0.020000000000000462,4.365,4.4,4.31,0.09000000000000075,0.0,4.2925,4.36,4.23,0.1299999999999999,0.040000000000000036,4.3375,4.4,4.27,0.13000000000000078,0.07000000000000028,157497,204391,82111,122280,-119576
2016-01-24,4.428,4.47,4.38,0.08999999999999986,0.040000000000000036,4.446,4.48,4.41,0.07000000000000028,0.05000000000000071,4.41,4.46,4.37,0.08999999999999986,0.05999999999999961,4.428,4.46,4.4,0.05999999999999961,0.05999999999999961,119008,149638,86009,63629,31457
2016-01-31,4.524,4.61,4.46,0.15000000000000036,0.15000000000000036,4.558,4.61,4.52,0.09000000000000075,0.09000000000000075,4.494,4.53,4.45,0.08000000000000007,0.0699999999999994,4.526,4.55,4.49,0.05999999999999961,0.010000000000000675,135323,236592,73253,163339,98990
2016-02-07,4.49,4.52,4.46,0.05999999999999961,-0.019999999999999574,4.522,4.54,4.5,0.040000000000000036,0.0,4.468,4.48,4.46,0.020000000000000462,0.020000000000000462,4.486,4.5,4.47,0.03000000000000025,0.0,131279,216633,48298,168335,-136253
2016-02-14,4.5024999999999995,4.51,4.5,0.009999999999999787,-0.009999999999999787,4.5125,4.53,4.5,0.03000000000000025,0.0,4.49,4.5,4.48,0.019999999999999574,0.019999999999999574,4.5024999999999995,4.52,4.48,0.03999999999999915,0.02999999999999936,62377,119127,27424,91703,-67728
2016-02-21,4.568,4.6,4.53,0.0699999999999994,0.0699999999999994,4.602,4.65,4.57,0.08000000000000007,0.07000000000000028,4.542,4.58,4.51,0.07000000000000028,0.040000000000000036,4.578,4.6,4.55,0.04999999999999982,0.019999999999999574,115976,218495,52949,165546,165546
2016-02-28,4.628,4.7,4.6,0.10000000000000053,0.10000000000000053,4.672,4.8,4.6,0.20000000000000018,0.20000000000000018,4.612,4.7,4.55,0.15000000000000036,0.15000000000000036,4.664,4.79,4.59,0.20000000000000018,0.20000000000000018,94351,126134,63553,62581,43393
2016-03-06,4.824,4.86,4.79,0.07000000000000028,0.07000000000000028,4.854,4.88,4.83,0.04999999999999982,0.04999999999999982,4.796,4.84,4.76,0.08000000000000007,0.07000000000000028,4.832,4.87,4.79,0.08000000000000007,0.0600000000000005,84179,115480,56200,59280,2149
2016-03-13,4.836,4.89,4.78,0.10999999999999943,0.040000000000000036,4.888,4.98,4.82,0.16000000000000014,0.09000000000000075,4.832,4.88,4.78,0.09999999999999964,0.03000000000000025,4.878,4.98,4.81,0.17000000000000082,0.13000000000000078,66201,90458,48648,41810,21139
2016-03-20,4.955,4.99,4.87,0.1200000000000001,-0.11000000000000032,4.96,5.01,4.87,0.13999999999999968,-0.11000000000000032,4.9225,4.99,4.85,0.14000000000000057,-0.09000000000000075,4.9350000000000005,5.0,4.85,0.15000000000000036,-0.13000000000000078,77235,89802,65537,24265,-20613
2016-03-27,4.9399999999999995,5.01,4.87,0.13999999999999968,0.1200000000000001,4.974,5.04,4.89,0.15000000000000036,0.1299999999999999,4.886,4.97,4.8,0.16999999999999993,-0.04999999999999982,4.952,5.0,4.85,0.15000000000000036,0.14000000000000057,142548,303306,44199,259107,-16195
2016-04-03,4.94,4.98,4.88,0.10000000000000053,-0.020000000000000462,4.958,4.99,4.9,0.08999999999999986,0.0,4.914,4.96,4.87,0.08999999999999986,0.07000000000000028,4.938000000000001,4.98,4.9,0.08000000000000007,0.08000000000000007,82824,109989,36735,73254,36564
2016-04-10,5.028,5.07,4.97,0.10000000000000053,-0.04999999999999982,5.048,5.08,5.02,0.0600000000000005,0.0,5.0,5.03,4.97,0.0600000000000005,-0.020000000000000462,5.024,5.07,4.98,0.08999999999999986,0.019999999999999574,91914,141929,58544,83385,-5775
2016-04-17,5.024,5.05,5.0,0.04999999999999982,0.04999999999999982,5.04,5.06,5.02,0.040000000000000036,0.040000000000000036,5.014,5.03,5.0,0.03000000000000025,0.019999999999999574,5.03,5.04,5.01,0.03000000000000025,0.020000000000000462,48466,60320,35354,24966,15541
2016-04-24,5.038,5.05,5.01,0.040000000000000036,0.040000000000000036,5.052,5.06,5.04,0.019999999999999574,0.009999999999999787,5.0280000000000005,5.04,5.01,0.03000000000000025,0.03000000000000025,5.042,5.05,5.03,0.019999999999999574,0.009999999999999787,79806,116988,33012,83976,74052
2016-05-01,4.968,5.04,4.9,0.13999999999999968,-0.13999999999999968,4.996,5.06,4.94,0.11999999999999922,-0.10999999999999943,4.944,5.04,4.9,0.13999999999999968,-0.13999999999999968,4.95,5.04,4.9,0.13999999999999968,-0.1200000000000001,69949,123741,31667,92074,13792
