Date,Guggenheim Invest China Real Estate_etf_Open_average,Guggenheim Invest China Real Estate_etf_Open_max,Guggenheim Invest China Real Estate_etf_Open_min,Guggenheim Invest China Real Estate_etf_Open_volatility,Guggenheim Invest China Real Estate_etf_Open_change,Guggenheim Invest China Real Estate_etf_High_average,Guggenheim Invest China Real Estate_etf_High_max,Guggenheim Invest China Real Estate_etf_High_min,Guggenheim Invest China Real Estate_etf_High_volatility,Guggenheim Invest China Real Estate_etf_High_change,Guggenheim Invest China Real Estate_etf_Low_average,Guggenheim Invest China Real Estate_etf_Low_max,Guggenheim Invest China Real Estate_etf_Low_min,Guggenheim Invest China Real Estate_etf_Low_volatility,Guggenheim Invest China Real Estate_etf_Low_change,Guggenheim Invest China Real Estate_etf_Close_average,Guggenheim Invest China Real Estate_etf_Close_max,Guggenheim Invest China Real Estate_etf_Close_min,Guggenheim Invest China Real Estate_etf_Close_volatility,Guggenheim Invest China Real Estate_etf_Close_change
2016-05-15,18.25,18.25,18.25,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.19,18.19,18.19,0.0,0.0,18.2,18.2,18.2,0.0,0.0
2016-05-22,18.5,18.5,18.5,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.52,18.52,18.52,0.0,0.0
2016-05-29,18.97,18.97,18.97,0.0,0.0,19.08,19.08,19.08,0.0,0.0,18.95,18.95,18.95,0.0,0.0,19.01,19.01,19.01,0.0,0.0
2016-06-05,19.4,19.4,19.4,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2016-06-12,18.65,18.65,18.65,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.66,18.66,18.66,0.0,0.0
2016-06-19,18.29,18.29,18.29,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2016-06-26,19.85,19.85,19.85,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.88,19.88,19.88,0.0,0.0
2016-07-03,19.93,19.93,19.93,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.91,19.91,19.91,0.0,0.0
2016-07-10,20.39,20.39,20.39,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.43,20.43,20.43,0.0,0.0
2016-07-17,21.44,21.44,21.44,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2016-07-24,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2016-07-31,21.52,21.52,21.52,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2016-08-07,22.22,22.22,22.22,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2016-08-14,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.33,22.33,22.33,0.0,0.0
2016-08-21,22.26,22.26,22.26,0.0,0.0,22.36,22.36,22.36,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2016-08-28,22.28,22.28,22.28,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2016-09-04,23.31,23.31,23.31,0.0,0.0,23.32,23.32,23.32,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2016-09-11,22.73,22.73,22.73,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2016-09-18,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.27,23.27,23.27,0.0,0.0
2016-09-25,22.86,22.86,22.86,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2016-10-02,22.42,22.42,22.42,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2016-10-09,21.76,21.76,21.76,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2016-10-16,21.75,21.75,21.75,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2016-10-23,21.7,21.7,21.7,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2016-10-30,21.61,21.61,21.61,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2016-11-06,20.61,20.61,20.61,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2016-11-13,20.53,20.53,20.53,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2016-11-20,21.0,21.0,21.0,0.0,0.0,21.02,21.02,21.02,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.88,20.88,20.88,0.0,0.0
2016-11-27,21.07,21.07,21.07,0.0,0.0,21.07,21.07,21.07,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2016-12-04,21.03,21.03,21.03,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.07,21.07,21.07,0.0,0.0
2016-12-11,20.15,20.15,20.15,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2016-12-18,19.14,19.14,19.14,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2016-12-25,19.47,19.47,19.47,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.55,19.55,19.55,0.0,0.0
2017-01-01,20.25,20.25,20.25,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2017-01-08,20.83,20.83,20.83,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2017-01-15,20.65,20.65,20.65,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2017-01-22,20.91,20.91,20.91,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.89,20.89,20.89,0.0,0.0
2017-01-29,20.86,20.86,20.86,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2017-02-05,21.52,21.52,21.52,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2017-02-12,21.54,21.54,21.54,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2017-02-19,22.06,22.06,22.06,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2017-02-26,21.88,21.88,21.88,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2017-03-05,22.48,22.48,22.48,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2017-03-12,23.28,23.28,23.28,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2017-03-19,23.71,23.71,23.71,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2017-03-26,23.35,23.35,23.35,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2017-04-02,23.9,23.9,23.9,0.0,0.0,24.11,24.11,24.11,0.0,0.0,23.9,23.9,23.9,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2017-04-09,24.25,24.25,24.25,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2017-04-16,23.86,23.86,23.86,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2017-04-23,23.66,23.66,23.66,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2017-04-30,23.36,23.36,23.36,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.42,23.42,23.42,0.0,0.0
2017-05-07,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2017-05-14,23.91,23.91,23.91,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.91,23.91,23.91,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2017-05-21,24.6,24.6,24.6,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2017-05-28,25.54,25.54,25.54,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2017-06-04,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2017-06-11,25.16,25.16,25.16,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2017-06-18,25.06,25.06,25.06,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2017-06-25,25.1,25.1,25.1,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2017-07-02,25.38,25.38,25.38,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2017-07-09,26.0,26.0,26.0,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2017-07-16,26.62,26.62,26.62,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2017-07-23,27.27,27.27,27.27,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2017-07-30,27.32,27.32,27.32,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2017-08-06,26.79,26.79,26.79,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2017-08-13,26.28,26.28,26.28,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2017-08-20,27.61,27.61,27.61,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2017-08-27,28.28,28.28,28.28,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2017-09-03,29.03,29.03,29.03,0.0,0.0,29.21,29.21,29.21,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2017-09-10,30.23,30.23,30.23,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2017-09-17,30.52,30.52,30.52,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2017-09-24,29.41,29.41,29.41,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2017-10-01,30.75,30.75,30.75,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2017-10-08,30.54,30.54,30.54,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2017-10-15,30.6,30.6,30.6,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2017-10-22,30.08,30.08,30.08,0.0,0.0,30.22,30.22,30.22,0.0,0.0,29.89,29.89,29.89,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2017-10-29,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0,29.96,29.96,29.96,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2017-11-05,30.05,30.05,30.05,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2017-11-12,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2017-11-19,30.13,30.13,30.13,0.0,0.0,30.13,30.13,30.13,0.0,0.0,29.68,29.68,29.68,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2017-11-26,29.5,29.5,29.5,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2017-12-03,29.05,29.05,29.05,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2017-12-10,29.24,29.24,29.24,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2017-12-17,29.34,29.34,29.34,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2017-12-24,28.79,28.79,28.79,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2017-12-31,30.73,30.73,30.73,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.88,30.88,30.88,0.0,0.0
