Date,Direxion Daily FTSE CHINA Bear 3x Shares_etf_Open_average,Direxion Daily FTSE CHINA Bear 3x Shares_etf_Open_max,Direxion Daily FTSE CHINA Bear 3x Shares_etf_Open_min,Direxion Daily FTSE CHINA Bear 3x Shares_etf_Open_volatility,Direxion Daily FTSE CHINA Bear 3x Shares_etf_Open_change,Direxion Daily FTSE CHINA Bear 3x Shares_etf_High_average,Direxion Daily FTSE CHINA Bear 3x Shares_etf_High_max,Direxion Daily FTSE CHINA Bear 3x Shares_etf_High_min,Direxion Daily FTSE CHINA Bear 3x Shares_etf_High_volatility,Direxion Daily FTSE CHINA Bear 3x Shares_etf_High_change,Direxion Daily FTSE CHINA Bear 3x Shares_etf_Low_average,Direxion Daily FTSE CHINA Bear 3x Shares_etf_Low_max,Direxion Daily FTSE CHINA Bear 3x Shares_etf_Low_min,Direxion Daily FTSE CHINA Bear 3x Shares_etf_Low_volatility,Direxion Daily FTSE CHINA Bear 3x Shares_etf_Low_change,Direxion Daily FTSE CHINA Bear 3x Shares_etf_Close_average,Direxion Daily FTSE CHINA Bear 3x Shares_etf_Close_max,Direxion Daily FTSE CHINA Bear 3x Shares_etf_Close_min,Direxion Daily FTSE CHINA Bear 3x Shares_etf_Close_volatility,Direxion Daily FTSE CHINA Bear 3x Shares_etf_Close_change
2016-03-13,246.25,246.25,246.25,0.0,0.0,248.4,248.4,248.4,0.0,0.0,242.7,242.7,242.7,0.0,0.0,246.75,246.75,246.75,0.0,0.0
2016-03-20,275.1,275.1,275.1,0.0,0.0,277.68,277.68,277.68,0.0,0.0,268.4,268.4,268.4,0.0,0.0,268.4,268.4,268.4,0.0,0.0
2016-03-27,259.6,259.6,259.6,0.0,0.0,263.8,263.8,263.8,0.0,0.0,245.2,245.2,245.2,0.0,0.0,247.9,247.9,247.9,0.0,0.0
2016-04-03,256.9,256.9,256.9,0.0,0.0,265.0,265.0,265.0,0.0,0.0,255.8,255.8,255.8,0.0,0.0,263.7,263.7,263.7,0.0,0.0
2016-04-10,220.5,220.5,220.5,0.0,0.0,224.2,224.2,224.2,0.0,0.0,219.2,219.2,219.2,0.0,0.0,223.8,223.8,223.8,0.0,0.0
2016-04-17,225.3,225.3,225.3,0.0,0.0,228.17,228.17,228.17,0.0,0.0,219.0,219.0,219.0,0.0,0.0,226.4,226.4,226.4,0.0,0.0
2016-04-24,238.8,238.8,238.8,0.0,0.0,246.5,246.5,246.5,0.0,0.0,237.0,237.0,237.0,0.0,0.0,241.8,241.8,241.8,0.0,0.0
2016-05-01,278.6,278.6,278.6,0.0,0.0,278.6,278.6,278.6,0.0,0.0,269.5,269.5,269.5,0.0,0.0,273.9,273.9,273.9,0.0,0.0
2016-05-08,287.3,287.3,287.3,0.0,0.0,300.1,300.1,300.1,0.0,0.0,284.85,284.85,284.85,0.0,0.0,295.9,295.9,295.9,0.0,0.0
2016-05-15,285.2,285.2,285.2,0.0,0.0,285.2,285.2,285.2,0.0,0.0,279.3,279.3,279.3,0.0,0.0,283.2,283.2,283.2,0.0,0.0
2016-05-22,250.3,250.3,250.3,0.0,0.0,256.3,256.3,256.3,0.0,0.0,248.5,248.5,248.5,0.0,0.0,251.7,251.7,251.7,0.0,0.0
2016-05-29,231.4,231.4,231.4,0.0,0.0,236.6,236.6,236.6,0.0,0.0,228.1,228.1,228.1,0.0,0.0,230.62,230.62,230.62,0.0,0.0
2016-06-05,232.4,232.4,232.4,0.0,0.0,234.92,234.92,234.92,0.0,0.0,228.8,228.8,228.8,0.0,0.0,232.5,232.5,232.5,0.0,0.0
2016-06-12,248.7,248.7,248.7,0.0,0.0,253.6,253.6,253.6,0.0,0.0,246.8,246.8,246.8,0.0,0.0,247.8,247.8,247.8,0.0,0.0
2016-06-19,239.2,239.2,239.2,0.0,0.0,244.9,244.9,244.9,0.0,0.0,227.8,227.8,227.8,0.0,0.0,244.5,244.5,244.5,0.0,0.0
2016-06-26,204.2,204.2,204.2,0.0,0.0,204.48,204.48,204.48,0.0,0.0,200.2,200.2,200.2,0.0,0.0,202.6,202.6,202.6,0.0,0.0
2016-07-03,214.2,214.2,214.2,0.0,0.0,214.8,214.8,214.8,0.0,0.0,205.5,205.5,205.5,0.0,0.0,207.2,207.2,207.2,0.0,0.0
2016-07-10,183.2,183.2,183.2,0.0,0.0,185.6,185.6,185.6,0.0,0.0,182.5,182.5,182.5,0.0,0.0,184.6,184.6,184.6,0.0,0.0
2016-07-17,182.8,182.8,182.8,0.0,0.0,183.0,183.0,183.0,0.0,0.0,180.0,180.0,180.0,0.0,0.0,180.4,180.4,180.4,0.0,0.0
2016-07-24,187.8,187.8,187.8,0.0,0.0,187.8,187.8,187.8,0.0,0.0,181.98,181.98,181.98,0.0,0.0,183.6,183.6,183.6,0.0,0.0
2016-07-31,178.8,178.8,178.8,0.0,0.0,179.0,179.0,179.0,0.0,0.0,175.0,175.0,175.0,0.0,0.0,175.42,175.42,175.42,0.0,0.0
2016-08-07,159.2,159.2,159.2,0.0,0.0,159.7,159.7,159.7,0.0,0.0,157.58,157.58,157.58,0.0,0.0,158.6,158.6,158.6,0.0,0.0
2016-08-14,152.1,152.1,152.1,0.0,0.0,154.3,154.3,154.3,0.0,0.0,150.9,150.9,150.9,0.0,0.0,151.6,151.6,151.6,0.0,0.0
2016-08-21,156.3,156.3,156.3,0.0,0.0,163.6,163.6,163.6,0.0,0.0,151.1,151.1,151.1,0.0,0.0,160.4,160.4,160.4,0.0,0.0
2016-08-28,147.4,147.4,147.4,0.0,0.0,148.2,148.2,148.2,0.0,0.0,143.8,143.8,143.8,0.0,0.0,145.9,145.9,145.9,0.0,0.0
2016-09-04,136.5,136.5,136.5,0.0,0.0,143.7,143.7,143.7,0.0,0.0,136.4,136.4,136.4,0.0,0.0,143.5,143.5,143.5,0.0,0.0
2016-09-11,148.5,148.5,148.5,0.0,0.0,151.3,151.3,151.3,0.0,0.0,147.1,147.1,147.1,0.0,0.0,148.0,148.0,148.0,0.0,0.0
2016-09-18,140.2,140.2,140.2,0.0,0.0,141.0,141.0,141.0,0.0,0.0,138.3,138.3,138.3,0.0,0.0,141.0,141.0,141.0,0.0,0.0
2016-09-25,145.8,145.8,145.8,0.0,0.0,146.22,146.22,146.22,0.0,0.0,141.5,141.5,141.5,0.0,0.0,143.4,143.4,143.4,0.0,0.0
2016-10-02,136.1,136.1,136.1,0.0,0.0,140.0,140.0,140.0,0.0,0.0,135.0,135.0,135.0,0.0,0.0,137.6,137.6,137.6,0.0,0.0
2016-10-09,145.3,145.3,145.3,0.0,0.0,147.6,147.6,147.6,0.0,0.0,144.0,144.0,144.0,0.0,0.0,146.2,146.2,146.2,0.0,0.0
2016-10-16,145.0,145.0,145.0,0.0,0.0,145.4,145.4,145.4,0.0,0.0,142.5,142.5,142.5,0.0,0.0,143.2,143.2,143.2,0.0,0.0
2016-10-23,153.2,153.2,153.2,0.0,0.0,156.9,156.9,156.9,0.0,0.0,151.0,151.0,151.0,0.0,0.0,154.5,154.5,154.5,0.0,0.0
2016-10-30,161.0,161.0,161.0,0.0,0.0,163.4,163.4,163.4,0.0,0.0,160.0,160.0,160.0,0.0,0.0,162.5,162.5,162.5,0.0,0.0
2016-11-06,167.2,167.2,167.2,0.0,0.0,169.7,169.7,169.7,0.0,0.0,162.5,162.5,162.5,0.0,0.0,164.3,164.3,164.3,0.0,0.0
2016-11-13,163.4,163.4,163.4,0.0,0.0,166.1,166.1,166.1,0.0,0.0,163.0,163.0,163.0,0.0,0.0,164.2,164.2,164.2,0.0,0.0
2016-11-20,148.4,148.4,148.4,0.0,0.0,149.1,149.1,149.1,0.0,0.0,147.2,147.2,147.2,0.0,0.0,149.1,149.1,149.1,0.0,0.0
2016-11-27,147.1,147.1,147.1,0.0,0.0,147.1,147.1,147.1,0.0,0.0,144.0,144.0,144.0,0.0,0.0,146.1,146.1,146.1,0.0,0.0
2016-12-04,145.1,145.1,145.1,0.0,0.0,146.21,146.21,146.21,0.0,0.0,143.73,143.73,143.73,0.0,0.0,144.3,144.3,144.3,0.0,0.0
2016-12-11,165.0,165.0,165.0,0.0,0.0,169.4,169.4,169.4,0.0,0.0,163.8,163.8,163.8,0.0,0.0,168.1,168.1,168.1,0.0,0.0
2016-12-18,181.0,181.0,181.0,0.0,0.0,181.5,181.5,181.5,0.0,0.0,179.3,179.3,179.3,0.0,0.0,180.3,180.3,180.3,0.0,0.0
2016-12-25,164.6,164.6,164.6,0.0,0.0,169.9,169.9,169.9,0.0,0.0,164.3,164.3,164.3,0.0,0.0,169.1,169.1,169.1,0.0,0.0
2017-01-01,152.7,152.7,152.7,0.0,0.0,155.0,155.0,155.0,0.0,0.0,152.3,152.3,152.3,0.0,0.0,154.0,154.0,154.0,0.0,0.0
2017-01-08,144.2,144.2,144.2,0.0,0.0,144.3,144.3,144.3,0.0,0.0,142.4,142.4,142.4,0.0,0.0,143.7,143.7,143.7,0.0,0.0
2017-01-15,146.0,146.0,146.0,0.0,0.0,148.8,148.8,148.8,0.0,0.0,144.8,144.8,144.8,0.0,0.0,146.9,146.9,146.9,0.0,0.0
2017-01-22,140.7,140.7,140.7,0.0,0.0,142.4,142.4,142.4,0.0,0.0,139.6,139.6,139.6,0.0,0.0,140.85,140.85,140.85,0.0,0.0
2017-01-29,143.5,143.5,143.5,0.0,0.0,144.2,144.2,144.2,0.0,0.0,142.0,142.0,142.0,0.0,0.0,143.0,143.0,143.0,0.0,0.0
2017-02-05,129.6,129.6,129.6,0.0,0.0,130.2,130.2,130.2,0.0,0.0,127.28,127.28,127.28,0.0,0.0,128.0,128.0,128.0,0.0,0.0
2017-02-12,124.7,124.7,124.7,0.0,0.0,124.8,124.8,124.8,0.0,0.0,122.7,122.7,122.7,0.0,0.0,122.7,122.7,122.7,0.0,0.0
2017-02-19,123.0,123.0,123.0,0.0,0.0,123.4,123.4,123.4,0.0,0.0,121.6,121.6,121.6,0.0,0.0,122.0,122.0,122.0,0.0,0.0
2017-02-26,128.0,128.0,128.0,0.0,0.0,129.1,129.1,129.1,0.0,0.0,127.2,127.2,127.2,0.0,0.0,128.0,128.0,128.0,0.0,0.0
2017-03-05,130.5,130.5,130.5,0.0,0.0,131.6,131.6,131.6,0.0,0.0,129.8,129.8,129.8,0.0,0.0,130.2,130.2,130.2,0.0,0.0
2017-03-12,114.4,114.4,114.4,0.0,0.0,115.9,115.9,115.9,0.0,0.0,114.4,114.4,114.4,0.0,0.0,115.5,115.5,115.5,0.0,0.0
2017-03-19,115.0,115.0,115.0,0.0,0.0,115.2,115.2,115.2,0.0,0.0,113.7,113.7,113.7,0.0,0.0,114.4,114.4,114.4,0.0,0.0
2017-03-26,120.5,120.5,120.5,0.0,0.0,121.2,121.2,121.2,0.0,0.0,119.9,119.9,119.9,0.0,0.0,121.1,121.1,121.1,0.0,0.0
2017-04-02,119.3,119.3,119.3,0.0,0.0,119.3,119.3,119.3,0.0,0.0,117.4,117.4,117.4,0.0,0.0,118.6,118.6,118.6,0.0,0.0
2017-04-09,121.0,121.0,121.0,0.0,0.0,123.15,123.15,123.15,0.0,0.0,119.8,119.8,119.8,0.0,0.0,123.0,123.0,123.0,0.0,0.0
2017-04-16,126.1,126.1,126.1,0.0,0.0,126.9,126.9,126.9,0.0,0.0,125.1,125.1,125.1,0.0,0.0,125.7,125.7,125.7,0.0,0.0
2017-04-23,120.5,120.5,120.5,0.0,0.0,120.9,120.9,120.9,0.0,0.0,119.9,119.9,119.9,0.0,0.0,120.0,120.0,120.0,0.0,0.0
2017-04-30,130.1,130.1,130.1,0.0,0.0,130.1,130.1,130.1,0.0,0.0,127.4,127.4,127.4,0.0,0.0,127.4,127.4,127.4,0.0,0.0
2017-05-07,117.1,117.1,117.1,0.0,0.0,117.1,117.1,117.1,0.0,0.0,114.6,114.6,114.6,0.0,0.0,114.7,114.7,114.7,0.0,0.0
2017-05-14,113.3,113.3,113.3,0.0,0.0,113.3,113.3,113.3,0.0,0.0,110.7,110.7,110.7,0.0,0.0,111.25,111.25,111.25,0.0,0.0
2017-05-21,105.4,105.4,105.4,0.0,0.0,105.4,105.4,105.4,0.0,0.0,104.2,104.2,104.2,0.0,0.0,104.3,104.3,104.3,0.0,0.0
2017-05-28,103.0,103.0,103.0,0.0,0.0,103.5,103.5,103.5,0.0,0.0,101.9,101.9,101.9,0.0,0.0,102.1,102.1,102.1,0.0,0.0
2017-06-04,103.0,103.0,103.0,0.0,0.0,105.5,105.5,105.5,0.0,0.0,102.2,102.2,102.2,0.0,0.0,104.4,104.4,104.4,0.0,0.0
2017-06-11,109.0,109.0,109.0,0.0,0.0,110.6,110.6,110.6,0.0,0.0,108.98,108.98,108.98,0.0,0.0,109.2,109.2,109.2,0.0,0.0
2017-06-18,106.3,106.3,106.3,0.0,0.0,106.9,106.9,106.9,0.0,0.0,105.47,105.47,105.47,0.0,0.0,106.2,106.2,106.2,0.0,0.0
2017-06-25,105.0,105.0,105.0,0.0,0.0,106.7,106.7,106.7,0.0,0.0,104.8,104.8,104.8,0.0,0.0,106.1,106.1,106.1,0.0,0.0
2017-07-02,108.3,108.3,108.3,0.0,0.0,109.2,109.2,109.2,0.0,0.0,107.2,107.2,107.2,0.0,0.0,107.9,107.9,107.9,0.0,0.0
2017-07-09,92.7,92.7,92.7,0.0,0.0,92.7,92.7,92.7,0.0,0.0,89.7,89.7,89.7,0.0,0.0,90.2,90.2,90.2,0.0,0.0
2017-07-16,88.9,88.9,88.9,0.0,0.0,89.6,89.6,89.6,0.0,0.0,88.8,88.8,88.8,0.0,0.0,89.0,89.0,89.0,0.0,0.0
2017-07-23,87.4,87.4,87.4,0.0,0.0,87.8,87.8,87.8,0.0,0.0,86.4,86.4,86.4,0.0,0.0,86.5,86.5,86.5,0.0,0.0
2017-07-30,84.4,84.4,84.4,0.0,0.0,84.88,84.88,84.88,0.0,0.0,83.6,83.6,83.6,0.0,0.0,83.8,83.8,83.8,0.0,0.0
2017-08-06,90.3,90.3,90.3,0.0,0.0,90.7,90.7,90.7,0.0,0.0,88.9,88.9,88.9,0.0,0.0,89.8,89.8,89.8,0.0,0.0
2017-08-13,88.8,88.8,88.8,0.0,0.0,89.4,89.4,89.4,0.0,0.0,86.9,86.9,86.9,0.0,0.0,88.1,88.1,88.1,0.0,0.0
2017-08-20,74.8,74.8,74.8,0.0,0.0,75.5,75.5,75.5,0.0,0.0,74.5,74.5,74.5,0.0,0.0,75.3,75.3,75.3,0.0,0.0
2017-08-27,75.3,75.3,75.3,0.0,0.0,75.6,75.6,75.6,0.0,0.0,74.8,74.8,74.8,0.0,0.0,75.1,75.1,75.1,0.0,0.0
2017-09-03,76.2,76.2,76.2,0.0,0.0,77.7,77.7,77.7,0.0,0.0,76.1,76.1,76.1,0.0,0.0,77.5,77.5,77.5,0.0,0.0
2017-09-10,75.8,75.8,75.8,0.0,0.0,76.1,76.1,76.1,0.0,0.0,73.83,73.83,73.83,0.0,0.0,74.3,74.3,74.3,0.0,0.0
2017-09-17,72.9,72.9,72.9,0.0,0.0,73.6,73.6,73.6,0.0,0.0,72.7,72.7,72.7,0.0,0.0,73.1,73.1,73.1,0.0,0.0
2017-09-24,77.3,77.3,77.3,0.0,0.0,77.3,77.3,77.3,0.0,0.0,74.5,74.5,74.5,0.0,0.0,75.4,75.4,75.4,0.0,0.0
2017-10-01,66.6,66.6,66.6,0.0,0.0,67.1,67.1,67.1,0.0,0.0,66.1,66.1,66.1,0.0,0.0,66.4,66.4,66.4,0.0,0.0
2017-10-08,64.9,64.9,64.9,0.0,0.0,64.9,64.9,64.9,0.0,0.0,64.14,64.14,64.14,0.0,0.0,64.6,64.6,64.6,0.0,0.0
2017-10-15,65.3,65.3,65.3,0.0,0.0,65.6,65.6,65.6,0.0,0.0,64.7,64.7,64.7,0.0,0.0,64.8,64.8,64.8,0.0,0.0
2017-10-22,64.5,64.5,64.5,0.0,0.0,64.9,64.9,64.9,0.0,0.0,62.8,62.8,62.8,0.0,0.0,63.2,63.2,63.2,0.0,0.0
2017-10-29,63.4,63.4,63.4,0.0,0.0,64.7,64.7,64.7,0.0,0.0,63.2,63.2,63.2,0.0,0.0,63.8,63.8,63.8,0.0,0.0
2017-11-05,61.1,61.1,61.1,0.0,0.0,61.35,61.35,61.35,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2017-11-12,62.4,62.4,62.4,0.0,0.0,62.79,62.79,62.79,0.0,0.0,62.1,62.1,62.1,0.0,0.0,62.7,62.7,62.7,0.0,0.0
2017-11-19,56.9,56.9,56.9,0.0,0.0,57.12,57.12,57.12,0.0,0.0,56.3,56.3,56.3,0.0,0.0,56.9,56.9,56.9,0.0,0.0
2017-11-26,64.2,64.2,64.2,0.0,0.0,66.5,66.5,66.5,0.0,0.0,63.9,63.9,63.9,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2017-12-03,65.9,65.9,65.9,0.0,0.0,66.4,66.4,66.4,0.0,0.0,65.47,65.47,65.47,0.0,0.0,65.7,65.7,65.7,0.0,0.0
2017-12-10,65.3,65.3,65.3,0.0,0.0,65.77,65.77,65.77,0.0,0.0,64.2,64.2,64.2,0.0,0.0,64.6,64.6,64.6,0.0,0.0
2017-12-17,60.7,60.7,60.7,0.0,0.0,61.2,61.2,61.2,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.9,59.9,59.9,0.0,0.0
2017-12-24,58.4,58.4,58.4,0.0,0.0,59.3,59.3,59.3,0.0,0.0,58.4,58.4,58.4,0.0,0.0,59.3,59.3,59.3,0.0,0.0
2017-12-31,51.0,51.0,51.0,0.0,0.0,51.4,51.4,51.4,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.6,50.6,50.6,0.0,0.0
