Date,VanEck Vectors High Income Infrastructure MLP_etf_Open_average,VanEck Vectors High Income Infrastructure MLP_etf_Open_max,VanEck Vectors High Income Infrastructure MLP_etf_Open_min,VanEck Vectors High Income Infrastructure MLP_etf_Open_volatility,VanEck Vectors High Income Infrastructure MLP_etf_Open_change,VanEck Vectors High Income Infrastructure MLP_etf_High_average,VanEck Vectors High Income Infrastructure MLP_etf_High_max,VanEck Vectors High Income Infrastructure MLP_etf_High_min,VanEck Vectors High Income Infrastructure MLP_etf_High_volatility,VanEck Vectors High Income Infrastructure MLP_etf_High_change,VanEck Vectors High Income Infrastructure MLP_etf_Low_average,VanEck Vectors High Income Infrastructure MLP_etf_Low_max,VanEck Vectors High Income Infrastructure MLP_etf_Low_min,VanEck Vectors High Income Infrastructure MLP_etf_Low_volatility,VanEck Vectors High Income Infrastructure MLP_etf_Low_change,VanEck Vectors High Income Infrastructure MLP_etf_Close_average,VanEck Vectors High Income Infrastructure MLP_etf_Close_max,VanEck Vectors High Income Infrastructure MLP_etf_Close_min,VanEck Vectors High Income Infrastructure MLP_etf_Close_volatility,VanEck Vectors High Income Infrastructure MLP_etf_Close_change
2016-05-08,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,0.0,0.0,13.68,13.68,13.68,0.0,0.0,13.71,13.71,13.71,0.0,0.0
2016-05-15,13.95,13.95,13.95,0.0,0.0,14.2,14.2,14.2,0.0,0.0,13.95,13.95,13.95,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2016-05-22,13.75,13.75,13.75,0.0,0.0,13.93,13.93,13.93,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.87,13.87,13.87,0.0,0.0
2016-05-29,14.45,14.45,14.45,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.26,14.26,14.26,0.0,0.0,14.38,14.38,14.38,0.0,0.0
2016-06-05,14.4,14.4,14.4,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.35,14.35,14.35,0.0,0.0
2016-06-12,14.16,14.16,14.16,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2016-06-19,14.53,14.53,14.53,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.28,14.28,14.28,0.0,0.0,14.29,14.29,14.29,0.0,0.0
2016-06-26,14.72,14.72,14.72,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.61,14.61,14.61,0.0,0.0
2016-07-03,14.55,14.55,14.55,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.57,14.57,14.57,0.0,0.0
2016-07-10,15.06,15.06,15.06,0.0,0.0,15.06,15.06,15.06,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.94,14.94,14.94,0.0,0.0
2016-07-17,15.8,15.8,15.8,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.13,15.13,15.13,0.0,0.0
2016-07-24,14.73,14.73,14.73,0.0,0.0,14.98,14.98,14.98,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.92,14.92,14.92,0.0,0.0
2016-07-31,14.92,14.92,14.92,0.0,0.0,15.03,15.03,15.03,0.0,0.0,14.92,14.92,14.92,0.0,0.0,15.01,15.01,15.01,0.0,0.0
2016-08-07,15.23,15.23,15.23,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.19,15.19,15.19,0.0,0.0
2016-08-14,15.21,15.21,15.21,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.08,15.08,15.08,0.0,0.0,15.13,15.13,15.13,0.0,0.0
2016-08-21,14.88,14.88,14.88,0.0,0.0,14.96,14.96,14.96,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.78,14.78,14.78,0.0,0.0
2016-08-28,14.89,14.89,14.89,0.0,0.0,15.01,15.01,15.01,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2016-09-04,15.04,15.04,15.04,0.0,0.0,15.05,15.05,15.05,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.91,14.91,14.91,0.0,0.0
2016-09-11,14.09,14.09,14.09,0.0,0.0,14.29,14.29,14.29,0.0,0.0,14.08,14.08,14.08,0.0,0.0,14.29,14.29,14.29,0.0,0.0
2016-09-18,15.02,15.02,15.02,0.0,0.0,15.02,15.02,15.02,0.0,0.0,14.93,14.93,14.93,0.0,0.0,14.93,14.93,14.93,0.0,0.0
2016-09-25,15.09,15.09,15.09,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.15,15.15,15.15,0.0,0.0
2016-10-02,14.89,14.89,14.89,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2016-10-09,14.9,14.9,14.9,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.86,14.86,14.86,0.0,0.0
2016-10-16,15.22,15.22,15.22,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.25,15.25,15.25,0.0,0.0
2016-10-23,14.92,14.92,14.92,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.81,14.81,14.81,0.0,0.0
2016-10-30,14.08,14.08,14.08,0.0,0.0,14.13,14.13,14.13,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.05,14.05,14.05,0.0,0.0
2016-11-06,14.77,14.77,14.77,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.64,14.64,14.64,0.0,0.0
2016-11-13,14.81,14.81,14.81,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.84,14.84,14.84,0.0,0.0
2016-11-20,14.81,14.81,14.81,0.0,0.0,14.91,14.91,14.91,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.82,14.82,14.82,0.0,0.0
2016-11-27,14.75,14.75,14.75,0.0,0.0,14.91,14.91,14.91,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.82,14.82,14.82,0.0,0.0
2016-12-04,15.04,15.04,15.04,0.0,0.0,15.05,15.05,15.05,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.99,14.99,14.99,0.0,0.0
2016-12-11,14.99,14.99,14.99,0.0,0.0,15.14,15.14,15.14,0.0,0.0,14.99,14.99,14.99,0.0,0.0,15.13,15.13,15.13,0.0,0.0
2016-12-18,15.73,15.73,15.73,0.0,0.0,15.77,15.77,15.77,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.77,15.77,15.77,0.0,0.0
2016-12-25,15.69,15.69,15.69,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.74,15.74,15.74,0.0,0.0
2017-01-01,16.05,16.05,16.05,0.0,0.0,16.13,16.13,16.13,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.13,16.13,16.13,0.0,0.0
2017-01-08,15.86,15.86,15.86,0.0,0.0,15.98,15.98,15.98,0.0,0.0,15.86,15.86,15.86,0.0,0.0,15.98,15.98,15.98,0.0,0.0
2017-01-15,16.1,16.1,16.1,0.0,0.0,16.1,16.1,16.1,0.0,0.0,15.97,15.97,15.97,0.0,0.0,15.99,15.99,15.99,0.0,0.0
2017-01-22,16.63,16.63,16.63,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.32,16.32,16.32,0.0,0.0,16.32,16.32,16.32,0.0,0.0
2017-01-29,16.53,16.53,16.53,0.0,0.0,16.76,16.76,16.76,0.0,0.0,16.53,16.53,16.53,0.0,0.0,16.71,16.71,16.71,0.0,0.0
2017-02-05,16.88,16.88,16.88,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.63,16.63,16.63,0.0,0.0
2017-02-12,16.27,16.27,16.27,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2017-02-19,16.03,16.03,16.03,0.0,0.0,16.03,16.03,16.03,0.0,0.0,15.86,15.86,15.86,0.0,0.0,16.02,16.02,16.02,0.0,0.0
2017-02-26,16.35,16.35,16.35,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.27,16.27,16.27,0.0,0.0
2017-03-05,15.73,15.73,15.73,0.0,0.0,15.78,15.78,15.78,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.67,15.67,15.67,0.0,0.0
2017-03-12,15.69,15.69,15.69,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2017-03-19,15.75,15.75,15.75,0.0,0.0,15.79,15.79,15.79,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.44,15.44,15.44,0.0,0.0
2017-03-26,15.74,15.74,15.74,0.0,0.0,16.03,16.03,16.03,0.0,0.0,15.74,15.74,15.74,0.0,0.0,16.03,16.03,16.03,0.0,0.0
2017-04-02,16.1,16.1,16.1,0.0,0.0,16.15,16.15,16.15,0.0,0.0,16.03,16.03,16.03,0.0,0.0,16.03,16.03,16.03,0.0,0.0
2017-04-09,15.83,15.83,15.83,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.62,15.62,15.62,0.0,0.0
2017-04-16,15.74,15.74,15.74,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.52,15.52,15.52,0.0,0.0,15.53,15.53,15.53,0.0,0.0
2017-04-23,15.89,15.89,15.89,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.8,15.8,15.8,0.0,0.0
2017-04-30,15.06,15.06,15.06,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.06,15.06,15.06,0.0,0.0,15.38,15.38,15.38,0.0,0.0
2017-05-07,15.45,15.45,15.45,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.45,15.45,15.45,0.0,0.0
2017-05-14,15.18,15.18,15.18,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.27,15.27,15.27,0.0,0.0
2017-05-21,15.02,15.02,15.02,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.02,15.02,15.02,0.0,0.0,15.14,15.14,15.14,0.0,0.0
2017-05-28,14.84,14.84,14.84,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.67,14.67,14.67,0.0,0.0
2017-06-04,14.25,14.25,14.25,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.4,14.4,14.4,0.0,0.0
2017-06-11,13.6,13.6,13.6,0.0,0.0,14.05,14.05,14.05,0.0,0.0,13.6,13.6,13.6,0.0,0.0,13.99,13.99,13.99,0.0,0.0
2017-06-18,13.89,13.89,13.89,0.0,0.0,14.08,14.08,14.08,0.0,0.0,13.89,13.89,13.89,0.0,0.0,14.08,14.08,14.08,0.0,0.0
2017-06-25,14.68,14.68,14.68,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.64,14.64,14.64,0.0,0.0
2017-07-02,14.5,14.5,14.5,0.0,0.0,14.65,14.65,14.65,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.65,14.65,14.65,0.0,0.0
2017-07-09,14.8,14.8,14.8,0.0,0.0,15.01,15.01,15.01,0.0,0.0,14.8,14.8,14.8,0.0,0.0,15.0,15.0,15.0,0.0,0.0
2017-07-16,14.83,14.83,14.83,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.78,14.78,14.78,0.0,0.0
2017-07-23,14.79,14.79,14.79,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.8,14.8,14.8,0.0,0.0
2017-07-30,14.68,14.68,14.68,0.0,0.0,14.76,14.76,14.76,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.58,14.58,14.58,0.0,0.0
2017-08-06,14.13,14.13,14.13,0.0,0.0,14.18,14.18,14.18,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.1,14.1,14.1,0.0,0.0
2017-08-13,13.49,13.49,13.49,0.0,0.0,13.49,13.49,13.49,0.0,0.0,13.28,13.28,13.28,0.0,0.0,13.4,13.4,13.4,0.0,0.0
2017-08-20,13.56,13.56,13.56,0.0,0.0,13.64,13.64,13.64,0.0,0.0,13.49,13.49,13.49,0.0,0.0,13.52,13.52,13.52,0.0,0.0
2017-08-27,14.03,14.03,14.03,0.0,0.0,14.04,14.04,14.04,0.0,0.0,13.9,13.9,13.9,0.0,0.0,14.02,14.02,14.02,0.0,0.0
2017-09-03,14.11,14.11,14.11,0.0,0.0,14.11,14.11,14.11,0.0,0.0,13.96,13.96,13.96,0.0,0.0,13.98,13.98,13.98,0.0,0.0
2017-09-10,14.17,14.17,14.17,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2017-09-17,14.08,14.08,14.08,0.0,0.0,14.08,14.08,14.08,0.0,0.0,13.96,13.96,13.96,0.0,0.0,14.05,14.05,14.05,0.0,0.0
2017-09-24,14.03,14.03,14.03,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.03,14.03,14.03,0.0,0.0,14.18,14.18,14.18,0.0,0.0
2017-10-01,14.29,14.29,14.29,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.3,14.3,14.3,0.0,0.0
2017-10-08,14.3,14.3,14.3,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2017-10-15,13.76,13.76,13.76,0.0,0.0,13.76,13.76,13.76,0.0,0.0,13.66,13.66,13.66,0.0,0.0,13.66,13.66,13.66,0.0,0.0
2017-10-22,13.19,13.19,13.19,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.19,13.19,13.19,0.0,0.0,13.43,13.43,13.43,0.0,0.0
2017-10-29,13.43,13.43,13.43,0.0,0.0,13.57,13.57,13.57,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.55,13.55,13.55,0.0,0.0
2017-11-05,13.52,13.52,13.52,0.0,0.0,13.61,13.61,13.61,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.5,13.5,13.5,0.0,0.0
2017-11-12,12.85,12.85,12.85,0.0,0.0,12.85,12.85,12.85,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.81,12.81,12.81,0.0,0.0
2017-11-19,12.84,12.84,12.84,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.74,12.74,12.74,0.0,0.0,12.74,12.74,12.74,0.0,0.0
2017-11-26,12.91,12.91,12.91,0.0,0.0,13.19,13.19,13.19,0.0,0.0,12.91,12.91,12.91,0.0,0.0,13.13,13.13,13.13,0.0,0.0
2017-12-03,13.1,13.1,13.1,0.0,0.0,13.13,13.13,13.13,0.0,0.0,13.05,13.05,13.05,0.0,0.0,13.09,13.09,13.09,0.0,0.0
2017-12-10,13.66,13.66,13.66,0.0,0.0,13.66,13.66,13.66,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.47,13.47,13.47,0.0,0.0
2017-12-17,13.17,13.17,13.17,0.0,0.0,13.41,13.41,13.41,0.0,0.0,13.17,13.17,13.17,0.0,0.0,13.37,13.37,13.37,0.0,0.0
2017-12-24,13.42,13.42,13.42,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.39,13.39,13.39,0.0,0.0,13.43,13.43,13.43,0.0,0.0
2017-12-31,14.17,14.17,14.17,0.0,0.0,14.17,14.17,14.17,0.0,0.0,13.88,13.88,13.88,0.0,0.0,14.03,14.03,14.03,0.0,0.0
