Date,IX_stock_Open_average,IX_stock_Open_max,IX_stock_Open_min,IX_stock_Open_volatility,IX_stock_Open_change,IX_stock_High_average,IX_stock_High_max,IX_stock_High_min,IX_stock_High_volatility,IX_stock_High_change,IX_stock_Low_average,IX_stock_Low_max,IX_stock_Low_min,IX_stock_Low_volatility,IX_stock_Low_change,IX_stock_Close_average,IX_stock_Close_max,IX_stock_Close_min,IX_stock_Close_volatility,IX_stock_Close_change,IX_stock_Volume_average,IX_stock_Volume_max,IX_stock_Volume_min,IX_stock_Volume_volatility,IX_stock_Volume_change
2016-01-03,69.51,70.89,68.31,2.5799999999999983,-0.8799999999999955,69.764,71.02,68.31,2.7099999999999937,-1.289999999999992,68.696,70.34,66.11,4.230000000000004,-2.6099999999999994,69.132,70.97,66.38,4.590000000000003,-3.1400000000000006,35490,91098,18806,72292,-64893
2016-01-10,67.618,68.58,66.24,2.3400000000000034,-1.0799999999999983,68.05,69.43,66.81,2.6200000000000045,-0.6099999999999994,66.49,67.49,65.27,2.219999999999999,-0.8500000000000085,67.448,69.0,66.1,2.9000000000000057,-0.9699999999999989,71943,196573,38953,157620,5946
2016-01-17,64.9175,68.02,61.4,6.619999999999997,-3.3299999999999983,65.67,68.02,63.04,4.979999999999997,-2.0,63.9975,66.69,61.4,5.289999999999999,-2.3599999999999994,65.2925,67.32,62.75,4.569999999999993,-1.4499999999999886,35227,39682,30715,8967,-8967
2016-01-24,67.14200000000001,69.64,65.34,4.299999999999997,3.9599999999999937,68.406,71.34,66.12,5.219999999999999,4.980000000000004,66.61,68.84,65.11,3.730000000000004,3.4200000000000017,67.908,71.34,65.46,5.88000000000001,5.88000000000001,53013,70356,24909,45447,35939
2016-01-31,71.622,74.55,69.04,5.509999999999991,-5.509999999999991,71.958,75.32,69.07,6.25,-6.25,70.624,74.55,67.73,6.819999999999993,-6.819999999999993,71.366,75.14,68.15,6.989999999999995,-6.989999999999995,51424,64345,42863,21482,-3783
2016-02-07,63.004,67.65,57.44,10.210000000000008,-10.210000000000008,63.954,67.78,58.97,8.810000000000002,-8.810000000000002,62.263999999999996,66.24,57.0,9.239999999999995,-9.239999999999995,63.37,67.27,58.95,8.319999999999993,-8.319999999999993,57846,86292,31396,54896,9003
2016-02-14,61.72,62.77,60.57,2.200000000000003,1.0399999999999991,62.1075,62.85,61.24,1.6099999999999994,0.36999999999999744,61.265,61.98,60.36,1.6199999999999974,0.4299999999999997,61.6875,62.4,61.1,1.2999999999999972,-0.03999999999999915,54520,114496,29935,84561,78347
2016-02-21,64.586,66.96,62.87,4.089999999999996,3.4299999999999926,65.062,66.96,63.61,3.3499999999999943,3.029999999999994,64.062,66.07,62.56,3.509999999999991,2.6599999999999966,64.688,66.51,62.8,3.710000000000008,2.3699999999999974,36360,46422,25297,21125,-9641
2016-02-28,68.36800000000001,70.29,66.04,4.25,4.25,68.946,70.57,66.04,4.529999999999987,4.529999999999987,67.936,69.69,65.04,4.6499999999999915,4.6499999999999915,68.596,70.33,65.2,5.1299999999999955,5.1299999999999955,75706,139104,19079,120025,-55001
2016-03-06,69.722,71.01,68.77,2.240000000000009,1.8100000000000023,70.202,71.91,68.77,3.1400000000000006,2.289999999999992,69.084,70.93,68.12,2.8100000000000023,1.9300000000000068,69.596,71.86,68.37,3.489999999999995,2.530000000000001,62684,190231,20754,169477,15056
2016-03-13,71.184,72.67,70.02,2.6500000000000057,0.9300000000000068,71.834,73.03,70.17,2.8599999999999994,1.1500000000000057,70.974,72.52,69.67,2.8499999999999943,1.1899999999999977,71.634,72.76,70.08,2.680000000000007,1.0600000000000023,54499,78656,39090,39566,31512
2016-03-20,71.79249999999999,72.71,70.41,2.299999999999997,-2.299999999999997,72.24,73.67,70.91,2.760000000000005,-2.760000000000005,71.3675,72.51,70.35,2.160000000000011,-2.160000000000011,71.8575,73.51,70.74,2.7700000000000102,-2.6200000000000045,43035,60837,23614,37223,-18314
2016-03-27,71.30799999999999,72.65,69.64,3.010000000000005,-1.7399999999999949,71.906,72.79,70.6,2.190000000000012,-1.2199999999999989,71.13,72.05,69.64,2.4099999999999966,-1.5699999999999932,71.634,72.7,70.33,2.3700000000000045,-1.1599999999999966,43025,120120,20532,99588,-1792
2016-04-03,69.138,71.09,67.54,3.549999999999997,1.5499999999999972,69.498,71.5,68.24,3.260000000000005,1.8799999999999955,68.654,70.72,67.38,3.3400000000000034,1.6200000000000045,69.098,70.83,67.88,2.950000000000003,1.2099999999999937,58080,115975,21439,94536,-38148
2016-04-10,73.706,75.75,71.3,4.450000000000003,2.6200000000000045,74.102,76.49,71.4,5.089999999999989,2.519999999999996,73.262,75.58,70.24,5.340000000000003,3.0700000000000074,73.6,76.31,70.28,6.030000000000001,3.1299999999999955,25824,29407,20590,8817,1408
2016-04-17,74.87,76.19,72.75,3.4399999999999977,3.4399999999999977,75.67,76.83,74.12,2.7099999999999937,2.6199999999999903,74.708,76.12,72.75,3.3700000000000045,3.3700000000000045,75.31,76.65,73.94,2.710000000000008,2.710000000000008,18907,21382,16150,5232,-5232
2016-04-24,73.552,75.67,70.51,5.159999999999997,-5.159999999999997,73.91199999999999,75.71,70.61,5.099999999999994,-5.099999999999994,72.716,74.96,69.19,5.769999999999996,-5.769999999999996,73.22200000000001,75.58,69.56,6.019999999999996,-6.019999999999996,41091,96432,14049,82383,60493
2016-05-01,70.304,71.18,69.76,1.4200000000000017,-1.1700000000000017,70.638,71.4,69.9,1.5,-0.5300000000000011,69.928,70.82,69.24,1.5799999999999983,-0.8099999999999881,70.428,71.37,69.61,1.7600000000000051,-0.6200000000000045,21366,35202,10416,24786,-5695
2016-05-08,71.488,73.24,69.37,3.8699999999999903,-2.5600000000000023,71.644,73.24,69.49,3.75,-3.010000000000005,70.652,71.79,68.75,3.0400000000000063,-3.0400000000000063,70.99,72.21,69.01,3.1999999999999886,-3.1999999999999886,49480,138079,16702,121377,-100748
