Date,Global X MSCI Norway_etf_Open_average,Global X MSCI Norway_etf_Open_max,Global X MSCI Norway_etf_Open_min,Global X MSCI Norway_etf_Open_volatility,Global X MSCI Norway_etf_Open_change,Global X MSCI Norway_etf_High_average,Global X MSCI Norway_etf_High_max,Global X MSCI Norway_etf_High_min,Global X MSCI Norway_etf_High_volatility,Global X MSCI Norway_etf_High_change,Global X MSCI Norway_etf_Low_average,Global X MSCI Norway_etf_Low_max,Global X MSCI Norway_etf_Low_min,Global X MSCI Norway_etf_Low_volatility,Global X MSCI Norway_etf_Low_change,Global X MSCI Norway_etf_Close_average,Global X MSCI Norway_etf_Close_max,Global X MSCI Norway_etf_Close_min,Global X MSCI Norway_etf_Close_volatility,Global X MSCI Norway_etf_Close_change
2016-01-03,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,8.86,8.86,8.86,0.0,0.0,8.86,8.86,8.86,0.0,0.0
2016-01-10,8.46,8.46,8.46,0.0,0.0,8.6,8.6,8.6,0.0,0.0,8.42,8.42,8.42,0.0,0.0,8.48,8.48,8.48,0.0,0.0
2016-01-17,8.86,8.86,8.86,0.0,0.0,8.91,8.91,8.91,0.0,0.0,8.81,8.81,8.81,0.0,0.0,8.87,8.87,8.87,0.0,0.0
2016-01-24,9.07,9.07,9.07,0.0,0.0,9.2,9.2,9.2,0.0,0.0,9.05,9.05,9.05,0.0,0.0,9.19,9.19,9.19,0.0,0.0
2016-01-31,9.27,9.27,9.27,0.0,0.0,9.27,9.27,9.27,0.0,0.0,9.18,9.18,9.18,0.0,0.0,9.21,9.21,9.21,0.0,0.0
2016-02-07,8.62,8.62,8.62,0.0,0.0,8.76,8.76,8.76,0.0,0.0,8.56,8.56,8.56,0.0,0.0,8.75,8.75,8.75,0.0,0.0
2016-02-14,9.09,9.09,9.09,0.0,0.0,9.16,9.16,9.16,0.0,0.0,9.06,9.06,9.06,0.0,0.0,9.14,9.14,9.14,0.0,0.0
2016-02-21,9.31,9.31,9.31,0.0,0.0,9.34,9.34,9.34,0.0,0.0,9.23,9.23,9.23,0.0,0.0,9.25,9.25,9.25,0.0,0.0
2016-02-28,9.81,9.81,9.81,0.0,0.0,10.08,10.08,10.08,0.0,0.0,9.8,9.8,9.8,0.0,0.0,10.02,10.02,10.02,0.0,0.0
2016-03-06,9.92,9.92,9.92,0.0,0.0,10.05,10.05,10.05,0.0,0.0,9.92,9.92,9.92,0.0,0.0,10.05,10.05,10.05,0.0,0.0
2016-03-13,10.21,10.21,10.21,0.0,0.0,10.23,10.23,10.23,0.0,0.0,10.1,10.1,10.1,0.0,0.0,10.12,10.12,10.12,0.0,0.0
2016-03-20,9.67,9.67,9.67,0.0,0.0,9.82,9.82,9.82,0.0,0.0,9.51,9.51,9.51,0.0,0.0,9.78,9.78,9.78,0.0,0.0
2016-03-27,9.81,9.81,9.81,0.0,0.0,9.91,9.91,9.91,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.89,9.89,9.89,0.0,0.0
2016-04-03,9.84,9.84,9.84,0.0,0.0,9.94,9.94,9.94,0.0,0.0,9.82,9.82,9.82,0.0,0.0,9.88,9.88,9.88,0.0,0.0
2016-04-10,10.25,10.25,10.25,0.0,0.0,10.25,10.25,10.25,0.0,0.0,10.18,10.18,10.18,0.0,0.0,10.19,10.19,10.19,0.0,0.0
2016-04-17,10.48,10.48,10.48,0.0,0.0,10.49,10.49,10.49,0.0,0.0,10.4,10.4,10.4,0.0,0.0,10.44,10.44,10.44,0.0,0.0
2016-04-24,10.93,10.93,10.93,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.86,10.86,10.86,0.0,0.0
2016-05-01,10.38,10.38,10.38,0.0,0.0,10.53,10.53,10.53,0.0,0.0,10.38,10.38,10.38,0.0,0.0,10.48,10.48,10.48,0.0,0.0
2016-05-08,10.46,10.46,10.46,0.0,0.0,10.53,10.53,10.53,0.0,0.0,10.4,10.4,10.4,0.0,0.0,10.41,10.41,10.41,0.0,0.0
2016-05-15,10.45,10.45,10.45,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.4,10.4,10.4,0.0,0.0,10.46,10.46,10.46,0.0,0.0
2016-05-22,10.68,10.68,10.68,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.67,10.67,10.67,0.0,0.0
2016-05-29,10.74,10.74,10.74,0.0,0.0,10.78,10.78,10.78,0.0,0.0,10.67,10.67,10.67,0.0,0.0,10.74,10.74,10.74,0.0,0.0
2016-06-05,10.62,10.62,10.62,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.47,10.47,10.47,0.0,0.0,10.5,10.5,10.5,0.0,0.0
2016-06-12,10.12,10.12,10.12,0.0,0.0,10.26,10.26,10.26,0.0,0.0,10.12,10.12,10.12,0.0,0.0,10.23,10.23,10.23,0.0,0.0
2016-06-19,9.9,9.9,9.9,0.0,0.0,10.2,10.2,10.2,0.0,0.0,9.89,9.89,9.89,0.0,0.0,9.89,9.89,9.89,0.0,0.0
2016-06-26,10.51,10.51,10.51,0.0,0.0,10.61,10.61,10.61,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.55,10.55,10.55,0.0,0.0
2016-07-03,10.28,10.28,10.28,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.34,10.34,10.34,0.0,0.0
2016-07-10,10.6,10.6,10.6,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.53,10.53,10.53,0.0,0.0,10.54,10.54,10.54,0.0,0.0
2016-07-17,10.55,10.55,10.55,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.43,10.43,10.43,0.0,0.0,10.47,10.47,10.47,0.0,0.0
2016-07-24,10.36,10.36,10.36,0.0,0.0,10.48,10.48,10.48,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.44,10.44,10.44,0.0,0.0
2016-07-31,10.31,10.31,10.31,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.3,10.3,10.3,0.0,0.0
2016-08-07,10.83,10.83,10.83,0.0,0.0,10.88,10.88,10.88,0.0,0.0,10.77,10.77,10.77,0.0,0.0,10.78,10.78,10.78,0.0,0.0
2016-08-14,10.63,10.63,10.63,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.64,10.64,10.64,0.0,0.0
2016-08-21,10.72,10.72,10.72,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.52,10.52,10.52,0.0,0.0,10.54,10.54,10.54,0.0,0.0
2016-08-28,10.69,10.69,10.69,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.62,10.62,10.62,0.0,0.0,10.66,10.66,10.66,0.0,0.0
2016-09-04,10.73,10.73,10.73,0.0,0.0,10.74,10.74,10.74,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.54,10.54,10.54,0.0,0.0
2016-09-11,10.28,10.28,10.28,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.26,10.26,10.26,0.0,0.0,10.27,10.27,10.27,0.0,0.0
2016-09-18,10.75,10.75,10.75,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.78,10.78,10.78,0.0,0.0
2016-09-25,11.07,11.07,11.07,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.05,11.05,11.05,0.0,0.0,11.14,11.14,11.14,0.0,0.0
2016-10-02,11.18,11.18,11.18,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.01,11.01,11.01,0.0,0.0,11.1,11.1,11.1,0.0,0.0
2016-10-09,11.18,11.18,11.18,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.03,11.03,11.03,0.0,0.0,11.05,11.05,11.05,0.0,0.0
2016-10-16,11.1,11.1,11.1,0.0,0.0,11.17,11.17,11.17,0.0,0.0,11.1,11.1,11.1,0.0,0.0,11.17,11.17,11.17,0.0,0.0
2016-10-23,11.1,11.1,11.1,0.0,0.0,11.17,11.17,11.17,0.0,0.0,11.04,11.04,11.04,0.0,0.0,11.09,11.09,11.09,0.0,0.0
2016-10-30,10.9,10.9,10.9,0.0,0.0,11.0,11.0,11.0,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.93,10.93,10.93,0.0,0.0
2016-11-06,10.86,10.86,10.86,0.0,0.0,10.87,10.87,10.87,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.84,10.84,10.84,0.0,0.0
2016-11-13,10.78,10.78,10.78,0.0,0.0,10.78,10.78,10.78,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.72,10.72,10.72,0.0,0.0
2016-11-20,10.97,10.97,10.97,0.0,0.0,10.97,10.97,10.97,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.96,10.96,10.96,0.0,0.0
2016-11-27,11.14,11.14,11.14,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.12,11.12,11.12,0.0,0.0,11.15,11.15,11.15,0.0,0.0
