Date,AMSF_stock_Open_average,AMSF_stock_Open_max,AMSF_stock_Open_min,AMSF_stock_Open_volatility,AMSF_stock_Open_change,AMSF_stock_High_average,AMSF_stock_High_max,AMSF_stock_High_min,AMSF_stock_High_volatility,AMSF_stock_High_change,AMSF_stock_Low_average,AMSF_stock_Low_max,AMSF_stock_Low_min,AMSF_stock_Low_volatility,AMSF_stock_Low_change,AMSF_stock_Close_average,AMSF_stock_Close_max,AMSF_stock_Close_min,AMSF_stock_Close_volatility,AMSF_stock_Close_change,AMSF_stock_Volume_average,AMSF_stock_Volume_max,AMSF_stock_Volume_min,AMSF_stock_Volume_volatility,AMSF_stock_Volume_change
2016-01-03,49.406,50.11,48.89,1.2199999999999989,-1.2199999999999989,50.068,51.95,48.89,3.0600000000000023,-3.0600000000000023,48.652,49.24,47.23,2.010000000000005,-1.9500000000000028,49.078,49.84,47.28,2.5600000000000023,-2.549999999999997,105844,164189,60105,104084,-10930
2016-01-10,48.066,48.67,47.29,1.3800000000000026,0.7100000000000009,48.444,48.82,47.84,0.9799999999999969,0.46999999999999886,47.294,47.73,46.88,0.8499999999999943,0.1599999999999966,48.128,48.54,47.5,1.0399999999999991,0.759999999999998,93879,106976,78912,28064,24292
2016-01-17,48.545,48.77,48.2,0.5700000000000003,0.2700000000000031,49.08,49.17,48.94,0.23000000000000398,0.0,47.7825,48.43,47.2,1.2299999999999969,-0.14000000000000057,48.605000000000004,48.84,48.31,0.5300000000000011,-0.30000000000000426,94478,150895,70231,80664,-2678
2016-01-24,48.776,49.22,48.45,0.769999999999996,0.769999999999996,49.696,51.23,48.74,2.489999999999995,2.489999999999995,48.514,49.22,48.07,1.1499999999999986,1.1499999999999986,49.222,51.01,48.21,2.799999999999997,2.799999999999997,69414,116138,43224,72914,72914
2016-01-31,49.926,50.69,49.12,1.5700000000000003,-1.5100000000000051,50.304,50.82,49.77,1.0499999999999972,-0.7299999999999969,49.138,49.9,48.54,1.3599999999999994,-1.2899999999999991,49.544,50.23,48.74,1.4899999999999949,-1.4899999999999949,69911,123477,38440,85037,30074
2016-02-07,50.06,51.2,48.29,2.9100000000000037,2.259999999999998,51.294000000000004,51.97,50.32,1.6499999999999986,-0.740000000000002,49.524,50.52,48.29,2.230000000000004,1.4500000000000028,50.584,50.99,49.86,1.1300000000000026,-0.35999999999999943,91746,180144,47952,132192,-121568
2016-02-14,51.057500000000005,51.49,50.38,1.1099999999999994,0.6000000000000014,51.8525,52.59,50.91,1.6800000000000068,1.6800000000000068,50.5375,51.49,49.47,2.020000000000003,2.020000000000003,51.3475,52.36,49.94,2.4200000000000017,2.4200000000000017,93191,122885,58607,64278,-29240
2016-02-21,52.598333333333336,53.0,51.86,1.1400000000000006,-0.9200000000000017,53.089999999999996,54.48,51.86,2.6199999999999974,-1.5799999999999983,51.821666666666665,52.68,51.22,1.4600000000000009,-0.8200000000000003,52.306666666666665,52.83,51.86,0.9699999999999989,-0.9699999999999989,135940,199674,84903,114771,47392
2016-02-28,51.7,52.01,51.46,0.5499999999999972,-0.5499999999999972,52.132,52.53,51.55,0.980000000000004,-0.6300000000000026,51.064,51.28,50.64,0.6400000000000006,-0.5600000000000023,51.47,51.93,50.75,1.1799999999999997,-0.75,134438,163716,93501,70215,-13934
2016-03-06,50.88,51.21,50.62,0.5900000000000034,0.5799999999999983,51.344,51.98,51.09,0.8899999999999935,0.7299999999999969,50.376000000000005,50.7,50.17,0.5300000000000011,0.5300000000000011,50.88,51.08,50.68,0.3999999999999986,-0.12999999999999545,112043,153294,60006,93288,-59549
