Date,MCO_stock_Open_average,MCO_stock_Open_max,MCO_stock_Open_min,MCO_stock_Open_volatility,MCO_stock_Open_change,MCO_stock_High_average,MCO_stock_High_max,MCO_stock_High_min,MCO_stock_High_volatility,MCO_stock_High_change,MCO_stock_Low_average,MCO_stock_Low_max,MCO_stock_Low_min,MCO_stock_Low_volatility,MCO_stock_Low_change,MCO_stock_Close_average,MCO_stock_Close_max,MCO_stock_Close_min,MCO_stock_Close_volatility,MCO_stock_Close_change,MCO_stock_Volume_average,MCO_stock_Volume_max,MCO_stock_Volume_min,MCO_stock_Volume_volatility,MCO_stock_Volume_change
2016-01-03,96.024,98.44,93.2,5.239999999999995,-5.239999999999995,96.72,99.09,93.61,5.480000000000004,-5.090000000000003,94.288,97.2,89.98,7.219999999999999,-6.179999999999993,95.08,98.57,90.08,8.489999999999995,-7.140000000000001,1992160,2793005,1294204,1498801,971774
2016-01-10,89.616,91.81,86.02,5.790000000000006,-4.900000000000006,90.114,91.89,86.71,5.180000000000007,-4.6000000000000085,87.464,90.06,84.55,5.510000000000005,-5.140000000000001,88.65,91.17,85.99,5.180000000000007,-4.8700000000000045,2605414,3387274,1938019,1449255,770230
2016-01-17,86.465,87.29,84.86,2.430000000000007,0.15000000000000568,87.775,88.46,87.05,1.4099999999999966,0.47999999999998977,85.045,86.92,82.09,4.829999999999998,1.3400000000000034,86.695,88.42,85.8,2.6200000000000045,1.9899999999999949,1723120,2578577,1111850,1466727,-795002
2016-01-24,88.056,88.77,86.85,1.9200000000000017,-0.3299999999999983,89.066,89.52,88.53,0.9899999999999949,0.3199999999999932,86.94800000000001,87.59,86.61,0.980000000000004,0.5,87.872,89.14,86.75,2.3900000000000006,2.3900000000000006,1606390,2451698,916158,1535540,1210073
2016-01-31,87.21000000000001,88.87,85.44,3.430000000000007,-0.37000000000000455,87.756,89.2,86.52,2.680000000000007,-0.7000000000000028,84.718,87.56,82.27,5.290000000000006,-5.290000000000006,86.008,88.01,83.7,4.310000000000002,-4.310000000000002,1835751,2635131,1302669,1332462,1186123
2016-02-07,79.816,81.68,78.23,3.450000000000003,-1.8800000000000097,81.478,82.84,79.87,2.969999999999999,0.5999999999999943,78.706,79.99,77.76,2.2299999999999898,0.75,80.048,82.31,78.45,3.8599999999999994,2.930000000000007,1951680,2781079,1199352,1581727,-964928
2016-02-14,84.7775,85.65,83.84,1.8100000000000023,1.6099999999999994,85.75,86.2,84.9,1.2999999999999972,1.0699999999999932,83.8275,84.67,82.32,2.3500000000000085,2.3500000000000085,85.2075,85.73,83.72,2.010000000000005,1.9399999999999977,1269156,1548660,1011082,537578,-537578
2016-02-21,86.994,88.35,85.9,2.4499999999999886,1.8799999999999955,88.39999999999999,89.38,87.1,2.280000000000001,1.1599999999999966,86.29599999999999,88.14,83.71,4.430000000000007,1.9000000000000057,87.792,88.64,86.65,1.9899999999999949,0.47999999999998977,1173884,1309599,915032,394567,-189870
2016-02-28,91.12,94.98,88.18,6.799999999999997,6.799999999999997,93.276,95.75,89.84,5.909999999999997,5.909999999999997,90.664,94.08,87.94,6.140000000000001,6.140000000000001,92.58,95.4,88.8,6.6000000000000085,6.6000000000000085,1953933,3205939,1450056,1755883,2796
2016-03-06,93.656,94.48,93.14,1.3400000000000034,-0.6700000000000017,94.348,94.9,93.62,1.2800000000000011,0.09000000000000341,92.864,93.61,92.24,1.3700000000000045,0.010000000000005116,93.586,94.5,92.78,1.7199999999999989,0.04000000000000625,1287230,1700244,812057,888187,415957
2016-03-13,94.48,97.64,93.0,4.640000000000001,3.7099999999999937,96.032,98.56,93.83,4.730000000000004,4.070000000000007,94.034,96.81,92.56,4.25,3.730000000000004,95.312,97.5,93.6,3.9000000000000057,3.3799999999999955,1304750,2122580,634214,1488366,1102593
