Date,SPDR MFS Systematic Value EquityEtf_Open_average,SPDR MFS Systematic Value EquityEtf_Open_max,SPDR MFS Systematic Value EquityEtf_Open_min,SPDR MFS Systematic Value EquityEtf_Open_volatility,SPDR MFS Systematic Value EquityEtf_Open_change,SPDR MFS Systematic Value EquityEtf_High_average,SPDR MFS Systematic Value EquityEtf_High_max,SPDR MFS Systematic Value EquityEtf_High_min,SPDR MFS Systematic Value EquityEtf_High_volatility,SPDR MFS Systematic Value EquityEtf_High_change,SPDR MFS Systematic Value EquityEtf_Low_average,SPDR MFS Systematic Value EquityEtf_Low_max,SPDR MFS Systematic Value EquityEtf_Low_min,SPDR MFS Systematic Value EquityEtf_Low_volatility,SPDR MFS Systematic Value EquityEtf_Low_change,SPDR MFS Systematic Value EquityEtf_Close_average,SPDR MFS Systematic Value EquityEtf_Close_max,SPDR MFS Systematic Value EquityEtf_Close_min,SPDR MFS Systematic Value EquityEtf_Close_volatility,SPDR MFS Systematic Value EquityEtf_Close_change
2016-11-20,56.78,56.78,56.78,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.71,56.71,56.71,0.0,0.0,56.75,56.75,56.75,0.0,0.0
2016-11-27,57.01,57.01,57.01,0.0,0.0,57.01,57.01,57.01,0.0,0.0,57.01,57.01,57.01,0.0,0.0,57.01,57.01,57.01,0.0,0.0
2016-12-04,59.02,59.02,59.02,0.0,0.0,59.03,59.03,59.03,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.89,58.89,58.89,0.0,0.0
2016-12-11,58.86,58.86,58.86,0.0,0.0,58.9,58.9,58.9,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.61,58.61,58.61,0.0,0.0
2016-12-18,58.5,58.5,58.5,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.5,58.5,58.5,0.0,0.0
2016-12-25,56.76,56.76,56.76,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.76,56.76,56.76,0.0,0.0
2017-01-01,57.25,57.25,57.25,0.0,0.0,57.25,57.25,57.25,0.0,0.0,57.19,57.19,57.19,0.0,0.0,57.19,57.19,57.19,0.0,0.0
2017-01-08,57.04,57.04,57.04,0.0,0.0,57.17,57.17,57.17,0.0,0.0,57.04,57.04,57.04,0.0,0.0,57.17,57.17,57.17,0.0,0.0
2017-01-15,56.88,56.88,56.88,0.0,0.0,57.0,57.0,57.0,0.0,0.0,56.88,56.88,56.88,0.0,0.0,57.0,57.0,57.0,0.0,0.0
2017-01-22,58.07,58.07,58.07,0.0,0.0,58.07,58.07,58.07,0.0,0.0,57.87,57.87,57.87,0.0,0.0,57.87,57.87,57.87,0.0,0.0
2017-01-29,57.4,57.4,57.4,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.49,57.49,57.49,0.0,0.0
2017-02-05,58.11,58.11,58.11,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.11,58.11,58.11,0.0,0.0
2017-02-12,58.59,58.59,58.59,0.0,0.0,58.82,58.82,58.82,0.0,0.0,58.59,58.59,58.59,0.0,0.0,58.82,58.82,58.82,0.0,0.0
2017-02-19,59.4,59.4,59.4,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.4,59.4,59.4,0.0,0.0
2017-02-26,59.5,59.5,59.5,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.44,59.44,59.44,0.0,0.0
2017-03-05,59.28,59.28,59.28,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.28,59.28,59.28,0.0,0.0
2017-03-12,59.42,59.42,59.42,0.0,0.0,59.42,59.42,59.42,0.0,0.0,59.42,59.42,59.42,0.0,0.0,59.42,59.42,59.42,0.0,0.0
2017-03-19,58.56,58.56,58.56,0.0,0.0,58.56,58.56,58.56,0.0,0.0,58.56,58.56,58.56,0.0,0.0,58.56,58.56,58.56,0.0,0.0
2017-03-26,59.52,59.52,59.52,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.26,59.26,59.26,0.0,0.0,59.32,59.32,59.32,0.0,0.0
2017-04-02,58.77,58.77,58.77,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.69,58.69,58.69,0.0,0.0,58.69,58.69,58.69,0.0,0.0
2017-04-09,58.75,58.75,58.75,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.75,58.75,58.75,0.0,0.0
2017-04-16,58.35,58.35,58.35,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.4,58.4,58.4,0.0,0.0
2017-04-23,58.9,58.9,58.9,0.0,0.0,59.14,59.14,59.14,0.0,0.0,58.84,58.84,58.84,0.0,0.0,59.01,59.01,59.01,0.0,0.0
2017-04-30,58.67,58.67,58.67,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.67,58.67,58.67,0.0,0.0
2017-05-07,58.46,58.46,58.46,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.46,58.46,58.46,0.0,0.0
2017-05-14,57.64,57.64,57.64,0.0,0.0,57.64,57.64,57.64,0.0,0.0,57.64,57.64,57.64,0.0,0.0,57.64,57.64,57.64,0.0,0.0
2017-05-21,59.09,59.09,59.09,0.0,0.0,59.09,59.09,59.09,0.0,0.0,59.09,59.09,59.09,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2017-05-28,58.96,58.96,58.96,0.0,0.0,58.96,58.96,58.96,0.0,0.0,58.83,58.83,58.83,0.0,0.0,58.83,58.83,58.83,0.0,0.0
2017-06-04,59.0,59.0,59.0,0.0,0.0,59.0,59.0,59.0,0.0,0.0,59.0,59.0,59.0,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2017-06-11,59.42,59.42,59.42,0.0,0.0,59.42,59.42,59.42,0.0,0.0,59.42,59.42,59.42,0.0,0.0,59.42,59.42,59.42,0.0,0.0
2017-06-18,59.14,59.14,59.14,0.0,0.0,59.18,59.18,59.18,0.0,0.0,59.14,59.14,59.14,0.0,0.0,59.18,59.18,59.18,0.0,0.0
2017-06-25,59.56,59.56,59.56,0.0,0.0,59.61,59.61,59.61,0.0,0.0,59.56,59.56,59.56,0.0,0.0,59.61,59.61,59.61,0.0,0.0
2017-07-02,60.2,60.2,60.2,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.14,60.14,60.14,0.0,0.0,60.14,60.14,60.14,0.0,0.0
2017-07-09,60.36,60.36,60.36,0.0,0.0,60.36,60.36,60.36,0.0,0.0,60.36,60.36,60.36,0.0,0.0,60.36,60.36,60.36,0.0,0.0
2017-07-16,60.86,60.86,60.86,0.0,0.0,60.86,60.86,60.86,0.0,0.0,60.77,60.77,60.77,0.0,0.0,60.77,60.77,60.77,0.0,0.0
2017-07-23,60.89,60.89,60.89,0.0,0.0,60.89,60.89,60.89,0.0,0.0,60.86,60.86,60.86,0.0,0.0,60.86,60.86,60.86,0.0,0.0
2017-07-30,61.01,61.01,61.01,0.0,0.0,61.01,61.01,61.01,0.0,0.0,61.01,61.01,61.01,0.0,0.0,61.01,61.01,61.01,0.0,0.0
2017-08-06,60.59,60.59,60.59,0.0,0.0,60.59,60.59,60.59,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2017-08-13,59.78,59.78,59.78,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2017-08-20,60.59,60.59,60.59,0.0,0.0,60.59,60.59,60.59,0.0,0.0,60.13,60.13,60.13,0.0,0.0,60.13,60.13,60.13,0.0,0.0
2017-08-27,60.53,60.53,60.53,0.0,0.0,60.57,60.57,60.57,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.57,60.57,60.57,0.0,0.0
2017-09-03,60.69,60.69,60.69,0.0,0.0,60.69,60.69,60.69,0.0,0.0,60.69,60.69,60.69,0.0,0.0,60.69,60.69,60.69,0.0,0.0
2017-09-10,61.74,61.74,61.74,0.0,0.0,61.74,61.74,61.74,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.48,61.48,61.48,0.0,0.0
2017-09-17,61.84,61.84,61.84,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.84,61.84,61.84,0.0,0.0
2017-09-24,61.87,61.87,61.87,0.0,0.0,62.2,62.2,62.2,0.0,0.0,61.87,61.87,61.87,0.0,0.0,62.05,62.05,62.05,0.0,0.0
2017-10-01,63.07,63.07,63.07,0.0,0.0,63.17,63.17,63.17,0.0,0.0,63.06,63.06,63.06,0.0,0.0,63.06,63.06,63.06,0.0,0.0
2017-10-08,62.91,62.91,62.91,0.0,0.0,62.91,62.91,62.91,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.8,62.8,62.8,0.0,0.0
2017-10-15,63.66,63.66,63.66,0.0,0.0,63.79,63.79,63.79,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.75,63.75,63.75,0.0,0.0
2017-10-22,63.62,63.62,63.62,0.0,0.0,63.9,63.9,63.9,0.0,0.0,63.57,63.57,63.57,0.0,0.0,63.83,63.83,63.83,0.0,0.0
2017-10-29,63.8,63.8,63.8,0.0,0.0,63.94,63.94,63.94,0.0,0.0,63.63,63.63,63.63,0.0,0.0,63.88,63.88,63.88,0.0,0.0
2017-11-05,63.68,63.68,63.68,0.0,0.0,63.68,63.68,63.68,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2017-11-12,63.59,63.59,63.59,0.0,0.0,63.72,63.72,63.72,0.0,0.0,63.52,63.52,63.52,0.0,0.0,63.72,63.72,63.72,0.0,0.0
2017-11-19,64.18,64.18,64.18,0.0,0.0,64.18,64.18,64.18,0.0,0.0,64.18,64.18,64.18,0.0,0.0,64.18,64.18,64.18,0.0,0.0
2017-11-26,66.22,66.22,66.22,0.0,0.0,66.22,66.22,66.22,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2017-12-03,66.17,66.17,66.17,0.0,0.0,66.81,66.81,66.81,0.0,0.0,66.17,66.17,66.17,0.0,0.0,66.81,66.81,66.81,0.0,0.0
2017-12-10,68.07,68.07,68.07,0.0,0.0,68.07,68.07,68.07,0.0,0.0,66.47,66.47,66.47,0.0,0.0,67.04,67.04,67.04,0.0,0.0
2017-12-17,67.22,67.22,67.22,0.0,0.0,67.33,67.33,67.33,0.0,0.0,67.22,67.22,67.22,0.0,0.0,67.33,67.33,67.33,0.0,0.0
2017-12-24,66.23,66.23,66.23,0.0,0.0,66.26,66.26,66.26,0.0,0.0,66.1,66.1,66.1,0.0,0.0,66.22,66.22,66.22,0.0,0.0
2017-12-31,67.29,67.29,67.29,0.0,0.0,67.29,67.29,67.29,0.0,0.0,66.84,66.84,66.84,0.0,0.0,67.25,67.25,67.25,0.0,0.0
