Date,AMED_stock_Open_average,AMED_stock_Open_max,AMED_stock_Open_min,AMED_stock_Open_volatility,AMED_stock_Open_change,AMED_stock_High_average,AMED_stock_High_max,AMED_stock_High_min,AMED_stock_High_volatility,AMED_stock_High_change,AMED_stock_Low_average,AMED_stock_Low_max,AMED_stock_Low_min,AMED_stock_Low_volatility,AMED_stock_Low_change,AMED_stock_Close_average,AMED_stock_Close_max,AMED_stock_Close_min,AMED_stock_Close_volatility,AMED_stock_Close_change,AMED_stock_Volume_average,AMED_stock_Volume_max,AMED_stock_Volume_min,AMED_stock_Volume_volatility,AMED_stock_Volume_change
2016-01-03,38.836,39.28,38.54,0.740000000000002,0.23000000000000398,39.646,40.03,39.23,0.8000000000000043,0.12000000000000455,38.248,38.9,37.52,1.3799999999999955,0.28999999999999915,38.982,39.95,38.08,1.8700000000000045,-0.7899999999999991,346209,460691,215896,244795,-118096
2016-01-10,37.968,39.5,35.95,3.549999999999997,-3.269999999999996,38.908,40.23,37.26,2.969999999999999,-2.969999999999999,36.6,38.76,34.3,4.460000000000001,-4.060000000000002,37.698,39.12,36.14,2.979999999999997,-2.0899999999999963,409698,537705,306796,230909,-176538
2016-01-17,38.29,38.93,37.94,0.990000000000002,-0.8399999999999963,39.1825,39.98,38.6,1.3799999999999955,-0.9399999999999977,37.182500000000005,38.39,36.01,2.3800000000000026,-0.9399999999999977,38.055,38.63,37.32,1.3100000000000023,-0.10000000000000142,421408,474318,382957,91361,-91361
2016-01-24,37.083999999999996,38.28,34.69,3.5900000000000034,-3.5900000000000034,37.686,38.82,35.91,2.9100000000000037,-2.9100000000000037,35.96,37.52,34.54,2.980000000000004,-2.960000000000001,36.47,37.79,34.69,3.1000000000000014,-1.8900000000000006,245962,316595,175134,141461,30492
2016-01-31,35.16,36.12,33.94,2.1799999999999997,-1.1400000000000006,35.598,36.27,34.46,1.8100000000000023,-1.8100000000000023,33.686,35.34,31.85,3.490000000000002,-3.490000000000002,34.51,36.0,31.85,4.149999999999999,-4.149999999999999,262844,367887,197507,170380,95335
2016-02-07,33.49,35.31,31.72,3.5900000000000034,3.010000000000005,34.642,36.1,32.74,3.3599999999999994,3.3599999999999994,32.91,34.61,31.16,3.4499999999999993,3.4499999999999993,34.252,36.02,32.18,3.8400000000000034,3.8400000000000034,377838,489395,318744,170651,-170651
2016-02-14,36.64,37.5,35.72,1.7800000000000011,-0.6200000000000045,37.175,38.08,36.01,2.0700000000000003,-1.5800000000000054,35.865,36.89,35.27,1.6199999999999974,-0.29999999999999716,36.5,37.37,35.82,1.5499999999999972,-1.5499999999999972,330774,358596,300412,58184,58184
2016-02-21,36.96666666666667,38.2,35.84,2.3599999999999994,2.1099999999999994,37.66833333333334,38.39,36.85,1.5399999999999991,0.9500000000000028,36.75666666666667,38.2,35.74,2.460000000000001,2.1099999999999994,37.36666666666667,38.2,36.26,1.9400000000000048,1.6300000000000026,203163,303641,0,303641,-303641
2016-02-28,37.536,38.17,36.68,1.490000000000002,0.17999999999999972,38.376,38.66,37.99,0.6699999999999946,0.1699999999999946,36.684,37.55,36.26,1.2899999999999991,0.8699999999999974,37.492,38.02,36.74,1.2800000000000011,1.0899999999999963,281615,319345,201285,118060,-13834
2016-03-06,40.044,43.03,37.68,5.350000000000001,4.329999999999998,41.232,43.48,38.43,5.049999999999997,3.3399999999999963,39.012,41.54,37.07,4.469999999999999,4.009999999999998,40.378,42.72,37.25,5.469999999999999,4.100000000000001,502039,944412,289029,655383,-30594
2016-03-13,41.476,41.88,41.04,0.8400000000000034,-0.3300000000000054,42.316,44.0,41.59,2.4099999999999966,1.7000000000000028,40.664,41.51,39.76,1.75,-0.7100000000000009,41.938,43.83,41.1,2.729999999999997,1.8999999999999986,342381,620779,216590,404189,404189
2016-03-20,43.3,43.57,42.84,0.7299999999999969,-0.17999999999999972,43.96,44.42,43.58,0.8400000000000034,0.020000000000003126,42.7725,42.91,42.51,0.3999999999999986,0.13999999999999346,43.5225,43.76,43.21,0.5499999999999972,0.5499999999999972,333629,495565,236197,259368,-44484
2016-03-27,46.126,48.17,44.04,4.130000000000003,4.130000000000003,47.36,49.32,44.46,4.859999999999999,4.859999999999999,45.892,47.54,43.6,3.9399999999999977,3.9399999999999977,47.082,48.73,44.15,4.579999999999998,4.579999999999998,380683,530394,217079,313315,313315
2016-04-03,47.834,48.7,47.29,1.4100000000000037,-0.7000000000000028,48.45,48.9,47.95,0.9499999999999957,-0.6700000000000017,47.232,47.88,46.51,1.3700000000000045,-0.44000000000000483,47.752,48.15,47.13,1.019999999999996,-0.28000000000000114,344725,442069,183860,258209,-258209
2016-04-10,48.01,48.61,47.68,0.9299999999999997,0.39000000000000057,48.67,49.44,48.0,1.4399999999999977,0.6799999999999997,47.52,48.19,46.93,1.259999999999998,0.519999999999996,48.2,49.07,47.51,1.5600000000000023,1.2299999999999969,263474,328596,228716,99880,61862
2016-04-17,50.28,51.43,48.69,2.740000000000002,1.7600000000000051,51.192,51.85,49.74,2.1099999999999994,2.1099999999999994,49.748,50.45,48.39,2.0600000000000023,2.0600000000000023,50.78,51.47,49.64,1.8299999999999983,1.8299999999999983,265931,311648,184802,126846,23962
2016-04-24,52.02,53.13,51.32,1.8100000000000023,0.45000000000000284,52.972,54.29,51.76,2.530000000000001,1.2700000000000031,51.326,52.04,50.47,1.5700000000000003,0.09000000000000341,52.064,53.13,51.49,1.6400000000000006,-0.0799999999999983,290251,448078,162373,285705,25698
