Date,CSIQ_stock_Open_average,CSIQ_stock_Open_max,CSIQ_stock_Open_min,CSIQ_stock_Open_volatility,CSIQ_stock_Open_change,CSIQ_stock_High_average,CSIQ_stock_High_max,CSIQ_stock_High_min,CSIQ_stock_High_volatility,CSIQ_stock_High_change,CSIQ_stock_Low_average,CSIQ_stock_Low_max,CSIQ_stock_Low_min,CSIQ_stock_Low_volatility,CSIQ_stock_Low_change,CSIQ_stock_Close_average,CSIQ_stock_Close_max,CSIQ_stock_Close_min,CSIQ_stock_Close_volatility,CSIQ_stock_Close_change,CSIQ_stock_Volume_average,CSIQ_stock_Volume_max,CSIQ_stock_Volume_min,CSIQ_stock_Volume_volatility,CSIQ_stock_Volume_change
2016-01-03,26.676000000000002,28.46,24.44,4.02,-3.349999999999998,27.008,28.8,24.5,4.300000000000001,-3.6099999999999994,25.48,27.31,22.81,4.5,-3.8999999999999986,25.85,27.98,22.99,4.990000000000002,-4.48,2711953,4681129,1885879,2795250,-854151
2016-01-10,21.588,23.73,18.97,4.760000000000002,-4.760000000000002,21.88,23.81,19.32,4.489999999999998,-4.489999999999998,19.986,21.86,17.87,3.9899999999999984,-3.9899999999999984,20.756,22.36,18.79,3.5700000000000003,-3.5700000000000003,3045796,3296758,2705484,591274,479816
2016-01-17,18.947499999999998,20.16,17.79,2.370000000000001,0.35999999999999943,19.775,20.75,18.45,2.3000000000000007,0.5500000000000007,18.237499999999997,19.52,16.81,2.710000000000001,0.9400000000000013,18.96,19.96,18.11,1.8500000000000014,1.2200000000000024,3241701,3655639,2690858,964781,-547209
2016-01-24,19.834,20.39,19.45,0.9400000000000013,-0.22000000000000242,20.476,20.75,20.23,0.5199999999999996,-0.14000000000000057,19.342000000000002,19.64,19.17,0.46999999999999886,-0.05000000000000071,19.794,20.17,19.38,0.7900000000000027,0.7800000000000011,1979961,2498278,1612417,885861,-262117
2016-01-31,19.830000000000002,20.18,19.26,0.9199999999999982,-0.17999999999999972,20.22,20.47,19.89,0.5799999999999983,-0.3299999999999983,19.112,19.67,18.41,1.2600000000000016,-0.360000000000003,19.724,20.41,19.19,1.2199999999999989,-0.9699999999999989,1884313,2279579,1558605,720974,354982
2016-02-07,17.42,19.03,16.25,2.780000000000001,-2.780000000000001,17.878,19.16,16.76,2.3999999999999986,-2.3999999999999986,16.736,18.05,15.62,2.4300000000000015,-2.2600000000000016,17.144000000000002,18.37,15.8,2.5700000000000003,-1.9800000000000004,2650696,3637109,2191787,1445322,83311
2016-02-14,19.195,19.68,18.17,1.509999999999998,1.0899999999999999,19.805,19.99,19.48,0.509999999999998,0.509999999999998,18.814999999999998,19.13,18.06,1.0700000000000003,1.0199999999999996,19.43,19.78,19.24,0.5400000000000027,0.490000000000002,2888658,4630170,1853325,2776845,-2594517
2016-02-21,21.21,22.37,20.0,2.370000000000001,2.1700000000000017,21.885,23.15,21.05,2.099999999999998,1.2699999999999996,20.863333333333333,22.37,19.51,2.8599999999999994,2.1799999999999997,21.593333333333334,22.38,20.42,1.9599999999999973,1.370000000000001,2243174,2720094,1473654,1246440,170451
2016-02-28,22.956,23.38,22.33,1.0500000000000007,0.610000000000003,23.294,23.56,22.92,0.639999999999997,0.25,22.18,22.67,21.61,1.0600000000000023,-0.020000000000003126,22.826,23.48,22.54,0.9400000000000013,-0.23000000000000043,2573376,4147110,1794119,2352991,740724
2016-03-06,21.278,22.62,19.27,3.3500000000000014,-3.2699999999999996,21.688,23.04,19.96,3.0799999999999983,-3.0799999999999983,20.342,22.35,18.55,3.8000000000000007,-3.5500000000000007,20.918,22.73,18.89,3.84,-2.879999999999999,4360796,11430890,1735780,9695110,1679457
2016-03-13,19.982,21.3,19.38,1.9200000000000017,1.8000000000000007,20.604,21.41,19.8,1.6099999999999994,1.3100000000000023,19.634,20.46,19.18,1.2800000000000011,1.2800000000000011,20.196,20.97,19.6,1.3699999999999974,0.9399999999999977,2140998,3031349,1743934,1287415,-23222
2016-03-20,19.6125,20.44,18.36,2.080000000000002,-2.080000000000002,19.875,20.6,18.93,1.6700000000000017,-1.6700000000000017,19.0275,19.9,17.95,1.9499999999999993,-1.9499999999999993,19.3925,20.13,18.76,1.3699999999999974,-1.2799999999999976,1686259,2254423,1473214,781209,70
2016-03-27,19.028,19.41,18.44,0.9699999999999989,0.16000000000000014,19.378,19.92,18.9,1.0200000000000031,0.28000000000000114,18.732,19.2,18.2,1.0,0.4299999999999997,19.12,19.41,18.63,0.7800000000000011,0.38000000000000256,1245292,1597451,1041791,555660,4411
2016-04-03,17.998,19.11,17.59,1.5199999999999996,-1.5199999999999996,18.33,19.32,17.74,1.5800000000000018,-1.5800000000000018,17.438000000000002,17.92,17.02,0.9000000000000021,-0.7300000000000004,17.688,17.99,17.32,0.6699999999999982,-0.6699999999999982,2334519,2910302,1485566,1424736,-1424736
2016-04-10,17.855999999999998,18.4,17.33,1.0700000000000003,0.759999999999998,18.246,18.6,17.71,0.8900000000000006,0.7199999999999989,17.63,17.98,17.23,0.75,0.6799999999999997,17.904,18.4,17.24,1.1600000000000001,0.7800000000000011,1583199,2090432,1197484,892948,458633
2016-04-17,18.526,19.06,17.66,1.3999999999999986,1.3200000000000003,19.102,19.54,18.75,0.7899999999999991,0.7899999999999991,18.322,18.88,17.66,1.2199999999999989,1.2199999999999989,18.728,19.04,18.18,0.8599999999999994,0.5,1909023,2940746,1361117,1579629,-297918
2016-04-24,18.674,18.88,18.44,0.4399999999999977,-0.17999999999999972,19.052,19.33,18.74,0.5899999999999999,-0.379999999999999,18.262,18.58,17.72,0.8599999999999994,-0.5500000000000007,18.524,18.99,17.91,1.0799999999999983,-0.379999999999999,1586316,2599028,993215,1605813,1020456
2016-05-01,16.878,17.91,16.07,1.8399999999999999,-1.8399999999999999,17.118,18.05,16.4,1.6500000000000021,-1.6500000000000021,16.262,17.18,15.53,1.6500000000000004,-1.6500000000000004,16.496000000000002,17.52,15.9,1.6199999999999992,-1.6199999999999992,2273657,3312384,1453101,1859283,570633
2016-05-08,16.578,17.56,15.1,2.459999999999999,1.0800000000000018,17.11,18.46,15.62,2.8400000000000016,1.3399999999999999,16.124,17.17,15.02,2.150000000000002,1.4899999999999984,16.45,17.38,15.46,1.9199999999999982,1.4499999999999993,3793216,7977469,1746792,6230677,-657833
2016-05-15,17.28,17.43,16.96,0.46999999999999886,0.46999999999999886,17.752,18.22,17.54,0.6799999999999997,0.5799999999999983,17.152,17.42,16.95,0.4700000000000024,0.4700000000000024,17.548,18.06,17.38,0.6799999999999997,0.5599999999999987,1610175,2117567,1378512,739055,739055
2016-05-22,18.914,19.65,18.04,1.6099999999999994,0.7600000000000016,19.284,19.65,18.86,0.7899999999999991,0.17999999999999972,18.65,19.21,18.04,1.1700000000000017,0.6000000000000014,18.956,19.56,18.54,1.0199999999999996,0.17999999999999972,1999208,2318144,1466731,851413,-523797
2016-05-29,18.3275,18.62,17.88,0.740000000000002,-0.740000000000002,18.545,18.9,17.98,0.9199999999999982,-0.9199999999999982,17.9525,18.45,17.27,1.1799999999999997,-1.1799999999999997,18.2275,18.68,17.51,1.1699999999999982,-1.1699999999999982,1860487,2442625,1388117,1054508,967497
2016-06-05,17.918,18.32,17.49,0.8300000000000018,-0.08999999999999986,18.148,18.48,17.62,0.8599999999999994,-0.6400000000000006,17.490000000000002,18.05,16.35,1.6999999999999993,-1.1199999999999974,17.762,18.24,16.38,1.8599999999999994,-1.8500000000000014,1998538,3777061,1407317,2369744,2153020
2016-06-12,15.812000000000001,16.17,15.51,0.6600000000000019,-0.4400000000000013,16.228,16.49,15.83,0.6599999999999984,-0.370000000000001,15.58,15.77,15.26,0.5099999999999998,-0.11999999999999922,15.766,15.86,15.63,0.22999999999999865,-0.08999999999999986,2014515,2304841,1636156,668685,-668685
2016-06-19,15.847999999999999,16.13,15.0,1.129999999999999,-1.0700000000000003,16.154,16.36,15.63,0.7299999999999986,-0.7299999999999986,15.572000000000001,15.96,14.5,1.4600000000000009,-1.4600000000000009,15.768,16.25,14.83,1.42,-1.2599999999999998,1943694,4348604,1205471,3143133,2866625
2016-06-26,14.728,14.94,14.3,0.6399999999999988,0.21999999999999886,15.0,15.4,14.56,0.8399999999999999,0.5500000000000007,14.372,14.86,13.56,1.299999999999999,1.299999999999999,14.716,15.26,13.8,1.459999999999999,1.459999999999999,1862573,3343440,1052112,2291328,-2291328
